,ZNF75A (7627)
ACH-000004,-0.25521950259429643
ACH-000005,-0.1400839319623748
ACH-000007,-0.21751433906145565
ACH-000009,0.028740098734325675
ACH-000011,-0.2899595036848843
ACH-000012,-0.2847843393769295
ACH-000013,-0.2384419527836936
ACH-000014,-0.18226667559471507
ACH-000015,-0.2252743669423262
ACH-000017,-0.1612774346086851
ACH-000018,-0.29423399377518017
ACH-000019,0.037342298631219135
ACH-000021,-0.1859488495341429
ACH-000022,-0.2075565712989085
ACH-000025,-0.3055334515270305
ACH-000028,-0.1953387507372684
ACH-000030,-0.0962575339578468
ACH-000035,-0.2637036612262043
ACH-000036,-0.2962816732671113
ACH-000037,-0.21086200188510348
ACH-000039,-0.13181423183010396
ACH-000040,-0.2263894775924949
ACH-000041,-0.16693510665543068
ACH-000042,-0.051832831043418987
ACH-000045,-0.33908605688583315
ACH-000047,-0.18593670917700408
ACH-000052,0.019847612798679963
ACH-000053,-0.2488086514268313
ACH-000054,-0.15380574722472068
ACH-000055,-0.29971971074441084
ACH-000060,-0.15358406169377933
ACH-000067,-0.1905644699097107
ACH-000070,-0.06193304389667451
ACH-000075,-0.09589761246939928
ACH-000078,-0.3810215947491519
ACH-000082,-0.08371442034763431
ACH-000085,-0.22907909369785084
ACH-000086,-0.05858601944807535
ACH-000087,-0.10740957871672324
ACH-000092,-0.19824016826027274
ACH-000095,-0.1367555207475989
ACH-000097,-0.2356884037478773
ACH-000098,-0.2682997623337468
ACH-000099,-0.09978903051244144
ACH-000108,-0.2707245088316081
ACH-000113,-0.08173402805479926
ACH-000116,-0.19004987927117828
ACH-000118,-0.2359613670723827
ACH-000120,-0.292400335067993
ACH-000123,-0.3189622684997361
ACH-000127,-0.23439435107179776
ACH-000128,-0.045677230678787616
ACH-000132,-0.14635916599025492
ACH-000133,-0.127629753886562
ACH-000137,-0.3124885254862565
ACH-000138,-0.09815196068656512
ACH-000142,-0.34242035730309234
ACH-000143,-0.10123281171716324
ACH-000146,-0.15667322517452698
ACH-000148,-0.21659215278771315
ACH-000150,-0.3855629634146218
ACH-000152,-0.2673745831311963
ACH-000153,-0.07176808764963626
ACH-000159,-0.29589353175504696
ACH-000160,-0.11857055032031052
ACH-000163,-0.12078493521037435
ACH-000167,-0.08905289947097207
ACH-000168,-0.22481615536327704
ACH-000169,-0.2613360776981941
ACH-000178,-0.3138367892923391
ACH-000183,-0.0664538269427311
ACH-000188,-0.2655648794794269
ACH-000189,-0.11381967998381985
ACH-000190,-0.19580875007920007
ACH-000198,-0.14232944000647632
ACH-000203,-0.4907025042175821
ACH-000204,-0.03822783765876722
ACH-000206,-0.189051281871268
ACH-000207,-0.20745638236377986
ACH-000208,0.09985197588814562
ACH-000210,-0.1698973971151024
ACH-000211,-0.17734938913026324
ACH-000215,-0.15714038571306074
ACH-000221,-0.2169715954688785
ACH-000222,-0.3230405920747509
ACH-000223,-0.11128541139687248
ACH-000226,-0.15290927387987113
ACH-000227,-0.13943479558456326
ACH-000228,-0.19632045507476212
ACH-000231,-0.2251059712534803
ACH-000232,-0.1467533712064479
ACH-000233,-0.2421279291817588
ACH-000234,-0.04513665519946816
ACH-000235,-0.13760925861858106
ACH-000237,-0.2303938573201365
ACH-000238,-0.060666073777338514
ACH-000242,-0.11102747625023326
ACH-000243,-0.2021074098643824
ACH-000244,-0.2098532224819256
ACH-000246,-0.2384375505539925
ACH-000248,-0.34496962612983706
ACH-000250,-0.18104896875218696
ACH-000251,-0.0617555126302384
ACH-000252,-0.10604250460833528
ACH-000253,-0.194796427058277
ACH-000255,-0.08621537923592389
ACH-000256,-0.15456659928814195
ACH-000257,-0.2284601501090045
ACH-000258,-0.24024452585650696
ACH-000259,-0.13417336264068935
ACH-000260,-0.17821592206484546
ACH-000261,-0.182221731270546
ACH-000262,-0.0990744108319526
ACH-000263,-0.34791722741001885
ACH-000264,-0.1604101171692743
ACH-000265,-0.2697385939823819
ACH-000266,-0.2025278776799616
ACH-000272,-0.06718610436616759
ACH-000274,-0.138161577255682
ACH-000277,-0.18295348457913108
ACH-000278,-0.2204572122457279
ACH-000279,-0.12631793385416412
ACH-000280,-0.25140346349304
ACH-000281,-0.3258609691576109
ACH-000288,-0.1851368632707861
ACH-000291,-0.1988237388043008
ACH-000293,-0.1456612974465447
ACH-000294,-0.008060819217729463
ACH-000295,-0.2981439208947528
ACH-000296,-0.2734281266230155
ACH-000302,-0.2034337637418325
ACH-000304,0.07123498228883514
ACH-000307,-0.11336408574907098
ACH-000308,-0.20271541300365808
ACH-000310,-0.0552385854034279
ACH-000311,-0.19332126590555115
ACH-000312,-0.12244734470054255
ACH-000315,0.01566725769383101
ACH-000316,-0.3118447974133481
ACH-000317,-0.10722422388408684
ACH-000318,-0.04333300212897855
ACH-000319,-0.271287104618028
ACH-000320,-0.22086588282606304
ACH-000322,-0.06753749790251949
ACH-000323,-0.17650299361888264
ACH-000324,-0.13598489235900088
ACH-000329,-0.2641450677482807
ACH-000330,-0.2633859707928557
ACH-000331,0.019457717137371777
ACH-000332,-0.22366075663791316
ACH-000334,-0.10884604799306112
ACH-000335,-0.0914087124731582
ACH-000336,-0.13270864750521033
ACH-000337,-0.15100260996995093
ACH-000338,-0.3774537361252303
ACH-000339,-0.18598029355876453
ACH-000341,-0.3641680664543455
ACH-000348,-0.15860821454443513
ACH-000350,-0.010067775950340559
ACH-000352,-0.2336212114714333
ACH-000356,-0.02360510025068341
ACH-000361,0.010151287975304074
ACH-000362,-0.14564611344173373
ACH-000363,-0.1558112682607757
ACH-000364,-0.2521862894233619
ACH-000365,-0.09144382986491703
ACH-000366,-0.25094104914951704
ACH-000368,-0.2456719620936915
ACH-000374,-0.13849234049324566
ACH-000375,-0.5287375455346073
ACH-000376,-0.19816025266953505
ACH-000381,-0.319347759974192
ACH-000383,-0.20626347588486876
ACH-000387,-0.15499356306065995
ACH-000389,-0.3115810133192342
ACH-000390,-0.13609853201960692
ACH-000393,-0.0898814745837214
ACH-000395,-0.15780006099696192
ACH-000396,-0.5023382468090006
ACH-000397,-0.2200370342177407
ACH-000401,-0.2568215755068869
ACH-000402,-0.1908650476198952
ACH-000403,-0.12674801414567038
ACH-000404,0.08037051673830448
ACH-000406,-0.1286372043593042
ACH-000407,-0.07898544544548063
ACH-000408,-0.24766463607854536
ACH-000410,-0.24116302790919125
ACH-000411,-0.23371996724475574
ACH-000414,-0.3129896561195377
ACH-000415,-0.2258859727480377
ACH-000416,-0.13668298304380666
ACH-000420,-0.3381224865964281
ACH-000421,-0.25433696726443633
ACH-000424,-0.03993153958511225
ACH-000425,-0.2696641668430073
ACH-000426,-0.06231661265107871
ACH-000427,-0.2829236213944567
ACH-000433,-0.41246179858171855
ACH-000435,-0.2240548318150668
ACH-000436,-0.027412962377564368
ACH-000444,-0.2610299603898165
ACH-000445,-0.15528529943885094
ACH-000448,-0.09901191086493694
ACH-000450,-0.06297904542632847
ACH-000452,-0.15998975785588174
ACH-000454,-0.1244035215244716
ACH-000458,-0.3525601695938764
ACH-000459,-0.09349817503315616
ACH-000460,-0.1353982562790117
ACH-000461,-0.09003430052934851
ACH-000463,-0.14017571474019466
ACH-000464,-0.05830035130451147
ACH-000466,-0.14048061416147675
ACH-000467,-0.30793178305138325
ACH-000468,-0.2595441747917843
ACH-000469,-0.2767673509044986
ACH-000470,-0.16201517503404111
ACH-000471,-0.2176116780322569
ACH-000472,-0.19046457877423387
ACH-000473,-0.11821518905459595
ACH-000475,-0.19855898525678164
ACH-000476,-0.28842698623406865
ACH-000477,-0.26122779068618823
ACH-000479,-0.3686497643237823
ACH-000480,-0.20599737164066784
ACH-000481,-0.0009455473933642516
ACH-000483,-0.344841428762793
ACH-000484,-0.2572442417316781
ACH-000485,-0.25186781252395896
ACH-000486,-0.2359880252960983
ACH-000487,-0.2153580717185546
ACH-000488,-0.1546881103931884
ACH-000490,-0.18442020019281355
ACH-000491,-0.025238284577431384
ACH-000495,-0.4054460463887939
ACH-000496,-0.307302751502493
ACH-000499,-0.3646824103857464
ACH-000500,0.06403536728862046
ACH-000502,-0.3811914975522739
ACH-000503,-0.003081632907433915
ACH-000505,-0.2985051389542409
ACH-000507,-0.15164762023328596
ACH-000510,-0.2130442499491434
ACH-000511,-0.15483558082351906
ACH-000512,-0.11020960791602982
ACH-000516,-0.16192916012284095
ACH-000517,-0.16405582711611827
ACH-000518,-0.16006823081041474
ACH-000520,-0.1742162196190966
ACH-000521,-0.2266115899845494
ACH-000522,-0.1942869650963335
ACH-000524,-0.18698533353130914
ACH-000527,-0.19254972448943886
ACH-000528,-0.19624349073999048
ACH-000537,-0.15225829833850846
ACH-000541,-0.05329833346548324
ACH-000542,-0.24929781107226975
ACH-000544,-0.30491304444205997
ACH-000545,-0.14555110338583924
ACH-000547,-0.4395678550302182
ACH-000548,-0.11697426073994725
ACH-000549,-0.03004276129079935
ACH-000550,-0.1888497604379146
ACH-000552,-0.2848219993609519
ACH-000556,-0.2472141382200848
ACH-000557,-0.16200392857856993
ACH-000569,-0.21150298609574905
ACH-000570,-0.17962769451937735
ACH-000571,-0.24791781575347224
ACH-000573,-0.1262198285574087
ACH-000576,-0.1950671457014056
ACH-000579,-0.13227749374126274
ACH-000580,-0.25444010527556343
ACH-000584,-0.19775016361832431
ACH-000585,-0.24941808797525025
ACH-000588,-0.11872389798594955
ACH-000589,-0.22369236738372555
ACH-000591,-0.310925769093443
ACH-000593,-0.13994408224670116
ACH-000600,-0.07795724818483811
ACH-000601,-0.25296249817080524
ACH-000605,-0.05602551817449234
ACH-000606,-0.11792081812618985
ACH-000608,-0.21271094429009255
ACH-000614,-0.18335326279560007
ACH-000616,-0.2277527544775344
ACH-000618,-0.09891937550652802
ACH-000619,-0.10214749187965794
ACH-000620,-0.3590416104513281
ACH-000621,-0.2816756429157632
ACH-000622,-0.2132522656585332
ACH-000623,-0.2999673355311623
ACH-000624,-0.13814042934401766
ACH-000627,-0.15200988898467901
ACH-000630,-0.17283194881609934
ACH-000631,0.25542857012186704
ACH-000632,-0.27790647146291125
ACH-000633,-0.15409371071421124
ACH-000637,-0.2141178553406027
ACH-000638,0.16052870977702965
ACH-000646,-0.07611775933179751
ACH-000647,-0.19147584234052328
ACH-000648,-0.3219231565359524
ACH-000649,-0.2029844792481891
ACH-000651,-0.01736098860034958
ACH-000652,-0.3081264366670013
ACH-000653,0.019866031988742733
ACH-000657,-0.2265765896689036
ACH-000658,-0.13507277192292927
ACH-000661,-0.1485826299117669
ACH-000662,-0.1198667307916154
ACH-000663,-0.059876014045325415
ACH-000665,-0.012061889285519859
ACH-000671,-0.1753697064319589
ACH-000672,-0.4190571006157841
ACH-000673,-0.1907226065034562
ACH-000676,-0.1413296920770273
ACH-000677,-0.24450714101714816
ACH-000681,-0.24753541136063545
ACH-000683,-0.2819686048078852
ACH-000684,0.022512324594286585
ACH-000688,-0.028061153155310967
ACH-000693,-0.2044819952184372
ACH-000694,-0.17973516398485292
ACH-000695,-0.14644263168014424
ACH-000696,-0.2425366004002377
ACH-000697,-0.1409976160200158
ACH-000699,-0.2623388270976106
ACH-000701,-0.0008199386327982871
ACH-000706,-0.233895725802014
ACH-000711,-0.12937220101589875
ACH-000713,-0.3203294314378746
ACH-000714,-0.2273407938684751
ACH-000718,-0.2620374326132157
ACH-000720,0.006243868087285717
ACH-000721,-0.21016001893409367
ACH-000724,-0.20674910965148666
ACH-000725,-0.24937253869380374
ACH-000732,-0.15706183350452854
ACH-000734,-0.16587355810777651
ACH-000735,-0.1473780343825846
ACH-000736,-0.3387760830381565
ACH-000738,-0.1040126255844706
ACH-000746,-0.2720515274290304
ACH-000747,-0.19679577975629534
ACH-000748,-0.14446195603697218
ACH-000753,-0.2000613119395858
ACH-000756,-0.2727421057495453
ACH-000757,-0.21670685810057805
ACH-000758,-0.2323249519409793
ACH-000760,-0.09844158027942386
ACH-000762,0.02828184041530813
ACH-000763,-0.0143417003510096
ACH-000764,-0.5067861528753669
ACH-000765,-0.2565273571821962
ACH-000766,-0.12952640338712776
ACH-000767,-0.15046974106366434
ACH-000768,-0.1411247787847111
