,CCT3 (7203)
ACH-000004,-1.3683763965036622
ACH-000005,-1.5686630519493334
ACH-000007,-1.2829969574492033
ACH-000009,-1.5318831881223225
ACH-000011,-1.3284437980127448
ACH-000012,-1.491543778689856
ACH-000013,-1.5544675453929806
ACH-000014,-1.43599760685691
ACH-000015,-1.5720481732146945
ACH-000017,-1.2871473512833786
ACH-000018,-1.3797491928285248
ACH-000019,-1.6777673506651407
ACH-000021,-1.5201436691217305
ACH-000022,-1.5840907871909267
ACH-000025,-1.6169438992885552
ACH-000028,-1.3813359366685998
ACH-000030,-1.4007205145262571
ACH-000035,-1.5108661703341542
ACH-000036,-1.3831170471176677
ACH-000037,-1.611748371262372
ACH-000039,-1.456057926840283
ACH-000040,-1.5072012094076348
ACH-000041,-1.1431011702238705
ACH-000042,-1.4272684957335011
ACH-000045,-1.469055792158556
ACH-000047,-1.2885932089984895
ACH-000052,-1.4541664913551848
ACH-000053,-1.6414491332257932
ACH-000054,-1.5374941570913168
ACH-000055,-1.398898218233296
ACH-000060,-1.347835277458093
ACH-000067,-1.522822781104518
ACH-000070,-1.4723636886299365
ACH-000075,-1.4662662348507738
ACH-000078,-1.3713274393717994
ACH-000082,-1.308071710834018
ACH-000085,-1.4572180664844419
ACH-000086,-1.4284356756587464
ACH-000087,-1.6535563399863449
ACH-000092,-1.492263199840968
ACH-000095,-1.4074919825965184
ACH-000097,-1.3609921479467448
ACH-000098,-1.5816941123214578
ACH-000099,-1.5151907002655691
ACH-000108,-1.3884946287927782
ACH-000113,-1.5278270579042628
ACH-000116,-1.2339631828556348
ACH-000118,-1.4229104241005734
ACH-000120,-1.3039838990849597
ACH-000123,-1.5827940619135212
ACH-000127,-1.5913442117314005
ACH-000128,-1.2782158135231634
ACH-000132,-1.5577169902315815
ACH-000133,-1.4926561261800562
ACH-000137,-1.558564903911605
ACH-000138,-1.4608532276627009
ACH-000142,-1.415649589232148
ACH-000143,-1.3326594457764434
ACH-000146,-1.32570528848925
ACH-000148,-1.590273262816262
ACH-000150,-1.3725478678167644
ACH-000152,-1.2812644732591765
ACH-000153,-1.6576083010068783
ACH-000159,-1.4087134628799798
ACH-000160,-1.6900827318410891
ACH-000163,-1.550556102271939
ACH-000167,-2.8395725676069845
ACH-000168,-1.4679026473817256
ACH-000169,-1.4669170564240723
ACH-000178,-1.3495078776021188
ACH-000183,-1.383173384556642
ACH-000188,-1.4518212734169602
ACH-000189,-1.395432270659644
ACH-000190,-1.514183567352419
ACH-000198,-1.467762838231209
ACH-000203,-1.6142282407160866
ACH-000204,-1.216914036051142
ACH-000206,-1.2893077956846837
ACH-000207,-1.5953285031987685
ACH-000208,-1.3957839536531536
ACH-000210,-1.5880127766397814
ACH-000211,-1.4692050747142007
