,DBNL (28988)
ACH-000004,0.02635793923958877
ACH-000005,0.23465387507395574
ACH-000007,-0.03678682024926985
ACH-000009,-0.11052941071272844
ACH-000011,0.02800287412362017
ACH-000012,-0.08191648742515892
ACH-000013,-0.06234223610881965
ACH-000014,-0.19431392424591226
ACH-000015,0.13699461000151064
ACH-000017,-0.026297745233815558
ACH-000018,0.14542260561316292
ACH-000019,-0.057101563888769385
ACH-000021,0.07250996081951727
ACH-000022,-0.04422618661504007
ACH-000025,-0.1492469860660889
ACH-000028,0.0678227194207701
ACH-000030,-0.0014451098131284651
ACH-000035,-0.061036022093288574
ACH-000036,-0.0847007076514826
ACH-000037,-0.04002569543196456
ACH-000039,0.1997854073020584
ACH-000040,-0.1358465921735747
ACH-000041,-0.057852494668785615
ACH-000042,-0.1354404855915463
ACH-000045,-0.01361283698789958
ACH-000047,0.02464900790527388
ACH-000052,-0.3733920025544614
ACH-000053,-0.07569300503684942
ACH-000054,-0.01296966810353868
ACH-000055,0.08806974617840377
ACH-000060,-0.017765946591809058
ACH-000067,0.08832953500383031
ACH-000070,0.08500117809921334
ACH-000075,-0.12721415161805613
ACH-000078,-0.08683670211574139
ACH-000082,-0.009196072258562444
ACH-000085,-0.0041284083882291225
ACH-000086,0.13442766133569134
ACH-000087,-0.16828021735527382
ACH-000092,2.384864685553441e-05
ACH-000095,-0.056662539864378664
ACH-000097,-0.15776960576679985
ACH-000098,-0.13160448116891812
ACH-000099,-0.04841107137781611
ACH-000108,0.030238298220496382
ACH-000113,-0.010638620982566377
ACH-000116,-0.03761269542674695
ACH-000118,0.04283696444407617
ACH-000120,-0.13151867017990929
ACH-000123,-0.10543246867514623
ACH-000127,-0.037122862387282914
ACH-000128,-0.01400412263774633
ACH-000132,0.11735697602197595
ACH-000133,-0.1301309802741144
ACH-000137,-0.0223087008917224
ACH-000138,0.12558293126947134
ACH-000142,-0.12556360029819005
ACH-000143,-0.06104463640715846
ACH-000146,0.015506195312827459
ACH-000148,0.0068655325420215975
ACH-000150,0.027343010885674597
ACH-000152,-0.02028539863810512
ACH-000153,-0.092022754653651
ACH-000159,-0.1253350938152767
ACH-000160,0.038538366309625365
ACH-000163,0.04776401005583929
ACH-000167,0.2267064729661472
ACH-000168,-0.15570456512712375
ACH-000169,0.09219539210642418
ACH-000178,-0.09485059279575116
ACH-000183,0.11563902134976173
ACH-000188,-0.023241876069668647
ACH-000189,0.003618535580721078
ACH-000190,-0.21128300003958106
ACH-000198,-0.07183689212530177
ACH-000203,0.0784974330142757
ACH-000204,0.016930807225051008
