,PWWP2B (170394)
ACH-000004,0.19009438791858785
ACH-000005,0.3861387426007734
ACH-000007,-0.07913061100428362
ACH-000009,0.04563413283853645
ACH-000011,0.17868491086388436
ACH-000012,0.09413600368878568
ACH-000013,0.14722761974243118
ACH-000014,0.03832024682006672
ACH-000015,0.1277545877445937
ACH-000017,-0.038417666720311584
ACH-000018,-0.01726285484718797
ACH-000019,0.10552847273652942
ACH-000021,0.1612663662909842
ACH-000022,0.08078261849013582
ACH-000025,0.014948716147624106
ACH-000028,0.19031266543627606
ACH-000030,0.09559412993141517
ACH-000035,0.16285128472117535
ACH-000036,-0.1563820561065443
ACH-000037,0.03226966873255755
ACH-000039,0.018992470927655658
ACH-000040,-0.05943041610738563
ACH-000041,0.03959171329844551
ACH-000042,0.11628180253658567
ACH-000045,-0.05842621224458849
ACH-000047,-0.06774133030492074
ACH-000052,0.06553897834123759
ACH-000053,0.17795793029746412
ACH-000054,-0.07072170027318801
ACH-000055,-0.10104503516737964
ACH-000060,0.06069022547402924
ACH-000067,0.01607765545627347
ACH-000070,0.18052530986757126
ACH-000075,-0.22363619617161287
ACH-000078,-0.027907172731575714
ACH-000082,0.09601716966564924
ACH-000085,0.13649983489425868
ACH-000086,0.027413798458950586
ACH-000087,-0.10651614570505676
ACH-000092,0.11902790056649155
ACH-000095,0.01343640408639362
ACH-000097,0.17888817457835024
ACH-000098,0.045288494441012
ACH-000099,-0.11079953986982403
ACH-000108,0.08556343170780721
ACH-000113,-0.10844152070753316
ACH-000116,0.09796603155709327
ACH-000118,0.14597579235495636
ACH-000120,0.08565087232194547
ACH-000123,0.04022535428541203
ACH-000127,-0.042592361884677035
ACH-000128,0.07036402817239913
ACH-000132,0.17096485106305984
ACH-000133,0.10374380049306084
ACH-000137,0.03814278773431316
ACH-000138,0.08820113785759946
ACH-000142,0.010151597611822345
ACH-000143,-0.17869963890947205
ACH-000146,0.19926639129550952
ACH-000148,-0.09405900198798417
ACH-000150,-0.1381511925243896
ACH-000152,0.07973922123044372
ACH-000153,0.06939972350006894
ACH-000159,0.11102564114212926
ACH-000160,0.4692465365404218
ACH-000163,-0.017209960400259388
ACH-000167,0.7000302475654091
ACH-000168,0.12477597939220192
ACH-000169,-0.05287318887296501
ACH-000178,0.136746911661916
ACH-000183,0.12976992712142768
ACH-000188,0.0533777208456384
ACH-000189,-0.05885703242097293
ACH-000190,0.4863764217651738
ACH-000198,0.024674518404511462
ACH-000203,0.01852081476741441
ACH-000204,0.01625946904022353
ACH-000206,0.2412511900586967
ACH-000207,0.03888076576679119
ACH-000208,0.13935055503565993
ACH-000210,-0.03340308887548265
ACH-000211,0.026387056009744426
ACH-000215,0.04151256174229809
ACH-000221,-0.047256584032796485
ACH-000222,0.14329249158886065
ACH-000223,-0.12538085682297112
ACH-000226,0.13233665352664215
ACH-000227,0.11255406143688232
ACH-000228,0.10260981890690588
ACH-000231,0.005248236862698263
ACH-000232,0.13335733916700124
ACH-000233,0.04101607053525004
ACH-000234,0.053473443142901575
ACH-000235,0.129275629546535
ACH-000237,-0.01550351627908266
ACH-000238,0.026114110538450502
ACH-000242,0.08379458087109554
ACH-000243,0.17682424125916898
ACH-000244,0.17072745493097224
ACH-000246,0.050412114056040035
ACH-000248,0.1745108081843377
ACH-000250,0.034442714823252056
ACH-000251,0.0985364785899451
ACH-000252,0.1245923862945992
ACH-000253,-0.0074773368610926315
ACH-000255,0.11126128163010236
ACH-000256,0.009116329279053604
ACH-000257,0.06718382769742441
ACH-000258,-0.07135065208383831
ACH-000259,0.056150041872841935
ACH-000260,0.16622357176711045
ACH-000261,0.15914559931277605
ACH-000262,0.0627681604140941
ACH-000263,0.3295701336507773
ACH-000264,-0.00037734303261498193
ACH-000265,0.1793324800217698
ACH-000266,0.11240934019037803
ACH-000272,0.11589545618956125
ACH-000274,0.13195342810495345
ACH-000277,-0.10811547862420326
ACH-000278,-0.09426636395213717
ACH-000279,-0.04388373115313325
ACH-000280,0.1403830932179716
ACH-000281,-0.34928124995604865
ACH-000288,0.00646102106420904
ACH-000291,-0.11928724081805615
ACH-000293,0.0060652063747190675
ACH-000294,-0.00914237686026933
ACH-000295,-0.2561423488090254
ACH-000296,0.060076604636647914
ACH-000302,0.057505019087879014
ACH-000304,-0.18742873850805167
ACH-000307,-0.0061378035842085754
ACH-000308,0.10306647487744493
ACH-000310,-0.003448112829297089
ACH-000311,0.17341185822476565
ACH-000312,-0.01647217907506142
ACH-000315,0.1190514876174479
ACH-000316,-0.05138453438457908
ACH-000317,-0.14248398353502786
ACH-000318,0.20145143106353056
ACH-000319,0.06340604572292544
ACH-000320,0.01920512719824082
ACH-000322,-0.060885231382731414
ACH-000323,0.14958983153651448
ACH-000324,-0.0020095838070785486
ACH-000329,0.04391793269672888
ACH-000330,0.01119331003194063
ACH-000331,0.10308595658885476
ACH-000332,0.013848043000976184
ACH-000334,0.10130138395231306
ACH-000335,0.08519440353559994
ACH-000336,0.13111235983134495
ACH-000337,0.14974456763245794
ACH-000338,-0.2802379356411868
ACH-000339,0.16964428199576614
ACH-000341,0.13444088620868982
ACH-000348,0.15204253022907846
ACH-000350,-0.007657515906217944
ACH-000352,0.1441406158160299
ACH-000356,0.18971768411321568
ACH-000361,-0.05980554017967955
ACH-000362,-0.08723503789385087
ACH-000363,0.07871284440960519
ACH-000364,0.23068480492934254
ACH-000365,-0.017663176850001582
