,ABR (29)
ACH-000004,-0.041536623439224714
ACH-000005,0.20953865033977626
ACH-000007,0.12422336690309818
ACH-000009,-0.19463764082772406
ACH-000011,-0.06148934059258171
ACH-000012,-0.17273839809335514
ACH-000013,-0.07556714126863806
ACH-000014,-0.19987234640519672
ACH-000015,0.004002846045291203
ACH-000017,-0.012631989360965669
ACH-000018,-0.1897453571038929
ACH-000019,0.13104795058189034
ACH-000021,-0.10041390874452784
ACH-000022,-0.04931675189186298
ACH-000025,0.012950077312947596
ACH-000028,-0.02315649288013688
ACH-000030,-0.08558702636680023
ACH-000035,-0.02761933647933473
ACH-000036,-0.07914537242091298
ACH-000037,-0.12631288637621632
ACH-000039,-0.13080902691369134
ACH-000040,-0.05734957077213655
ACH-000041,0.08710887945996224
ACH-000042,-0.15875620412771926
ACH-000045,-0.133294977290909
ACH-000047,-0.11709095615583125
ACH-000052,0.09960179048518
ACH-000053,-0.08290073885608447
ACH-000054,-0.06327739182884977
ACH-000055,-0.079339702541695
ACH-000060,-0.059400576270112686
ACH-000067,-0.11149318250696584
ACH-000070,0.05868003490520121
ACH-000075,0.13584189028170268
ACH-000078,0.04303132386638549
ACH-000082,-0.15189216586025794
ACH-000085,-0.11455579834558985
ACH-000086,-0.055345677105881216
ACH-000087,-0.2073846087439669
ACH-000092,0.02075920264074413
ACH-000095,-0.0106123222386112
ACH-000097,-0.06493895109382193
ACH-000098,-0.07563581370375227
ACH-000099,-0.08768642680763226
ACH-000108,-0.12123404853262545
ACH-000113,0.01903497192541247
ACH-000116,-0.057035144362070536
ACH-000118,-0.15438903494759632
ACH-000120,-0.06044145929982981
ACH-000123,0.07137667316205144
ACH-000127,-0.13630346224362694
ACH-000128,0.1489462468807377
ACH-000132,-0.02877344571252513
ACH-000133,-0.03890229094277494
ACH-000137,-0.08461564861395303
ACH-000138,-0.10908867303514133
ACH-000142,-0.302387765890917
ACH-000143,-0.2679114907860951
ACH-000146,-0.1807295898378945
ACH-000148,0.022953957070998784
ACH-000150,-0.1598445566400298
ACH-000152,-0.09898824999829813
ACH-000153,-0.04680077032437816
ACH-000159,-0.05191382977806295
ACH-000160,0.10809258461274586
ACH-000163,0.12233511674419867
ACH-000167,0.4130742986128005
ACH-000168,-0.07072413335555999
ACH-000169,-0.04208295740889436
ACH-000178,-0.06862178622980591
ACH-000183,0.10138948301325347
ACH-000188,-0.009289892769786671
ACH-000189,0.027389946257645903
ACH-000190,-0.0983520965873026
