,FAM96B (51647)
ACH-000004,-1.1786082717200697
ACH-000005,-1.4215008613128652
ACH-000007,-0.8601777407387471
ACH-000009,-0.9704592181502714
ACH-000011,-1.05882742506807
ACH-000012,-1.128358626734242
ACH-000013,-1.087072483711968
ACH-000014,-1.041294029263815
ACH-000015,-0.9083200302058828
ACH-000017,-1.2710854602193442
ACH-000018,-1.139774128882209
ACH-000019,-0.4236819964011172
ACH-000021,-1.1666289707963695
ACH-000022,-0.8680652488378944
ACH-000025,-1.117813795999134
ACH-000028,-0.8348234539304978
ACH-000030,-0.953736849223222
ACH-000035,-1.0760068501282969
ACH-000036,-0.8942663761041642
ACH-000037,-0.5222690632042057
ACH-000039,-1.1368835389862948
ACH-000040,-1.0690709675033392
ACH-000041,-1.2065989423134835
ACH-000042,-1.1152390329073307
ACH-000045,-1.015827195553331
ACH-000047,-0.8061871913291394
ACH-000052,-0.8674955808963476
ACH-000053,-0.7981697736965734
ACH-000054,-0.9193070598992099
ACH-000055,-0.9118884655594682
ACH-000060,-1.0207152960578778
ACH-000067,-1.0358922440433709
ACH-000070,-0.9132969991224704
ACH-000075,-0.9191196639545676
ACH-000078,-1.0854465748358149
ACH-000082,-1.040767068881733
ACH-000085,-0.9552732644019862
ACH-000086,-0.9833439026545764
ACH-000087,-1.2819826244452357
ACH-000092,-1.0166624650363696
ACH-000095,-0.7234145319560653
ACH-000097,-0.8673025680616949
ACH-000098,-1.0835631544066742
ACH-000099,-0.9264189902005332
ACH-000108,-0.8743479885317641
ACH-000113,-0.6890122266682542
ACH-000116,-1.0710183847491859
ACH-000118,-0.9571814608753372
ACH-000120,-0.7638221520726103
ACH-000123,-0.7999010087789433
ACH-000127,-1.0095980395905109
ACH-000128,-0.7015777834159704
ACH-000132,-1.0380672084634022
ACH-000133,-1.164390307291305
ACH-000137,-0.679728659179153
ACH-000138,-1.051445621298709
ACH-000142,-0.9558681834228496
ACH-000143,-1.1079760618098382
ACH-000146,-1.010545312306467
ACH-000148,-1.2988043595354362
ACH-000150,-0.8427968745371529
ACH-000152,-1.0549400489448189
ACH-000153,-1.3800300682726028
ACH-000159,-0.8990794530925468
ACH-000160,-0.9698935692661084
ACH-000163,-0.9588456815550828
ACH-000167,-1.5464118768879274
ACH-000168,-1.1464669669953138
ACH-000169,-0.8662091834524419
ACH-000178,-0.9665533307603648
