,RAP1GDS1 (5910)
ACH-000004,0.1531149592488869
ACH-000005,-0.18472424691444309
ACH-000007,0.04879860373214127
ACH-000009,0.01971289526403595
ACH-000011,-0.05007810575927416
ACH-000012,0.19133113559973294
ACH-000013,0.14417365282933134
ACH-000014,0.07904401480503366
ACH-000015,0.009027730054660371
ACH-000017,0.04156203760422444
ACH-000018,-0.10154773094200474
ACH-000019,0.06271884602559495
ACH-000021,0.13836938378332256
ACH-000022,-0.03776645650016697
ACH-000025,-0.14944160738553774
ACH-000028,0.10806073459575558
ACH-000030,0.040329595942233516
ACH-000035,0.09452087603207483
ACH-000036,0.035936881752502585
ACH-000037,0.1655967152001702
ACH-000039,0.2631504754488023
ACH-000040,-0.041323620438153706
ACH-000041,0.05877379252250749
ACH-000042,0.10058171558944708
ACH-000045,0.11750044653002704
ACH-000047,0.03675382271585894
ACH-000052,0.14404450697642987
ACH-000053,0.10509127421103844
ACH-000054,0.03315806266720975
ACH-000055,0.12940043991242045
ACH-000060,-0.11782928247666513
ACH-000067,-0.02312369050046072
ACH-000070,0.13450891746084462
ACH-000075,0.034085861679174566
ACH-000078,0.11754336684686907
ACH-000082,0.05001284349492422
ACH-000085,0.2653592995399133
ACH-000086,0.053247796848158085
ACH-000087,0.10618138034256457
ACH-000092,-0.05566171000623847
ACH-000095,0.05758159695440548
ACH-000097,0.018034238235847298
ACH-000098,-0.01911644609134442
ACH-000099,0.11043819523471812
ACH-000108,0.05694061850795695
ACH-000113,0.09308858791758716
ACH-000116,0.014991143274202713
ACH-000118,0.01852216850497817
ACH-000120,0.05969238135846984
ACH-000123,0.12582168860405926
ACH-000127,-0.07295137143892401
ACH-000128,0.03216593982513991
ACH-000132,0.05411604936553902
ACH-000133,0.0350678453210664
ACH-000137,-0.06736923179074067
ACH-000138,0.11600009395195594
ACH-000142,-0.048327502127190405
ACH-000143,0.07944213022008459
ACH-000146,0.0974118234076159
ACH-000148,0.035520030424528504
ACH-000150,0.029375963341796686
ACH-000152,0.16140084499630886
ACH-000153,0.11373136737813988
ACH-000159,0.04806637047264075
ACH-000160,0.027317163758460345
ACH-000163,0.10005303522921452
ACH-000167,-0.22464068516776006
ACH-000168,0.07937773295793765
ACH-000169,0.14766621955517986
ACH-000178,0.07312247323896885
ACH-000183,0.21496002301905973
ACH-000188,0.017179112419228117
ACH-000189,-0.16496066712297344
ACH-000190,-0.05377226456721981
ACH-000198,0.056369251865990164
ACH-000203,0.11948953118910838
ACH-000204,0.05726880272492368
ACH-000206,0.14198817910061673
ACH-000207,0.03736263658683255
ACH-000208,0.0575824130932024
ACH-000210,0.07287342940264263
ACH-000211,0.10331523494372744
ACH-000215,-0.0464904813074251
ACH-000221,0.238090819924873
ACH-000222,0.04970982850636247
ACH-000223,0.008150515776414199
ACH-000226,0.10083886848134234
ACH-000227,0.007326323195897963
ACH-000228,0.02670964012041802
ACH-000231,0.03976621629268549
ACH-000232,-0.04305035251320554
ACH-000233,0.12361453847104704
ACH-000234,0.05785962462567061
ACH-000235,0.07448101531839868
ACH-000237,0.07490048382149314
ACH-000238,0.10161560276622966
ACH-000242,0.0819129844510962
ACH-000243,0.07107951801230596
ACH-000244,0.1066546989832658
ACH-000246,-0.012853270472650308
ACH-000248,0.11891724874175587
ACH-000250,0.08310125644178633
ACH-000251,-0.3285716980841741
ACH-000252,0.1084574151576601
ACH-000253,0.1076769114447234
ACH-000255,0.008081397699774135
ACH-000256,0.3080993628947153
ACH-000257,0.12818727232611665
ACH-000258,0.1372414587656608
ACH-000259,0.1240945239235165
ACH-000260,0.03263510190563695
ACH-000261,0.017699206687731915
ACH-000262,0.3024899928201237
ACH-000263,-0.031015040774244718
ACH-000264,-0.04793097303271299
ACH-000265,0.045627651154620995
ACH-000266,-0.08741038187774366
ACH-000272,0.05874414776509144
ACH-000274,0.04486228246735295
ACH-000277,-0.008648644992694729
ACH-000278,0.23123785436588884
ACH-000279,0.08391161196022309
ACH-000280,0.07409336412780966
ACH-000281,-0.1037948961805464
ACH-000288,0.14806893771802682
ACH-000291,0.103888159551857
ACH-000293,0.01442210988661044
ACH-000294,0.0966776695944356
ACH-000295,0.08789908014913284
ACH-000296,0.05019898627455889
ACH-000302,0.08004956542455616
ACH-000304,0.07446585284086372
ACH-000307,0.05555335107830912
ACH-000308,0.09201409984895656
ACH-000310,0.02432661181566094
ACH-000311,0.08558063657262352
ACH-000312,0.12748066923641674
ACH-000315,0.19858541410424985
ACH-000316,-0.024935274995960145
ACH-000317,0.07249506990412062
ACH-000318,0.049577757511229566
ACH-000319,0.060767147766102474
ACH-000320,-0.057682879633905226
ACH-000322,0.08172697660472998
ACH-000323,-0.0015853521329777529
ACH-000324,0.0987261745020252
ACH-000329,0.05069359590141579
ACH-000330,0.1391004612623273
ACH-000331,-0.02663077053873777
ACH-000332,-0.06361045908246793
ACH-000334,0.05333459259877593
ACH-000335,0.118583102379887
ACH-000336,-0.0806701700094197
ACH-000337,0.09235044470274736
ACH-000338,-0.13210953925784033
ACH-000339,-0.001650461103421002
ACH-000341,0.13440508417256491
ACH-000348,0.07579086923197922
ACH-000350,0.12505363105066514
ACH-000352,0.05314901079991877
ACH-000356,0.19768508951135894
ACH-000361,0.17991787239624096
ACH-000362,0.05301061194623746
ACH-000363,0.1408002112512428
ACH-000364,-0.0312769193426483
ACH-000365,0.029511815476588668
ACH-000366,0.022692681688722863
ACH-000368,0.20290231743827006
ACH-000374,-0.0002141212944937993
ACH-000375,0.09237519093944804
ACH-000376,-0.06952015369194886
ACH-000381,-0.01719928677513298
ACH-000383,0.1168300706003034
ACH-000387,0.043176354268148885
ACH-000389,0.1857325582719744
ACH-000390,0.05558362397850693
ACH-000393,0.05152079743444098
ACH-000395,0.1236740602390789
ACH-000396,-0.28910576210346817
ACH-000397,0.06286662866209859
ACH-000401,-0.01858092070034033
ACH-000402,0.07109825267276809
ACH-000403,0.048316313524180685
ACH-000404,0.1584611948419091
ACH-000406,0.044520384608264414
ACH-000407,-0.0325718415056056
ACH-000408,0.08253144038691536
ACH-000410,0.13206784061177013
ACH-000411,0.05181171844936012
ACH-000414,0.13538442732169045
ACH-000415,0.0997625299982406
ACH-000416,-0.03845230114183757
ACH-000420,-0.004308134206937142
ACH-000421,0.009595081315229905
ACH-000424,0.0151387751093139
ACH-000425,-0.01474525253652285
ACH-000426,0.12817905992498932
ACH-000427,-0.017082123013838203
ACH-000433,0.06483760572218257
ACH-000435,0.08441178440801961
ACH-000436,0.05187422967119303
