,KMT2C (58508)
ACH-000004,0.19344004013764515
ACH-000005,0.11915745854759086
ACH-000007,-0.07944621436732477
ACH-000009,-0.12829356917566248
ACH-000011,-0.28517267019905396
ACH-000012,-0.1284661959451423
ACH-000013,0.026888501091040826
ACH-000014,-0.22441946803759935
ACH-000015,-0.09799224951990072
ACH-000017,-0.3742038333634069
ACH-000018,0.2913681439213913
ACH-000019,0.04757042538534185
ACH-000021,-0.06911594064033545
ACH-000022,-0.13670715645771664
ACH-000025,0.199113822153548
ACH-000028,-0.21347704631089626
ACH-000030,-0.0536855550070792
ACH-000035,-0.21897552166805545
ACH-000036,-0.21962102530473887
ACH-000037,-0.0572659466123248
ACH-000039,-0.09462315045326736
ACH-000040,-0.19906705611073386
ACH-000041,-0.08692149475218272
ACH-000042,-0.01970686820489088
ACH-000045,0.3811224191572485
ACH-000047,-0.10383312949438904
ACH-000052,-0.1914025975746169
ACH-000053,-0.3955948401364652
ACH-000054,0.0008308967226294219
ACH-000055,0.03529913424880166
ACH-000060,0.09510095429566393
ACH-000067,-0.13614628357419914
ACH-000070,0.15087670123677166
ACH-000075,-0.16574471055716214
ACH-000078,-0.03212212532805777
ACH-000082,-0.059781771209015414
ACH-000085,-0.05143891811388122
ACH-000086,-0.003056482048823942
ACH-000087,-0.17877017126175238
ACH-000092,0.054464708369028635
ACH-000095,-0.32165860344051644
ACH-000097,0.2686540860678148
ACH-000098,0.002769881368607029
ACH-000099,-0.28993749927340823
ACH-000108,-0.08784596785719716
ACH-000113,0.30817496815642514
ACH-000116,-0.33665677989059345
ACH-000118,0.2577940501970401
ACH-000120,0.0930016895965428
ACH-000123,-0.15711871387589296
ACH-000127,-0.06655335347964543
ACH-000128,0.3004781826062196
ACH-000132,0.02798791096498067
ACH-000133,-0.009189538378614671
ACH-000137,0.0948454163097252
ACH-000138,-0.0055934349658397905
ACH-000142,-0.24728972480617645
ACH-000143,-0.032438226486895684
ACH-000146,-0.0951456216479594
ACH-000148,-0.08770434160218034
ACH-000150,0.008695550763534475
ACH-000152,-0.11546703249711247
ACH-000153,-0.029431558796722008
ACH-000159,0.01929463421410186
ACH-000160,0.4069680793239565
ACH-000163,0.11483163551691762
ACH-000167,0.6095973138875389
ACH-000168,0.07140187462620241
ACH-000169,0.07024610132551612
ACH-000178,0.06855321161806342
ACH-000183,-0.05992777454228885
ACH-000188,0.14737853658220898
ACH-000189,0.035162108533181566
ACH-000190,0.14472942516749387
ACH-000198,0.06958513086119454
ACH-000203,0.530698665609069
ACH-000204,0.04103928739491417
ACH-000206,-0.02759607786007113
ACH-000207,0.061430752342769526
ACH-000208,0.2033241428738048
ACH-000210,-0.20637011079132064
ACH-000211,0.08124596835850724
ACH-000215,-0.02680505148794814
ACH-000221,0.0270552885491459
ACH-000222,0.3169452190047667
ACH-000223,-0.012918885407509415
ACH-000226,-0.32373602169252386
ACH-000227,-0.10038738429207872
ACH-000228,0.3915890820931308
ACH-000231,0.02763121934024141
ACH-000232,-0.3917935717590856
ACH-000233,-0.2814905391803524
ACH-000234,0.07323384740368029
ACH-000235,0.1141235896517729
ACH-000237,-0.028373365651309587
ACH-000238,-0.06049870688882927
ACH-000242,0.0043817103309478226
ACH-000243,0.10298003299584656
ACH-000244,-0.21045355809890906
ACH-000246,0.010110900831067537
ACH-000248,-0.3271776024786029
ACH-000250,0.07842705804405165
ACH-000251,0.12048660819794435
ACH-000252,-0.18081830686098
ACH-000253,0.0757625952947435
ACH-000255,0.06679923360180785
ACH-000256,-0.10792630876330207
ACH-000257,-0.3463568171349901
ACH-000258,-0.01094380271861345
ACH-000259,-0.04758149735277601
ACH-000260,0.06417134651456259
ACH-000261,-0.0025526149701214237
ACH-000262,0.05505197111763816
ACH-000263,0.073918238518975
ACH-000264,-0.03972085309183588
ACH-000265,0.11002985867016224
ACH-000266,0.024697792906743427
ACH-000272,-0.11000971327856253
ACH-000274,-0.1213589098313508
ACH-000277,-0.209820713752434
ACH-000278,0.04022669509028117
ACH-000279,-0.162347713152208
ACH-000280,-0.07947414160688157
ACH-000281,-0.14034444827974896
ACH-000288,-0.1867617253653392
ACH-000291,-0.01653216323439545
ACH-000293,0.0844917241591725
ACH-000294,0.4364559410103497
ACH-000295,0.08709434994104959
ACH-000296,-0.1897356222972535
ACH-000302,-0.13079556507103318
ACH-000304,0.24066663681259115
ACH-000307,0.010057812976999385
ACH-000308,-0.15539986332498495
ACH-000310,0.08999750454394582
ACH-000311,-0.03243481416303685
ACH-000312,-0.07755421797467565
ACH-000315,0.37856406816374705
ACH-000316,-0.018514896713720058
ACH-000317,0.06465666086289015
ACH-000318,-0.022947919783007864
ACH-000319,-0.013848410818831177
ACH-000320,0.04003080931342468
ACH-000322,0.08951863971567972
ACH-000323,-0.051290897491428566
ACH-000324,-0.08123364674036927
ACH-000329,-0.031979019765014584
ACH-000330,0.029784604371701717
ACH-000331,-0.14011768545546674
ACH-000332,-0.0006321164189016945
ACH-000334,0.1473654989920785
ACH-000335,0.12444691417967542
ACH-000336,-0.12800963226094242
ACH-000337,0.2255402947824509
ACH-000338,0.06312596675289131
ACH-000339,-0.00036878810995194283
ACH-000341,0.12301351764484787
ACH-000348,0.015418184059048556
ACH-000350,-0.08523755591765017
ACH-000352,-0.4056783245393351
ACH-000356,-0.062380170671312477
ACH-000361,0.13419302714415274
ACH-000362,0.2114068693279458
ACH-000363,0.05433162319046795
ACH-000364,0.042334227657506635
ACH-000365,0.13643526919622298
ACH-000366,0.09881720618921036
ACH-000368,-0.10186881215281847
ACH-000374,-0.13568892919359568
ACH-000375,-0.052908643990702345
ACH-000376,-0.10294984246787042
ACH-000381,0.03486510513976261
ACH-000383,0.04979355369168485
ACH-000387,-0.07653420075635911
ACH-000389,-0.03305224874485767
ACH-000390,-0.008985425301019244
ACH-000393,0.08165821966100999
ACH-000395,-0.05280230190333706
ACH-000396,-0.2677297759229669
ACH-000397,-0.1363611553967505
ACH-000401,-0.035147849757125885
ACH-000402,-0.4628562995672544
ACH-000403,0.04885637431693333
ACH-000404,-0.0139241079110771
ACH-000406,-0.01344253196888922
ACH-000407,-0.03835169023579479
ACH-000408,0.3189216469814051
ACH-000410,-0.03772789499948312
ACH-000411,-0.2466334973587303
ACH-000414,0.03561560795859734
ACH-000415,0.02621636599116891
ACH-000416,-0.14542948093623576
ACH-000420,-0.11699428196586555
ACH-000421,0.08767510027685516
ACH-000424,-0.0793998856950621
ACH-000425,-0.0062497434097865704
ACH-000426,-0.14843272416243056
ACH-000427,0.09674838008733777
ACH-000433,-0.3093084673829911
ACH-000435,0.029261344634278524
ACH-000436,-0.4659129930901586
ACH-000444,-0.08470182996422047
ACH-000445,-0.009667303602002228
ACH-000448,-0.10429932879157977
ACH-000450,-0.041462957630924176
ACH-000452,-0.002469620578022373
ACH-000454,-0.14905376807580048
ACH-000458,0.00029153687028671613
ACH-000459,0.046185086036230345
ACH-000460,0.06201173949557224
ACH-000461,-0.13589614862079474
ACH-000463,-0.20668410888866626
ACH-000464,-0.15914087764199167
ACH-000466,0.17202056187353046
ACH-000467,-0.2670747006712009
ACH-000468,-0.0295053344632361
ACH-000469,-0.07599052566452189
ACH-000470,0.1537013659418526
ACH-000471,0.0629635125062488
ACH-000472,-0.011118878595200098
ACH-000473,0.12332993917687905
ACH-000475,-0.1225734557755111
ACH-000476,0.016200879175093382
ACH-000477,-0.3134366117019022
ACH-000479,-0.4055143470900036
ACH-000480,-0.15891518093911547
ACH-000481,-0.010928180504203095
ACH-000483,-0.14512487883204778
ACH-000484,0.0719431457678332
ACH-000485,0.0010536259625075618
ACH-000486,-0.39325115732597204
ACH-000487,0.30531109088483765
ACH-000488,0.030872902308107686
ACH-000490,0.1858003732298131
ACH-000491,-0.2782996449231088
ACH-000495,-0.22774892090080565
ACH-000496,0.3427677981028885
ACH-000499,-0.006659886015401949
ACH-000500,-0.4233207682786109
ACH-000502,0.03520399789790237
ACH-000503,-0.194960927195207
ACH-000505,-0.037951616914544684
ACH-000507,-0.2327435810907531
ACH-000510,0.08670357229639522
ACH-000511,0.15581987562014715
ACH-000512,-0.0015259139443565034
ACH-000516,-0.15178144816590236
