,WHAMM (123720)
ACH-000004,-0.3183265323338591
ACH-000005,-0.24850874849444946
ACH-000007,-0.2757452731500873
ACH-000009,-0.5493521345157155
ACH-000011,-0.4606099019292804
ACH-000012,-0.17488631829845286
ACH-000013,-0.311373575173597
ACH-000014,-0.3226049554158784
ACH-000015,-0.2682035467930617
ACH-000017,-0.210080917082546
ACH-000018,-0.32947993847887
ACH-000019,-0.4852785271839766
ACH-000021,-0.21242056779075666
ACH-000022,-0.35746821198234185
ACH-000025,-0.5156610457835537
ACH-000028,-0.19385813421450407
ACH-000030,-0.1584975625754856
ACH-000035,-0.08756055297101878
ACH-000036,-0.33993631712127464
ACH-000037,-0.2908634597315841
ACH-000039,-0.08454100185666652
ACH-000040,-0.2697254978772939
ACH-000041,-0.4314114860855194
ACH-000042,-0.4457951683126965
ACH-000045,-0.3056624678051897
ACH-000047,-0.115246425409627
ACH-000052,-0.6021815956076025
ACH-000053,-0.3326379279927399
ACH-000054,-0.29605323409648004
ACH-000055,-0.18561254600867946
ACH-000060,-0.4174037763615404
ACH-000067,-0.3769680159717534
ACH-000070,-0.4892102052684241
ACH-000075,-0.5133243904426461
ACH-000078,-0.2237898859350656
ACH-000082,-0.2512014930136808
ACH-000085,-0.2557525995785336
ACH-000086,-0.3023211446847798
ACH-000087,-0.35974611097370224
ACH-000092,-0.30589403358329315
ACH-000095,-0.5082508272792184
ACH-000097,-0.5594517144225004
ACH-000098,-0.3858251339035014
ACH-000099,-0.22881724940771064
ACH-000108,-0.3439310967632001
ACH-000113,-0.2342989680800674
ACH-000116,-0.4318177479477366
ACH-000118,-0.14460965706323164
ACH-000120,-0.2041318842446824
ACH-000123,-0.3171247306431675
ACH-000127,-0.28175610381389066
ACH-000128,-0.0057043563554656064
ACH-000132,-0.5904510880469889
ACH-000133,-0.3751486716955092
ACH-000137,-0.4360036274246129
ACH-000138,-0.2474130793041011
ACH-000142,-0.4515539876848572
ACH-000143,-0.4170315971566392
ACH-000146,-0.1818086588440424
ACH-000148,-0.2829626227404814
ACH-000150,-0.2173506084126206
ACH-000152,-0.38480866645537054
ACH-000153,-0.3498088030522423
ACH-000159,-0.3420683771043596
ACH-000160,-0.2674610242151064
ACH-000163,-0.2668170191343985
ACH-000167,-0.3360362086993184
ACH-000168,-0.3364995743728669
ACH-000169,-0.3569435171697644
ACH-000178,-0.3865049576278501
ACH-000183,-0.20704076721437087
ACH-000188,-0.23383132010579255
ACH-000189,-0.5075496096055642
ACH-000190,-0.11089998253901454
ACH-000198,-0.4461815269480295
ACH-000203,0.055552907022204265
ACH-000204,-0.6076908907938062
ACH-000206,-0.3230200982963802
ACH-000207,-0.09734860785576717
ACH-000208,-0.343002667511278
ACH-000210,-0.063140434106313
ACH-000211,-0.3338720312186622
ACH-000215,-0.19887019332586572
ACH-000221,-0.4726082686795057
ACH-000222,-0.25114444713760264
ACH-000223,-0.30797374475253536
ACH-000226,-0.3963366934820353
ACH-000227,-0.4072568592472444
ACH-000228,-0.4087771314446869
ACH-000231,-0.28939407486666513
ACH-000232,-0.17201580346930795
ACH-000233,-0.3031039808302205
ACH-000234,-0.4468889521245048
ACH-000235,-0.3395499172355577
ACH-000237,-0.2677701428080717
ACH-000238,-0.16994247939353546
ACH-000242,-0.4212503206890821
ACH-000243,-0.4262006762818856
ACH-000244,0.08822971313806814
ACH-000246,-0.33189134943842685
ACH-000248,-0.11717940333776107
ACH-000250,-0.2517749755780607
ACH-000251,-0.18044912417993986
ACH-000252,-0.20743678879762714
ACH-000253,-0.3415699286786816
ACH-000255,-0.499844454731851
ACH-000256,-0.4156660174389654
ACH-000257,-0.30498760664579466
