,HJURP (55355)
ACH-000361,-0.7671203211892209
ACH-000362,-0.4502152654199704
ACH-000363,-0.5392422429457016
ACH-000364,-0.6125395805114886
ACH-000365,-0.6443212531204815
ACH-000366,-0.6678609697055234
ACH-000368,-0.7852097977015211
ACH-000374,-0.7893212224558029
ACH-000375,-0.4685846201451075
ACH-000376,-0.6440862651314689
ACH-000381,-0.6818466554779283
ACH-000383,-0.5252811827877886
ACH-000387,-0.7339149202166788
ACH-000389,-0.6419417041896714
ACH-000390,-0.8857805648883961
ACH-000393,-0.5314279545202628
ACH-000395,-0.5873300642401661
ACH-000396,-0.4908136363977447
ACH-000397,-0.8019901050218552
ACH-000401,-0.7139202276842815
ACH-000402,-0.8875873258853253
ACH-000403,-0.6785556968794816
ACH-000404,-0.3555813312481944
ACH-000406,-0.7941100140597062
ACH-000407,-0.8087884301609677
ACH-000408,-0.9349265996605703
ACH-000410,-0.5576188263440849
ACH-000411,-0.511615374492746
ACH-000414,-0.7630817813706959
ACH-000415,-0.9924319852720392
ACH-000416,-0.6195339082643659
ACH-000420,-0.6549735576800584
ACH-000421,-0.6254228054758559
ACH-000424,-0.4231604296693871
ACH-000425,-0.5294688920019969
ACH-000426,-0.8160519593228418
ACH-000427,-0.6275458543102514
ACH-000433,-0.5674254525249979
ACH-000435,-0.6019859219088729
ACH-000436,-0.6926833734376324
ACH-000444,-0.5555370830201867
ACH-000445,-0.7373581039854303
ACH-000448,-0.5626753409556774
ACH-000450,-0.5585963538488521
ACH-000452,-0.8617709936325307
ACH-000454,-0.8459929048826076
ACH-000458,-0.8541085743111106
ACH-000459,-0.329612150402761
ACH-000460,-0.7014633773650996
ACH-000461,-0.7092791941117705
ACH-000463,-0.6189747684675803
ACH-000464,-0.4928057301312712
ACH-000466,-0.5640468387463814
ACH-000467,-0.6428326162510652
ACH-000468,-0.7005777195180526
ACH-000469,-0.7365643539151694
ACH-000470,-0.6884184367472219
ACH-000471,-0.6661647511324257
ACH-000472,-0.8341998425306127
ACH-000473,-0.7369169950603486
ACH-000475,-0.7830377320477612
ACH-000476,-0.7701122077372803
ACH-000477,-0.4626675892977176
ACH-000479,-0.5766368525882892
ACH-000480,-0.8323490355474948
ACH-000481,-0.621424963924094
ACH-000483,-0.533566832214556
ACH-000484,-0.35046836580328106
ACH-000485,-0.7323872080891657
ACH-000486,-0.4902973675786272
ACH-000487,-0.5582097318821393
ACH-000488,-0.6011420829748232
ACH-000490,-0.6097203466908833
ACH-000491,-0.40677368035104106
ACH-000495,-0.8930637463527967
ACH-000496,-0.8837246768755459
ACH-000499,-0.45024241095076106
ACH-000500,-0.7294453555202679
ACH-000502,-0.7058700902230631
ACH-000503,-1.043969731832797
ACH-000505,-0.5821994863295931
ACH-000507,-0.8125531741241176
ACH-000510,-0.7144443629653608
ACH-000511,-0.4658451876294912
ACH-000512,-0.8072423559262649
ACH-000516,-0.8163398681993639
ACH-000517,-0.4529022791314879
ACH-000518,-0.675509543025793
ACH-000520,-0.4946670285367452
ACH-000521,-0.5599568475588593
ACH-000522,-0.6967940701054364
ACH-000524,-0.4290912243443551
ACH-000527,-0.5021148732281067
ACH-000528,-0.6824716676368833
ACH-000537,-0.6525236683810562
ACH-000541,-0.7391062144112605
ACH-000542,-0.7558314213594814
ACH-000544,-0.5628854494569777
ACH-000545,-0.5811748162704573
ACH-000547,-0.7690046621982117
ACH-000548,-0.7695768850666541
ACH-000549,-0.6469964975526404
ACH-000550,-0.4927795888908549
ACH-000552,-0.6998036712771557
ACH-000556,-0.6644776149619448
ACH-000557,-0.5943137417178771
ACH-000569,-0.5701282992589882
ACH-000570,-0.8516895406196568
ACH-000571,-0.4178041696089752
ACH-000573,-0.6421439386219608
ACH-000576,-0.47400892799323
ACH-000579,-0.5103752970375129
ACH-000580,-0.738623873505351
ACH-000584,-0.7813000650796718
ACH-000585,-0.8689902777498666
ACH-000588,-0.5972562298935957
ACH-000589,-1.0519217071279108
ACH-000591,-0.8341425160111501
ACH-000593,-0.7703997444870906
ACH-000600,-0.4309773077217286
ACH-000601,-0.7014154350914813
ACH-000605,-0.7128778406558611
ACH-000606,-0.6959340164264126
ACH-000608,-0.2986345209989927
ACH-000614,-0.5077297856468405
ACH-000616,-0.4641228471493568
ACH-000618,-0.6739604365500286
ACH-000619,-0.7712938980561176
ACH-000620,-0.8104360523472495
ACH-000621,-0.4365538440582916
ACH-000622,-0.6271733118945472
ACH-000623,-0.7810336883472929
ACH-000624,-0.7229152605204723
ACH-000627,-0.6916309264508336
ACH-000630,-0.6476322811280462
ACH-000631,-1.149688956162763
ACH-000632,-0.7300615364450533
ACH-000633,-0.693245066202024
ACH-000637,-0.6290777976520974
ACH-000638,-0.6535307029253224
ACH-000646,-0.4967531388267737
ACH-000647,-0.6898337995043514
ACH-000648,-0.8477608394942091
ACH-000649,-0.7683513707341301
ACH-000651,-0.6040231771111995
ACH-000652,-0.8354067844996392
ACH-000653,-0.6437608779187995
ACH-000657,-0.6875069798978751
ACH-000658,-0.8352931565982628
ACH-000661,-0.40073224317782496
ACH-000662,-0.7093180174967522
ACH-000663,-0.6474310131105033
ACH-000665,-0.8275006721364015
ACH-000671,-0.7232776940141601
ACH-000672,-0.8680528992999911
ACH-000673,-0.9264228110055684
ACH-000676,-0.6557370766288779
ACH-000677,-0.2747257298438481
ACH-000681,-0.6469034990921729
ACH-000683,-0.8373933458969084
ACH-000684,-0.6852313321385519
ACH-000688,-0.3229224294032672
ACH-000693,-0.6657661355488326
ACH-000694,-0.6481926121856836
ACH-000695,-0.6952231768037612
ACH-000696,-0.6510025788169651
ACH-000697,-0.7833759240080149
ACH-000699,-0.7469427965494913
ACH-000701,-0.5418191650481713
ACH-000706,-0.6157360665724976
ACH-000711,-0.5933885791042248
ACH-000713,-0.7164618455888835
ACH-000714,-0.4065816559349425
ACH-000718,-0.7299365445507833
ACH-000720,-0.8358229752744196
ACH-000721,-0.7191826188742713
ACH-000724,-0.4659387677718288
ACH-000725,-0.7352963697982424
ACH-000732,-0.7811350736128381
ACH-000734,-0.5785571921311033
ACH-000735,-0.6268770318389442
ACH-000736,-0.6333592327598092
ACH-000738,-0.7051523106784674
ACH-000746,-0.6083092398529629
ACH-000747,-0.7371742255336626
ACH-000748,-0.7492764359205225
ACH-000753,-0.825357524372009
ACH-000756,-0.7747201551171073
ACH-000757,-0.6592223524288461
ACH-000758,-0.4927457064590838
ACH-000760,-0.7387543118765276
ACH-000762,-0.8239998693696986
ACH-000763,-0.776011702644905
ACH-000764,-0.5749870786279269
ACH-000765,-0.8896773698946628
ACH-000766,-0.5833060061309642
ACH-000767,-0.7492312579527336
ACH-000768,-0.7044287213633983
ACH-000769,-0.5274684828003641
ACH-000770,-0.8426084050963536
ACH-000771,-0.7075004597370775
ACH-000773,-0.5091466158160753
ACH-000776,-0.5563980084871782
ACH-000777,-0.8074852902724868
ACH-000778,-0.7416834070211963
ACH-000781,-0.8058382494355713
ACH-000782,-0.4860324557523738
ACH-000783,-0.5660999839304133
ACH-000784,-0.903327722274098
ACH-000785,-0.581413284112955
ACH-000787,-0.6813204278190502
ACH-000788,-0.6811057587359657
ACH-000791,-0.4814140656438288
ACH-000792,-0.7170277582024952
ACH-000794,-0.6902818379564908
ACH-000796,-0.648678408335774
ACH-000798,-0.6545735812506684
ACH-000799,-0.7604275551793979
ACH-000800,-0.3563848769499941
ACH-000802,-0.7681616236393345
ACH-000804,-0.6807151339741436
ACH-000805,-0.6643180377890572
ACH-000809,-0.8560388820249302
ACH-000810,-0.7229211411804988
ACH-000811,-0.4559997771674421
ACH-000817,-0.8572085494666971
ACH-000819,-0.8008465082265187
ACH-000820,-0.827430238885583
ACH-000821,-0.5636139985709119
ACH-000822,-0.2556545695006673
ACH-000823,-0.7923930877542441
ACH-000824,-0.7495547833036849
ACH-000827,-0.715425204917437
ACH-000829,-0.4999972917205838
ACH-000831,-0.4259079710852349
ACH-000832,-0.6143701486627777
ACH-000833,-0.6383183006351579
ACH-000834,-0.8171167463267865
ACH-000835,-0.8585775729839495
ACH-000836,-0.3008944570814325
ACH-000837,-0.6067355948860411
ACH-000838,-0.7274519755573688
ACH-000839,-0.7071007147425298
ACH-000840,-0.390641721653386
ACH-000841,-0.7273592412021744
ACH-000843,-0.896424329139605
ACH-000846,-0.7966159036978444
ACH-000847,-0.2944449253844595
ACH-000848,-0.6417493323857291
ACH-000849,-0.8138286672698261
ACH-000851,-0.424062778195084
ACH-000855,-0.6748152261744376
ACH-000856,-0.5840662032740829
ACH-000858,-0.9253017329424428
ACH-000859,-0.7572265121449786
ACH-000861,-0.4579074125494152
ACH-000862,-0.9398437259668376
ACH-000865,-0.7328712137120496
ACH-000866,-0.7193059928696214
ACH-000867,-0.7066542721234491
ACH-000869,-0.6187994826318809
ACH-000872,-0.8378371638163816
ACH-000873,-0.9254936652953222
ACH-000876,-0.5063255995179763
ACH-000878,-0.7550245518709883
ACH-000880,-0.6531494846738422
ACH-000881,-0.5081023380791193
ACH-000882,-0.5670868399282546
ACH-000884,-0.7217181107137389
ACH-000885,-0.5090783451380924
ACH-000887,-0.6852084494918054
ACH-000889,-0.7711931898522898
ACH-000896,-0.8220101495591885
ACH-000898,-0.8756726071750148
ACH-000900,-0.5895328234797438
ACH-000901,-0.4724470875015608
ACH-000905,-0.6649592594641478
ACH-000906,-0.6732830152463174
ACH-000907,-0.6121378535384239
ACH-000910,-0.6808299483486355
ACH-000911,-0.5171721399590524
ACH-000912,-0.537278804392132
ACH-000913,-0.6466684631569827
ACH-000915,-0.644697342408932
ACH-000916,-0.2542118583198649
ACH-000917,-0.8843769758515639
ACH-000920,-1.0257193828340314
ACH-000921,-0.6223220044770127
ACH-000924,-0.5922999947029289
ACH-000926,-0.5549471210956021
ACH-000928,-0.6092003014059233
ACH-000929,-0.5775588539854117
ACH-000932,-0.3848715223074001
ACH-000935,-0.5476259238552816
ACH-000936,-0.4515493128340676
ACH-000937,-0.603154101419809
ACH-000938,-0.5315339194821483
ACH-000939,-0.35922066507503464
ACH-000941,-0.8810727967671313
ACH-000943,-0.629464801456345
ACH-000946,-0.6522454623913718
ACH-000947,-0.7349486387355556
ACH-000948,-0.5987058694780076
ACH-000950,-0.7580520190958918
ACH-000953,-0.616990807121911
ACH-000954,-0.4394265290123627
ACH-000957,-0.5755842823301955
ACH-000958,-0.7273937015700339
ACH-000960,-0.7823431902112512
ACH-000963,-0.6082279628091737
ACH-000968,-0.6290139458514901
ACH-000969,-0.4598077912142182
ACH-000972,-0.4902576204003846
ACH-000973,-0.586103355114746
ACH-000974,-0.5486495419834807
ACH-000978,-0.6242497606572177
ACH-000984,-0.6884070673089672
ACH-000986,-0.8488283519941064
ACH-000988,-0.7727218722209761
ACH-000993,-0.6171785116721166
ACH-000994,-0.6047225647148539
ACH-000996,-0.4799784605941897
ACH-001001,-0.6374101448483391
ACH-001020,-0.4189196431180976
ACH-001028,-0.6204525550677961
ACH-001031,-0.5019189466759906
ACH-001038,-0.6645315090604775
ACH-001048,-0.6282782182624086
ACH-001050,-0.5312143151695305
ACH-001053,-0.8911189232603244
ACH-001054,-0.6289971820263184
ACH-001061,-0.6978552629059545
ACH-001067,-0.6107142374409346
ACH-001075,-0.7829006844491596
ACH-001096,-0.6325542822317823
ACH-001111,-0.5837169618780074
ACH-001119,-0.17608855390046085
ACH-001128,-0.07345735885977328
ACH-001134,-0.6635432867926744
ACH-001151,-0.5479817220442869
ACH-001163,-0.4534407721954334
ACH-001164,-0.4996292734874103
ACH-001183,-0.9274522611759602
ACH-001192,-0.6227217112409834
ACH-001193,-0.5148961852000977
ACH-001196,-0.6268805473239875
ACH-001197,-0.5241429646922217
ACH-001205,-0.5991606573838303
ACH-001211,-0.5602109608294855
ACH-001212,-0.640772271132949
ACH-001228,-0.926375011988304
ACH-001232,-0.8411662016140102
ACH-001239,-0.6631348401748652
ACH-001270,-0.3426179734135958
ACH-001274,-0.5467010746723903
ACH-001275,-0.43926998312090737
ACH-001277,-0.528576074341315
ACH-001278,-0.7587538513610604
ACH-001280,-0.16327060699696616
ACH-001283,-0.6651536853761875
ACH-001289,-0.6047066753189043
ACH-001300,-0.39731395171830747
ACH-001301,-0.7710607317056345
ACH-001302,-0.5386113101118866
ACH-001306,-0.8145602078954637
ACH-001318,-0.6296905381450496
ACH-001322,-0.7892466686468239
ACH-001328,-0.7603431368030791
ACH-001332,-0.932253679200547
ACH-001336,-0.7056660868416309
ACH-001346,-0.77940131978116
ACH-001353,-0.6540802764398099
ACH-001354,-0.8013276416185712
ACH-001367,-0.6929473158862275
ACH-001368,-0.4700875310959665
ACH-001374,-0.8753282084368499
ACH-001377,-0.4350132138111593
ACH-001380,-0.5813205895300786
ACH-001391,-0.6353005437952854
ACH-001408,-0.6549710170982957
ACH-001430,-0.8200364240311285
ACH-001431,-0.5906137950209632
ACH-001450,-0.6477418445659727
ACH-001496,-0.3830596925945865
ACH-001500,-0.4827596920486661
ACH-001523,-1.0640141348167094
ACH-001532,-0.6028073077025818
ACH-001550,-0.4757973232978193
ACH-001552,-0.4911955189397636
ACH-001554,-0.6772230852796879
ACH-001654,-0.7483103008726851
ACH-001735,-0.6846315263669733
ACH-001736,-0.5780606589677432
ACH-001737,-1.028040768045574
ACH-001740,-0.7280381344786928
ACH-001745,-0.7718226948210265
ACH-001765,-0.6398821344438727
