,ADM5 (199800)
ACH-000004,-0.005418913218755607
ACH-000005,-0.22455039047425635
ACH-000007,-0.22220970044171331
ACH-000009,-0.09162605787722493
ACH-000011,-0.03644388798082699
ACH-000012,-0.0434505937533017
ACH-000013,-0.1846802605191469
ACH-000014,-0.08903227341672901
ACH-000015,-0.07714106471812335
ACH-000017,-0.043922244259785866
ACH-000018,-0.1390906869695596
ACH-000019,-0.07589019393472284
ACH-000021,-0.09225241686684996
ACH-000022,-0.2495193182487273
ACH-000025,-0.005891086335269629
ACH-000028,-0.29052419817904296
ACH-000030,-0.19586375506841672
ACH-000035,-0.04854903989945681
ACH-000036,-0.14797982792915906
ACH-000037,-0.01644136608980017
ACH-000039,-0.0503681749359826
ACH-000040,-0.013762126946586337
ACH-000041,-0.10555515367055053
ACH-000042,-0.1238302512075313
ACH-000045,0.017753454068123627
ACH-000047,-0.2290834491086535
ACH-000052,0.07090693001101757
ACH-000053,-0.03533719450088355
ACH-000054,-0.09834550382356036
ACH-000055,-0.07217592049333937
ACH-000060,-0.13940909717898586
ACH-000067,-0.10970294267314268
ACH-000070,-0.2601256477770745
ACH-000075,-0.14590029782263308
ACH-000078,-0.09669030278601376
ACH-000082,-0.08316923239576005
ACH-000085,-0.2757025203665554
ACH-000086,-0.16257834620781386
ACH-000087,-0.15334203317070005
ACH-000092,-0.2575543840753075
ACH-000095,-0.11704010831534745
ACH-000097,-0.25259670137094115
ACH-000098,-0.2059874624398758
ACH-000099,-0.092538079738487
ACH-000108,-0.20565586254501425
ACH-000113,-0.09710292561937556
ACH-000116,0.028378892953463783
ACH-000118,-0.22370504545437772
ACH-000120,-0.11644586778168507
ACH-000123,-0.2642964873866511
ACH-000127,-0.07377644708758653
ACH-000128,0.0542251366987324
ACH-000132,0.013867909287890877
ACH-000133,-0.13225148304532414
ACH-000137,-0.18953168565404024
ACH-000138,-0.13452951514454872
ACH-000142,-0.12588015193091112
ACH-000143,-0.04104370627356852
ACH-000146,-0.08805345136354706
ACH-000148,-0.029068056025100705
ACH-000150,-0.14342278908958633
ACH-000152,-0.1356583650936542
ACH-000153,-0.2415699686207736
ACH-000159,-0.10421807747950967
ACH-000160,-0.09557312980643293
ACH-000163,-0.052729783474656164
ACH-000167,-0.3645192870386121
ACH-000168,-0.06601611814151179
ACH-000169,-0.10354996925560468
ACH-000178,-0.1183781734480792
ACH-000183,-0.08848606160137515
ACH-000188,-0.043420356422374316
ACH-000189,0.0027000670762744265
ACH-000190,-0.15187018667384736
ACH-000198,-0.11498934415965074
ACH-000203,-0.14243344250594955
ACH-000204,-0.12683265876167618
ACH-000206,-0.1168232505228945
ACH-000207,-0.05213055240368862
ACH-000208,-0.09397788789619636
ACH-000210,0.0652297493935253
ACH-000211,-0.1474454640527115
ACH-000215,-0.1411635410545328
ACH-000221,0.13034835616268767
ACH-000222,-0.0022082978342100627
ACH-000223,-0.08704883503042961
ACH-000226,0.029770492434077967
ACH-000227,0.0020663563781734427
ACH-000228,-0.17685852988563794
ACH-000231,-0.006040927946354799
ACH-000232,-0.1381124628934336
ACH-000233,-0.1823288364013402
ACH-000234,-0.020603746633078308
ACH-000235,-0.1956588523719325
ACH-000237,-0.12794487141374286
ACH-000238,-0.021459513123831788
ACH-000242,-0.04728196174762473
ACH-000243,-0.052727577828346986
ACH-000244,-0.05018466709020108
ACH-000246,-0.13799580688154076
ACH-000248,-0.012801921779601315
ACH-000250,-0.12176828360640456
ACH-000251,-0.14106735931296074
ACH-000252,0.060398813178124774
ACH-000253,-0.12604872322870875
ACH-000255,-0.07949092675749582
ACH-000256,-0.07772300794062863
ACH-000257,0.005196686251212773
ACH-000258,-0.006775554310863504
ACH-000259,-0.11346616149639716
