,C1QA (712)
ACH-000319,-0.020315111423669683
ACH-000320,-0.17390040138785134
ACH-000322,-0.061582919337381276
ACH-000323,-0.16162809909848658
ACH-000324,-0.0716494390839825
ACH-000329,-0.06626194627525675
ACH-000330,0.12887995451962722
ACH-000331,0.026577892558700585
ACH-000332,-0.02314427321198874
ACH-000334,-0.2528905049184066
ACH-000335,-0.07823488234620883
ACH-000336,0.3554202640664005
ACH-000337,0.08766704256347296
ACH-000338,-0.09574701242270713
ACH-000339,0.08072505420521232
ACH-000341,-0.17164223926074784
ACH-000348,-0.12199430685622435
ACH-000350,-0.05218870380431219
ACH-000352,-0.12780534679037364
ACH-000356,-0.07717371387673043
ACH-000361,-0.0002656359843280074
ACH-000362,-0.06312500418481305
ACH-000363,-0.07398974714432441
ACH-000364,-0.2683578252550677
ACH-000365,0.07405952913107862
ACH-000366,-0.09378018479017018
ACH-000368,-0.09208640005818124
ACH-000374,-0.07968325900850265
ACH-000375,-0.15343546782158976
ACH-000376,-0.09079867142355473
ACH-000381,-0.08906789218173485
ACH-000383,-0.08491769199152836
ACH-000387,-0.014301097832078887
ACH-000389,-0.20406992560159795
ACH-000390,-0.035086723702266585
ACH-000393,-0.17875641366683367
ACH-000395,-0.0061470054555322175
ACH-000396,-0.03016868895217246
ACH-000397,0.00404573695914335
ACH-000401,-0.216970616531574
ACH-000402,-0.09668899382573326
ACH-000403,-0.021783878956058458
ACH-000404,-0.4051107935169619
ACH-000406,-0.015430100613528073
ACH-000407,-0.16767183992953774
ACH-000408,-0.08463451810643922
ACH-000410,-0.007141898329560927
ACH-000411,-0.11140701812137288
ACH-000414,-0.05271416825764827
ACH-000415,-0.041393067643382436
ACH-000416,-0.06328471410012783
ACH-000420,-0.04515237911894189
ACH-000421,-0.08439156368314701
ACH-000424,-0.022114042431509388
ACH-000425,0.036379983706106116
ACH-000426,0.007001556339714382
ACH-000427,-0.23056702585794134
ACH-000433,-0.1247039729075812
ACH-000435,-0.06643275811097843
ACH-000436,0.04298419194237016
ACH-000444,-0.17729039960108686
ACH-000445,-0.28865722277646017
ACH-000448,-0.01768229553950823
ACH-000450,-0.25534319193368915
ACH-000452,-0.12936012646953468
ACH-000454,-0.2015069908632974
ACH-000458,0.007903368435741288
ACH-000459,0.09081145548998976
ACH-000460,-0.07542912020140807
ACH-000461,0.08829371328282627
ACH-000463,-0.14791239908198378
ACH-000464,-0.2939541965358614
ACH-000466,-0.038732378834049265
ACH-000467,-0.13743809820403896
ACH-000468,-0.09699059472263327
ACH-000469,-0.06158939152011241
ACH-000470,-0.1292404384544077
ACH-000471,-0.13007757797917655
ACH-000472,-0.01801163620173466
ACH-000473,-0.13758357959469936
ACH-000475,-0.038342159162991565
ACH-000476,-0.04723854802786569
ACH-000477,-0.1236687427212032
ACH-000479,-0.015564481366396102
ACH-000480,0.07580744962322844
ACH-000481,-0.09440603983392402
ACH-000483,-0.039712915189691375
ACH-000484,-0.2370321600382056
ACH-000485,-0.10013252730543218
ACH-000486,-0.007414462363024733
ACH-000487,-0.029103151600628138
ACH-000488,-0.16509862746908582
ACH-000490,-0.1831866951026772
ACH-000491,0.07259320163667828
ACH-000495,-0.14154914472749816
ACH-000496,-0.21682121453247988
ACH-000499,-0.11674336360767736
ACH-000500,-0.14266865352306551
ACH-000502,-0.012460263638168871
ACH-000503,0.06464790603138124
ACH-000505,-0.03339198252703858
ACH-000507,-0.06848068061585531
ACH-000510,-0.07582378463590299
ACH-000511,0.0610308122920296
ACH-000512,-0.1800399066542919
ACH-000516,-0.12702685766485888
ACH-000517,-0.02801094103508154
ACH-000518,-0.014778616204427926
ACH-000520,-0.07428807286093059
ACH-000521,-0.2443965702905121
ACH-000522,-0.1790737282546058
ACH-000524,-0.14454051994634065
ACH-000527,-0.06671070909758044
ACH-000528,-0.04291805414321258
ACH-000537,-0.09297309765117408
ACH-000541,0.033948574421804274
ACH-000542,0.00848328196163319
ACH-000544,0.014126303000312613
ACH-000545,0.036914262737344085
ACH-000547,-0.151593616913347
ACH-000548,-0.12983971174922793
ACH-000549,0.045958210221078134
ACH-000550,-0.159973166418194
ACH-000552,0.030627092785116106
ACH-000556,-0.16876345652339078
ACH-000557,0.010327807445268613
ACH-000569,-0.23442035685900234
ACH-000570,-0.11225991622837476
ACH-000571,-0.08284948052398645
ACH-000573,-0.11263926249851833
ACH-000576,-0.11497015203166952
ACH-000579,0.14020501789166492
ACH-000580,-0.012283025043979559
ACH-000584,-0.09829363871424072
ACH-000585,-0.12969125939294526
ACH-000588,-0.002075587612522389
ACH-000589,-0.0330970464785264
ACH-000591,0.061998202049400486
ACH-000593,-0.12250009395261688
ACH-000600,-0.12089453272453304
ACH-000601,-0.10603494373269012
ACH-000605,0.01982966806725241
ACH-000606,-0.08970285084894454
ACH-000608,0.003428309046747535
ACH-000614,-0.04142928922675497
ACH-000616,-0.02861164775419973
ACH-000618,-0.02006422847414765
ACH-000619,-0.0783258381743467
ACH-000620,-0.1303784858457594
ACH-000621,-0.060616740453880234
ACH-000622,-0.10047879953836543
ACH-000623,-0.178325484376449
ACH-000624,-0.06759545603825043
ACH-000627,-0.1119524662214739
ACH-000630,-0.12337655487239317
ACH-000631,0.09645534761628237
ACH-000632,-0.17564953025033525
ACH-000633,0.011401612198635258
ACH-000637,0.06081596309657473
ACH-000638,-0.22543124845520085
ACH-000646,-0.12846685822208453
ACH-000647,-0.03671473499307673
ACH-000648,-0.04532052138463664
ACH-000649,-0.054870431714212985
ACH-000651,-0.13343389130076666
ACH-000652,-0.11348855844306688
ACH-000653,-0.06900841852715077
ACH-000657,-0.08808162379635741
ACH-000658,-0.0743238820599835
ACH-000661,-0.07713219062012021
ACH-000662,-0.05592595599372634
ACH-000663,0.014623038101935097
ACH-000665,-0.10468482418965792
ACH-000671,0.006040466369999373
ACH-000672,0.030070368723684737
ACH-000673,-0.1090305366549803
ACH-000676,-0.10016729719454777
ACH-000677,0.08168782249259902
ACH-000681,-0.11267224597553792
ACH-000683,-0.13378074235683954
ACH-000684,0.05615487965110665
ACH-000688,-0.16975093763032434
ACH-000693,-0.14537417441496225
ACH-000694,-0.0381152011277433
ACH-000695,0.028200433033440706
ACH-000696,-0.1469666706388445
ACH-000697,-0.36753183497937736
ACH-000699,-0.08954739191904909
ACH-000701,-0.003910797515439985
ACH-000706,-0.00436588919736899
ACH-000711,-0.0930347098650917
ACH-000713,0.012591889091446335
ACH-000714,-0.10788198253763404
ACH-000718,-0.09143606413982514
ACH-000720,-0.1227353247252998
ACH-000721,-0.07568358750665287
ACH-000724,-0.1808131195112689
ACH-000725,-0.02701532547329655
ACH-000732,-0.054495186483931236
ACH-000734,-0.12667452558006334
ACH-000735,-0.108660977601023
ACH-000736,0.012346019786472522
ACH-000738,0.057371767337504924
ACH-000746,-0.029040927673536956
ACH-000747,-0.10105315488502613
ACH-000748,0.009677720645972837
ACH-000753,-0.06357266995330374
ACH-000756,-0.04889492986300363
ACH-000757,0.015687600899425853
ACH-000758,-0.2580280852760526
ACH-000760,-0.10406700133435318
ACH-000762,-0.008901835358402216
ACH-000763,0.13430362256568004
ACH-000764,-0.006884222782537701
ACH-000765,-0.30735122930965003
ACH-000766,-0.048560931809347764
ACH-000767,-0.15908854684030346
ACH-000768,0.0255480820338446
ACH-000769,-0.03410196097574537
ACH-000770,-0.021454477827687262
ACH-000771,-0.06236240331191315
ACH-000773,0.1147434726234918
ACH-000776,-0.053871485863218264
ACH-000777,-0.12018558614551254
ACH-000778,0.1060688224757804
ACH-000781,-0.03278311890814268
ACH-000782,-0.082556936210003
ACH-000783,-0.01190258465532496
ACH-000784,-0.0702544269959846
ACH-000785,-0.0993715314906461
ACH-000787,-0.12041867491137614
ACH-000788,-0.07196988331401738
ACH-000791,-0.10819316005001037
ACH-000792,0.0738099314307789
ACH-000794,-0.037035751080059576
ACH-000796,-0.10274370584650734
ACH-000798,-0.09347158517805564
ACH-000799,-0.09941491085475512
ACH-000800,-0.19153551820078354
ACH-000802,-0.011081856091563012
ACH-000804,-0.0003014844364651052
ACH-000805,-0.17835233440926132
ACH-000809,0.00047134983690604834
ACH-000810,-0.05699504440403048
ACH-000811,-0.07387874088091971
ACH-000817,0.1030836777449826
ACH-000819,-0.07068880981469595
ACH-000820,-0.3873770633795028
ACH-000821,0.03142804273179302
ACH-000822,-0.0261804381696732
ACH-000823,-0.057591771871279
ACH-000824,-0.04741152398290991
ACH-000827,-0.08057904761205929
ACH-000829,-0.09522008882662847
ACH-000831,-0.13046003431498931
ACH-000832,0.026597704567427657
ACH-000833,0.07343701469431044
ACH-000834,-0.17931904286671205
ACH-000835,-0.15017607101300007
ACH-000836,-0.1566403234471382
ACH-000837,-0.15484746367076493
ACH-000838,-0.08330033222668454
ACH-000839,-0.07899786887756698
ACH-000840,-0.042332487392647666
ACH-000841,-0.04736435616796336
ACH-000843,-0.19984839395655235
ACH-000846,-0.2058449649354792
ACH-000847,0.035998288468309284
ACH-000848,0.12299239257837342
ACH-000849,-0.0951064634725083
ACH-000851,-0.1316882252424354
ACH-000855,0.11112512729753916
ACH-000856,-0.1001643684890338
ACH-000858,-0.11600025812836655
ACH-000859,-0.1164925337358712
ACH-000861,-0.0034990338144304987
ACH-000862,-0.07276877941754865
ACH-000865,-0.07950060399973209
ACH-000866,-0.036977537698452335
ACH-000867,0.002642053044571341
ACH-000869,0.059936649759596214
ACH-000872,-0.08881490113867492
ACH-000873,-0.09221456759143416
ACH-000876,-0.021960057561436784
ACH-000878,-0.09535752902174756
ACH-000880,0.04175536687656168
ACH-000881,-0.034414999796792835
ACH-000882,-0.08472697989320398
ACH-000884,0.037948816728421535
ACH-000885,-0.15122686786646894
ACH-000887,-0.04186999525930209
ACH-000889,-0.10019208047478374
ACH-000896,-0.03398593638707058
ACH-000898,0.02481922639076518
ACH-000900,0.02909977021158377
ACH-000901,-0.08580231414711986
ACH-000905,-0.13613103760551196
ACH-000906,-0.07285652384037182
ACH-000907,-0.3282306482107236
ACH-000910,-0.04626859109596977
ACH-000911,-0.2105602846639756
ACH-000912,-0.14093797434746236
ACH-000913,-0.01990813445682224
ACH-000915,-0.018017855184724974
ACH-000916,0.10696414372526852
ACH-000917,-0.1784818646623507
ACH-000920,-0.11153204104517364
ACH-000921,0.010063316822506932
ACH-000924,0.028175537622240586
ACH-000926,0.09225095675820748
ACH-000928,-0.11643364171844807
ACH-000929,-0.2321530678273471
ACH-000932,-0.013852962520265176
ACH-000935,0.06732596739399531
ACH-000936,-0.05842439819124889
ACH-000937,-0.09071104340835634
ACH-000938,-0.13810951669351562
ACH-000939,-0.04145957212553271
ACH-000941,-0.048027804432887136
ACH-000943,-0.06389698951280305
ACH-000946,-0.08263061122182767
ACH-000947,-0.0977684797921364
ACH-000948,0.01261304882951472
ACH-000950,0.02618304610349937
ACH-000953,-0.04387088235031227
ACH-000954,0.13034968968191768
ACH-000957,-0.14291826879127514
ACH-000958,0.09564419554757476
ACH-000960,-0.06822056697222993
ACH-000963,-0.08322449474138467
ACH-000968,-0.10589147089572733
ACH-000969,0.03782213109351744
ACH-000972,-0.1817277068694593
ACH-000973,-0.09864098377428787
ACH-000974,-0.0498406308707135
ACH-000978,-0.1229972674093488
ACH-000984,-0.1899557448259145
ACH-000986,-0.15390751062457925
ACH-000988,-0.08956949098316777
ACH-000993,-0.2197118410275312
ACH-000994,-0.1033971421195639
ACH-000996,-0.0497410850160753
ACH-001001,-0.1211929115328014
ACH-001020,-0.04164544854248359
ACH-001028,-0.06857974242222419
ACH-001031,-0.21101848875859874
ACH-001038,-0.01948976912618744
ACH-001048,0.014659242065714072
ACH-001050,-0.10811076818413967
ACH-001053,-0.0792600887982633
ACH-001054,-0.11076630405713178
ACH-001061,-0.029071357463935243
ACH-001067,-0.03030711877305124
ACH-001075,-0.0557278195284185
ACH-001096,-0.12295058738178828
ACH-001111,-0.038164005499696035
ACH-001119,-0.11323021972694106
ACH-001128,-0.4810270189190099
ACH-001134,0.007271837087160586
ACH-001151,-0.0438863782877758
ACH-001163,-0.052884565092624035
ACH-001164,0.17411838778097574
ACH-001183,0.12653554262415015
ACH-001192,0.028748523285963324
ACH-001193,-0.17922949691133394
ACH-001196,-0.09354437176963654
ACH-001197,-0.06698219196983865
ACH-001205,-0.161220798888487
ACH-001211,-0.165058683120428
ACH-001212,-0.18100082883158447
ACH-001228,-0.17522049941503656
ACH-001232,0.0700366643357351
ACH-001239,-0.1210270189015528
ACH-001270,-0.4355864686153544
ACH-001274,0.017546744613847455
ACH-001275,0.13423314909873768
ACH-001277,-0.008513018872149773
ACH-001278,-0.04236342974311685
ACH-001280,0.25710105311641696
ACH-001283,0.03556765200105106
ACH-001289,0.11548035948782795
ACH-001300,-0.048649682873973824
ACH-001301,0.08780389880724303
ACH-001302,0.1449984403046605
ACH-001306,-0.17038127461575536
ACH-001318,-0.02321521065398987
ACH-001322,-0.2905724224197529
ACH-001328,-0.00045879352638401866
ACH-001332,-0.10355038189507093
ACH-001336,-0.07404403392399116
ACH-001346,-0.04540279579614967
ACH-001353,0.021662203957671045
ACH-001354,-0.2246131303295191
ACH-001367,0.05412696509341304
ACH-001368,-0.06848976409396088
ACH-001374,-0.04684020564196213
ACH-001377,-0.12106337825806042
ACH-001380,-0.14168042180792256
ACH-001391,-0.11818230309716073
ACH-001408,-0.09570015516753293
ACH-001430,0.0860684951991664
ACH-001431,-0.10022597514257672
ACH-001450,-0.03773965053768373
ACH-001496,-0.07784005627558384
ACH-001500,-0.21524360291064815
ACH-001523,-0.058786631148628914
ACH-001532,-0.019665066581351028
ACH-001550,0.04003613648632495
ACH-001552,-0.0892602681379539
ACH-001554,-0.012998177289256882
ACH-001654,-0.13155044916527914
ACH-001735,-0.1263076873425624
ACH-001736,-0.062173314087317175
ACH-001737,-0.028696315312390787
ACH-001740,0.13212768878899414
ACH-001745,-0.12520878680369385
ACH-001765,-0.10501570925372927
