,RSPH9 (221421)
ACH-000004,-0.11315658635378192
ACH-000005,-0.4081265864057351
ACH-000007,0.00964550618924915
ACH-000009,-0.17912270746504774
ACH-000011,-0.13319339434523986
ACH-000012,-0.1430247305614406
ACH-000013,-0.13066286081992293
ACH-000014,-0.2661400194554732
ACH-000015,-0.1431832055954402
ACH-000017,-0.3138688787888677
ACH-000018,-0.2370123869256285
ACH-000019,-0.2848122432172689
ACH-000021,-0.1057054228230154
ACH-000022,-0.1115217556384919
ACH-000025,-0.13844517463260128
ACH-000028,-0.18311716582775675
ACH-000030,-0.20609862700430906
ACH-000035,-0.17755602386222474
ACH-000036,-0.16725176309295733
ACH-000037,-0.03462659313118985
ACH-000039,-0.1525736556223967
ACH-000040,-0.1536296619992498
ACH-000041,-0.08762556233433799
ACH-000042,-0.19754666732755585
ACH-000045,-0.26134668372831577
ACH-000047,-0.08843410324174597
ACH-000052,-0.1866448930386454
ACH-000053,-0.1371468504531918
ACH-000054,-0.15189054002764182
ACH-000055,-0.05718911963649841
ACH-000060,-0.25758755917323045
ACH-000067,-0.4063314522208129
ACH-000070,-0.14576635407719002
ACH-000075,-0.18310591358457992
ACH-000078,-0.15824875145372605
ACH-000082,-0.2374151055555401
ACH-000085,-0.031561125635599915
ACH-000086,-0.10848059798746976
ACH-000087,0.014026301552598434
ACH-000092,-0.15334907728032618
ACH-000095,-0.0693863353042781
ACH-000097,-0.20420491053183995
ACH-000098,-0.2379914607740065
ACH-000099,-0.044247428991106036
ACH-000108,-0.1956376226850082
ACH-000113,-0.18991338751630754
ACH-000116,-0.1023378713120514
ACH-000118,-0.21621466921558227
ACH-000120,-0.0812784691018686
ACH-000123,-0.18526640891112586
ACH-000127,-0.1833127493302296
ACH-000128,-0.12446558271629064
ACH-000132,-0.2958273526985928
ACH-000133,-0.15731885321765116
ACH-000137,-0.10420775557283372
ACH-000138,-0.04477042801672289
ACH-000142,-0.3454776743983387
ACH-000143,-0.09751113314863458
ACH-000146,-0.22730013044488376
ACH-000148,0.02116980261420738
ACH-000150,-0.04620036237114605
ACH-000152,-0.12583793531618356
ACH-000153,-0.17392339797995146
ACH-000159,-0.21455156360668215
