,HLTF (6596)
ACH-000004,0.09409289770975476
ACH-000005,0.1104510005601388
ACH-000007,-0.054499823931057116
ACH-000009,0.18316667080331156
ACH-000011,0.17304760781042075
ACH-000012,0.017080743925711316
ACH-000013,0.14770449958834528
ACH-000014,0.0636415581613611
ACH-000015,0.2221285609574261
ACH-000017,0.2201688911320799
ACH-000018,0.07024457872626959
ACH-000019,0.23047732900422405
ACH-000021,0.08022300673300424
ACH-000022,0.18816595984023615
ACH-000025,0.2452590664881996
ACH-000028,0.2510314965970518
ACH-000030,0.1653228867743871
ACH-000035,-0.055423814017725836
ACH-000036,0.12134053897748925
ACH-000037,0.1131740247508169
ACH-000039,0.2085169585599059
ACH-000040,0.2558351787837074
ACH-000041,-0.026875261676516004
ACH-000042,0.13519236921454358
ACH-000045,0.07500942827577692
ACH-000047,0.1849476490979226
ACH-000052,0.15133758639510048
ACH-000053,0.15784330321961554
ACH-000054,0.23927914976910736
ACH-000055,0.3435466411677568
ACH-000060,0.17469336650645184
ACH-000067,0.12833508774004335
ACH-000070,-0.08717694296815931
ACH-000075,0.13408159475106868
ACH-000078,0.22848799131927855
ACH-000082,0.2679589618920377
ACH-000085,0.17531435412488872
ACH-000086,0.009070742569496509
ACH-000087,0.21783305142054896
ACH-000092,0.08041497023776185
ACH-000095,0.1311908147683719
ACH-000097,0.13623219048870122
ACH-000098,0.22868420147595594
ACH-000099,0.1456686929311281
ACH-000108,0.058779262241820875
ACH-000113,-0.019574800572810577
ACH-000116,0.1299353816084474
ACH-000118,0.1009732869344214
ACH-000120,0.17781978249909336
ACH-000123,0.21634606082617985
ACH-000127,0.2180043720246556
ACH-000128,0.09148504948586372
ACH-000132,0.08185938885014063
ACH-000133,0.09086232243983827
ACH-000137,0.07008185260677889
ACH-000138,0.1493254320756318
ACH-000142,0.011998848790739109
ACH-000143,0.18484712649343615
ACH-000146,0.2362333239720818
ACH-000148,0.2488080252201097
ACH-000150,0.08663846449054383
ACH-000152,0.047609348163005175
ACH-000153,0.10283503547843934
ACH-000159,0.17919692663773165
ACH-000160,0.3463698452280923
ACH-000163,0.15577433094755774
ACH-000167,0.5930380687407029
ACH-000168,0.14541973066749575
ACH-000169,0.06938264950333152
ACH-000178,0.1273873781173877
ACH-000183,0.2628877910888785
ACH-000188,0.0854809841138997
ACH-000189,0.021782947828433024
ACH-000190,0.4014026010873981
ACH-000198,0.1743035335954535
ACH-000203,-0.11075219525021868
ACH-000204,0.1888529874076028
ACH-000206,0.3132323675415876
ACH-000207,0.08012881937582989
ACH-000208,0.2721177650408362
ACH-000210,0.13765507663757312
ACH-000211,0.12193218693224538
ACH-000215,0.13775803423535432
ACH-000221,0.20193577353638995
ACH-000222,0.13998410890330015
ACH-000223,0.2420482105401916
ACH-000226,0.10201008467835404
ACH-000227,0.23069349588707494
ACH-000228,-0.01842880727285548
ACH-000231,0.16249547635156464
ACH-000232,0.1059562480570308
ACH-000233,-0.03250346814651863
ACH-000234,0.0947782668752902
ACH-000235,0.15883367402182869
ACH-000237,0.06889804948050435
ACH-000238,0.19036707170299216
ACH-000242,0.3502224826062815
ACH-000243,0.11475354929866473
ACH-000244,-0.0927816378210688
ACH-000246,0.2389474572942923
ACH-000248,0.3037149811680695
ACH-000250,0.14098110603011588
ACH-000251,-0.01886692297512468
ACH-000252,0.2657488538859758
ACH-000253,0.08765785748698536
ACH-000255,0.26349261756302106
ACH-000256,0.2947555937960731
ACH-000257,0.2006275988131904
ACH-000258,0.13070025031005028
ACH-000259,0.13212044445162258
ACH-000260,0.24063471983123094
ACH-000261,0.14780673252851864
ACH-000262,-0.08095090691087029
ACH-000263,0.3054874902219032
ACH-000264,0.0609500541094893
ACH-000265,0.1165675562310895
ACH-000266,0.09316946714964797
ACH-000272,0.16487267970322528
ACH-000274,0.1039131128802384
ACH-000277,0.25038229419623104
ACH-000278,0.020887702900793385
ACH-000279,0.26449885729368416
ACH-000280,0.1441110872856105
ACH-000281,0.042513761628456916
ACH-000288,0.13166426271264667
ACH-000291,0.3342408066657211
ACH-000293,0.22934523954190186
ACH-000294,0.14131160168920762
ACH-000295,0.1299750433503337
ACH-000296,0.008251425723900559
ACH-000302,0.1911658763332624
ACH-000304,0.13814349736601353
ACH-000307,0.035635769857667705
ACH-000308,0.1629814315941877
ACH-000310,0.08260731554208052
ACH-000311,0.1019085912263423
ACH-000312,0.1621955560283833
ACH-000315,0.12536991250404372
ACH-000316,0.13418617473300215
ACH-000317,0.20651140695309986
ACH-000318,0.14651082302096574
ACH-000319,0.2663830014895845
ACH-000320,0.2372568473953223
