,DDB2 (1643)
ACH-000004,-0.04477364332028808
ACH-000005,-0.2404586319248787
ACH-000007,0.11583164962862592
ACH-000009,-0.1818819540475293
ACH-000011,-0.040655063685112465
ACH-000012,-0.0852615358064896
ACH-000013,-0.09112094840403057
ACH-000014,-0.11754110490341728
ACH-000015,0.032431306966381225
ACH-000017,0.003042622082821573
ACH-000018,-0.2848477042947681
ACH-000019,-0.1847261179671815
ACH-000021,-0.17963112470826695
ACH-000022,-0.0602582921644418
ACH-000025,-0.07607775265227319
ACH-000028,-0.12413018614791285
ACH-000030,-0.15038462723874205
ACH-000035,-0.22111034171593874
ACH-000036,-0.12327051045862465
ACH-000037,0.039512133954132056
ACH-000039,0.12015398635449295
ACH-000040,-0.045037078444687705
ACH-000041,-0.25392108730890595
ACH-000042,-0.05282839258002242
ACH-000045,-0.08828181848669311
ACH-000047,-0.004845107969577179
ACH-000052,-0.1404508697742119
ACH-000053,-0.013839398936706764
ACH-000054,-0.1473908169107962
ACH-000055,-0.11390986924694516
ACH-000060,-0.06330794630960447
ACH-000067,-0.1592591549982278
ACH-000070,-0.00012839640874355953
ACH-000075,-0.0682933729234555
ACH-000078,0.05457015109490012
ACH-000082,-0.1490338145046256
ACH-000085,-0.20645024607971446
ACH-000086,0.020965015735574504
ACH-000087,-0.2927123181894853
ACH-000092,-0.03610584211118477
ACH-000095,-0.092874718120764
ACH-000097,-0.06449959975420552
ACH-000098,-0.10479637712440924
ACH-000099,-0.02881509233640648
ACH-000108,0.020655790738056488
ACH-000113,-0.1248867803286339
ACH-000116,-0.16208381818562295
ACH-000118,-0.09935274540608524
ACH-000120,-0.1165423212317065
ACH-000123,-0.11509004158936638
ACH-000127,-0.08775978269441996
ACH-000128,-0.1496734339472394
ACH-000132,-0.024166638370260087
ACH-000133,-0.12324113309850472
ACH-000137,-0.16675566493750096
ACH-000138,-0.10430302666253097
ACH-000142,-0.030346215499626086
ACH-000143,-0.07667238181349881
ACH-000146,-0.15209796541328888
ACH-000148,-0.08173413023359867
ACH-000150,-0.028515634257697414
ACH-000152,0.03785021061886305
ACH-000153,-0.026224441859460774
ACH-000159,-0.1531344182631149
ACH-000160,0.22797575023803016
ACH-000163,0.17567921807811496
ACH-000167,0.22101728537195853
ACH-000168,-0.12154852335107945
ACH-000169,0.04860540232503821
ACH-000178,-0.05645849899702107
ACH-000183,-0.15963576512469516
ACH-000188,-0.15141950113465666
ACH-000189,0.020683848102985188
ACH-000190,0.22024619188157768
ACH-000198,0.008517331441770856
ACH-000203,-0.5809368871854398
ACH-000204,0.20277410075035213
ACH-000206,-0.2947370942759536
ACH-000207,-0.07477325933993388
ACH-000208,0.032203811518457394
ACH-000210,-0.2881395746632247
ACH-000211,-0.12953053907513434
ACH-000215,-0.09290058976573427
ACH-000221,-0.2437422427024498
ACH-000222,0.2690917149887632
ACH-000223,-0.16444578741348753
ACH-000226,-0.023509857372716752
ACH-000227,-0.0422181056025633
ACH-000228,-0.010637558544962232
ACH-000231,-0.18162178731249284
ACH-000232,-0.1806544794540187
ACH-000233,-0.059104687867491575
ACH-000234,-0.04132708923484377
ACH-000235,-0.12955847913888613
ACH-000237,-0.19887599154927
ACH-000238,0.0538039868277715
ACH-000242,0.052618332137859186
ACH-000243,-0.011108173347831716
ACH-000244,-0.009215788969046856
ACH-000246,-0.15983021448557153
ACH-000248,0.03802527195394481
ACH-000250,-0.004063914109502823
ACH-000251,-0.38669052260013775
ACH-000252,-0.020762785787858225
ACH-000253,-0.15839572666410262
ACH-000255,-0.17272981683389524
ACH-000256,-0.0528644720159615
ACH-000257,-0.20268114140669966
ACH-000258,0.0909121363272488
ACH-000259,-0.02991320883970168
ACH-000260,-0.029016560089614937
ACH-000261,-0.071486834330019
ACH-000262,0.07960380375331216
ACH-000263,-0.2693766664570333
ACH-000264,-0.1284755511541493
ACH-000265,-0.13659094412469985
ACH-000266,-0.06005999159566482
ACH-000272,-0.021377970313452763
ACH-000274,-0.08604717535584422
ACH-000277,-0.008436875072465336
ACH-000278,-0.1420269214425959
ACH-000279,-0.04123916824202479
ACH-000280,-0.13288652433200912
ACH-000281,-0.08988535023419712
ACH-000288,-0.0825114644692253
ACH-000291,-0.12409954943442235
ACH-000293,0.009518168385759284
ACH-000294,0.20414582699609826
ACH-000295,-0.1443097584407866
ACH-000296,0.21484342812855187
ACH-000302,-0.07085180119951116
ACH-000304,0.17348066133957926
ACH-000307,-0.0073171049117866736
ACH-000308,-0.05911735806710885
ACH-000310,-0.15859666188323765
ACH-000311,-0.009449009866479651
ACH-000312,-0.18793825725267144
ACH-000315,-0.03393233650986692
ACH-000316,-0.07572837654904238
ACH-000317,-0.12094099208196805
ACH-000318,-0.10339361569569648
ACH-000319,-0.17513184462219852
ACH-000320,-0.011603975391376463
ACH-000322,-0.1293686704077337
ACH-000323,-0.12451296820401762
ACH-000324,-0.09587626401536624
ACH-000329,-0.22663710691961736
ACH-000330,-0.0410276891259434
ACH-000331,-0.0016070256737737438
ACH-000332,-0.08084260131534736
ACH-000334,-0.1813536828665068
ACH-000335,-0.04260319131315076
ACH-000336,0.1820698662178915
ACH-000337,0.08131036794795499
ACH-000338,0.4053842581408227
ACH-000339,-0.12243747079261524
ACH-000341,-0.05648058559634327
ACH-000348,-0.06999202299937045
ACH-000350,0.014459097763239972
ACH-000352,-0.09898578132596504
ACH-000356,-0.13270300367323914
ACH-000361,-0.2370532305420191
ACH-000362,-0.07426513688136807
ACH-000363,-0.15291660688176273
ACH-000364,-0.3270688944969502
ACH-000365,-0.02048503552443437
ACH-000366,-0.09596446889096884
ACH-000368,-0.04589937162292503
ACH-000374,-0.3270609289886227
ACH-000375,0.008755435786930103
ACH-000376,-0.13158493327189466
ACH-000381,-0.03944892652307007
ACH-000383,-0.04186020565562056
ACH-000387,-0.016240507832786057
ACH-000389,-0.21188545002882775
ACH-000390,-0.09001401916992302
ACH-000393,-0.11629577224401527
ACH-000395,0.07286063601491848
ACH-000396,-0.01905986109337877
ACH-000397,-0.1292192277322409
ACH-000401,0.15590430876781838
ACH-000402,-0.07485794244120086
ACH-000403,0.01816949804586266
ACH-000404,-0.1374479461986885
ACH-000406,-0.060031655104521485
ACH-000407,-0.08744976560468322
ACH-000408,-0.15109917663654635
ACH-000410,-0.06685824526256938
ACH-000411,-0.19830651495234508
ACH-000414,-0.045414183959461576
ACH-000415,-0.20882893573757627
ACH-000416,-0.08964493842642893
ACH-000420,-0.1433768314664621
ACH-000421,-0.01113666891978167
ACH-000424,0.0016261755098111107
ACH-000425,-0.06461105334384024
ACH-000426,-0.2649720918659806
ACH-000427,-0.1868517906449784
ACH-000433,-0.16076628037508206
ACH-000435,-0.014424837062305828
ACH-000436,0.017917439858718773
ACH-000444,-0.07414033518003804
ACH-000445,-0.03993007315736021
ACH-000448,-0.030132357430110782
ACH-000450,-0.2520284070146995
ACH-000452,-0.03228014303492425
ACH-000454,-0.27945761260881513
ACH-000458,-0.13201679463590493
ACH-000459,0.15560995179330342
ACH-000460,0.010334734757808906
ACH-000461,-0.013141561476558657
ACH-000463,-0.08654838037668497
ACH-000464,-0.09162449969239857
ACH-000466,0.05123726456871689
ACH-000467,0.17778648497527486
ACH-000468,-0.024951220363255654
ACH-000469,-0.07864564082651558
ACH-000470,-0.07148138324482398
ACH-000471,-0.0960228144480415
ACH-000472,-0.07500082998958334
ACH-000473,0.02965328025324955
ACH-000475,-0.04966350980145039
ACH-000476,-0.01430928411477812
ACH-000477,-0.07548184605417295
ACH-000479,-0.13277865324199367
ACH-000480,-0.2446546914885089
ACH-000481,-0.08455694700437741
ACH-000483,-0.14150852805056635
ACH-000484,-0.1759405121281324
ACH-000485,-0.11335617792041446
ACH-000486,-0.1861249893011432
ACH-000487,-0.21023639096892655
ACH-000488,-0.03477417160450421
ACH-000490,-0.12686858383319294
ACH-000491,-0.06061752803475584
ACH-000495,-0.3015881179520598
ACH-000496,-0.05989963665451033
ACH-000499,-0.08257171657458587
ACH-000500,-0.05345497531760606
ACH-000502,-0.025467919403264483
ACH-000503,-0.3108661114955767
ACH-000505,0.01048302280565792
ACH-000507,-0.06148912171729243
ACH-000510,-0.23289093891852294
ACH-000511,-0.0611045833994732
ACH-000512,0.08149200397951327
ACH-000516,-0.0859137756786044
ACH-000517,-0.14477194855266887
ACH-000518,-0.1381030380342266
ACH-000520,-0.06558633278701859
ACH-000521,-0.015214418471244946
ACH-000522,-0.12095997746547428
ACH-000524,-0.09915253559271824
ACH-000527,-0.08999936188688283
ACH-000528,-0.03884541001518378
ACH-000537,-0.1608548797372187
ACH-000541,0.07351315588088514
ACH-000542,-0.039613650667808205
ACH-000544,-0.11982763659622693
ACH-000545,-0.215002964424191
ACH-000547,-0.3252784568335791
