,DTD2 (112487)
ACH-000004,-0.4168436894848309
ACH-000005,-0.15362078178724858
ACH-000007,-0.2259985119276389
ACH-000009,-0.3426869364453153
ACH-000011,-0.16263244766785495
ACH-000012,-0.24397748388623586
ACH-000013,-0.18750218210981265
ACH-000014,-0.2980461211744592
ACH-000015,-0.2596453238794102
ACH-000017,-0.26807125502457296
ACH-000018,-0.2039525682794275
ACH-000019,-0.5259194268981974
ACH-000021,-0.2905112689762542
ACH-000022,-0.2959296996441201
ACH-000025,-0.2635819574149764
ACH-000028,-0.4729982668538223
ACH-000030,-0.13840975698619234
ACH-000035,-0.07063694845323581
ACH-000036,-0.37159640421609663
ACH-000037,-0.08499169263340567
ACH-000039,-0.12598873141114053
ACH-000040,-0.3939901583027166
ACH-000041,-0.24383398564347966
ACH-000042,-0.20407624426312398
ACH-000045,-0.03913490785513141
ACH-000047,-0.1860885483533694
ACH-000052,-0.4642651399578466
ACH-000053,-0.266454565023292
ACH-000054,-0.3189471270928297
ACH-000055,-0.3900196427244527
ACH-000060,-0.3099236399922055
ACH-000067,-0.18043906159273854
ACH-000070,-0.09071204961354937
ACH-000075,-0.298592448273063
ACH-000078,-0.3901338558594495
ACH-000082,-0.2590113673108225
ACH-000085,-0.4610463646605322
ACH-000086,-0.2336782713460552
ACH-000087,-0.4707155327490234
ACH-000092,-0.2784082281796277
ACH-000095,-0.30060659561129394
ACH-000097,-0.34150524979510244
ACH-000098,-0.296092031173305
ACH-000099,-0.33720958641434473
ACH-000108,-0.2944168036190432
ACH-000113,-0.27473780219782346
ACH-000116,-0.2810170217912633
ACH-000118,-0.3974491251813466
ACH-000120,-0.24233521449248385
ACH-000123,-0.4005737051847989
ACH-000127,-0.3263756724871827
ACH-000128,-0.4428543991999984
ACH-000132,-0.40200013117672057
ACH-000133,-0.44874132907552206
ACH-000137,-0.1628646269743797
ACH-000138,-0.276783059025061
ACH-000142,-0.2969554891952455
ACH-000143,-0.253788528446566
ACH-000146,-0.1496999176456479
ACH-000148,-0.31960246693941896
ACH-000150,-0.17356394241116244
ACH-000152,-0.3356053834014918
ACH-000153,-0.3130018541079442
ACH-000159,-0.3728202960745909
ACH-000160,-0.3824006465913169
ACH-000163,-0.32701908952434383
ACH-000167,-0.6260607708676053
ACH-000168,-0.3658986393653693
ACH-000169,-0.2347162678635667
ACH-000178,-0.3841567975586947
ACH-000183,-0.2549324725618636
ACH-000188,-0.11427242808544225
ACH-000189,-0.2635630354842807
ACH-000190,-0.2625790169636191
ACH-000198,-0.2954640745001721
ACH-000203,-0.2561719680767145
ACH-000204,-0.00637958688718017
ACH-000206,-0.3657370080746179
ACH-000207,-0.214282019317742
ACH-000208,-0.2228920253375277
ACH-000210,-0.21396267107231176
ACH-000211,-0.2796642744751833
ACH-000215,-0.3493396751355137
ACH-000221,-0.2513441162129739
ACH-000222,-0.08782513885826743
ACH-000223,-0.3884367678147016
ACH-000226,-0.4292198327408545
ACH-000227,-0.4142473674719541
ACH-000228,-0.2691593805253309
ACH-000231,-0.4039220087491385
ACH-000232,-0.3030787755992382
ACH-000233,-0.2870232895679985
ACH-000234,-0.2670528794616733
ACH-000235,-0.3364472694002837
ACH-000237,-0.05910708808091163
ACH-000238,-0.3200981448751812
ACH-000242,-0.514380385239514
ACH-000243,-0.3418629521299473
ACH-000244,-0.013381837297425259
ACH-000246,-0.31964110781468896
ACH-000248,-0.3895771236663762
ACH-000250,-0.26676004983242285
ACH-000251,-0.1220989790749489
ACH-000252,-0.6316061421406468
ACH-000253,-0.23540424722364425
