,CEBPA (1050)
ACH-000366,-0.19363853234080292
ACH-000368,-0.13667154164008127
ACH-000374,-0.030669714425645436
ACH-000375,-0.21560676951238264
ACH-000376,-0.2411559485388361
ACH-000381,-0.13156800269988705
ACH-000383,-0.2491936288647761
ACH-000387,-0.3197322218289898
ACH-000389,-0.056509471398292335
ACH-000390,-0.1983172079392854
ACH-000393,-0.16922951183570795
ACH-000395,-0.050045061492517584
ACH-000396,-0.4094638308550155
ACH-000397,-0.4847422915288572
ACH-000401,-0.00453176218857019
ACH-000402,-0.3839182936096655
ACH-000403,-0.31916707333482885
ACH-000404,-0.3193187739193658
ACH-000406,-0.715640917483716
ACH-000407,-0.4783009180789347
ACH-000408,-0.28196657410612797
ACH-000410,-0.03396332504220533
ACH-000411,-0.3260129681544653
ACH-000414,-0.230597730875182
ACH-000415,-0.19538987812690545
ACH-000416,-0.2085628110531963
ACH-000420,-0.1955233917794704
ACH-000421,-0.07036085615002094
ACH-000424,-0.13083230744497346
ACH-000425,-0.21827645566514728
ACH-000426,-0.2847672918080995
ACH-000427,-0.35559831370439543
ACH-000433,-0.0834289240751061
ACH-000435,0.12925756873398686
ACH-000436,-0.2484365103953094
ACH-000444,-0.10010090732495996
ACH-000445,-0.25365901691456816
ACH-000448,-0.2527517830145156
ACH-000450,-0.08073797646868314
ACH-000452,-0.06607236194740397
ACH-000454,-0.15715041611318395
ACH-000458,-0.09635567698625602
ACH-000459,-0.20989807525363596
ACH-000460,-0.2200706409570894
ACH-000461,-0.289725205505142
ACH-000463,-0.15419107689700676
ACH-000464,-0.2013338419862492
ACH-000466,-0.16844058936471384
ACH-000467,-0.10410105802513886
ACH-000468,-0.15675017776129144
ACH-000469,-0.087208385537162
ACH-000470,-0.3399043641369064
ACH-000471,-0.1786981567166619
ACH-000472,-0.2434953521382221
ACH-000473,-0.12590664584845615
ACH-000475,-0.4694040536301985
ACH-000476,-0.05842311623475751
ACH-000477,-0.1015130781364973
ACH-000479,-0.5230328288873708
ACH-000480,-0.6734928453972105
ACH-000481,-0.2765171353056377
ACH-000483,-0.055955322607992165
ACH-000484,-0.26861028875945725
ACH-000485,-0.4594602653243676
ACH-000486,-0.4478181196150501
ACH-000487,-0.17601899705602728
ACH-000488,-0.14998039307139205
ACH-000490,-0.16815992045458195
ACH-000491,-0.3011474564242289
ACH-000495,0.04722078568356422
ACH-000496,-0.16564203543511405
ACH-000499,-0.40854492626772737
ACH-000500,-0.8036068003240828
ACH-000502,-0.1810819204696772
ACH-000503,-0.3648442359535886
ACH-000505,-0.2759558306575359
ACH-000507,-0.19855562561635726
ACH-000510,-0.42560214875328223
ACH-000511,-0.005581280827966997
ACH-000512,-0.3866635148334555
ACH-000516,-0.25080012147251
ACH-000517,-0.2629157911081487
ACH-000518,-0.09318687508778913
ACH-000520,-0.3180971582538008
ACH-000521,-0.3115725870827799
ACH-000522,-0.21407846311711665
ACH-000524,-0.35386889329170984
ACH-000527,-0.2199986280842641
ACH-000528,-0.1429363313534904
ACH-000537,-0.17890753210488625
ACH-000541,-0.5219370774384956
ACH-000542,-0.13445373300087468
ACH-000544,-0.2726663368164691
ACH-000545,-0.2402895089311746
ACH-000547,-0.29908683475421605
ACH-000548,-0.2203622460018229
ACH-000549,-0.3113402938763258
ACH-000550,-0.05538676338045971
ACH-000552,-0.13412664422250525
ACH-000556,-0.3385240525542771
ACH-000557,-0.8428659841149071
ACH-000569,-0.2093461543490308
ACH-000570,-0.2264501047439305
ACH-000571,-0.2592920059903501
ACH-000573,-0.11806775269814825
ACH-000576,-0.2968126773029127
ACH-000579,-0.21800598044556824
ACH-000580,-0.11597802438566016
ACH-000584,-0.3751573577277267
ACH-000585,-0.22532059552564204
ACH-000588,-0.05086357317755833
ACH-000589,-0.08662463736068443
ACH-000591,-0.043390348317231466
ACH-000593,-0.20460326788064692
ACH-000600,-0.2388578023756927
ACH-000601,-0.2538460523688757
ACH-000605,-0.4135694890269424
ACH-000606,-0.2638346380028028
ACH-000608,-0.3297197114706539
ACH-000614,-0.010132003541988151
ACH-000616,-0.3109248349792239
ACH-000618,-0.14415913999183885
ACH-000619,-0.12586352918565488
ACH-000620,-0.13938327736330502
ACH-000621,-0.2504515939043468
ACH-000622,-0.36587679365299497
ACH-000623,-0.20822707029044588
ACH-000624,-0.2718105854330932
ACH-000627,-0.19651510930514976
ACH-000630,-0.22122990808326728
ACH-000631,0.2265242212942583
ACH-000632,-0.2830887557606364
ACH-000633,-0.28469410083907665
ACH-000637,-0.14989468551816995
ACH-000638,-0.2391827011046467
ACH-000646,-0.15514483299324275
ACH-000647,-0.19989289687637346
ACH-000648,-0.02841965590904051
ACH-000649,-0.2456199760785316
ACH-000651,-0.15261257714975854
ACH-000652,-0.2736297689543687
ACH-000653,-0.18901416922926814
ACH-000657,-0.2347262316333377
ACH-000658,-0.2284951590385712
ACH-000661,0.014452853832829796
ACH-000662,0.13345172073551767
ACH-000663,-0.2777171214806808
ACH-000665,-0.1944790677551573
ACH-000671,-0.5842618823907868
ACH-000672,-0.07658482566044622
ACH-000673,-0.23637847090483105
ACH-000676,-0.1170309311352756
ACH-000677,-0.31248814606084585
ACH-000681,-0.2690511600323673
ACH-000683,-0.2567872267263788
ACH-000684,-0.1375669123403523
ACH-000688,-0.3049790331862208
ACH-000693,-0.22104077414902729
ACH-000694,-0.2366120869063316
ACH-000695,-0.28051833963727824
ACH-000696,-0.1791858894579955
ACH-000697,-0.2973722470638679
ACH-000699,-0.11221156334901748
ACH-000701,-0.3647456703940663
ACH-000706,-0.18019104942637776
ACH-000711,-0.3340868625097958
ACH-000713,-0.3888787971598892
ACH-000714,-0.24969609682767754
ACH-000718,-0.4296194287917868
ACH-000720,-0.3175254930774407
ACH-000721,-0.3964394968823583
ACH-000724,-0.17272997436390772
ACH-000725,-0.4808838354654268
ACH-000732,-0.0855430061892134
ACH-000734,-0.4991807929374881
ACH-000735,-0.19818911313320006
ACH-000736,-0.318033765387713
ACH-000738,-0.06987260661197621
ACH-000746,-0.26973561803251256
ACH-000747,-0.16723432189802467
ACH-000748,-0.21201107153828586
ACH-000753,-0.15877742617983462
ACH-000756,-0.3668434943831634
ACH-000757,-0.4066082311947873
ACH-000758,-0.14406146910030196
ACH-000760,-0.3346027331149794
ACH-000762,-0.3064994564687154
ACH-000763,-0.1896580710354735
ACH-000764,-0.4591230850301301
ACH-000765,-0.2295844224623476
ACH-000766,-0.4315749112458877
ACH-000767,-0.17699878460058255
ACH-000768,-0.1372129764369851
ACH-000769,-0.27332376995323404
ACH-000770,-0.5757610652142073
ACH-000771,-0.24115282614697905
ACH-000773,-0.11949238480930885
ACH-000776,-0.12426515750952452
ACH-000777,-0.2429424044436029
ACH-000778,-0.2727339465623383
ACH-000781,-0.2105845934930309
ACH-000782,-0.015180730890636837
ACH-000783,-0.2842728667123021
ACH-000784,-0.2260881599182065
ACH-000785,-0.3701892356619453
ACH-000787,-0.07114198622582413
ACH-000788,-0.240385780047948
ACH-000791,-0.2407821362974173
ACH-000792,-0.2458760930097901
ACH-000794,-0.2283228080941381
ACH-000796,-0.2629962265760368
ACH-000798,-0.10203116864301676
ACH-000799,-0.17072333420258953
ACH-000800,-0.0975745276099293
ACH-000802,-0.2725247256647541
ACH-000804,-0.4115520020950347
ACH-000805,-0.08267893758861243
ACH-000809,-0.20223085029819468
ACH-000810,0.9265733925558578
ACH-000811,-0.2623731650411406
ACH-000817,-0.10296399196173163
ACH-000819,-0.3546892136416713
ACH-000820,-0.3068272494492019
ACH-000821,-0.2678178998271146
ACH-000822,-0.3647567520662802
ACH-000823,-0.18390108185712772
ACH-000824,-0.5110889679381339
ACH-000827,-0.33275881759462456
ACH-000829,-0.2710545940194685
ACH-000831,-0.1845520768653223
ACH-000832,-0.12691112458930964
ACH-000833,0.0067180404164772535
ACH-000834,-0.3117805393514581
ACH-000835,-0.2546668148655929
ACH-000836,-0.1712017757412748
ACH-000837,-0.1868076215959414
ACH-000838,-0.2024860237008416
ACH-000839,-0.15807471590600672
ACH-000840,-0.3482307333510419
ACH-000841,-0.23846065692398194
ACH-000843,-0.04061242174853065
ACH-000846,-0.2409988207426552
ACH-000847,-0.5842466278109429
ACH-000848,-0.5183890895205806
ACH-000849,-0.3170376334196227
ACH-000851,-0.3298328719155308
ACH-000855,-0.2574047885403122
ACH-000856,-0.1333903646010761
ACH-000858,-0.12140872720986699
ACH-000859,-0.2527497135526242
ACH-000861,-0.2694494410480493
ACH-000862,-0.33239348953705544
ACH-000865,-0.1363323650200917
ACH-000866,-0.3475950551061478
ACH-000867,-0.3426542407171567
ACH-000869,-0.2213947440219821
ACH-000872,-0.2079964651681239
ACH-000873,-0.3389305285651623
ACH-000876,-0.22575247026659226
ACH-000878,-0.29398697283243336
ACH-000880,-0.33157980043555857
ACH-000881,-0.12311024280919525
ACH-000882,-0.17885716073585156
ACH-000884,-0.21693349984778845
ACH-000885,-0.2434573769823557
ACH-000887,-0.26270998599347584
ACH-000889,-0.1783747537403498
ACH-000896,-0.24156174093824484
ACH-000898,-0.27641551010971666
ACH-000900,-0.15231274484008803
ACH-000901,-0.30971675383685804
ACH-000905,-0.12933267875175747
ACH-000906,-0.18384318861690316
ACH-000907,-0.19071960647288666
ACH-000910,-0.4263579887851365
ACH-000911,-0.20821544989794316
ACH-000912,-0.4057509912181847
ACH-000913,-0.03066808447275205
ACH-000915,-0.3290462687672781
ACH-000916,-0.3888298438628679
ACH-000917,-0.28540515574395864
ACH-000920,-0.32187556850467625
ACH-000921,-0.3477688613876625
ACH-000924,-0.2606950684445916
ACH-000926,-0.4325406932700901
ACH-000928,-0.06656430987277143
ACH-000929,-0.17403692554328615
ACH-000932,-0.2627321633232354
ACH-000935,-0.2034103022677203
ACH-000936,-0.26823641284647304
ACH-000937,-0.4683343148493449
ACH-000938,-0.06530678795418543
ACH-000939,-0.16901833484962828
ACH-000941,-0.2653684797604525
ACH-000943,-0.2463352517709986
ACH-000946,-0.2535926269368523
ACH-000947,-0.2139403383285119
ACH-000948,-0.2498953475625381
ACH-000950,0.11580897060189455
ACH-000953,-0.5357619964283311
ACH-000954,-0.3691049708765296
ACH-000957,-0.10774186865300976
ACH-000958,-0.5334681644522428
ACH-000960,-0.2172705664969457
ACH-000963,-0.2618952295793684
ACH-000968,-0.06359816336025456
ACH-000969,-0.2337754129303345
ACH-000972,-0.09856624453056316
ACH-000973,-0.2451533905542935
ACH-000974,-0.2868806923172065
ACH-000978,-0.3580020693959699
ACH-000984,-0.3466536023351827
ACH-000986,-0.18457222962085826
ACH-000988,-0.23402888181436315
ACH-000993,-0.07795086601804774
ACH-000994,-0.15418514792055185
ACH-000996,-0.32303559863575465
ACH-001001,-0.4061396407297366
ACH-001020,-0.2538415730220869
ACH-001028,-0.22489513439293676
ACH-001031,-0.20793774352486136
ACH-001038,-0.2835355794118756
ACH-001048,-0.20652362461944448
ACH-001050,-0.19503738836757256
ACH-001053,-0.3488115554437175
ACH-001054,-0.2714884442803621
ACH-001061,-0.1898978271236204
ACH-001067,-0.2826053455743097
ACH-001075,-0.3371543303187244
ACH-001096,-0.18454308235244574
ACH-001111,0.030574276935425814
ACH-001119,-0.05830886671142066
ACH-001128,-0.27740500342581176
ACH-001134,-0.19209526406351773
ACH-001151,-0.2182812721059849
ACH-001163,-0.20127967551459566
ACH-001164,0.2248230952448849
ACH-001183,-0.22121079626448956
ACH-001192,-0.3345889924603303
ACH-001193,-0.4099703527572486
ACH-001196,-0.06983998654171496
ACH-001197,-0.12342947429772325
ACH-001205,-0.1332963963165646
ACH-001211,-0.3516444611644677
ACH-001212,-0.3939401480219562
ACH-001228,-0.19005382058763426
ACH-001232,-0.0859593665700838
ACH-001239,-0.2339218852200489
ACH-001270,-0.16869329558925406
ACH-001274,-0.13928317712738902
ACH-001275,-0.39256528469199575
ACH-001277,-0.1926495017872167
ACH-001278,-0.35617900269538394
ACH-001280,0.059155960105654826
ACH-001283,-0.30486043330571194
ACH-001289,-0.3607036048448801
ACH-001300,-0.09689992453441136
ACH-001301,-0.4455562040885217
ACH-001302,-0.3740563783204557
ACH-001306,-0.10892400370977036
ACH-001318,-0.3668339282980573
ACH-001322,-0.16609879613091547
ACH-001328,-0.20945214161299647
ACH-001332,-0.11257538496584672
ACH-001336,-0.27307227511421195
ACH-001346,-0.22753656004091855
ACH-001353,-0.3875542648251295
ACH-001354,-0.8062507619763718
ACH-001367,-0.2843098307852785
ACH-001368,-0.24486701778947226
ACH-001374,-0.08343071957966354
ACH-001377,-0.309776800987439
ACH-001380,-0.2054458745623924
ACH-001391,-0.34670591952097984
ACH-001408,-0.1733141292874796
ACH-001430,-0.3309000222160456
ACH-001431,-0.25817202893680785
ACH-001450,-0.004435626124246251
ACH-001496,-0.1881042721485117
ACH-001500,-0.2133215289656379
ACH-001523,-0.10564023846221744
ACH-001532,-0.1582993995536903
ACH-001550,-0.29842531449056325
ACH-001552,-0.4234191364144472
ACH-001554,-0.2724229392432677
ACH-001654,-0.20728392186904865
ACH-001735,-0.3105553320645576
ACH-001736,-0.5206233834692015
ACH-001737,-0.5564261912142161
ACH-001740,-0.15038995085382093
ACH-001745,-0.22395602862565372
ACH-001765,-0.3260756174596037
