,REXO4 (57109)
ACH-000004,-0.007149957772534422
ACH-000005,-0.3054794333704233
ACH-000007,-0.15555994599106676
ACH-000009,-0.27099063436463616
ACH-000011,-0.17906090308965916
ACH-000012,-0.1707972872246072
ACH-000013,-0.12873421535538834
ACH-000014,-0.005709065893053726
ACH-000015,-0.03911026319708614
ACH-000017,-0.009162353724437279
ACH-000018,-0.07299953719011296
ACH-000019,-0.09609259940358356
ACH-000021,-0.04263386446778912
ACH-000022,-0.008140800485560772
ACH-000025,-0.09280412903438943
ACH-000028,0.0800025194797376
ACH-000030,-0.040470841674897326
ACH-000035,-0.06739318938728686
ACH-000036,-0.010683398395366242
ACH-000037,-0.2430890563370736
ACH-000039,-0.005688580146862609
ACH-000040,-0.12487699874245847
ACH-000041,-0.10846890586450243
ACH-000042,-0.034903785922041575
ACH-000045,0.042574309372768585
ACH-000047,0.022076989725133857
ACH-000052,-0.19061122345228476
ACH-000053,-0.035427966489779875
ACH-000054,-0.050143795479573657
ACH-000055,-0.017906145997153438
ACH-000060,-0.05153337869100762
ACH-000067,-0.06908260063171591
ACH-000070,-0.12920795347619615
ACH-000075,0.25851952213952634
ACH-000078,-0.20730033136298165
ACH-000082,-0.023056256690011327
ACH-000085,0.21636678319865935
ACH-000086,0.0030261633391989416
ACH-000087,0.03129702014835745
ACH-000092,-0.0527943754730457
ACH-000095,-0.133576526642819
ACH-000097,-0.08726126686954899
ACH-000098,-0.06886696254622113
ACH-000099,-0.11093832224949912
ACH-000108,-0.024766839963704698
ACH-000113,0.010209250378146156
ACH-000116,-0.03664454358398171
ACH-000118,0.04483666506309419
ACH-000120,0.016457292767399594
ACH-000123,-0.17110952893905146
ACH-000127,-0.17609626594327926
ACH-000128,-0.187946032231924
ACH-000132,-0.0833498245147123
ACH-000133,0.04981927695160788
ACH-000137,-0.05265114575205746
ACH-000138,0.01775756973675984
ACH-000142,-0.051217461346298516
ACH-000143,-0.01710368915539099
ACH-000146,-0.012923187081855272
ACH-000148,-0.09743933372738577
ACH-000150,-0.09071878546869112
ACH-000152,-0.046239913616536316
ACH-000153,-0.0807072253163584
ACH-000159,-0.10046796345104908
ACH-000160,-0.011990307528444849
ACH-000163,-0.025086279129069248
ACH-000167,-0.01641299130791584
ACH-000168,-0.013444173906316149
ACH-000169,-0.001951391339074174
ACH-000178,-0.007221852270445824
ACH-000183,-0.10268735301979244
ACH-000188,-0.06661321801301033
ACH-000189,0.05270965318810447
ACH-000190,-0.15638223603873122
ACH-000198,0.0562096218647307
ACH-000203,-0.2651122847557759
ACH-000204,-0.1189963540651259
ACH-000206,0.11822836412245087
ACH-000207,0.058311272103316325
ACH-000208,0.04637865403228205
ACH-000210,-0.02039411246942824
ACH-000211,-0.004683834361275292
ACH-000215,-0.024181360159989503
ACH-000221,-0.07883234915880384
ACH-000222,-0.01808136374105988
ACH-000223,-0.04770946230061269
ACH-000226,0.003203465138176516
ACH-000227,-0.2215384108897868
ACH-000228,-0.034994717830574215
ACH-000231,-0.04952028274910567
ACH-000232,0.03862729423736103
ACH-000233,0.011121849710288423
ACH-000234,-0.10197761888954124
ACH-000235,-0.06624349354393085
ACH-000237,-0.029592218034795264
ACH-000238,-0.24416987675592036
ACH-000242,-0.03840582826803436
ACH-000243,-0.08315846473806565
ACH-000244,-0.3990850971246999
ACH-000246,0.040901773537562254
ACH-000248,-0.17558066449124646
ACH-000250,-0.10552028713568982
ACH-000251,-0.3718104167958761
ACH-000252,-0.15570523678592815
ACH-000253,-0.1492342927955342
ACH-000255,-0.08229963382220941
ACH-000256,-0.13984340023656205
ACH-000257,-0.2640905868747109
ACH-000258,0.08949057761973564
ACH-000259,-0.13006541911726946
ACH-000260,-0.044545986530858186
ACH-000261,-0.16804863878068727
ACH-000262,-0.11601762507301065
ACH-000263,-0.24006207409848998
