,UBAC1 (10422)
ACH-000004,-0.01169098846664417
ACH-000005,-0.05097467267054346
ACH-000007,0.14279897523453444
ACH-000009,-0.09377149553956456
ACH-000011,0.14402760562163225
ACH-000012,-0.06782730893495734
ACH-000013,0.045636786669000895
ACH-000014,0.07832475162267591
ACH-000015,-0.007234346194473617
ACH-000017,0.014545555150843497
ACH-000018,0.012265952254364259
ACH-000019,0.06815303295534947
ACH-000021,0.08972563045012366
ACH-000022,0.11170742235778623
ACH-000025,0.1111701478087619
ACH-000028,0.14880957028889394
ACH-000030,0.07747071147646978
ACH-000035,0.14563039569440087
ACH-000036,0.12388092013158478
ACH-000037,0.06026939074003865
ACH-000039,0.1673402560247681
ACH-000040,0.15938419486736433
ACH-000041,0.05048687250062444
ACH-000042,-0.10320460596994152
ACH-000045,-0.09992105741038226
ACH-000047,0.2386985067997483
ACH-000052,0.0521040177611052
ACH-000053,0.08577793362193999
ACH-000054,0.012737177813466585
ACH-000055,0.015622587899078019
ACH-000060,0.02011068220624033
ACH-000067,0.1693246287338348
ACH-000070,0.11754090687272703
ACH-000075,0.2453191744895647
ACH-000078,0.03222580168571956
ACH-000082,0.031384688978702266
ACH-000085,-0.059282838810947994
ACH-000086,-0.05672260180565027
ACH-000087,-0.13228584513489716
ACH-000092,-0.021081980695258917
ACH-000095,0.010618410970623878
ACH-000097,0.04056094222300892
ACH-000098,0.08116095271766817
ACH-000099,0.03884325981083446
ACH-000108,-0.008441625088857142
ACH-000113,0.01632489944883101
ACH-000116,0.017254645496727464
ACH-000118,0.05771114645720634
ACH-000120,0.09275104372575152
ACH-000123,0.041560471880684485
ACH-000127,-0.15531757020763515
ACH-000128,-0.091302526986717
ACH-000132,0.009555796287004023
ACH-000133,0.07429256033855912
ACH-000137,0.07694817868919103
ACH-000138,0.07422307613840944
ACH-000142,0.2498727015823003
ACH-000143,-0.030128070553411882
ACH-000146,0.1466975593511699
ACH-000148,0.034024529792952424
ACH-000150,0.18091910192053975
ACH-000152,0.035338984089209234
ACH-000153,-0.02940020293600307
ACH-000159,0.13363585700574274
ACH-000160,0.08017401668302747
ACH-000163,0.05778398123595287
ACH-000167,0.05315487354034579
ACH-000168,0.04936872061727873
ACH-000169,-0.19238687434618104
ACH-000178,0.17699618358964905
ACH-000183,0.32709793037845764
ACH-000188,0.05660653332279179
ACH-000189,0.1549815543828946
ACH-000190,0.07478348331727383
ACH-000198,0.013155929471946656
ACH-000203,0.12299820656328275
ACH-000204,-0.04576099990461952
ACH-000206,-0.016690648506546578
ACH-000207,-0.06105867858875232
ACH-000208,0.004563579339569432
ACH-000210,0.1811009762881988
ACH-000211,0.13763301397992914
ACH-000215,0.08611570794071237
ACH-000221,0.11821549749833045
ACH-000222,0.04270048962042497
ACH-000223,0.07417022704243335
ACH-000226,0.04368556900055386
ACH-000227,0.08561198461407228
ACH-000228,0.050212664255583656
ACH-000231,0.07086637809647522
ACH-000232,0.11994624960413293
ACH-000233,0.14407599375129454
ACH-000234,0.07292761643759076
ACH-000235,0.07516855227846125
ACH-000237,-0.054206261422156635
ACH-000238,-0.019940790584326
ACH-000242,0.3653497315926737
ACH-000243,0.17587994287097908
ACH-000244,-0.002397983565859545
ACH-000246,0.00715387651474182
ACH-000248,0.12558031490240884
ACH-000250,0.03320910628465805
ACH-000251,-0.05352037750129577
ACH-000252,0.1051742182017322
ACH-000253,-0.040137474873671856
ACH-000255,0.283492593369784
ACH-000256,0.1035792811712798
ACH-000257,0.19071779305073366
ACH-000258,0.1783746602501648
