,TPRKB (51002)
ACH-000004,-0.4167728194241266
ACH-000005,-0.6630223723707078
ACH-000007,-0.23742220467273814
ACH-000009,-0.5559683571577907
ACH-000011,-0.44500122916964624
ACH-000012,-0.5162408499857383
ACH-000013,-0.334090564133164
ACH-000014,-0.4399911743827669
ACH-000015,-0.39608938294367824
ACH-000017,-0.3830743884955367
ACH-000018,-0.4276671298421822
ACH-000019,-0.2351431595638317
ACH-000021,-0.36599621999122695
ACH-000022,-0.4941381661848258
ACH-000025,-0.6274152308380581
ACH-000028,-0.3382692667534443
ACH-000030,-0.7040929156085518
ACH-000035,-0.3924016125957185
ACH-000036,-0.5524074863438156
ACH-000037,-0.31524937389643176
ACH-000039,-0.5180194494537569
ACH-000040,-0.7059245771478122
ACH-000041,-0.4533460090566642
ACH-000042,-0.6956559054355389
ACH-000045,-0.4792869436603747
ACH-000047,-0.3462482411416656
ACH-000052,-0.6594396030468586
ACH-000053,-0.4996570463475575
ACH-000054,-0.42854565196392863
ACH-000055,-0.6749477097011469
ACH-000060,-0.5653874694453613
ACH-000067,-0.4266181344132197
ACH-000070,-0.4660310475532337
ACH-000075,-0.4157567236544453
ACH-000078,-0.29599257924169137
ACH-000082,-0.3462698582268253
ACH-000085,-0.6284623750698884
ACH-000086,-0.8821903091798631
ACH-000087,-0.5843902111417579
ACH-000092,-0.7284505574111411
ACH-000095,-0.32926093683923635
ACH-000097,-0.3723470674806219
ACH-000098,-0.6906596852602149
ACH-000099,-0.36782112586104654
ACH-000108,-0.5807738800406019
ACH-000113,-0.4463366928451065
ACH-000116,-0.4416654173626277
ACH-000118,-0.3419351590183113
ACH-000120,-0.35694471556934393
ACH-000123,-0.4689235456328203
ACH-000127,-0.5048754081177903
ACH-000128,-0.5116283971061547
ACH-000132,-0.39598300547582616
ACH-000133,-0.4824196940618388
ACH-000137,-0.3927775810873759
ACH-000138,-0.4109532631793188
ACH-000142,-0.6584671992705476
ACH-000143,-0.5767961755618398
ACH-000146,-0.41353122180014973
ACH-000148,-0.5035345603593561
ACH-000150,-0.646846602213053
ACH-000152,-0.4367617943273208
ACH-000153,-0.2399573056173364
ACH-000159,-0.5715051902680961
ACH-000160,-0.407106513423891
ACH-000163,-0.4156658025504227
ACH-000167,-0.4114798644515745
ACH-000168,-0.21065503915276404
ACH-000169,-0.6617453386000806
ACH-000178,-0.4877801200824345
ACH-000183,-0.4587068920677386
ACH-000188,-0.4585593899323556
ACH-000189,-0.2382579288299516
ACH-000190,-0.6659211044914991
ACH-000198,-0.44995180165335785
ACH-000203,-0.3201975174641628
ACH-000204,-0.17896920164340213
ACH-000206,-0.2910271210964277
ACH-000207,-0.5304481710425799
ACH-000208,-0.3964421164609369
ACH-000210,-0.449366229764355
ACH-000211,-0.4236430083533213
ACH-000215,-0.5515474507735734
ACH-000221,-0.30922866227243445
ACH-000222,-0.6197412536378646
ACH-000223,-0.3602365932721402
ACH-000226,-0.4956025729401531
ACH-000227,-0.4475189055554143
ACH-000228,-0.4988023117052667
ACH-000231,-0.7346778849147523
ACH-000232,-0.6043390278582587
ACH-000233,-0.3158931352029487
ACH-000234,-0.4979891084919282
ACH-000235,-0.5025384959815735
ACH-000237,-0.4909324033045484
ACH-000238,-0.3673313896603749
ACH-000242,-0.5901400880692106
ACH-000243,-0.5484168879200323
ACH-000244,-0.4081957532690883
ACH-000246,-0.4561352152991458
ACH-000248,-0.2838192748449204
ACH-000250,-0.6988357327840481
ACH-000251,-0.7391905847602505
ACH-000252,-0.7906046866295978
ACH-000253,-0.3305503256627514
ACH-000255,-0.5313125449068427
ACH-000256,-0.4373138592311442
ACH-000257,-0.4716489070325782
ACH-000258,-0.5658474104720836
ACH-000259,-0.4834677894593799
ACH-000260,-0.6374046326723279
ACH-000261,-0.582302099088835
ACH-000262,-0.4682468966569995
ACH-000263,-0.07863102203640196
ACH-000264,-0.4398650631972145
ACH-000265,-0.6627198027664316
ACH-000266,-0.3785615651223567
ACH-000272,-0.5267683954053255
ACH-000274,-0.5398791779460727
ACH-000277,-0.5575300456361447
ACH-000278,-0.5005547721450959
ACH-000279,-0.3725680753838133
ACH-000280,-0.4920257144772029
ACH-000281,-0.5848660242931513
ACH-000288,-0.594089807995703
ACH-000291,-0.4938928651557311
ACH-000293,-0.4221253704376619
ACH-000294,-0.3282208637416489
ACH-000295,-0.3947582536331025
ACH-000296,-0.6840230623803085
ACH-000302,-0.35045075799143394
ACH-000304,-0.4423785142441667
ACH-000307,-0.6386410012732302
ACH-000308,-0.4726619303645296
ACH-000310,-0.4282886252945637
ACH-000311,-0.3845383550613021
ACH-000312,-0.6812756238584885
ACH-000315,-0.4763691084721862
ACH-000316,-0.4906268122475417
ACH-000317,-0.4544486941056096
ACH-000318,-0.4901275053866466
ACH-000319,-0.5263440059588117
ACH-000320,-0.5227330692191666
ACH-000322,-0.4845024832199392
ACH-000323,-0.5391220447306766
ACH-000324,-0.5243467906463979
ACH-000329,-0.3667985243044444
ACH-000330,-0.2691454829297153
ACH-000331,-0.6286148936847062
ACH-000332,-0.6524335855031184
ACH-000334,-0.15678739596017782
ACH-000335,-0.5140676603627686
ACH-000336,-0.20859242917292808
ACH-000337,-0.45031450788410415
ACH-000338,-1.1620697815019716
ACH-000339,-0.3662001991663946
ACH-000341,-0.6766800110521155
ACH-000348,-0.3940957911253237
ACH-000350,-0.4706101334291508
ACH-000352,-0.2894825470541438
ACH-000356,-0.3910013682093649
ACH-000361,-0.42997411574004907
ACH-000362,-0.481835687811205
ACH-000363,-0.33895764224469904
ACH-000364,-0.3902892709314623
ACH-000365,-0.31292727165526696
ACH-000366,-0.6740814721302778
ACH-000368,-0.4722114810869098
ACH-000374,-0.4986179314251626
ACH-000375,-0.39478344895914863
ACH-000376,-0.637799762003843
ACH-000381,-0.5998900017799091
ACH-000383,-0.3766331281667566
ACH-000387,-0.3856606108788319
ACH-000389,-0.5576588633897898
ACH-000390,-0.4398997854440256
ACH-000393,-0.4569125337528456
ACH-000395,-0.4861297555100856
ACH-000396,-0.4891747580411865
ACH-000397,-0.6514817999549327
ACH-000401,-0.5709223350282143
ACH-000402,-0.3682424731954465
ACH-000403,-0.43542432205223697
ACH-000404,-0.6090639600810287
ACH-000406,-0.4100228490690181
ACH-000407,-0.4800628831660658
ACH-000408,-0.7571397552704567
ACH-000410,-0.3496283191029158
ACH-000411,-0.5983274212392299
ACH-000414,-0.4992147184148456
ACH-000415,-0.4638886002498472
ACH-000416,-0.4602440487400901
ACH-000420,-0.5021091571317952
