,ARID5A (10865)
ACH-000004,-0.0967816432214641
ACH-000005,0.0008991644642132791
ACH-000007,-0.07788634835481477
ACH-000009,-0.13383339670230798
ACH-000011,-0.1853878253688584
ACH-000012,-0.21082406597775474
ACH-000013,-0.1176016394858804
ACH-000014,-0.011236713534493488
ACH-000015,-0.2618714448610459
ACH-000017,-0.2840900278667363
ACH-000018,-0.17573650882716854
ACH-000019,-0.2920422126256035
ACH-000021,-0.16609727072160807
ACH-000022,-0.127180765110272
ACH-000025,-0.07822349629600539
ACH-000028,-0.1291098703169678
ACH-000030,-0.2415717323946285
ACH-000035,-0.1851175198791492
ACH-000036,-0.2323941141446038
ACH-000037,-0.24533390186382864
ACH-000039,-0.27741347584758985
ACH-000040,-0.07328358466627323
ACH-000041,-0.1399670702181572
ACH-000042,-0.19244574978454665
ACH-000045,-0.09689731959356852
ACH-000047,-0.14597109920776566
ACH-000052,0.1557926425631194
ACH-000053,-0.08526048946807681
ACH-000054,-0.16187971511345775
ACH-000055,-0.13716359706756662
ACH-000060,-0.1043795519443162
ACH-000067,-0.19825140400021626
ACH-000070,-0.1187290869340432
ACH-000075,-0.10765735261460574
ACH-000078,-0.4282869636693099
ACH-000082,-0.09561895116504053
ACH-000085,-0.010633357591637714
ACH-000086,-0.4129428365574693
ACH-000087,-0.17582496645684886
ACH-000092,-0.4119879106757191
ACH-000095,-0.33670807177012835
ACH-000097,-0.16057887341928734
ACH-000098,-0.2949485465113197
ACH-000099,-0.1471918152889086
ACH-000108,-0.0455830427690606
ACH-000113,-0.09871433334590432
ACH-000116,-0.2046496856782571
ACH-000118,-0.14883882412556168
ACH-000120,-0.012361126133065338
ACH-000123,-0.2679016605711052
ACH-000127,-0.19540470183323036
ACH-000128,-0.15263183347532455
ACH-000132,-0.3122913777975889
ACH-000133,-0.12839227909572273
ACH-000137,-0.11796811347094567
ACH-000138,-0.13291171778642805
ACH-000142,-0.4125969989063141
ACH-000143,-0.2968803451100381
ACH-000146,-0.05711430789933757
ACH-000148,-0.08405298788187776
ACH-000150,0.06492417604570043
ACH-000152,-0.3302374060173866
ACH-000153,-0.15495710756295222
ACH-000159,-0.20309381397480372
ACH-000160,0.12837765703090995
ACH-000163,-0.18091575820125447
ACH-000167,0.22464996395783146
ACH-000168,-0.08686188872317356
ACH-000169,-0.12315086564085916
ACH-000178,0.01957926721427279
ACH-000183,-0.19037172573469344
ACH-000188,-0.1990375502612724
ACH-000189,-0.10094695668219587
ACH-000190,0.09794038691025073
ACH-000198,0.0010835133564323193
ACH-000203,-0.17983894848255866
ACH-000204,-0.06384486352058255
ACH-000206,0.04545812611277427
ACH-000207,-0.4160264295884325
ACH-000208,-0.11845877563851855
ACH-000210,-0.3726885612846845
ACH-000211,-0.17073609466201026
ACH-000215,-0.09563936538113747
ACH-000221,-0.2260823155254046
ACH-000222,0.08379116588348609
ACH-000223,-0.3170662762258481
ACH-000226,-0.3194164486652237
