,ZYG11A (440590)
ACH-000004,0.19779800480045934
ACH-000005,0.033066010377912715
ACH-000007,0.0014343123179215544
ACH-000009,0.018275914783989503
ACH-000011,0.14159426348583531
ACH-000012,0.11544130648422953
ACH-000013,0.017858146883636287
ACH-000014,0.030391504441059463
ACH-000015,0.1496079906103715
ACH-000017,0.07030429915482747
ACH-000018,0.025571001756787927
ACH-000019,0.022148344631499825
ACH-000021,0.0837862093940249
ACH-000022,0.10321214799466147
ACH-000025,0.030304181478857238
ACH-000028,0.11033578205255437
ACH-000030,0.061910378129404725
ACH-000035,-0.1362774912807238
ACH-000036,0.061182629433499
ACH-000037,0.13954484161994246
ACH-000039,0.0004130122045421044
ACH-000040,-0.032448111189284014
ACH-000041,0.10006680772533873
ACH-000042,0.13571800065536166
ACH-000045,0.022188838600279308
ACH-000047,0.06364512284518263
ACH-000052,0.20746828298572947
ACH-000053,0.08844806363869556
ACH-000054,0.015006456387308091
ACH-000055,0.037940331494010764
ACH-000060,-0.039517218913265116
ACH-000067,0.11438682623483128
ACH-000070,-0.03438946976256867
ACH-000075,0.043345888035672415
ACH-000078,0.07246315283484896
ACH-000082,0.10514934717734667
ACH-000085,0.2462335733839039
ACH-000086,-0.04093674652899747
ACH-000087,0.1643001010147001
ACH-000092,0.020317684496315352
ACH-000095,0.053535882789463585
ACH-000097,0.09771376283940013
ACH-000098,0.06860012225819104
ACH-000099,0.10207071213901307
ACH-000108,-0.10184910759881736
ACH-000113,0.11002355444530104
ACH-000116,0.08317497064729418
ACH-000118,0.0997665222500025
ACH-000120,0.05660580303438089
ACH-000123,-0.028377379349316636
ACH-000127,0.08036380199597748
ACH-000128,0.06231289295816141
ACH-000132,0.20624888293835053
ACH-000133,0.030554567195085425
ACH-000137,0.0614917351271054
ACH-000138,0.13715535736682535
ACH-000142,0.08063564493533855
ACH-000143,0.19467323812081191
ACH-000146,0.04175347188301855
ACH-000148,-0.013196912067073052
ACH-000150,-0.06300788181064823
ACH-000152,-0.01120937768545128
ACH-000153,-0.0254488503359052
ACH-000159,-0.10354004146656837
ACH-000160,-0.010149983698199432
ACH-000163,0.19592886634765724
ACH-000167,-0.05362706428208723
ACH-000168,0.07560673759654059
ACH-000169,-0.09867004742276836
ACH-000178,0.10661588007136097
ACH-000183,-0.00877656216615629
ACH-000188,0.06520540669096021
ACH-000189,-0.013131351675278749
ACH-000190,0.3027373670174713
ACH-000198,-0.029971315749427727
ACH-000203,0.14053099761308813
ACH-000204,0.13295917336137889
ACH-000206,0.21300092250447847
ACH-000207,0.015894472795161468
ACH-000208,0.2962540246177215
ACH-000210,-0.1427237839602941
ACH-000211,0.13709938990152448
ACH-000215,0.0884564453680011
ACH-000221,0.05122467469492036
ACH-000222,0.18324288115750112
ACH-000223,0.12581827534960835
ACH-000226,0.060772025580925114
ACH-000227,-0.05347945019508722
ACH-000228,0.1980829239808775
ACH-000231,0.03813385535920154
ACH-000232,0.16373879071342742
ACH-000233,0.0756902732452928
ACH-000234,0.12937740795457314
ACH-000235,-0.03536605562838052
ACH-000237,0.0732241200313371
ACH-000238,0.016188071641119444
ACH-000242,0.2754038300732277
ACH-000243,0.09506954758578624
ACH-000244,0.13294232921125942
ACH-000246,0.1194590814009538
ACH-000248,0.12086902400288467
ACH-000250,0.05637748985946695
ACH-000251,0.19637189894045928
ACH-000252,0.0049310390607379745
ACH-000253,0.15393812111185048
ACH-000255,0.012942198873862738
ACH-000256,0.20530527942126664
ACH-000257,0.338384305216583
ACH-000258,0.1237013326294478
ACH-000259,0.035435571145167606
ACH-000260,0.008517888569290592
ACH-000261,0.06030814157373469
ACH-000262,0.038723415919183
ACH-000263,0.02270210554081523
ACH-000264,0.04996224657544683
ACH-000265,0.03207459600677414
ACH-000266,0.13999262125266382
ACH-000272,0.07388550191330741
ACH-000274,0.017815849147009906
ACH-000277,0.1361023600167468
ACH-000278,0.11638995199977145
ACH-000279,0.0155493820957814
ACH-000280,-0.016424983990227376
ACH-000281,0.2212610373562171
ACH-000288,0.08212467109535905
ACH-000291,0.1171413054075878
ACH-000293,-0.011257219749330638
ACH-000294,0.16797154250520202
ACH-000295,-0.009512369764290568
ACH-000296,-0.062387455520581475
ACH-000302,0.004491136349278779
ACH-000304,0.08869814012266806
ACH-000307,-0.0454826815296221
ACH-000308,0.10620126039204844
ACH-000310,0.004207013262544371
ACH-000311,-0.0334872965462496
ACH-000312,0.03552482864927186
ACH-000315,-0.011286743137798212
ACH-000316,0.03013048595420094
ACH-000317,-0.007232645332269678
ACH-000318,-0.12763190191275967
ACH-000319,-0.050444997274873095
ACH-000320,-0.17606810881927173
ACH-000322,0.10054615756656983
ACH-000323,-0.08985616140679148
ACH-000324,0.12566581363122348
ACH-000329,0.01241257185281102
ACH-000330,0.01898002131655048
ACH-000331,-0.0791069616641616
ACH-000332,0.08121937499500129
ACH-000334,0.1101857255222174
ACH-000335,-0.15181777104623834
ACH-000336,0.04318341228266172
ACH-000337,0.18563204844712464
ACH-000338,-0.4732215627277411
ACH-000339,0.05912247582060544
ACH-000341,-0.05994364752212026
ACH-000348,0.07105499485954862
ACH-000350,-0.023096210544596426
ACH-000352,0.03640671706800504
ACH-000356,-0.16705482256247198
ACH-000361,0.16399838222310445
ACH-000362,0.10548054469456436
ACH-000363,0.10963211050075697
ACH-000364,-0.1348658642352323
ACH-000365,0.1522821931220039
ACH-000366,-0.05661268911329645
ACH-000368,0.005270449787140402
ACH-000374,0.1214441977166711
ACH-000375,0.12182637396895801
ACH-000376,-0.003952429764884117
ACH-000381,0.12786613860429755
ACH-000383,0.1010246771733606
ACH-000387,0.020837080070288304
ACH-000389,-0.02334154816150861
ACH-000390,-0.018674706926331
ACH-000393,0.06824776000627636
ACH-000395,0.0233910232825766
ACH-000396,-0.06576361601069251
ACH-000397,0.008452355829196737
ACH-000401,-0.053443647525258674
ACH-000402,-0.08333940490883587
ACH-000403,-0.028229779051939533
ACH-000404,0.06602060441452842
ACH-000406,0.0814033524696676
ACH-000407,0.18011725007010573
ACH-000408,0.1822835820385652
ACH-000410,-0.09383495807434708
ACH-000411,0.10765601013014997
ACH-000414,-0.0029875857296042764
ACH-000415,0.029655545987685782
ACH-000416,0.13794437901218567
ACH-000420,0.08980250632334726
ACH-000421,0.0681913738392904
ACH-000424,0.017653547485431232
ACH-000425,-0.03309549019938346
ACH-000426,0.08162588321689881
ACH-000427,0.037719248327614495
ACH-000433,-0.018640672660305814
ACH-000435,0.01165548511756462
ACH-000436,0.08619550639814186
ACH-000444,0.09204894627120656
ACH-000445,-0.18227384727468332
ACH-000448,0.0779432466171066
ACH-000450,0.1622437269962134
ACH-000452,0.060703609184084587
ACH-000454,0.20856123566852688
ACH-000458,0.21453669545086687
ACH-000459,-0.11933245638587993
ACH-000460,0.08448727357644233
ACH-000461,0.10956068899913836
ACH-000463,0.12429695792588495
ACH-000464,0.11493739898277608
ACH-000466,-0.017609618762671846
ACH-000467,0.03835806299940988
ACH-000468,-0.005511466464078255
ACH-000469,0.03054172740103551
ACH-000470,0.2682120879714816
ACH-000471,0.08426673262188336
ACH-000472,0.03452725052328647
ACH-000473,0.1004683982873347
ACH-000475,0.0950432803555165
ACH-000476,0.005787740924177815
ACH-000477,-0.0037668743657217492
ACH-000479,0.2425518311153565
ACH-000480,-0.07733680034776641
ACH-000481,0.033151731575014665
ACH-000483,0.1175161280994163
ACH-000484,0.02250898921839132
ACH-000485,0.08297380924825455
ACH-000486,0.11158653259536427
ACH-000487,0.04377913417365981
ACH-000488,0.13999030282808847
ACH-000490,0.1306861586472414
ACH-000491,0.043674615935617764
ACH-000495,-0.04588677866312453
ACH-000496,0.0005938291224037485
ACH-000499,-0.040706162048146914
ACH-000500,-0.2576602799074815
ACH-000502,0.09956977900281112
ACH-000503,0.145985956552898
ACH-000505,0.03199251127795977
ACH-000507,-0.04823364311187674
ACH-000510,-0.01630937910415941
ACH-000511,-0.0029111754311302173
ACH-000512,-0.11948870864948676
ACH-000516,0.11540569924412625
ACH-000517,0.11121035357051563
ACH-000518,0.10425791490626524
ACH-000520,0.06174030743102174
ACH-000521,0.09073509969720106
ACH-000522,0.010687595264005286
ACH-000524,0.033322219360136345
ACH-000527,0.036567526261581884
ACH-000528,0.15224722741371646
ACH-000537,0.00046142829876476456
ACH-000541,-0.0637204813126737
ACH-000542,0.09067818680888697
ACH-000544,0.1413912365070281
ACH-000545,0.14926289610750504
ACH-000547,0.13808278068260427
ACH-000548,0.01182283374704552
ACH-000549,0.13054768944539286
ACH-000550,-0.03815497147506546
ACH-000552,0.18472331147290846
ACH-000556,0.057211992548026565
ACH-000557,0.11482587165001995
ACH-000569,0.036183716399535056
ACH-000570,0.03401115431978024
ACH-000571,-0.04589302286215228
ACH-000573,0.1284878042263972
ACH-000576,-0.0027801488989153554
ACH-000579,-0.0813461019723346
ACH-000580,0.06006815518310867
ACH-000584,0.06529736213098497
ACH-000585,-0.024302244726217875
ACH-000588,0.06001010420706224
ACH-000589,0.16407509879943624
ACH-000591,0.09967191061998487
ACH-000593,0.055264827748046884
ACH-000600,0.07665204170107685
ACH-000601,-0.010257732822924949
ACH-000605,0.0429719127539076
ACH-000606,0.02644379756587856
ACH-000608,0.08043991352467021
ACH-000614,0.08588862442984338
ACH-000616,0.0874237530458477
ACH-000618,0.15145185508766967
ACH-000619,0.16830116913895082
ACH-000620,0.047837979763953306
ACH-000621,0.07503089124475673
ACH-000622,-0.03352446517354058
ACH-000623,0.04672723982799865
ACH-000624,0.09557716170424266
ACH-000627,0.08804370612213525
ACH-000630,-0.10536908831153162
ACH-000631,0.15543672090595478
ACH-000632,0.12278592876924467
ACH-000633,0.024540721991192827
ACH-000637,0.18119031727062712
ACH-000638,0.1720829300400112
ACH-000646,-0.14766233009892807
ACH-000647,0.0972004780870518
ACH-000648,0.009127955309328657
ACH-000649,0.06321188890104333
ACH-000651,0.047866115554260465
ACH-000652,-0.08512985907904433
ACH-000653,-0.025821164346240804
ACH-000657,0.060860630099376964
ACH-000658,0.06884463916934336
ACH-000661,0.09045202451661148
ACH-000662,-0.1462705805997801
ACH-000663,-0.006066138140023783
ACH-000665,-0.0026098613369805565
ACH-000671,0.007447138915251714
ACH-000672,0.007593596888580972
ACH-000673,0.06538873175362789
ACH-000676,0.048805132580437456
ACH-000677,0.05713099941627775
ACH-000681,0.1774677389128754
ACH-000683,-0.057468224672674824
ACH-000684,0.08109434412588136
ACH-000688,0.05097186726973522
ACH-000693,-0.018123233611475456
ACH-000694,-0.0051437975565903
ACH-000695,0.0025525275405534533
ACH-000696,0.08995264093538215
ACH-000697,-0.09969802771684956
ACH-000699,0.0899853006092195
ACH-000701,0.0782762790855576
ACH-000706,-0.0195718603714612
ACH-000711,0.0685275129134553
ACH-000713,0.06815671062155232
ACH-000714,-0.09428037155944284
ACH-000718,-0.009219742618287959
ACH-000720,-0.01690616177224951
ACH-000721,-0.06418761760861898
ACH-000724,0.2774885298355301
ACH-000725,0.2646131863775029
ACH-000732,-0.0908010288380066
ACH-000734,-0.018489183834501616
ACH-000735,0.013556354282461273
ACH-000736,-0.1026967485066752
ACH-000738,0.08150531199878475
ACH-000746,-0.025998368944649696
ACH-000747,0.1507981775136829
ACH-000748,0.1199834929117494
ACH-000753,-0.0026744972312779296
ACH-000756,0.07229425868336856
ACH-000757,0.03621950685442741
ACH-000758,0.04433528369369955
ACH-000760,-0.012679674906000063
ACH-000762,0.0824090057503761
ACH-000763,0.1381399039302413
ACH-000764,0.04307817050392418
ACH-000765,0.035597877570842366
ACH-000766,0.006629542846609359
ACH-000767,0.1055860174664704
ACH-000768,0.1659403039124027
ACH-000769,0.06540616295156103
ACH-000770,0.09607692663923564
ACH-000771,0.18591923317517525
ACH-000773,0.10579239267840032
ACH-000776,0.0895538870321862
ACH-000777,0.1798144867625013
ACH-000778,0.09191670595105836
ACH-000781,0.05958899418265566
ACH-000782,0.05138249224479148
ACH-000783,0.06301963475367801
ACH-000784,0.003678773027599289
ACH-000785,0.04164720142895679
ACH-000787,-0.06146132905407326
ACH-000788,0.10546731765902474
ACH-000791,-0.003384606705489263
ACH-000792,0.15714447120814848
ACH-000794,0.0624397277564062
ACH-000796,0.02160004161690204
ACH-000798,-0.12258595805872745
ACH-000799,0.04268009814800026
ACH-000800,0.1970747727426237
ACH-000802,-0.03695191292224618
ACH-000804,-0.05853178089335787
ACH-000805,-0.002650349863912241
ACH-000809,0.06300485987095944
ACH-000810,0.14735688583607875
ACH-000811,0.012317531138944512
ACH-000817,-0.006085590534585075
ACH-000819,0.07735086401050803
ACH-000820,0.22272623740370695
ACH-000821,0.03961674268340931
ACH-000822,0.10297376732339306
ACH-000823,-0.03618706889370026
ACH-000824,0.12558793935458784
ACH-000827,0.138356461412883
ACH-000829,0.10817355030065176
ACH-000831,0.016828187542452244
ACH-000832,-0.007843043516451004
ACH-000833,0.17882439779836168
ACH-000834,0.024078627526599183
ACH-000835,-0.005748098904431183
ACH-000836,0.020883427602486238
ACH-000837,0.07961813485712826
ACH-000838,-0.02036881223795775
ACH-000839,0.16448847640011144
ACH-000840,0.16689492882780976
ACH-000841,0.21600940605612706
ACH-000843,0.021314699327663042
