,NUP85 (79902)
ACH-000004,-1.2018838714691555
ACH-000005,-0.9978887527684488
ACH-000007,-1.1912099139576688
ACH-000009,-1.0619960144963052
ACH-000011,-0.7871733843973886
ACH-000012,-1.0092990110982016
ACH-000013,-1.1308181812259566
ACH-000014,-1.0851198347195676
ACH-000015,-1.023913738131846
ACH-000017,-1.064308539486883
ACH-000018,-0.9583674345932338
ACH-000019,-1.1923227375558392
ACH-000021,-1.025108906344542
ACH-000022,-1.0919663399676278
ACH-000025,-1.036610125197479
ACH-000028,-0.976880481922216
ACH-000030,-1.15732352456395
ACH-000035,-1.153306961882851
ACH-000036,-1.0906507594071295
ACH-000037,-1.0373309223901657
ACH-000039,-1.0438962632637114
ACH-000040,-0.8506038910324948
ACH-000041,-1.1058443186289637
ACH-000042,-0.8757928840870511
ACH-000045,-0.8651343843592376
ACH-000047,-1.0927871170334398
ACH-000052,-0.9493030224127345
ACH-000053,-0.8090893061252435
ACH-000054,-0.9071914383713302
ACH-000055,-1.2664386085469563
ACH-000060,-1.064701369157782
ACH-000067,-1.0983755415584582
ACH-000070,-1.0215522699321935
ACH-000075,-1.149228423238263
ACH-000078,-1.0092665493642805
ACH-000082,-1.1395251586716424
ACH-000085,-1.0789484124904989
ACH-000086,-1.1475347144498318
ACH-000087,-1.0883853900889815
ACH-000092,-1.0631443454213372
ACH-000095,-0.9598783996072521
ACH-000097,-0.9459056043427788
ACH-000098,-0.8766605148317973
ACH-000099,-0.970733443608077
ACH-000108,-1.1680152640074442
ACH-000113,-1.1171353953798389
ACH-000116,-1.1174593709527922
ACH-000118,-1.01899532710467
ACH-000120,-0.9107625476505038
ACH-000123,-0.9685810253771132
ACH-000127,-0.8639982460895138
ACH-000128,-0.9842878991431354
ACH-000132,-0.9472353229770148
ACH-000133,-0.9779092400969898
ACH-000137,-1.2045010208216955
ACH-000138,-0.9445110567232804
ACH-000142,-1.0423896174241738
ACH-000143,-1.0702276173592549
ACH-000146,-1.0930601455643052
ACH-000148,-0.9859470386625604
ACH-000150,-1.0839817470191515
ACH-000152,-0.9309949802006968
ACH-000153,-0.7162309158880303
ACH-000159,-0.902250006236702
ACH-000160,-1.2872963584830734
ACH-000163,-1.0658429595660608
ACH-000167,-1.3255311359014543
ACH-000168,-1.2423577469309397
ACH-000169,-0.8251787825503426
ACH-000178,-0.8694645866339828
ACH-000183,-1.0885308842791803
ACH-000188,-0.9186890710424892
ACH-000189,-0.7005906416695
ACH-000190,-1.085401400795413
ACH-000198,-0.8908913006966882
ACH-000203,-1.197134687579252
ACH-000204,-0.7387659439738596
ACH-000206,-0.7676755004367339
ACH-000207,-0.9883842727950686
ACH-000208,-0.9060088522927792
ACH-000210,-1.1227098371362259
ACH-000211,-0.9262856144982116
ACH-000215,-0.9598027705070374
ACH-000221,-1.2406352443052666
ACH-000222,-0.949081690896119
ACH-000223,-1.1917885001887931
ACH-000226,-1.1103534541426927
ACH-000227,-0.9227215562784308
ACH-000228,-1.2112721860129516
ACH-000231,-1.046915550518646
ACH-000232,-0.9843498227011572
ACH-000233,-0.9183377178947192
ACH-000234,-1.1157542254056023
ACH-000235,-0.9621642552742014
ACH-000237,-0.9815595816559862
ACH-000238,-1.1236547712439562
ACH-000242,-1.222150671966598
ACH-000243,-1.1023568193247548
ACH-000244,-1.007632534168819
ACH-000246,-0.7996505652445217
ACH-000248,-1.1569043010700348
ACH-000250,-0.8363464670071307
ACH-000251,-1.0090692601695972
ACH-000252,-1.0690138364880275
ACH-000253,-1.0687157390056614
ACH-000255,-0.9254521967057252
ACH-000256,-1.1247001939051946
ACH-000257,-0.9054464764406738
ACH-000258,-1.0325872338186453
ACH-000259,-0.9192377241561428
ACH-000260,-0.8195199876300435
ACH-000261,-0.9665310937211044
ACH-000262,-0.8624697964495305
ACH-000263,-0.9364077455598818
ACH-000264,-1.147420127086337
ACH-000265,-0.8669049585814548
ACH-000266,-1.0571636454500926
ACH-000272,-0.9841524344532774
ACH-000274,-1.0205862475264815
ACH-000277,-0.917141910505734
ACH-000278,-0.9242638077322596
ACH-000279,-0.9972943330882992
ACH-000280,-1.0348379608684433
ACH-000281,-1.078583927651405
ACH-000288,-1.0291612797239449
ACH-000291,-1.0062438471080344
ACH-000293,-0.966211264409638
ACH-000294,-1.17592741851806
ACH-000295,-0.9821194985913692
ACH-000296,-0.8645049180826111
ACH-000302,-0.989992698751778
ACH-000304,-0.8488614748684509
ACH-000307,-0.8603955720796528
ACH-000308,-1.1449820855421602
ACH-000310,-0.9612731201843088
ACH-000311,-0.6605643860900672
ACH-000312,-1.0465497899519258
ACH-000315,-0.7493515731903876
ACH-000316,-1.113688865974489
ACH-000317,-0.8687483202504115
ACH-000318,-0.9506370006472716
ACH-000319,-1.044256005313381
ACH-000320,-0.9813736763213956
ACH-000322,-1.0748585295296598
ACH-000323,-1.0548880625054782
ACH-000324,-0.8971745628482132
ACH-000329,-0.7730174870805352
ACH-000330,-1.3348534769117155
ACH-000331,-1.0749154478799865
ACH-000332,-0.9107293941277496
ACH-000334,-0.956012043936482
ACH-000335,-0.7996657843709224
ACH-000336,-1.1878113991854649
ACH-000337,-1.2787922920248131
ACH-000338,-0.7913780570755519
ACH-000339,-1.0799951078984378
ACH-000341,-0.9943757730017198
ACH-000348,-0.8877478894096714
ACH-000350,-1.0106762921436605
ACH-000352,-1.0470511829546374
ACH-000356,-1.0178669855756253
ACH-000361,-0.9257649759127159
ACH-000362,-1.0605850203684175
ACH-000363,-0.9742795154627286
ACH-000364,-0.9739171576691118
ACH-000365,-1.1839404378591014
ACH-000366,-1.009481704416082
ACH-000368,-1.1612752527455077
ACH-000374,-0.9828925208978468
ACH-000375,-1.0776331112710231
ACH-000376,-0.8410163081006004
ACH-000381,-1.096605227249841
ACH-000383,-0.9550223604324012
ACH-000387,-1.1302903816196492
ACH-000389,-0.9964654215614794
ACH-000390,-1.119867694483376
ACH-000393,-1.0042542143565532
ACH-000395,-1.3876175234225183
ACH-000396,-1.4006295065548973
ACH-000397,-1.083894020467628
ACH-000401,-0.7704978811048334
ACH-000402,-0.8467009539639948
ACH-000403,-1.027185111157597
ACH-000404,-0.6557836079070485
ACH-000406,-1.2498063664572077
ACH-000407,-0.8798806924983011
ACH-000408,-0.8087736025458376
ACH-000410,-0.9739726720407758
ACH-000411,-0.899833448517202
ACH-000414,-1.0076181211504058
ACH-000415,-1.1923787670344557
ACH-000416,-1.1161746690199337
ACH-000420,-0.7969751932698149
ACH-000421,-0.9944995007279888
ACH-000424,-1.0592705036557375
ACH-000425,-0.8905262753221513
ACH-000426,-1.024511930393992
ACH-000427,-1.0424672541484794
ACH-000433,-0.8134948714690642
ACH-000435,-1.1547650540667977
ACH-000436,-1.028821572384666
ACH-000444,-1.029693264054916
ACH-000445,-0.8307215629432837
ACH-000448,-0.9703659391752628
ACH-000450,-0.8685996238690098
ACH-000452,-1.0989440656788945
ACH-000454,-0.9971704081430224
ACH-000458,-0.9691638781351072
ACH-000459,-0.7849087262330307
ACH-000460,-1.1161835074683617
ACH-000461,-0.94908918668798
ACH-000463,-1.0028206038517458
ACH-000464,-1.0084726677583025
ACH-000466,-0.8451130136203531
ACH-000467,-1.0852277503081431
ACH-000468,-1.1694278814490449
ACH-000469,-1.1154186476149983
ACH-000470,-1.1241033396219124
ACH-000471,-1.0837474798917868
ACH-000472,-0.8363437955096953
ACH-000473,-0.9901425510581648
ACH-000475,-0.946957783088205
ACH-000476,-0.9140959423501266
ACH-000477,-0.4582160932481372
ACH-000479,-1.2589272897716322
ACH-000480,-1.1294541392851631
ACH-000481,-0.9668794211208476
ACH-000483,-1.1147317579515807
ACH-000484,-0.9383130713752736
ACH-000485,-0.9762232644866958
ACH-000486,-0.969746315874574
ACH-000487,-0.7952347660461251
ACH-000488,-0.9194982337241188
ACH-000490,-0.9425793932301804
ACH-000491,-0.9795246868857704
ACH-000495,-1.0454647116600162
ACH-000496,-0.9526931490323391
ACH-000499,-1.0104135029457244
ACH-000500,-1.341403521995412
ACH-000502,-1.0263610045337834
ACH-000503,-0.6954076358024914
ACH-000505,-0.8994372184776859
ACH-000507,-0.7132702253055552
ACH-000510,-1.045432171517732
ACH-000511,-0.9901686985704321
ACH-000512,-1.0719884076074522
ACH-000516,-1.1124745435105596
ACH-000517,-0.99142940529888
ACH-000518,-1.1247804467917633
ACH-000520,-0.9263534763084414
ACH-000521,-1.0234948391904546
ACH-000522,-1.0864903396642676
ACH-000524,-0.992509349943848
ACH-000527,-0.9754168049884728
ACH-000528,-1.105278277427155
ACH-000537,-1.1261520956385114
ACH-000541,-0.9623575349108268
ACH-000542,-0.915281559165845
ACH-000544,-0.9851735048144014
ACH-000545,-1.189084033864686
ACH-000547,-1.0252247381133908
ACH-000548,-0.9882135972644328
ACH-000549,-1.1728752719851734
ACH-000550,-1.0648933058787362
ACH-000552,-1.0677032773759805
ACH-000556,-0.925244437534082
ACH-000557,-0.9535170715649258
ACH-000569,-1.0870546665977128
ACH-000570,-1.0437654316466527
ACH-000571,-0.978415928623774
ACH-000573,-1.2585110967053854
ACH-000576,-0.8773296451599574
ACH-000579,-0.7537651120719034
ACH-000580,-0.853276980079743
ACH-000584,-1.0717852515858548
ACH-000585,-1.2662900264465065
ACH-000588,-1.1052993853082276
ACH-000589,-1.0855288899256834
ACH-000591,-1.142915528496187
ACH-000593,-1.034240448095851
ACH-000600,-0.9208886829962666
ACH-000601,-0.9394429578477174
ACH-000605,-1.14098316416024
ACH-000606,-1.0509683526844629
ACH-000608,-1.0076532421393722
ACH-000614,-1.0965573889794673
ACH-000616,-0.8695378242436269
ACH-000618,-1.0890568623924242
ACH-000619,-1.0083855813774325
ACH-000620,-0.8201110551489824
ACH-000621,-1.0150432762957302
ACH-000622,-1.0172321479814839
ACH-000623,-1.056384418043362
ACH-000624,-0.9808939668959744
ACH-000627,-1.2050717829268556
ACH-000630,-1.0411421165484271
ACH-000631,-0.6885349093073283
ACH-000632,-1.2215954589258446
ACH-000633,-0.9430976134458556
ACH-000637,-0.9698868798042626
ACH-000638,-1.011320201628363
ACH-000646,-0.9365073564398871
ACH-000647,-1.0666640678893342
ACH-000648,-0.8579190973536489
ACH-000649,-0.9706614563683597
ACH-000651,-0.9534899687715956
ACH-000652,-1.1671897325244418
ACH-000653,-1.023532953972313
ACH-000657,-1.0389455640683567
ACH-000658,-1.0196487798257814
ACH-000661,-0.9683098236769608
ACH-000662,-1.231628388927147
ACH-000663,-0.8941532234964317
ACH-000665,-0.8546691464303926
ACH-000671,-1.1227288590539974
ACH-000672,-1.320663879942536
ACH-000673,-0.9376664036868656
ACH-000676,-1.1175887970608058
ACH-000677,-0.8696541297799626
ACH-000681,-0.9622762361588132
ACH-000683,-1.0415449181898009
ACH-000684,-0.8772548083644217
ACH-000688,-1.1293305933624822
ACH-000693,-1.0293416134060691
ACH-000694,-1.1946998735233758
ACH-000695,-0.8050469181079029
ACH-000696,-0.9906503041583944
ACH-000697,-0.8121945976286298
ACH-000699,-1.119245916234343
ACH-000701,-0.8417655532291163
ACH-000706,-1.005502973445264
ACH-000711,-0.8811855535353817
ACH-000713,-0.99756552317916
ACH-000714,-0.9470681120755516
ACH-000718,-0.9510851791491086
ACH-000720,-1.0494076035066051
ACH-000721,-1.0008058716767048
ACH-000724,-0.9153084676846752
ACH-000725,-1.156613750767462
ACH-000732,-0.8375639866533258
ACH-000734,-0.91741038897759
ACH-000735,-0.956296014617834
ACH-000736,-0.9430539630379003
ACH-000738,-0.9923228983883158
ACH-000746,-0.7983248163200424
ACH-000747,-1.0942328914877677
ACH-000748,-0.8705226161013219
ACH-000753,-1.0512405236533202
ACH-000756,-0.878378604259115
ACH-000757,-1.0008897203566585
ACH-000758,-0.8958861622755275
ACH-000760,-1.0119950559317796
ACH-000762,-0.915171111822936
ACH-000763,-0.7677027262039342
ACH-000764,-1.0190762119657346
ACH-000765,-1.047414137466432
ACH-000766,-0.9966991008357564
ACH-000767,-1.1470388458470082
ACH-000768,-0.9605119591108756
ACH-000769,-1.0776801788611448
ACH-000770,-1.0918099941655859
ACH-000771,-1.033918936212996
ACH-000773,-1.0052174596394716
ACH-000776,-0.7835950402649027
ACH-000777,-1.0704619696756366
ACH-000778,-1.1564392085497786
ACH-000781,-1.113702994490959
ACH-000782,-0.9053404919540016
ACH-000783,-1.2250392639387178
ACH-000784,-1.0808841228087056
ACH-000785,-1.235795281248663
ACH-000787,-0.982086003018668
ACH-000788,-1.0218483120336792
ACH-000791,-0.9917508197307487
ACH-000792,-1.0324725504532528
ACH-000794,-0.9388205876084936
ACH-000796,-1.0630970715156842
ACH-000798,-1.546260769282925
ACH-000799,-0.9574716126860798
ACH-000800,-1.2209177135593958
ACH-000802,-0.9034848014960388
ACH-000804,-1.0825328772995684
ACH-000805,-0.6826721089620077
ACH-000809,-0.9002976504267919
ACH-000810,-0.7896796441228202
ACH-000811,-1.022846385879116
ACH-000817,-0.97264531574613
ACH-000819,-1.1398257494683528
ACH-000820,-1.1078308926503435
ACH-000821,-1.2441194263286346
ACH-000822,-0.8847974538142256
ACH-000823,-1.0913814412693217
ACH-000824,-1.1331100438553148
ACH-000827,-0.8885752069207099
ACH-000829,-0.9358651341941628
ACH-000831,-0.922084084372956
ACH-000832,-0.9689862048947232
ACH-000833,-0.983394121710408
ACH-000834,-0.9106201645439408
ACH-000835,-1.1606129333202266
ACH-000836,-0.9937818378987876
ACH-000837,-1.186983168271998
ACH-000838,-0.9894759280261228
ACH-000839,-0.8026261591621365
ACH-000840,-0.9702641021136224
ACH-000841,-0.9507282543719092
ACH-000843,-1.1197721297746337
ACH-000846,-1.2205686157572952
ACH-000847,-1.0535647607965573
ACH-000848,-0.6865420906281214
ACH-000849,-1.1424092550138056
ACH-000851,-0.9926880040345514
ACH-000855,-0.8708386832774208
ACH-000856,-0.8948071871795117
ACH-000858,-0.9674453837571636
ACH-000859,-1.2716331373994862
ACH-000861,-1.0389003324345782
ACH-000862,-1.0173778261945372
ACH-000865,-0.9862136030899366
ACH-000866,-1.1140348389188155
ACH-000867,-1.0284007575033756
ACH-000869,-1.0503873039669656
ACH-000872,-1.0157057478924685
ACH-000873,-0.9654566639816128
ACH-000876,-0.8730397034076784
ACH-000878,-0.9581458157701684
ACH-000880,-1.0670024718972069
ACH-000881,-0.7266086462076051
ACH-000882,-1.0763401314410914
ACH-000884,-1.115807935695892
ACH-000885,-0.9310336244988024
ACH-000887,-0.9667723216567884
ACH-000889,-1.1492884467336215
ACH-000896,-0.9154368519748844
ACH-000898,-1.0424133475378408
ACH-000900,-0.8873759097903571
ACH-000901,-0.963168243313721
ACH-000905,-0.6818336226832031
ACH-000906,-0.917160483174972
ACH-000907,-0.9453712662829471
ACH-000910,-0.8566098661346572
ACH-000911,-0.9389581102226134
ACH-000912,-1.1043263249787028
ACH-000913,-1.1137741339719016
ACH-000915,-1.0314651298025062
ACH-000916,-1.0068273960978469
ACH-000917,-1.2378833668971456
ACH-000920,-0.8781079507005778
ACH-000921,-1.2216715588041818
ACH-000924,-1.0411911059862329
ACH-000926,-1.23687832473826
ACH-000928,-1.1751415850644007
ACH-000929,-1.0987984530586727
ACH-000932,-1.1118129093851152
ACH-000935,-1.292130344341655
ACH-000936,-0.8930096575890809
ACH-000937,-0.9614287073685684
ACH-000938,-1.0345860527647672
ACH-000939,-1.2315442629097908
ACH-000941,-1.126199281577146
ACH-000943,-0.9898993732577436
ACH-000946,-0.9770166051628372
ACH-000947,-0.9949082803136218
ACH-000948,-1.0819008194581656
ACH-000950,-0.8807096522643381
ACH-000953,-1.0316091806709184
ACH-000954,-0.9469684276402032
ACH-000957,-1.056359870305399
ACH-000958,-0.9840723777835648
ACH-000960,-1.1552988970890905
ACH-000963,-0.9195880735895816
ACH-000968,-0.8758332844125238
ACH-000969,-0.8857682279404153
ACH-000972,-1.248765592534616
ACH-000973,-0.7950758910571778
ACH-000974,-1.0109621447072463
ACH-000978,-1.1259931599830384
ACH-000984,-0.9416041790141584
ACH-000986,-1.0462391276826537
ACH-000988,-0.9695376764699856
ACH-000993,-0.9965810623012136
ACH-000994,-1.0324375337840532
ACH-000996,-1.0823727854830203
ACH-001001,-1.0544085673744883
ACH-001020,-1.123474072459125
ACH-001028,-1.0438147552086112
ACH-001031,-1.2441163342099508
ACH-001038,-1.1070549972572004
ACH-001048,-0.9516134761214378
ACH-001050,-0.7615695773814828
ACH-001053,-1.2031707307078567
ACH-001054,-0.9502498376754184
ACH-001061,-1.0136658571361212
ACH-001067,-1.064851189222198
ACH-001075,-1.0599001113180715
ACH-001096,-1.103001920186783
ACH-001111,-0.7546766886241328
ACH-001119,-1.1610133390708122
ACH-001128,-0.8992272124994031
ACH-001134,-1.0552661683447462
ACH-001151,-1.0564654507926732
ACH-001163,-1.0419870758554997
ACH-001164,-0.7735331220315911
ACH-001183,-0.956490559137034
ACH-001192,-0.9310752132739476
ACH-001193,-1.1148819388228626
ACH-001196,-1.0348322397743617
ACH-001197,-0.7964946901692962
ACH-001205,-1.1469629387189342
ACH-001211,-1.096642660779859
ACH-001212,-0.6672991294176474
ACH-001228,-0.917444508586192
ACH-001232,-1.1351977830132531
ACH-001239,-0.7953821437723029
ACH-001270,-0.817805835082711
ACH-001274,-0.812618051215062
ACH-001275,-1.1246521568674972
ACH-001277,-1.00199393492311
ACH-001278,-1.0589413034674475
ACH-001280,-1.0449151456369026
ACH-001283,-0.9860145294420424
ACH-001289,-0.953671030133096
ACH-001300,-0.8829888385416937
ACH-001301,-0.9453344994909966
ACH-001302,-0.8153097656082893
ACH-001306,-0.9672097424441122
ACH-001318,-1.0419736297481572
ACH-001322,-1.1409578931584183
ACH-001328,-0.8796698210478627
ACH-001332,-1.1589959941043937
ACH-001336,-1.0325276294159067
ACH-001346,-0.992065426409708
ACH-001353,-0.9274091374093412
ACH-001354,-1.0375720630323244
ACH-001367,-0.8697584261941874
ACH-001368,-1.169984452171157
ACH-001374,-1.023523615542712
ACH-001377,-0.9004310544969266
ACH-001380,-1.0175363489866136
ACH-001391,-0.8977298666388294
ACH-001408,-0.96225987325067
ACH-001430,-0.94001799342553
ACH-001431,-0.7704647872702732
ACH-001450,-1.1889984003915766
ACH-001496,-0.9941997260337349
ACH-001500,-0.8946157874837154
ACH-001523,-0.7207311440229366
ACH-001532,-0.9554040768861376
ACH-001550,-1.2096888540838344
ACH-001552,-1.2567245093392017
ACH-001554,-0.9261846030471445
ACH-001654,-1.0135120712134504
ACH-001735,-1.0940160240476304
ACH-001736,-1.16391574685638
ACH-001737,-0.8084973202648793
ACH-001740,-0.8771241266516167
ACH-001745,-0.8856469715165998
ACH-001765,-0.9786537924704112
