,HAAO (23498)
ACH-000004,-0.304319398529472
ACH-000005,0.2832349355517869
ACH-000007,-0.21105415314900575
ACH-000009,-0.10181256252242836
ACH-000011,-0.23403555167713336
ACH-000012,-0.11362725625862165
ACH-000013,-0.1588343191389262
ACH-000014,-0.22232593226230968
ACH-000015,-0.09871205260062953
ACH-000017,-0.24278723188507856
ACH-000018,-0.6876025998259206
ACH-000019,-0.14017903525173572
ACH-000021,-0.14888900817831655
ACH-000022,-0.2531297179313892
ACH-000025,-0.18459502793822427
ACH-000028,-0.23203345174323275
ACH-000030,-0.25235010789035106
ACH-000035,-0.4444634534849112
ACH-000036,-0.2153388228383908
ACH-000037,-0.1508019807862256
ACH-000039,-0.1013620102181418
ACH-000040,-0.2331924738430325
ACH-000041,-0.4783939320312498
ACH-000042,-0.2072354660497419
ACH-000045,-0.2351784314936337
ACH-000047,-0.30486822851356216
ACH-000052,-0.2653995795065979
ACH-000053,-0.09611528233767942
ACH-000054,-0.18715461489121574
ACH-000055,-0.1659319719474471
ACH-000060,-0.20594774102213487
ACH-000067,-0.1539766018285719
ACH-000070,-0.2574023925707276
ACH-000075,-0.2877758758036374
ACH-000078,-0.08810442699553242
ACH-000082,-0.23637593820208175
ACH-000085,-0.4792448479629789
ACH-000086,-0.3714143850801362
ACH-000087,-0.13788063081530333
ACH-000092,-0.20820789313851049
ACH-000095,-0.22686086612372
ACH-000097,-0.13674739531793112
ACH-000098,-0.14731096371739505
ACH-000099,-0.19437330556968732
ACH-000108,-0.07303085859038128
ACH-000113,-0.17537859871167458
ACH-000116,-0.19854610825787544
ACH-000118,-0.1607275117302655
ACH-000120,-0.24310994206081996
ACH-000123,-0.19275232709216975
ACH-000127,-0.19432880530125626
ACH-000128,-0.15247700702797373
ACH-000132,-0.2726721006887894
ACH-000133,-0.10429211303627266
ACH-000137,-0.24726062371332666
ACH-000138,-0.2283126898777003
ACH-000142,-0.1778169354665722
ACH-000143,-0.0954712010990707
ACH-000146,-0.030429752458313083
ACH-000148,-0.14846071737850694
ACH-000150,-0.24973645090206106
ACH-000152,-0.04954688715309583
ACH-000153,-0.17044075493519298
ACH-000159,-0.07434705234688868
ACH-000160,0.28144448356486346
ACH-000163,-0.07013002642856501
ACH-000167,0.7518952537116949
ACH-000168,-0.11390310562865613
ACH-000169,-0.1855404582817962
ACH-000178,-0.16974456492764595
ACH-000183,-0.22477572979734486
ACH-000188,-0.291191913413252
ACH-000189,-0.2410083595148151
ACH-000190,0.2155876340016233
ACH-000198,-0.1751756065148014
ACH-000203,-0.5924760095641719
ACH-000204,-0.19588029042583208
ACH-000206,-0.1730465792142653
ACH-000207,-0.4084078305688565
ACH-000208,-0.2506077923806998
ACH-000210,-0.21644597235622845
ACH-000211,-0.11795688439287058
ACH-000215,-0.3528337275106768
ACH-000221,-0.30833852164677605
ACH-000222,-0.2586920439539413
ACH-000223,-0.0968761653952351
ACH-000226,-0.267905323738726
ACH-000227,-0.3194440910206882
ACH-000228,-0.10571412513393387
ACH-000231,-0.27129174955718405
ACH-000232,-0.2939910632973368
ACH-000233,-0.1440274236717122
ACH-000234,-0.1738816620107526
ACH-000235,-0.25829451450318325
ACH-000237,-0.1684851427387641
ACH-000238,-0.032806878559122295
ACH-000242,0.2361887592752794
ACH-000243,-0.18704933390772116
ACH-000244,-0.32303451244912945
ACH-000246,-0.09800153142960588
ACH-000248,-0.02602776536074135
ACH-000250,-0.2174524320187948
ACH-000251,-0.2095335763329977
ACH-000252,-0.16639487459449034
ACH-000253,-0.25269609053619224
ACH-000255,-0.1754605116398898
ACH-000256,-0.22442154679979565
ACH-000257,-0.10872948253484578
ACH-000258,-0.2610872301496429
ACH-000259,-0.2185646607319199
ACH-000260,-0.18923081354593785
ACH-000261,-0.24660062074753905
ACH-000262,-0.4846129886285722
ACH-000263,-0.1983226043049232
ACH-000264,-0.1267683310876339
ACH-000265,-0.1888085141106309
ACH-000266,-0.21482848285930167
ACH-000272,-0.2708294690965045
ACH-000274,-0.3160865008548596
ACH-000277,-0.08098561340102832
ACH-000278,-0.10063197555296624
ACH-000279,-0.32698945047362393
ACH-000280,-0.2102144504959766
ACH-000281,-0.30366368532718324
ACH-000288,-0.19560219263427325
ACH-000291,-0.1610631141920321
ACH-000293,-0.3620148766104808
ACH-000294,-0.017774605160694353
ACH-000295,0.0973000380920823
ACH-000296,-0.10361983619181618
ACH-000302,-0.07227936794197043
ACH-000304,-0.05086945999969627
ACH-000307,-0.28055108800981626
ACH-000308,-0.15657983466151304
ACH-000310,0.00015948445434760654
