,GSG1L (146395)
ACH-000004,0.03717379007167382
ACH-000005,-0.08185777499128395
ACH-000007,0.2349513106566511
ACH-000009,0.016250221609077097
ACH-000011,-0.05868014762088102
ACH-000012,-0.007331844300056744
ACH-000013,-0.13444506821918056
ACH-000014,-0.1515849910168681
ACH-000015,-0.1452385186527186
ACH-000017,0.024715028996625726
ACH-000018,-0.07955566504867811
ACH-000019,-0.15157340281157342
ACH-000021,-0.024471937955316
ACH-000022,-0.03184307072400398
ACH-000025,0.002692148034186427
ACH-000028,0.024088997960216275
ACH-000030,0.05134609827320387
ACH-000035,-0.10859071033174413
ACH-000036,0.1191057102928032
ACH-000037,-0.15668127428210255
ACH-000039,-0.12584232094562334
ACH-000040,-0.03793184324166586
ACH-000041,0.04706509751997607
ACH-000042,0.10727248243750358
ACH-000045,0.011237766483828768
ACH-000047,-0.04787178662232132
ACH-000052,0.15435384532345042
ACH-000053,-0.01751275388618721
ACH-000054,0.08303267838182674
ACH-000055,-0.10743306714119508
ACH-000060,0.13619565675099155
ACH-000067,-0.007946153877627852
ACH-000070,0.024982211977636056
ACH-000075,0.01707112099925639
ACH-000078,-0.05205109264694405
ACH-000082,0.017550961749748503
ACH-000085,0.010223051942714624
ACH-000086,0.0176964898632279
ACH-000087,0.002611944410392392
ACH-000092,-0.06922111686650735
ACH-000095,0.015719744745535946
ACH-000097,-0.04452806204762535
ACH-000098,-0.08976839070305727
ACH-000099,-0.005107074963716349
ACH-000108,0.1260567141535378
ACH-000113,0.027320535665100613
ACH-000116,-0.07442135516805913
ACH-000118,-0.026055883685745792
ACH-000120,-0.05380241484309475
ACH-000123,-0.029544396701182814
ACH-000127,-0.18634667621908108
ACH-000128,-0.050331437846051666
ACH-000132,-0.04536648444650922
ACH-000133,0.010057740291692187
ACH-000137,-0.035485919659201004
ACH-000138,0.08478086838742757
ACH-000142,-0.02919373479307265
ACH-000143,0.2518467457514159
ACH-000146,-0.05046126846135719
ACH-000148,-0.017351950484979187
ACH-000150,-0.062363182494773114
ACH-000152,0.04039896199628788
ACH-000153,-0.1146063414107916
ACH-000159,0.007928334322918111
ACH-000160,0.07010399785620333
ACH-000163,-0.006524572395841736
ACH-000167,0.28038895741236874
ACH-000168,-0.0861315838067348
ACH-000169,0.03806606368696951
ACH-000178,0.0001658348995988501
ACH-000183,-0.11240704439471916
ACH-000188,0.04747755121107547
ACH-000189,0.0021032555536313648
ACH-000190,-0.06546591362517465
ACH-000198,-0.035977406053372574
ACH-000203,-0.2818498004962457
ACH-000204,0.02638888798051293
ACH-000206,0.142748303058596
ACH-000207,0.12390630255446453
ACH-000208,-0.00923790408094098
ACH-000210,-0.03424820253227388
ACH-000211,-0.08441250438005937
ACH-000215,0.07488259750852919
ACH-000221,0.3004386131064337
ACH-000222,-0.16194105400430175
ACH-000223,-0.015176033177967159
ACH-000226,-0.06868087907577405
ACH-000227,0.061317512381752926
ACH-000228,-0.1624641584001989
ACH-000231,-0.10463196845078897
ACH-000232,0.025217345484930643
ACH-000233,-0.004118106044924621
ACH-000234,0.11348272017505083
ACH-000235,-0.054897179858363135
ACH-000237,0.05489143858452604
ACH-000238,0.022817558205605885
ACH-000242,-0.10864700570635112
ACH-000243,-0.037306240363844334
ACH-000244,-0.06756019177394917
ACH-000246,0.028684989646734008
ACH-000248,0.022542835327979027
ACH-000250,0.09680976272714888
ACH-000251,0.09975998037763796
ACH-000252,0.003039751007212771
ACH-000253,0.06669786131884269
ACH-000255,-0.00016302712772284418
ACH-000256,0.17692590128886296
ACH-000257,-0.03352950909593147
ACH-000258,-0.039134816290965664
ACH-000259,0.04102185126507512
ACH-000260,-0.1011928835573732
ACH-000261,-0.054388909822399016
ACH-000262,-0.08146112420599419
ACH-000263,0.06402852699364173
ACH-000264,0.0022452099404294576
ACH-000265,-0.13680457412528055
ACH-000266,0.04177769430381835
ACH-000272,0.049512026050654016
ACH-000274,-0.007781433825091399
ACH-000277,-0.0010467767372304524
ACH-000278,0.05716262854443618
ACH-000279,0.02426907969519707
ACH-000280,-0.04734184493030345
