,CACHD1 (57685)
ACH-000004,-0.034272315092287516
ACH-000005,-0.27893867688111185
ACH-000007,0.053645613497391366
ACH-000009,0.08802266911527246
ACH-000011,0.08227630414523952
ACH-000012,0.07093522771781023
ACH-000013,-0.022197622705003268
ACH-000014,0.09240950759449416
ACH-000015,-0.11148564407619667
ACH-000017,0.04637215672000165
ACH-000018,0.015399659158167081
ACH-000019,0.0907623837419388
ACH-000021,-0.15125786594666982
ACH-000022,-0.06528931113539778
ACH-000025,-0.06372240465081856
ACH-000028,-0.07752798262053018
ACH-000030,0.01640677366473474
ACH-000035,0.03597703010125143
ACH-000036,0.06373568431392737
ACH-000037,-0.17517507397015894
ACH-000039,-0.02462851975915973
ACH-000040,-0.10883833758554264
ACH-000041,-0.043760493633773816
ACH-000042,0.047117527481949764
ACH-000045,0.11968530485519413
ACH-000047,0.023772244140968568
ACH-000052,-0.24720931389090275
ACH-000053,-0.051058339817230035
ACH-000054,-0.034992230521288206
ACH-000055,-0.03647926649173352
ACH-000060,-0.03783366266049157
ACH-000067,0.08055740238195516
ACH-000070,0.06749897096933186
ACH-000075,0.2494770804120445
ACH-000078,0.08546056805439133
ACH-000082,-0.005269167200708932
ACH-000085,0.06242682444796033
ACH-000086,-0.08507402941992699
ACH-000087,0.09618749112142146
ACH-000092,-0.05813628168828741
ACH-000095,-0.01828205482229697
ACH-000097,0.030755748733633487
ACH-000098,0.027534132727606967
ACH-000099,0.13302087426278755
ACH-000108,0.01579566962564663
ACH-000113,-0.011805707326172388
ACH-000116,-0.007102855777888231
ACH-000118,-0.15311664152120935
ACH-000120,-0.03351287563032041
ACH-000123,-0.013285820280646923
ACH-000127,-0.011659768378653887
ACH-000128,-0.036223735529310436
ACH-000132,0.031502644482584066
ACH-000133,0.047926191518302026
ACH-000137,-0.11522119506905515
ACH-000138,-0.0014829383070594886
ACH-000142,0.03091356204280348
ACH-000143,0.09353980872740954
ACH-000146,0.04629219370601588
ACH-000148,-0.029014460984858523
ACH-000150,-0.05658520570805331
ACH-000152,-0.09000324805825749
ACH-000153,0.0648955003443682
ACH-000159,0.020149057930847657
ACH-000160,0.04178110678102688
ACH-000163,0.009664656224117671
ACH-000167,0.2889769816594817
ACH-000168,-0.007933673212820222
ACH-000169,-0.014748225374423597
ACH-000178,-0.09377438112091344
ACH-000183,-0.030735119093156286
ACH-000188,0.0099816364470413
ACH-000189,0.1403826611772631
ACH-000190,0.015309393998386085
ACH-000198,-0.09726209875155907
ACH-000203,0.2232319758124552
ACH-000204,-0.019991584576607012
ACH-000206,-0.017866231090455167
ACH-000207,-0.032727207160070486
ACH-000208,0.1462201200407242
ACH-000210,0.08052575007388903
ACH-000211,0.0918737568578343
ACH-000215,-0.03816030081066338
ACH-000221,-0.16974160586536746
ACH-000222,0.09784358974353168
ACH-000223,0.01186243833244271
ACH-000226,-0.05929171924564373
ACH-000227,-0.05687866482771571
ACH-000228,-0.04410151154058994
ACH-000231,-0.006630751429510772
ACH-000232,0.04839832631758149
ACH-000233,0.08441000349698691
ACH-000234,-0.0190308458748925
ACH-000235,0.01816036578944907
ACH-000237,0.05802206844870585
ACH-000238,0.061906989850774335
ACH-000242,-0.3617084055798477
ACH-000243,-0.04005431562475585
ACH-000244,0.023885419895854357
ACH-000246,0.043562944773956065
ACH-000248,-0.2794303129098151
ACH-000250,0.02241112066780941
ACH-000251,0.18261839231948415
ACH-000252,-0.002634139497146793
ACH-000253,0.024429393995124792
ACH-000255,-0.07379839527722336
ACH-000256,-0.06856701998216312
ACH-000257,0.033053267270826865
ACH-000258,-0.0006979599969876156
ACH-000259,-0.038486375515039035
ACH-000260,-0.08134402990271608
ACH-000261,0.030942691312276564
ACH-000262,-0.10347229282496334
ACH-000263,-0.022832669577023575
ACH-000264,-0.011647571120043993
ACH-000265,-0.09958724904178624
ACH-000266,-0.0241444060092217
ACH-000272,-0.06581582243035332
ACH-000274,-0.010121040497149538
ACH-000277,0.036024852867095794
ACH-000278,0.099076917219639
ACH-000279,0.02436820824634211
ACH-000280,-0.06516823561817499
ACH-000281,-0.06334893282972573
ACH-000288,0.02075811936570461
ACH-000291,0.014484778760391082
ACH-000293,0.008805652275095764
ACH-000294,-0.015650864937276274
ACH-000295,-0.268934910110512
ACH-000296,-0.03467061258329218
ACH-000302,-0.06410316364537838
ACH-000304,0.03181053116263335
ACH-000307,-0.011515196708804055
ACH-000308,-0.011825703870744943
ACH-000310,0.039527315700825884
ACH-000311,0.18537590814044996
ACH-000312,-0.03241982344284304
ACH-000315,0.0481269759295241
ACH-000316,-0.058368292959441424
ACH-000317,-0.1113342674684477
ACH-000318,-0.07462542680086642
ACH-000319,0.01967199303557543
ACH-000320,-0.254858432912815
ACH-000322,0.14237200996119234
ACH-000323,-0.23895459858323734
ACH-000324,0.065197145276606
ACH-000329,-0.058291841708208725
ACH-000330,-0.08245802369005817
ACH-000331,-0.09369671767859042
ACH-000332,-0.058474811685270536
ACH-000334,0.15037324821987846
ACH-000335,-0.2005322097301301
ACH-000336,0.10828679695412052
ACH-000337,-0.008470620501111562
ACH-000338,-0.6037727264119709
ACH-000339,0.07063139420070527
ACH-000341,-0.11059584426979203
ACH-000348,-0.02122699365882737
ACH-000350,0.0012600171644899345
ACH-000352,-0.05638820939422778
ACH-000356,-0.11924301685423415
ACH-000361,-0.12995897274164442
ACH-000362,0.05262299190878824
ACH-000363,-0.04017589591052965
ACH-000364,0.11223373343908788
ACH-000365,0.04280216309459186
ACH-000366,-0.06800139642672971
ACH-000368,-0.05918620833847117
ACH-000374,-0.024285145497205674
ACH-000375,-0.055935721257766455
ACH-000376,-0.02104584687178213
ACH-000381,0.019981756273872036
ACH-000383,-0.10636886093874656
ACH-000387,-0.14706368073081538
ACH-000389,-0.07799058675099815
ACH-000390,-0.061759019707026325
ACH-000393,-0.06771707865816443
ACH-000395,0.03683924858606952
ACH-000396,0.06069391950195663
ACH-000397,0.00790474668059843
ACH-000401,0.01622801100204947
ACH-000402,0.02134171647209004
ACH-000403,-0.09412297729056067
ACH-000404,0.01590964891067041
ACH-000406,-0.04258840861707812
ACH-000407,-0.10542289817014244
ACH-000408,-0.019874550761591732
ACH-000410,-0.01984675849777896
ACH-000411,0.047601477643089085
ACH-000414,0.08410467210994027
ACH-000415,-0.12573674754202438
ACH-000416,0.07081275822702575
ACH-000420,0.09395399291306834
ACH-000421,0.05340881175443556
ACH-000424,-0.15104234153439516
ACH-000425,-0.046149710475670916
ACH-000426,0.18857311414004413
ACH-000427,0.15204383369538482
