,MARS (4141)
ACH-000004,-0.9778394986456912
ACH-000005,-0.9675979924507534
ACH-000007,-1.062263407531066
ACH-000009,-0.9664059934361968
ACH-000011,-0.8744898987034873
ACH-000012,-1.1738499927469908
ACH-000013,-1.040076785970974
ACH-000014,-1.092160559727197
ACH-000015,-0.9637436876348472
ACH-000017,-1.050425802170513
ACH-000018,-1.1105668753665878
ACH-000019,-0.7319310860094611
ACH-000021,-0.9445138542645852
ACH-000022,-1.1957767455766768
ACH-000025,-1.1229350227346069
ACH-000028,-0.8359668974895063
ACH-000030,-0.8870767356942904
ACH-000035,-1.1080898000429606
ACH-000036,-1.0024042820947845
ACH-000037,-1.3869113284623076
ACH-000039,-0.9629937780147968
ACH-000040,-0.9167934330696292
ACH-000041,-1.0028196944033871
ACH-000042,-1.1401695083478178
ACH-000045,-1.0597104077231576
ACH-000047,-0.9410665313736556
ACH-000052,-1.1503825273801116
ACH-000053,-0.999646196429118
ACH-000054,-0.9602535805102521
ACH-000055,-1.1851770425776864
ACH-000060,-1.0217133582886189
ACH-000067,-1.009641709786491
ACH-000070,-0.9951889483675872
ACH-000075,-1.0638391006288217
ACH-000078,-0.9950169182446058
ACH-000082,-0.9478011635782458
ACH-000085,-1.0951133085129476
ACH-000086,-0.7364639172505614
ACH-000087,-1.0881954023169476
ACH-000092,-0.9826605972394999
ACH-000095,-1.0582665864567002
ACH-000097,-1.0944428284620256
ACH-000098,-1.1206252886820065
ACH-000099,-0.9700444663931302
ACH-000108,-1.1031972663671146
ACH-000113,-1.067103123030172
ACH-000116,-1.0833915224937438
ACH-000118,-0.934014533741914
ACH-000120,-1.1676419759166747
ACH-000123,-1.0831223931049847
ACH-000127,-0.9437339123477498
ACH-000128,-1.2812572135019658
ACH-000132,-0.7804214905284903
ACH-000133,-0.8957102315770864
ACH-000137,-1.1481164574681446
ACH-000138,-1.0732523697778091
ACH-000142,-0.8484245365910069
ACH-000143,-1.2703865591015144
ACH-000146,-1.2631089256395445
ACH-000148,-1.1007401283153084
ACH-000150,-1.0973562168846944
ACH-000152,-1.0696898083276811
ACH-000153,-1.3288884254840163
ACH-000159,-0.877257312174245
ACH-000160,-1.371111548123001
ACH-000163,-1.0038041571140792
ACH-000167,-1.1296581432167476
ACH-000168,-1.0204155528421417
ACH-000169,-0.904731391272938
ACH-000178,-1.0340933980799092
ACH-000183,-1.0720039215364092
ACH-000188,-0.8695143499846419
ACH-000189,-0.6203366663351607
ACH-000190,-0.9524951094230646
ACH-000198,-1.0138148257999648
ACH-000203,-1.6419342642110681
ACH-000204,-0.9914073416286822
ACH-000206,-0.8903819418254891
ACH-000207,-0.7892943487520901
ACH-000208,-0.8178316803451491
ACH-000210,-0.994841636893108
ACH-000211,-0.947715242038314
ACH-000215,-0.9849514681480959
ACH-000221,-1.0585895112552075
ACH-000222,-1.0070556440524256
ACH-000223,-0.9816029711089324
ACH-000226,-0.9504995632404052
ACH-000227,-0.8223820334073458
ACH-000228,-1.2597379036631262
ACH-000231,-1.0129072219822022
ACH-000232,-0.9849119351319354
ACH-000233,-1.097703759699286
ACH-000234,-1.065259430433341
ACH-000235,-1.0364098439253857
ACH-000237,-0.8581664054639538
ACH-000238,-0.9423806327678196
ACH-000242,-0.636698317520165
ACH-000243,-1.1114174443399605
ACH-000244,-0.9813935689530175
ACH-000246,-0.909852556045428
ACH-000248,-0.9944318860566964
ACH-000250,-0.9433084620573746
ACH-000251,-1.042964960042088
ACH-000252,-1.1574569178944851
ACH-000253,-0.8641315867188101
ACH-000255,-1.1059914439929641
ACH-000256,-1.3027452328217182
ACH-000257,-1.1189329897705504
ACH-000258,-0.9814549126790112
ACH-000259,-1.1470230911529329
ACH-000260,-1.0932347951453782
ACH-000261,-1.0676516685969548
ACH-000262,-0.8940746434359383
ACH-000263,-1.2656531467036392
ACH-000264,-0.9488532737961368
ACH-000265,-0.8982269205695407
ACH-000266,-1.146875086628824
ACH-000272,-0.9182031709687988
ACH-000274,-0.8528889185223686
ACH-000277,-1.2602464822101391
ACH-000278,-0.8006525672599099
ACH-000279,-1.0497489551144998
ACH-000280,-1.2499271299616068
ACH-000281,-1.161151730988721
ACH-000288,-1.1187487037844284
ACH-000291,-1.138896454476558
ACH-000293,-0.933004852595516
ACH-000294,-1.1259262253450113
ACH-000295,-1.2838022700722374
ACH-000296,-0.9724064398704504
ACH-000302,-1.3058574732379968
ACH-000304,-1.3838463763294508
ACH-000307,-0.9990161950928222
ACH-000308,-0.937336694547288
ACH-000310,-0.7361580691629984
ACH-000311,-1.1201754695582706
ACH-000312,-1.1819771495255476
ACH-000315,-0.9599641012097914
ACH-000316,-1.0720209651469466
ACH-000317,-0.8237943442022149
ACH-000318,-1.0528829039117822
ACH-000319,-1.0318945920164757
ACH-000320,-1.0331689674839857
ACH-000322,-1.1474019088369671
ACH-000323,-1.0323186901933448
ACH-000324,-1.0038952367108374
ACH-000329,-1.0643568476498149
ACH-000330,-0.939224048320377
ACH-000331,-0.8016350583510731
ACH-000332,-1.0074883185000452
ACH-000334,-0.8038774813122368
ACH-000335,-0.784212557072734
ACH-000336,-0.7760510036730258
ACH-000337,-0.9850179480840492
ACH-000338,-1.2932647279812581
ACH-000339,-1.0693549262101405
ACH-000341,-1.0109553639824906
ACH-000348,-1.1704945217767673
ACH-000350,-0.9570414807575326
ACH-000352,-1.0069553031030891
ACH-000356,-1.081211745212573
ACH-000361,-0.8662506120261427
ACH-000362,-1.0696517961047407
ACH-000363,-0.7364175365927144
ACH-000364,-1.1781380245709228
ACH-000365,-0.9246295241984342
ACH-000366,-1.1022223260669997
ACH-000368,-1.2354815419870455
ACH-000374,-1.0896342199384337
ACH-000375,-0.93008446363813
ACH-000376,-0.9693389162548032
ACH-000381,-1.02187848602763
ACH-000383,-0.7914252280161843
ACH-000387,-1.1451073550767916
ACH-000389,-0.9515781047930376
ACH-000390,-0.8415196211888029
ACH-000393,-0.971971292962898
ACH-000395,-0.9186110186549532
ACH-000396,-0.9520712970119798
ACH-000397,-0.943020316015799
ACH-000401,-0.9915793383476186
ACH-000402,-1.2194214030551316
ACH-000403,-0.9839240569719918
ACH-000404,-0.9756938170364182
ACH-000406,-1.2308074183304667
ACH-000407,-0.62057254702631
ACH-000408,-1.2550394467080142
ACH-000410,-0.9999370846564021
ACH-000411,-1.0276160831453331
ACH-000414,-1.1508756662831647
ACH-000415,-1.2386830396725472
ACH-000416,-0.9870449600767172
ACH-000420,-1.1814713350729291
ACH-000421,-1.1084471218304517
ACH-000424,-1.0559698628646186
ACH-000425,-1.1146508923639875
ACH-000426,-0.9032702402428766
ACH-000427,-1.0553788831376951
ACH-000433,-1.1265479029100234
ACH-000435,-1.288017257982637
ACH-000436,-0.8631113281033534
ACH-000444,-1.1390861943467865
ACH-000445,-0.9399566780016078
ACH-000448,-1.0436536234300997
ACH-000450,-1.0190263590873352
ACH-000452,-1.0147279058246144
ACH-000454,-1.0686094971834754
ACH-000458,-0.8385714708380555
ACH-000459,-0.6940415197081571
ACH-000460,-1.0784818517840584
ACH-000461,-1.1472459191570366
ACH-000463,-1.170257655104634
ACH-000464,-1.1213897002255142
ACH-000466,-1.0429067341669709
ACH-000467,-1.0352220090354078
ACH-000468,-1.1626163667560807
ACH-000469,-0.9569534505856244
ACH-000470,-1.0775964745450224
ACH-000471,-1.0010171231054918
ACH-000472,-0.8791805276986228
ACH-000473,-1.2657541425145742
ACH-000475,-1.0123348311835014
ACH-000476,-1.0862705091557203
ACH-000477,-1.028840356975053
ACH-000479,-0.8811686895720869
ACH-000480,-0.9739990793110782
ACH-000481,-1.0874958761283993
ACH-000483,-1.1029464494459655
ACH-000484,-1.1531194092370112
ACH-000485,-0.8717810091533298
ACH-000486,-0.9272399838419351
ACH-000487,-0.9509570944219587
ACH-000488,-0.9786676948473386
ACH-000490,-1.032249901872728
ACH-000491,-1.1852247596117504
ACH-000495,-0.8645003944045629
ACH-000496,-1.1140336692968398
ACH-000499,-1.017954199997218
ACH-000500,-1.157657507068681
ACH-000502,-0.9390137663844392
ACH-000503,-1.0503575210939613
ACH-000505,-1.0103857991940424
ACH-000507,-1.0798510306928413
ACH-000510,-0.9009683669251032
ACH-000511,-1.1279658542390434
ACH-000512,-1.2820358738008033
ACH-000516,-1.0136193976506678
ACH-000517,-1.0390508040544104
ACH-000518,-1.084949885891677
ACH-000520,-1.1357069457006457
ACH-000521,-1.1457856375605546
ACH-000522,-0.8230890646656988
ACH-000524,-1.1100106996659256
ACH-000527,-1.1656713661377738
ACH-000528,-0.9814749431187599
ACH-000537,-1.2506751687436144
ACH-000541,-0.7226046050223128
ACH-000542,-0.9848956638018276
ACH-000544,-1.00798304802535
ACH-000545,-0.9411267206472596
ACH-000547,-0.8508598830278064
ACH-000548,-0.9411960418129218
ACH-000549,-0.8558567337803868
ACH-000550,-1.222880674510446
ACH-000552,-1.1210504176394676
ACH-000556,-1.052457817695366
ACH-000557,-0.9968753009896704
ACH-000569,-1.1559956207066464
ACH-000570,-1.1428335563182674
ACH-000571,-0.95195856527594
ACH-000573,-1.2208018457155627
ACH-000576,-0.9654440025239891
ACH-000579,-1.124414100526325
ACH-000580,-1.317573007775911
ACH-000584,-0.9292346374101024
ACH-000585,-1.0881361981791875
ACH-000588,-1.141954320978227
ACH-000589,-1.1113149814287666
ACH-000591,-1.2044443403908314
ACH-000593,-0.9800597250761712
ACH-000600,-0.9773749973436212
ACH-000601,-0.9985322179567321
ACH-000605,-1.1993258934921522
ACH-000606,-0.9367331501132437
ACH-000608,-0.9478061670489136
ACH-000614,-0.9932105628197468
ACH-000616,-1.0668959506458078
ACH-000618,-1.0768643937622733
ACH-000619,-0.7464964184527059
ACH-000620,-1.0628079684645622
ACH-000621,-1.1631764675968232
ACH-000622,-1.0782668363806078
ACH-000623,-1.204731260556502
ACH-000624,-1.0497908334261852
ACH-000627,-0.9302378470323456
ACH-000630,-1.0318178660194686
ACH-000631,-1.1211421453358774
ACH-000632,-1.1199336328753886
ACH-000633,-0.9090002609559936
ACH-000637,-1.1002913039789866
ACH-000638,-1.1955387657734324
ACH-000646,-0.8263687709503384
ACH-000647,-0.9784454216296984
ACH-000648,-1.2234839057685252
ACH-000649,-1.080626926377946
ACH-000651,-1.1800523942919898
ACH-000652,-0.9004172315951238
ACH-000653,-1.1529889311976853
ACH-000657,-1.1154758833777167
ACH-000658,-0.832802771763761
ACH-000661,-1.149864281560109
ACH-000662,-1.0906358901778763
ACH-000663,-1.14628212442947
ACH-000665,-1.1261532675143742
ACH-000671,-1.0910768111355906
ACH-000672,-0.9586564464982336
ACH-000673,-1.0207909045615526
ACH-000676,-1.0908477192092825
ACH-000677,-1.1049168816801158
ACH-000681,-0.9479105588000756
ACH-000683,-0.9947952494237504
ACH-000684,-1.1248626952860754
ACH-000688,-0.8990184410126738
ACH-000693,-0.979499870018827
ACH-000694,-1.069967729798005
ACH-000695,-0.9706005327470114
ACH-000696,-0.904806093985716
ACH-000697,-0.9930207578647332
ACH-000699,-0.924724617627016
ACH-000701,-1.0798840047812308
ACH-000706,-1.072840953468495
ACH-000711,-1.081314945168081
ACH-000713,-1.2336908738870802
ACH-000714,-0.86978120448742
ACH-000718,-1.128661702820199
ACH-000720,-1.1125297825127023
ACH-000721,-0.859554689096464
ACH-000724,-0.9623919932942364
ACH-000725,-0.9297829674127892
ACH-000732,-1.1674754506488354
ACH-000734,-1.0522339693104499
ACH-000735,-1.1272047882607457
ACH-000736,-1.1314097399477414
ACH-000738,-0.9932580894657076
ACH-000746,-1.026531825250733
ACH-000747,-0.9272152346109732
ACH-000748,-0.4312363092392811
ACH-000753,-1.1826039959770043
ACH-000756,-1.0191660103233753
ACH-000757,-0.9312005302199976
ACH-000758,-1.2258158539174655
ACH-000760,-0.8122385454225912
ACH-000762,-1.0450806052924615
ACH-000763,-0.8213369764572775
ACH-000764,-1.0216812753813935
ACH-000765,-1.0426049474093029
ACH-000766,-1.0826853989533949
ACH-000767,-0.9950443401830188
ACH-000768,-0.9896905074141862
ACH-000769,-1.0066218204034076
ACH-000770,-1.0737194688220408
ACH-000771,-0.8481637839218997
ACH-000773,-0.8887950887105679
