,CHP1 (11261)
ACH-000004,-0.2661139578330561
ACH-000005,0.03466893900722867
ACH-000007,-0.37071908429244305
ACH-000009,-0.3509328097496883
ACH-000011,-0.013253283204606184
ACH-000012,-0.2223026577613311
ACH-000013,-0.10406948790163104
ACH-000014,-0.2448911166258001
ACH-000015,-0.3318103263625523
ACH-000017,-0.156256975369468
ACH-000018,0.1728844362424479
ACH-000019,-0.24421429044729884
ACH-000021,-0.1331562133184722
ACH-000022,-0.2930803116296671
ACH-000025,-0.700395699216706
ACH-000028,-0.403780434085694
ACH-000030,0.0002902631403110201
ACH-000035,-0.10027282490366532
ACH-000036,-0.06048912756678303
ACH-000037,-0.31492957119450715
ACH-000039,-0.02650227860601769
ACH-000040,-0.3078466562957483
ACH-000041,-0.152684963446773
ACH-000042,0.04751377080559741
ACH-000045,1.1557735529601432
ACH-000047,0.10612267007540012
ACH-000052,-0.39800244370644855
ACH-000053,-0.19672952136226826
ACH-000054,-0.16455692352884824
ACH-000055,-0.24816678644544266
ACH-000060,-0.2915512039786957
ACH-000067,-0.2806316291849853
ACH-000070,-0.21285132143282012
ACH-000075,-0.2315922662699433
ACH-000078,-0.3987555140236659
ACH-000082,-0.22199409692597186
ACH-000085,-0.10843208281015966
ACH-000086,-0.5054204381451438
ACH-000087,-0.1748860236156888
ACH-000092,-0.37056158301350617
ACH-000095,-0.26503809158384584
ACH-000097,-0.21672223197140134
ACH-000098,-0.33567500970263353
ACH-000099,-0.18171532594229486
ACH-000108,-0.2653527760881738
ACH-000113,0.08838155859372496
ACH-000116,-0.28824030277386986
ACH-000118,-0.42618651131408586
ACH-000120,-0.2506217296821176
ACH-000123,-0.3608860750790003
ACH-000127,0.0918964517142957
ACH-000128,-0.12837050434789618
ACH-000132,-0.3284367742645413
ACH-000133,-0.25053726818916305
ACH-000137,-0.2108565458036998
ACH-000138,-0.24572587115302136
ACH-000142,-0.14986258796071456
ACH-000143,-0.3077463515858031
ACH-000146,0.2757231496319109
ACH-000148,-0.1986001143332453
ACH-000150,-0.07608682323403654
ACH-000152,-0.12080680073939212
ACH-000153,-0.035530635503243056
ACH-000159,-0.2716675617635688
ACH-000160,-0.2682948067509416
ACH-000163,-0.26835333617663176
ACH-000167,-0.4743062009810863
ACH-000168,-0.0879437420088053
ACH-000169,-0.17736963621933902
ACH-000178,-0.1025569524343033
ACH-000183,-0.17914339578665453
ACH-000188,-0.21827360722591727
ACH-000189,-0.19488947987824995
ACH-000190,-0.3882357462389594
ACH-000198,-0.16944704348707434
ACH-000203,-0.6410577302015864
ACH-000204,-0.3795634485940174
