,TFPT (29844)
ACH-000004,-0.07333469532870722
ACH-000005,-0.09603062709537084
ACH-000007,-0.2549988062159685
ACH-000009,-0.18769861724267312
ACH-000011,-0.3595971932854418
ACH-000012,-0.3853065106370939
ACH-000013,-0.6292703537946833
ACH-000014,-0.3694922062647544
ACH-000015,-0.3138265807795736
ACH-000017,-0.4807888039833072
ACH-000018,-0.5679259631289747
ACH-000019,-0.09835330866735367
ACH-000021,-0.3557907037200071
ACH-000022,-0.2374097305105123
ACH-000025,-0.126188849369687
ACH-000028,0.03420946397242454
ACH-000030,-0.3607968759803713
ACH-000035,-0.3366895706928598
ACH-000036,-0.4044124549206197
ACH-000037,-0.28032780115731964
ACH-000039,-0.07336499422851417
ACH-000040,-0.4162033467249551
ACH-000041,-0.27292445190375136
ACH-000042,-0.11722642396699183
ACH-000045,-0.1787671783029281
ACH-000047,-0.04704972476222583
ACH-000052,-0.16709725930837782
ACH-000053,-0.6043444424909501
ACH-000054,-0.3436139550078937
ACH-000055,0.035387738799554584
ACH-000060,-0.5125115962912603
ACH-000067,-0.16804072633171022
ACH-000070,-0.1313183852490103
ACH-000075,-0.2334013059580195
ACH-000078,-0.11989297094665904
ACH-000082,-0.2715572527235509
ACH-000085,-0.06713073451220282
ACH-000086,-0.2704824404049353
ACH-000087,-0.15740068181272796
ACH-000092,-0.11134238846366494
ACH-000095,-0.09410098347511722
ACH-000097,-0.2745813951204675
ACH-000098,-0.2557190987582035
ACH-000099,-0.30998941186021983
ACH-000108,-0.2887843010664576
ACH-000113,-0.12540476118562616
ACH-000116,-0.304578467871459
ACH-000118,-0.3355350350009273
ACH-000120,-0.2982361097420049
ACH-000123,-0.26814854588754905
ACH-000127,-0.4909795763250153
ACH-000128,-0.2120310664871824
ACH-000132,-0.07749095731932001
ACH-000133,-0.31828198973911864
ACH-000137,-0.4156759874856555
ACH-000138,-0.4213383385107476
ACH-000142,-0.4604921293660382
ACH-000143,-0.2207977316479888
ACH-000146,-0.23749283153426914
ACH-000148,-0.22156044541770314
ACH-000150,-0.186762968095695
ACH-000152,-0.14944504804044867
ACH-000153,-0.3047113561945921
ACH-000159,-0.2425434304964933
ACH-000160,0.06546134641622217
ACH-000163,0.13772198095946842
ACH-000167,0.25636413181349443
ACH-000168,-0.2848456807356334
ACH-000169,-0.2917062657591198
ACH-000178,-0.3315494772440193
ACH-000183,-0.5749284492260953
ACH-000188,-0.16443328669913834
ACH-000189,-0.053909236324637684
ACH-000190,-0.09222686900576192
ACH-000198,-0.37450597158296817
ACH-000203,0.16916680175623108
ACH-000204,-0.4458544406228621
ACH-000206,-0.230989570685744
ACH-000207,-0.2728177120159068
ACH-000208,-0.2003698264914544
ACH-000210,-0.3781258481388898
ACH-000211,-0.4183246970585346
ACH-000215,-0.18257126955794475
ACH-000221,-0.28155499364395625
ACH-000222,-0.29268240456492084
ACH-000223,-0.30445100421886884
ACH-000226,-0.4410115740567074
ACH-000227,-0.2472258235438381
ACH-000228,0.0530316524556013
ACH-000231,-0.17330548304773571
ACH-000232,0.08906643676067433
ACH-000233,-0.2787060153324366
ACH-000234,-0.1575885773987088
ACH-000235,-0.14363711297223802
ACH-000237,-0.32040624799283085
ACH-000238,-0.3158879143196508
ACH-000242,-0.37322667878475607
ACH-000243,-0.3061541633942313
ACH-000244,0.058219218438573764
ACH-000246,-0.3938957892257593
ACH-000248,-0.3767724529630307
ACH-000250,-0.4278399869305183
ACH-000251,-0.6444865186503734
ACH-000252,-0.3003228330571284
ACH-000253,-0.36240067430957656
ACH-000255,0.04322187678213278
ACH-000256,-0.2960055283310797
ACH-000257,-0.2951577003439625
ACH-000258,-0.03165948632748783
ACH-000259,0.20746832149615047
ACH-000260,-0.4265587066039696
ACH-000261,-0.3860610261683428
ACH-000262,-0.29338659256258753
ACH-000263,-0.5797849135634893
ACH-000264,-0.4839449310347552
ACH-000265,-0.2933086650612727
ACH-000266,0.07391470260442955
ACH-000272,0.05112290297408832
ACH-000274,-0.4159534440451459
ACH-000277,-0.4660574285022762
ACH-000278,-0.2570418963210468
ACH-000279,-0.21599362319232526
ACH-000280,-0.3557646671457583
ACH-000281,-0.2387512618046105
ACH-000288,-0.16154618148125496
ACH-000291,-0.3815056603609168
ACH-000293,-0.3997912132093309
ACH-000294,-0.44244425588719205
