,KCNV2 (169522)
ACH-000004,-0.12401739629440793
ACH-000005,-0.053099470011163434
ACH-000007,0.13275327830149894
ACH-000009,0.04705028003104311
ACH-000011,0.08500950061671471
ACH-000012,0.1415087916228943
ACH-000013,0.1341504023179032
ACH-000014,-0.02642404437207021
ACH-000015,0.01529402766405681
ACH-000017,-0.018828882477034004
ACH-000018,0.20651224682077676
ACH-000019,-0.10621524744253633
ACH-000021,0.0446050129084894
ACH-000022,0.08339138625181315
ACH-000025,0.11960232704986515
ACH-000028,0.06187401177328058
ACH-000030,0.08304715525850295
ACH-000035,-0.056594034344769575
ACH-000036,0.10073934639136076
ACH-000037,0.06629960530627027
ACH-000039,0.05477673453247405
ACH-000040,0.08894159643175377
ACH-000041,0.10040555531253756
ACH-000042,0.08347278782197934
ACH-000045,0.1138488812521355
ACH-000047,0.06819636305967047
ACH-000052,0.19051409744709868
ACH-000053,0.1452114551115298
ACH-000054,0.007343695038216391
ACH-000055,0.2032414592552755
ACH-000060,0.013186294428851948
ACH-000067,0.08598091065450929
ACH-000070,0.09700291323184264
ACH-000075,0.2500565005949955
ACH-000078,-0.002706265924338196
ACH-000082,0.10536136201361472
ACH-000085,0.2181340287123048
ACH-000086,0.11584251388643699
ACH-000087,0.1626798988653658
ACH-000092,0.12068198368484005
ACH-000095,0.1178629989695287
ACH-000097,0.12143186169387556
ACH-000098,0.053457477389623656
ACH-000099,0.09257916302563664
ACH-000108,0.1044654785289892
ACH-000113,0.1784087482134155
ACH-000116,0.209891405066122
ACH-000118,0.1332385612329607
ACH-000120,0.1862995950859775
ACH-000123,0.1513708745430315
ACH-000127,0.04028807243134645
ACH-000128,0.025739764701283918
ACH-000132,-0.00410914327483186
ACH-000133,0.1259027686541072
ACH-000137,0.0700967684005439
ACH-000138,0.03190165785992968
ACH-000142,0.10169742807989512
ACH-000143,0.2739540936603216
ACH-000146,-0.15931443470669562
ACH-000148,0.04851451783709164
ACH-000150,0.19521700479249784
ACH-000152,0.14868201610866913
ACH-000153,0.21369515933226327
ACH-000159,0.09346400566847723
ACH-000160,0.18072784201270645
ACH-000163,0.07560837586901448
ACH-000167,-0.199160579207379
ACH-000168,0.08091159244306591
ACH-000169,0.17876719594719845
ACH-000178,0.10184241079589262
ACH-000183,0.03383267712920657
ACH-000188,0.1553993566440004
ACH-000189,-0.0257773868316249
ACH-000190,0.07829886265771382
ACH-000198,0.0981436585653482
ACH-000203,0.11542490891760256
ACH-000204,0.19402434789951886
ACH-000206,0.2681071554162357
ACH-000207,0.06340684228244735
ACH-000208,0.2318401471476099
ACH-000210,0.3642941297918208
ACH-000211,0.05682965492327548
ACH-000215,0.0387568017441317
ACH-000221,0.20096257731314893
ACH-000222,0.15354004462361762
ACH-000223,0.17535293253196102
ACH-000226,0.17614673856056945
ACH-000227,0.07432112927759242
ACH-000228,0.15166601080174674
ACH-000231,0.14876036754314126
ACH-000232,0.06674814448082987
ACH-000233,0.15763496098345375
ACH-000234,0.0827091638104858
ACH-000235,0.05554353126972582
ACH-000237,0.0427716868436082
ACH-000238,-0.02779476864768306
ACH-000242,0.010447345806182612
ACH-000243,0.062193322144989224
ACH-000244,0.2236324142785758
ACH-000246,0.18334675612402665
ACH-000248,0.15616134280312946
ACH-000250,0.15073643516820456
ACH-000251,0.15376471711032447
ACH-000252,0.2389571668013937
ACH-000253,0.13940317896423118
ACH-000255,0.2049094241967792
ACH-000256,0.06289020816186677
ACH-000257,0.13935807790313412
ACH-000258,0.24576750782164244
ACH-000259,0.10700947491665684
ACH-000260,0.008008355918858269
ACH-000261,0.09150385490659783
ACH-000262,-0.07410175993156114
ACH-000263,-0.049998346285205116
ACH-000264,0.09802496620136916
ACH-000265,0.002071872838463732
ACH-000266,0.1032028344982836
ACH-000272,0.14456610691977967
ACH-000274,0.0813153640547149
ACH-000277,0.09587002359241367
ACH-000278,0.15790725242085632
ACH-000279,0.05610626329962808
ACH-000280,0.08559612702500033
ACH-000281,0.1371485298844322
ACH-000288,0.1813958494162005
ACH-000291,0.0553661990634477
ACH-000293,0.13441654832703515
ACH-000294,0.01654751980394898
ACH-000295,-0.05088020032162165
ACH-000296,0.153587558885069
ACH-000302,0.09724009717741107
ACH-000304,0.07902464093654436
ACH-000307,0.11544144061585238
ACH-000308,0.0951149954312805
ACH-000310,0.09076769616578162
ACH-000311,0.06707188310207662
ACH-000312,0.07334412970021255
ACH-000315,0.09579763330739263
ACH-000316,0.09837692276145146
ACH-000317,0.07849334018310711
ACH-000318,0.12697645100431934
ACH-000319,0.012380954660218864
ACH-000320,-0.016469975884667323
ACH-000322,0.2071237155299032
ACH-000323,0.07767298997695349
ACH-000324,0.21372119607263995
ACH-000329,0.1337480923353643
ACH-000330,0.08302004243446147
ACH-000331,0.05637815583535696
ACH-000332,0.06642475034607223
ACH-000334,0.0617830103752073
ACH-000335,0.08801276076832977
ACH-000336,0.3902886145377034
ACH-000337,-0.06814878552541832
ACH-000338,-0.5350021245635522
ACH-000339,0.10415734721760524
ACH-000341,0.06746583582267596
ACH-000348,0.03127095632925829
ACH-000350,0.08287975609771847
ACH-000352,0.02335528937010171
ACH-000356,0.07541177517715465
ACH-000361,0.1825590689477302
ACH-000362,0.04103683769741271
ACH-000363,0.05839535107445872
ACH-000364,0.13099177125686942
ACH-000365,0.09424660691142203
ACH-000366,0.032719670302415266
ACH-000368,0.06057514320994479
ACH-000374,-0.06373202246303286
ACH-000375,0.028146856447543632
ACH-000376,-0.012934707954374023
ACH-000381,0.15867297582526496
ACH-000383,0.05401574145805053
ACH-000387,0.053088274578695915
ACH-000389,0.07999565406248173
ACH-000390,0.09516663189301702
ACH-000393,0.1016421969579374
ACH-000395,0.031290334214987434
ACH-000396,-0.21419263367490712
ACH-000397,0.012602408019460358
ACH-000401,0.34440698126379565
ACH-000402,0.00356996374193555
ACH-000403,0.04282010442634797
ACH-000404,0.23077420615421976
ACH-000406,0.06530862569458781
ACH-000407,0.057506634893047824
ACH-000408,0.08600721895389704
ACH-000410,-0.02746127949992828
ACH-000411,0.11539012102771633
ACH-000414,0.045678329408417886
ACH-000415,0.14168798252018536
ACH-000416,0.13851565193851684
ACH-000420,0.13126323900294404
ACH-000421,0.10913591225567801
ACH-000424,0.06858510505372585
ACH-000425,0.14480193702575028
ACH-000426,0.13986009129519425
ACH-000427,0.1212955159209957
ACH-000433,-0.06176370731253486
ACH-000435,0.03018572043456629
ACH-000436,0.04111149024092376
ACH-000444,0.043200329826268716
ACH-000445,0.11103930703930692
ACH-000448,-0.0008058429334648398
ACH-000450,0.1936175873117857
ACH-000452,0.1808465288742944
ACH-000454,0.19853669887099853
ACH-000458,0.1602365675138026
ACH-000459,0.1163385576128852
ACH-000460,0.04651779487054025
ACH-000461,0.033510548365164115
ACH-000463,0.02724173067619214
ACH-000464,0.1140011202018192
ACH-000466,0.1121628779114942
ACH-000467,-0.016045681252061315
ACH-000468,-0.00018501660288613558
ACH-000469,0.0916820886435558
ACH-000470,0.014745415640451997
ACH-000471,0.04186432820432991
ACH-000472,0.09425483048135123
ACH-000473,0.06988418649443548
ACH-000475,0.006035915856218543
ACH-000476,0.08476768810311867
ACH-000477,0.0733978928413743
ACH-000479,0.14205918251743302
ACH-000480,0.22254849446951572
ACH-000481,0.0473797757949434
ACH-000483,0.2299559546748454
ACH-000484,0.017494088356329953
ACH-000485,0.09741831105087699
ACH-000486,0.09137043150889483
ACH-000487,-0.1682058738582287
ACH-000488,0.15228360515078598
ACH-000490,0.026748408711721416
ACH-000491,0.032313761486992845
ACH-000495,0.1770497815928723
ACH-000496,0.09605950772094912
ACH-000499,0.057844916028237124
ACH-000500,-0.03159383418942962
ACH-000502,0.1634341755703799
ACH-000503,0.0957472981088389
ACH-000505,0.1921764202351417
ACH-000507,0.19778302089545485
ACH-000510,0.18283964326923455
ACH-000511,0.14553004051760668
ACH-000512,0.15972030433564022
ACH-000516,0.085151408972132
ACH-000517,0.06948889451912621
ACH-000518,0.13339182778087874
ACH-000520,0.06320251922646597
ACH-000521,-0.03951828755179961
ACH-000522,0.12994842873514806
ACH-000524,0.10073194594931267
ACH-000527,0.08222269802675647
ACH-000528,0.04607125267720992
ACH-000537,0.14055930016750354
ACH-000541,0.2644373218976601
ACH-000542,0.09571459454254527
ACH-000544,0.1208955240967325
ACH-000545,0.13195165126891106
ACH-000547,-0.05506745917387517
ACH-000548,0.09398171322272517
ACH-000549,0.19216686243815395
ACH-000550,0.08846808603441655
ACH-000552,0.19454102757271194
ACH-000556,0.09232454397301043
ACH-000557,-0.01630102496293434
ACH-000569,0.3181845741760337
ACH-000570,0.17252063787653218
ACH-000571,0.023387802489174145
ACH-000573,0.19779370444763775
ACH-000576,0.13273044894669486
ACH-000579,0.01781409240113926
ACH-000580,-0.04362024266097745
ACH-000584,0.06500045506408357
ACH-000585,0.11582436694944505
ACH-000588,0.2760564581706058
ACH-000589,0.08842832239897078
ACH-000591,0.10306857163887603
ACH-000593,0.031847252716841704
ACH-000600,0.09878091424722464
ACH-000601,0.08002349064060263
ACH-000605,0.13167983591656535
ACH-000606,0.1603382686250596
ACH-000608,0.13247488243740366
ACH-000614,0.1429036236872755
ACH-000616,0.12679503216480265
ACH-000618,0.16641559868315414
ACH-000619,0.15919821120741004
ACH-000620,0.20874369951765492
ACH-000621,0.0655394828889643
ACH-000622,0.1035188269731986
ACH-000623,0.04694638078412773
ACH-000624,0.12527256670117304
ACH-000627,0.06696830425141027
ACH-000630,0.14933063374178018
ACH-000631,0.009680025902872206
ACH-000632,0.0044632565896775426
ACH-000633,0.08885956753198594
ACH-000637,0.07129812440917402
ACH-000638,0.07598518155028174
ACH-000646,0.08814969584531057
ACH-000647,0.12207042717113135
ACH-000648,0.2450983506752035
ACH-000649,0.02647823036567741
ACH-000651,0.16310539070149066
ACH-000652,-0.09294013970949457
ACH-000653,0.19504964203286584
ACH-000657,0.1559672108810746
ACH-000658,0.08460015485620034
ACH-000661,0.14362437338744194
ACH-000662,0.16713606302306871
ACH-000663,0.2402216371046205
ACH-000665,0.12165365956941415
ACH-000671,0.08156221459629412
ACH-000672,0.05941412327317604
ACH-000673,0.1197324993980352
ACH-000676,0.03453834682940658
ACH-000677,0.10710750215825224
