,HOMEZ (57594)
ACH-000146,-0.07372839590821115
ACH-000148,-0.08877489991034218
ACH-000150,0.12314850306253355
ACH-000152,-0.0681412281574542
ACH-000153,-0.2618889753633365
ACH-000159,-0.21616544087724046
ACH-000160,-0.18854522465888607
ACH-000163,-0.11740314166981372
ACH-000167,-0.4364927738885727
ACH-000168,-0.1633638836956908
ACH-000169,-0.06397616452253503
ACH-000178,-0.12478663674708668
ACH-000183,-0.3255725612971929
ACH-000188,-0.029214817691648836
ACH-000189,-0.20417938766349475
ACH-000190,-0.028727776495437538
ACH-000198,-0.15247969798944505
ACH-000203,-0.12195600235910475
ACH-000204,0.0055060395092825535
ACH-000206,-0.17147718381192034
ACH-000207,0.04361482328817571
ACH-000208,-0.17941372123361934
ACH-000210,-0.18044167897374547
ACH-000211,-0.1003174104758302
ACH-000215,-0.20805543698505316
ACH-000221,-0.1868745522214583
ACH-000222,-0.05276571677292249
ACH-000223,-0.04451158735787288
ACH-000226,-0.1116969579098432
ACH-000227,-0.13041396913849054
ACH-000228,-0.1538881329980097
ACH-000231,-0.056617556278899174
ACH-000232,-0.21895177854152054
ACH-000233,-0.016153138373277524
ACH-000234,-0.0645582860658301
ACH-000235,-0.2254171838878126
ACH-000237,-0.029679332591277637
ACH-000238,-0.06131480836617127
ACH-000242,-0.20908979887678505
ACH-000243,-0.13123863730081642
ACH-000244,0.06124346958737389
ACH-000246,-0.1201242567426688
ACH-000248,-0.09444267461581976
ACH-000250,-0.2663462732047833
ACH-000251,-0.038756534618694584
ACH-000252,-0.2504988979791494
ACH-000253,-0.1381376953208423
ACH-000255,-0.12685493764001812
ACH-000256,-0.1625388683340976
ACH-000257,-0.3240269772157045
ACH-000258,-0.1624051690355337
ACH-000259,-0.1685050207449955
ACH-000260,-0.2053918435326076
ACH-000261,-0.1526706846141444
ACH-000262,-0.2255384850054568
ACH-000263,0.15203243021748913
ACH-000264,-0.20490598968933774
ACH-000265,-0.05094974447312045
ACH-000266,-0.10360608053930273
ACH-000272,-0.1508170644360305
ACH-000274,-0.06516354764102067
ACH-000277,0.008641556987386239
ACH-000278,-0.17975582950296626
ACH-000279,-0.11138620781629446
ACH-000280,-0.1599334153462152
ACH-000281,0.002164489308352424
ACH-000288,-0.07512150761610335
ACH-000291,-0.09296590971021752
ACH-000293,-0.1115758638510582
ACH-000294,-0.18553508740413552
ACH-000295,0.09940175514931936
ACH-000296,-0.3009452316606609
ACH-000302,-0.10711410678399673
ACH-000304,0.0518589527317152
ACH-000307,-0.1183786176320954
ACH-000308,-0.09035065672115317
ACH-000310,-0.13275350716155884
ACH-000311,-0.1746259117858084
ACH-000312,-0.0490659282235661
ACH-000315,-0.16236978168084876
ACH-000316,-0.054008099186710026
ACH-000317,-0.2890847125831595
ACH-000318,-0.2735413751898889
ACH-000319,0.046406975702091284
ACH-000320,0.03723666003310785
ACH-000322,-0.14086937753809975
ACH-000323,-0.16800988185395405
ACH-000324,-0.10080890941183948
ACH-000329,-0.13933759125521952
ACH-000330,-0.16901941294743697
ACH-000331,0.13972195726274295
ACH-000332,-0.12889293051306508
ACH-000334,-0.30259684139190585
ACH-000335,-0.17735657686644246
ACH-000336,-0.4946081621982131
ACH-000337,-0.25556477733548905
ACH-000338,0.03321292096203728
ACH-000339,-0.13923606337271147
ACH-000341,-0.22448662241241651
ACH-000348,-0.0787231429085845
ACH-000350,-0.14610596264382195
ACH-000352,-0.08798142918159127
ACH-000356,-0.3154360500116281
ACH-000361,0.05955859418662321
ACH-000362,-0.2604063970152631
ACH-000363,-0.09593308327252544
ACH-000364,-0.1055777018061916
ACH-000365,-0.06011426194054996
ACH-000366,-0.18894796177459527
ACH-000368,0.035075255248236334
ACH-000374,-0.18188109363239746
ACH-000375,-0.13158724908408634
ACH-000376,-0.247582633252644
ACH-000381,-0.27834911939033863
ACH-000383,-0.11069063216305396
ACH-000387,-0.1010358038240259
ACH-000389,0.07301221102785656
ACH-000390,-0.15773650680502188
ACH-000393,-0.34236858147996835
ACH-000395,-0.11952064408921305
ACH-000396,-0.3754148415808181
ACH-000397,-0.13446923884666276
ACH-000401,-0.12683256455120764
ACH-000402,-0.0103558853478652
ACH-000403,-0.05379289890523621
ACH-000404,-0.1806264295482717
ACH-000406,-0.21292934386250656
ACH-000407,-0.1495636374842134
ACH-000408,-0.1985185145776741
ACH-000410,-0.011012134773466863
ACH-000411,-0.0246306524193176
ACH-000414,-0.15978509838702135
ACH-000415,-0.15860974297202735
ACH-000416,-0.0699161887247929
ACH-000420,-0.06747244782268587
ACH-000421,-0.012490171686595684
ACH-000424,0.029001797552953
ACH-000425,-0.0952311865154954
ACH-000426,-0.41114871594429225
ACH-000427,-0.07893439618762044
ACH-000433,-0.1061555948448516
ACH-000435,0.21116004197736124
ACH-000436,-0.09398437183364523
ACH-000444,-0.07600746026769511
ACH-000445,-0.009339593306673279
ACH-000448,-0.15997127577880454
ACH-000450,-0.02951528528711951
ACH-000452,-0.15360445600893513
ACH-000454,-0.2891205932970137
ACH-000458,-0.1885384722963216
ACH-000459,-0.2823088986406853
ACH-000460,-0.14386844081031536
ACH-000461,-0.07079442505445932
ACH-000463,-0.1552361665950283
ACH-000464,0.08499051641916834
ACH-000466,-0.1356842042803095
ACH-000467,-0.16760101131717092
ACH-000468,-0.09157752948058516
ACH-000469,-0.15115809710428554
ACH-000470,0.09338649999755097
ACH-000471,-0.289429182761382
ACH-000472,-0.1687257384442804
ACH-000473,-0.09652383760787736
ACH-000475,-0.18879144188562608
ACH-000476,-0.14241917875508486
ACH-000477,-0.23255783616299466
ACH-000479,0.06593117615815662
ACH-000480,-0.21400941424800934
ACH-000481,-0.21022501110669525
ACH-000483,-0.13986059283354868
ACH-000484,-0.041610484867791626
ACH-000485,-0.10909763728417966
ACH-000486,-0.2768643685071547
ACH-000487,-0.1038688858630051
ACH-000488,-0.02372243057389458
ACH-000490,-0.05238221189511071
ACH-000491,-0.12974232400500987
ACH-000495,-0.16628918559039085
ACH-000496,-0.11303069819694815
ACH-000499,-0.2016019312471528
ACH-000500,0.04626195712411727
ACH-000502,-0.10432792060142793
ACH-000503,-0.4892430064442209
ACH-000505,-0.1297548147113468
ACH-000507,-0.13987438973809269
ACH-000510,-0.09884374944858053
ACH-000511,-0.12577230154259858
ACH-000512,-0.4655306864084829
ACH-000516,-0.20195901606407887
ACH-000517,-0.1456038106077271
ACH-000518,-0.07554730900371916
ACH-000520,-0.2398624975346537
ACH-000521,-0.12063540060580308
ACH-000522,-0.2280743268738815
ACH-000524,-0.1247349821505828
ACH-000527,-0.10883357996505642
ACH-000528,-0.09304871726601567
ACH-000537,0.017340174422429296
ACH-000541,-0.33347257604633085
ACH-000542,-0.14734208488870576
ACH-000544,-0.14385489166562113
ACH-000545,-0.1402944373972212
ACH-000547,0.05539332051085037
ACH-000548,-0.017245947888871564
ACH-000549,-0.044771022663674886
ACH-000550,-0.21168471782668594
ACH-000552,-0.05503530781449086
ACH-000556,-0.20251417346182485
ACH-000557,-0.15117844018794227
ACH-000569,-0.007855389355402535
ACH-000570,-0.05488799343913598
ACH-000571,-0.2432989364667806
ACH-000573,-0.04947432631733727
ACH-000576,-0.07037152003327865
ACH-000579,-0.057732042293233976
ACH-000580,-0.10648705055374212
ACH-000584,-0.15711518806251396
ACH-000585,-0.1383251645810161
ACH-000588,-0.20794083720218548
ACH-000589,-0.2483461347245048
ACH-000591,-0.21015973593106607
ACH-000593,-0.026862901583584654
ACH-000600,-0.1508135535097808
ACH-000601,-0.14833765163414525
ACH-000605,-0.11829234232655368
ACH-000606,-0.0842697248281451
ACH-000608,-0.12803800879860006
ACH-000614,-0.16073268342482894
ACH-000616,-0.1785578571740733
ACH-000618,-0.11118991162686433
ACH-000619,-0.005098836627773804
ACH-000620,-0.11189274570444256
ACH-000621,-0.05237308048729744
ACH-000622,-0.1324558660425983
ACH-000623,-0.19615703950510308
ACH-000624,-0.15540274788024447
ACH-000627,-0.08761850108462498
ACH-000630,-0.1181112615582646
ACH-000631,-0.08764964387006398
ACH-000632,-0.2238140061717388
ACH-000633,-0.14057288815325206
ACH-000637,-0.01405776506488376
ACH-000638,-0.1655298745453242
ACH-000646,-0.2900989822830811
ACH-000647,-0.0552293746140455
ACH-000648,-0.08437601343247851
ACH-000649,-0.15758822683727566
ACH-000651,-0.18906414057031454
ACH-000652,0.181745595213376
ACH-000653,-0.07920365741061544
ACH-000657,-0.18269206555753426
ACH-000658,-0.03186751776529369
ACH-000661,-0.08891969039779199
ACH-000662,-0.0276075333477841
ACH-000663,-0.269098751124668
ACH-000665,-0.017836609725012758
ACH-000671,-0.1705760480754438
ACH-000672,-0.2772949940642726
ACH-000673,-0.066760891966658
ACH-000676,-0.09698200747195616
ACH-000677,-0.19413980715839152
ACH-000681,-0.1773915793998374
ACH-000683,-0.20047577797731667
ACH-000684,-0.13356322602222492
ACH-000688,-0.06915443205656363
ACH-000693,-0.14769192326524275
ACH-000694,-0.14791749847899366
ACH-000695,-0.12606044232019914
ACH-000696,-0.12304205286502096
ACH-000697,0.048771587222910265
ACH-000699,-0.2184167304541523
ACH-000701,-0.19064455395457594
ACH-000706,-0.2141189295587872
ACH-000711,-0.2087862296731601
ACH-000713,-0.2927297510286246
ACH-000714,-0.29268829838434324
ACH-000718,-0.09206051215874833
ACH-000720,-0.10871439319531218
ACH-000721,-0.23673064021153575
ACH-000724,-0.15758709707530885
ACH-000725,-0.2916650490593669
ACH-000732,-0.047091321953980365
ACH-000734,-0.06993500145116865
ACH-000735,-0.11336606080751913
ACH-000736,0.0394634043491943
ACH-000738,-0.2311641410573574
ACH-000746,0.029589433381025657
ACH-000747,-0.0996052403253002
ACH-000748,-0.1404858382032943
ACH-000753,-0.11957716623716125
ACH-000756,-0.10991106483781417
ACH-000757,-0.2405765203081795
ACH-000758,-0.09154781592707116
ACH-000760,-0.10796089112060456
ACH-000762,-0.04406125068101134
ACH-000763,0.01614461572756739
ACH-000764,0.019407488702291253
ACH-000765,-0.23972843209082556
ACH-000766,-0.2408788922170134
ACH-000767,0.005162070988918247
ACH-000768,-0.1570743082489553
ACH-000769,-0.16647681803215542
ACH-000770,-0.16914818809158053
ACH-000771,-0.05206684874372778
ACH-000773,-0.008878325781050885
ACH-000776,-0.2285249250011291
ACH-000777,-0.1077107095336432
ACH-000778,-0.3021106070793668
ACH-000781,-0.09485613865661613
ACH-000782,-0.14257212759285814
ACH-000783,-0.0953637735155429
ACH-000784,-0.1427051367884618
ACH-000785,0.04566170176765968
ACH-000787,-0.06221579646931873
ACH-000788,-0.2109612232443436
ACH-000791,-0.2194753647734683
ACH-000792,-0.1795877650739616
ACH-000794,0.03023485023077416
ACH-000796,-0.1902197257308627
ACH-000798,0.03427281480718166
ACH-000799,-0.11545900297100507
ACH-000800,-0.25417369092343434
ACH-000802,-0.1060189061577638
ACH-000804,-0.19318287739292747
ACH-000805,-0.15108061183410018
ACH-000809,-0.09765669928841374
ACH-000810,-0.2296715949182327
ACH-000811,-0.029150502829232205
ACH-000817,-0.12600067823821362
ACH-000819,-0.2093950119372764
ACH-000820,-0.010035285121234708
ACH-000821,-0.222497562033248
ACH-000822,-0.1373780831217774
ACH-000823,-0.1581300117090239
ACH-000824,-0.2702161754342598
ACH-000827,-0.13400990428154488
ACH-000829,0.13156030170296662
ACH-000831,-0.16908466265423022
ACH-000832,-0.2238701045718191
ACH-000833,-0.2686896647257349
ACH-000834,-0.02840784228400694
ACH-000835,-0.15925958150860173
ACH-000836,-0.17684474347396062
ACH-000837,-0.13240678560967306
ACH-000838,-0.2002667606050613
ACH-000839,-0.198433488419345
ACH-000840,0.07472704721471454
ACH-000841,-0.22740632539540856
ACH-000843,-0.2637592531311018
ACH-000846,-0.11769994365840587
ACH-000847,-0.1115275116694013
ACH-000848,-0.21066706691467346
ACH-000849,-0.2179695776601782
ACH-000851,-0.007711176263528528
ACH-000855,0.03356303168607778
ACH-000856,-0.16346843979844666
ACH-000858,-0.1269166838013472
ACH-000859,-0.2287036049374893
ACH-000861,-0.20741127580386065
ACH-000862,-0.004239572711910157
ACH-000865,-0.18279427073552515
ACH-000866,-0.08900323200186076
ACH-000867,-0.13299809737571353
ACH-000869,-0.21726452334712013
ACH-000872,0.01988341299355957
ACH-000873,-0.005502068765899496
ACH-000876,-0.12486691576587178
ACH-000878,-0.10419709970484836
ACH-000880,-0.30062399691263475
ACH-000881,-0.09017651506733304
ACH-000882,-0.11098379828565652
ACH-000884,-0.1123106699382638
ACH-000885,0.024002734785482552
ACH-000887,-0.07938496122910045
ACH-000889,-0.3740149742806125
ACH-000896,-0.12203961289609055
ACH-000898,-0.021398090594397148
ACH-000900,-0.14944141746766088
ACH-000901,-0.054449328935473364
ACH-000905,-0.2287549091604629
ACH-000906,-0.10719718779259246
ACH-000907,-0.17825785401784755
ACH-000910,-0.06790848144255619
ACH-000911,-0.10704774184045032
ACH-000912,-0.21926995030998234
ACH-000913,-0.12909006071742493
ACH-000915,-0.21180018168960785
ACH-000916,0.10607504978047344
ACH-000917,-0.3080458943569883
ACH-000920,-0.2116583577948107
ACH-000921,-0.10645204379797332
ACH-000924,-0.03817803591484307
ACH-000926,-0.03222576950123195
ACH-000928,-0.16305232798971034
ACH-000929,0.03381083873120797
ACH-000932,-0.1950719957870881
ACH-000935,-0.07878122770338455
ACH-000936,-0.07143847687155437
ACH-000937,-0.20968771085212928
ACH-000938,-0.15308409649553434
ACH-000939,-0.2134381161827447
ACH-000941,-0.33779444808438785
ACH-000943,-0.1296506774435111
ACH-000946,-0.0599230770608107
ACH-000947,-0.08414467779352579
ACH-000948,-0.16657465807900854
ACH-000950,-0.144148707171419
ACH-000953,-0.16928646777007228
ACH-000954,-0.13415588357945302
ACH-000957,-0.07178351125760099
ACH-000958,-0.03497386171105882
ACH-000960,-0.15851566921717886
ACH-000963,-0.2376559085427847
ACH-000968,-0.19014504087201234
ACH-000969,-0.13769355064116442
ACH-000972,-0.3825880532261986
ACH-000973,-0.0332322546611902
ACH-000974,-0.03402901261804694
ACH-000978,-0.14137976139984368
ACH-000984,0.0499836696381332
ACH-000986,-0.20828362943716205
ACH-000988,-0.10190980400396314
ACH-000993,0.03883220437313209
ACH-000994,-0.039860194100929135
ACH-000996,0.12757137761033574
ACH-001001,-0.17660047124626302
ACH-001020,-0.15526508457956278
ACH-001028,-0.2552437599804387
ACH-001031,-0.1275174522003295
ACH-001038,-0.12815755334376494
ACH-001048,-0.2325172516615577
ACH-001050,-0.13376698038197607
ACH-001053,-0.16305551214114486
ACH-001054,-0.01428436451810895
ACH-001061,-0.16474025322356034
ACH-001067,-0.004758369110452792
ACH-001075,0.00017067589628699074
ACH-001096,-0.02597351521498366
ACH-001111,0.1170007357953271
ACH-001119,-0.020195358237647787
ACH-001128,-0.009309237414883516
ACH-001134,-0.0912472557002518
ACH-001151,-0.06997615062587963
ACH-001163,-0.13631160308529353
ACH-001164,0.03224577251358665
ACH-001183,-0.027756234620586188
ACH-001192,-0.21509485538606146
ACH-001193,-0.1064935437924952
ACH-001196,-0.3538256998828289
ACH-001197,-0.027696607978952854
ACH-001205,-0.08909012440136801
ACH-001211,-0.12066208176171747
ACH-001212,-0.2498939682301933
ACH-001228,0.01564723852609689
ACH-001232,-0.13027338566751714
ACH-001239,-0.15230817701762284
ACH-001270,-0.3160427712733186
ACH-001274,-0.11630032556146808
ACH-001275,-0.124471135772196
ACH-001277,-0.05904803039711171
ACH-001278,0.03971574502645826
ACH-001280,-0.14402341681111794
ACH-001283,-0.11534747799912058
ACH-001289,-0.2265207158865096
ACH-001300,-0.14117651226852576
ACH-001301,-0.08914810925281719
ACH-001302,-0.2925091413885131
ACH-001306,-0.197180955960251
ACH-001318,-0.3006563843057725
ACH-001322,0.033375522930172825
ACH-001328,-0.1301853843966738
ACH-001332,-0.139506787902786
ACH-001336,-0.08524213195187469
ACH-001346,-0.18300866801175456
ACH-001353,-0.14621641219055975
ACH-001354,-0.0006670467756985456
ACH-001367,-0.11564054919499593
ACH-001368,-0.17514130224371285
ACH-001374,-0.05397135650643197
ACH-001377,-0.09067174340404807
ACH-001380,-0.14586532735625438
ACH-001391,-0.0472109110672484
ACH-001408,-0.1267266995284579
ACH-001430,-0.0915363766399864
ACH-001431,-0.03081524171474213
ACH-001450,-0.3394024716846031
ACH-001496,-0.17871668669236895
ACH-001500,-0.14722614764794484
ACH-001523,-0.09971048261039704
ACH-001532,-0.019274927532698667
ACH-001550,-0.20309256076246374
ACH-001552,-0.26001341886948914
ACH-001554,-0.1193506393197604
ACH-001654,-0.15369256214529053
ACH-001735,-0.12871851800674994
ACH-001736,-0.10688140989176256
ACH-001737,-0.27904270287783706
ACH-001740,-0.22226637901338744
ACH-001745,-0.2144528807853412
ACH-001765,-0.22280268630099945
