,CPQ (10404)
ACH-000004,-0.06493422894832912
ACH-000005,-0.26053098407547354
ACH-000007,-0.2490253295450871
ACH-000009,-0.05434617608896198
ACH-000011,-0.2981197675826777
ACH-000012,-0.10327405361554104
ACH-000013,-0.0859357275806608
ACH-000014,-0.2502297760591589
ACH-000015,-0.18427841184830868
ACH-000017,-0.16453378530197374
ACH-000018,-0.18953968184514336
ACH-000019,-0.14711188362850014
ACH-000021,-0.15141479344423248
ACH-000022,-0.1964728726612638
ACH-000025,-0.34043599994026474
ACH-000028,-0.13010422739788186
ACH-000030,-0.17071548892342678
ACH-000035,-0.3289218490736805
ACH-000036,-0.15254424435367672
ACH-000037,-0.17949930175797732
ACH-000039,-0.23850856486482025
ACH-000040,-0.1956308451185224
ACH-000041,-0.2600728400899875
ACH-000042,-0.1435276088998323
ACH-000045,-0.19418196083074504
ACH-000047,-0.17188919143422446
ACH-000052,-0.2067099999927467
ACH-000053,-0.14142944595696186
ACH-000054,-0.2083402114336926
ACH-000055,-0.2942070160685654
ACH-000060,-0.4534935995113057
ACH-000067,-0.18779359455244168
ACH-000070,-0.052482534039855866
ACH-000075,-0.08082099188534267
ACH-000078,-0.1699820247463299
ACH-000082,-0.213268420883965
ACH-000085,-0.3341005874738361
ACH-000086,-0.22455173041886775
ACH-000087,-0.17819495030506008
ACH-000092,-0.25358851950601297
ACH-000095,-0.21852525657249255
ACH-000097,-0.19008348413042706
ACH-000098,-0.0983721986899456
ACH-000099,-0.1852072614544324
ACH-000108,-0.2872258924056452
ACH-000113,-0.2467912994690472
ACH-000116,-0.11522454397113875
ACH-000118,-0.2696707257419312
ACH-000120,-0.18156367332035325
ACH-000123,-0.032023804486660944
ACH-000127,-0.1828360464794625
ACH-000128,-0.3526286431697661
ACH-000132,-0.2423613130802517
ACH-000133,-0.15371242643520966
ACH-000137,-0.09808931460265456
ACH-000138,-0.15521023277881582
ACH-000142,-0.18724905873255732
ACH-000143,-0.1018820631537596
ACH-000146,-0.12893549805763735
ACH-000148,-0.253168187865696
ACH-000150,-0.2295788600799307
ACH-000152,-0.16040195819864794
ACH-000153,0.1453293612808251
ACH-000159,-0.1698677842760399
ACH-000160,-0.23983873337090986
ACH-000163,-0.17803719258964135
ACH-000167,-0.15290771407719705
ACH-000168,-0.1791344401303264
ACH-000169,-0.18265529585078266
ACH-000178,-0.21279768050055686
ACH-000183,-0.05924120266379275
ACH-000188,-0.2286559653837384
ACH-000189,-0.41335277827680345
ACH-000190,-0.0623711056445038
ACH-000198,-0.25409997946705104
ACH-000203,-0.5127577385848664
ACH-000204,-0.035390508836131485
ACH-000206,-0.2615360159528702
ACH-000207,-0.2664037962868201
ACH-000208,-0.20155526166705465
ACH-000210,-0.2211486384946792
ACH-000211,-0.2080228139891844
ACH-000215,-0.15251953738298668
ACH-000221,-0.1166471019826532
ACH-000222,-0.07034414438399476
ACH-000223,-0.3088839902743253
ACH-000226,-0.21745395621244995
ACH-000227,-0.32193843083549484
ACH-000228,-0.2800577579406272
ACH-000231,-0.20383985689259
ACH-000232,-0.28423652326502635
ACH-000233,-0.23471978646714464
ACH-000234,-0.14370618540652666
ACH-000235,-0.1488576477878381
ACH-000237,-0.2539602877839681
ACH-000238,-0.167005323562083
ACH-000242,-0.2385777987850377
ACH-000243,-0.17868699199662916
ACH-000244,-0.1068046704583854
ACH-000246,-0.2254206999976951
ACH-000248,-0.2100333253301672
ACH-000250,-0.2663441172119035
ACH-000251,-0.11008173597106648
ACH-000252,-0.11579149310909792
ACH-000253,-0.110957840616524
ACH-000255,-0.024087519394271364
ACH-000256,-0.3139405644762262
ACH-000257,-0.2325285281740889
ACH-000258,-0.08437201509872824
ACH-000259,-0.1979951717149453
ACH-000260,-0.2294646816942613
ACH-000261,-0.1389231607076059
ACH-000262,-0.24271371635935735
ACH-000263,-0.21380322086203812
ACH-000264,-0.2350287907831328
ACH-000265,-0.23389894199094036
ACH-000266,-0.14095869479155734
ACH-000272,-0.24933924172474106
ACH-000274,-0.30509668425300546
ACH-000277,-0.14488258571476104
ACH-000278,-0.2143674586106349
ACH-000279,0.015634361305580054
ACH-000280,0.029672879465796005
ACH-000281,-0.21263168794154716
ACH-000288,-0.06897921115802524
ACH-000291,-0.04315281864394797
ACH-000293,-0.2552003602559996
ACH-000294,-0.05403245759714052
ACH-000295,-0.07387588333902856
ACH-000296,-0.21757919518768115
ACH-000302,-0.1822600466766948
ACH-000304,-0.1814796853829082
ACH-000307,-0.16570714884532348
ACH-000308,-0.13889048180583444
ACH-000310,-0.2567393219891829
ACH-000311,-0.2581413277265523
ACH-000312,-0.12292070566540625
ACH-000315,0.07431097300868697
ACH-000316,-0.1659239166025151
ACH-000317,-0.2147392348672756
ACH-000318,-0.3614639574126765
ACH-000319,-0.08811238384666109
ACH-000320,-0.2387693117693124
ACH-000322,-0.20393940845575376
ACH-000323,-0.06071896141662642
ACH-000324,-0.19961730494641847
ACH-000329,-0.20512254068146774
ACH-000330,-0.2065304461543436
ACH-000331,-0.4233803916911989
ACH-000332,-0.22110198748647197
ACH-000334,-0.20360397213948228
ACH-000335,-0.2763023944125233
ACH-000336,-0.20812240136811053
ACH-000337,-0.11321072846147437
ACH-000338,0.2543941614084038
ACH-000339,-0.1106570605819747
ACH-000341,-0.15769985801847858
ACH-000348,-0.1894510382931816
ACH-000350,-0.18688278557381574
ACH-000352,-0.19437272411924453
ACH-000356,-0.01765216737067093
ACH-000361,-0.10358105334631
ACH-000362,-0.3123632511018332
ACH-000363,-0.18043496279862373
ACH-000364,-0.10897636006795787
ACH-000365,-0.2178732486180971
ACH-000366,-0.17080932192723375
ACH-000368,-0.1929336998160909
ACH-000374,0.04437761282367587
ACH-000375,-0.304864647948293
ACH-000376,-0.13341942389863293
ACH-000381,0.014791456108243674
ACH-000383,-0.2529742556664922
ACH-000387,-0.09028652570192844
ACH-000389,-0.246999042521956
ACH-000390,-0.12849874012078738
ACH-000393,-0.17924842580859926
ACH-000395,-0.1644120436861281
ACH-000396,-0.29423400746358097
ACH-000397,-0.15975050934589094
ACH-000401,-0.2780806218592081
ACH-000402,-0.2580150788390162
ACH-000403,-0.4235790121839111
ACH-000404,-0.2042401734820995
ACH-000406,-0.07824310734342035
ACH-000407,0.011981725330932851
ACH-000408,-0.15348867468679764
ACH-000410,-0.18545317675829973
ACH-000411,-0.10263686008944836
ACH-000414,-0.17220600464274666
ACH-000415,-0.19654477752100533
ACH-000416,-0.11956286203908276
ACH-000420,-0.1845949019599996
ACH-000421,-0.1966162921782789
ACH-000424,-0.1096529387797443
ACH-000425,-0.31655852046770466
ACH-000426,-0.20585188377755112
ACH-000427,-0.16298691722510955
ACH-000433,-0.1309189393705748
ACH-000435,-0.060651192205227675
ACH-000436,-0.2184555312681289
ACH-000444,-0.15958901848567195
ACH-000445,-0.13130860976855527
ACH-000448,-0.3065695851632966
ACH-000450,-0.1978060003734496
ACH-000452,-0.14338564709884735
ACH-000454,-0.0836213070070804
ACH-000458,-0.2094470749213026
ACH-000459,0.06518935491707951
ACH-000460,-0.2346824271383333
ACH-000461,-0.17954976143730222
ACH-000463,-0.14421518094554212
ACH-000464,-0.167339140305035
ACH-000466,-0.14585011096169234
ACH-000467,-0.18449780101488508
ACH-000468,-0.21523644443529366
ACH-000469,-0.17176521645179008
ACH-000470,-0.18633086434407356
ACH-000471,-0.2206306177058112
ACH-000472,-0.2528443745167683
ACH-000473,-0.19840543535443653
ACH-000475,-0.20554362168749002
ACH-000476,-0.1324683129132669
ACH-000477,-0.263525010717784
ACH-000479,-0.34328843155808475
ACH-000480,-0.17847258068027447
ACH-000481,-0.178265754038353
ACH-000483,-0.3100707080534864
ACH-000484,-0.09135901583552224
ACH-000485,-0.2902785687217278
ACH-000486,-0.13626684631778968
ACH-000487,-0.24252426824267445
ACH-000488,-0.06488004364681904
ACH-000490,-0.18263211914197391
ACH-000491,-0.3128944490315934
ACH-000495,-0.4296286499276451
ACH-000496,-0.1009921199216939
ACH-000499,-0.16856466741986587
ACH-000500,-0.3911131739570077
ACH-000502,-0.16841947735409601
ACH-000503,0.009156841844503045
ACH-000505,-0.2635966003551484
ACH-000507,-0.1568101449760859
ACH-000510,-0.24243699967224766
ACH-000511,-0.1967730289282974
ACH-000512,-0.13589614485711546
ACH-000516,-0.1875799774114844
ACH-000517,-0.22299377959927774
ACH-000518,-0.17312318731413898
ACH-000520,-0.2903274027829688
ACH-000521,-0.17301525253346445
ACH-000522,-0.09867885873513103
ACH-000524,-0.1271214356710278
ACH-000527,-0.13563609644796654
ACH-000528,-0.048516853964483214
ACH-000537,-0.11009521880624608
ACH-000541,-0.2205467628650124
ACH-000542,-0.14831278294760045
ACH-000544,-0.21554294906536467
ACH-000545,-0.016327654928515022
ACH-000547,-0.21146222692629227
ACH-000548,-0.21165007548201695
ACH-000549,-0.22131954974764886
ACH-000550,-0.25061343337097913
ACH-000552,-0.18367090745122955
ACH-000556,-0.1414942136265789
ACH-000557,-0.1616140481068467
ACH-000569,-0.2290684247657873
ACH-000570,-0.1120011453023258
ACH-000571,-0.16624793135256066
ACH-000573,-0.10593006847021966
ACH-000576,-0.12690895514096406
ACH-000579,-0.20005919434667388
ACH-000580,-0.1260269739761465
ACH-000584,-0.15112677837126512
ACH-000585,-0.10068651042795572
ACH-000588,-0.12102461036279352
ACH-000589,-0.1006387509798273
ACH-000591,-0.2309678163375649
ACH-000593,-0.15333404933789233
ACH-000600,-0.2619721776824337
ACH-000601,-0.2379230796650237
ACH-000605,-0.2356620744479947
ACH-000606,-0.2158034490791821
ACH-000608,-0.21286855193550644
ACH-000614,-0.10145337666427642
ACH-000616,-0.2094818983680091
ACH-000618,-0.08095170213815593
ACH-000619,-0.3049584771231423
ACH-000620,-0.047633564175766654
ACH-000621,-0.2321557115415732
ACH-000622,-0.2417424520737836
ACH-000623,-0.12556099226038395
ACH-000624,-0.1872540463007957
ACH-000627,-0.11726344039022216
ACH-000630,-0.26393712644970874
ACH-000631,0.040114994951364745
ACH-000632,-0.17093003799277573
ACH-000633,-0.3448682926649537
ACH-000637,-0.1737304100335948
ACH-000638,-0.4416089769508614
ACH-000646,-0.2371117396294278
ACH-000647,-0.17533224132365988
ACH-000648,-0.16968127333423585
ACH-000649,-0.2132565693384469
ACH-000651,-0.0008315503611335717
ACH-000652,-0.0970520078853614
ACH-000653,-0.29281072804987834
ACH-000657,-0.2068422422581253
ACH-000658,-0.2669484507199329
ACH-000661,-0.25123301141361915
ACH-000662,-0.34830827579307194
ACH-000663,-0.1867421180192548
ACH-000665,-0.14375390535052812
ACH-000671,-0.23673127716015954
ACH-000672,0.011383818270950426
ACH-000673,-0.17177934832439656
ACH-000676,-0.014702002988385691
ACH-000677,-0.10512028539980113
ACH-000681,-0.2412685550699201
ACH-000683,-0.14464767123451522
ACH-000684,-0.2702101899669878
ACH-000688,-0.2433781986356838
ACH-000693,-0.2156578281250356
ACH-000694,-0.1582351693414713
ACH-000695,-0.28217158169371925
ACH-000696,-0.3080774537253914
ACH-000697,-0.22037625826498453
ACH-000699,-0.17659614904900445
ACH-000701,-0.09461256106375056
ACH-000706,-0.11962677151773295
ACH-000711,-0.1721576793247924
ACH-000713,-0.17866947420052887
ACH-000714,-0.22148101134284656
ACH-000718,-0.13444323674033018
ACH-000720,-0.12262691482260595
ACH-000721,-0.1829029430735627
ACH-000724,-0.25677552570552303
ACH-000725,-0.15958573843919516
ACH-000732,-0.2585002517505385
