,RRAGA (10670)
ACH-000004,-0.7673575485513799
ACH-000005,-0.7801719182731762
ACH-000007,-0.5528049070270095
ACH-000009,-0.241737804892128
ACH-000011,-0.42302992400974826
ACH-000012,-0.3309471242414037
ACH-000013,-0.4567075907241133
ACH-000014,-0.3580386263569634
ACH-000015,-0.3624657850500953
ACH-000017,-1.015874889419822
ACH-000018,-0.8129202880318845
ACH-000019,-0.43441549669999197
ACH-000021,-0.5915497646835497
ACH-000022,-0.2530073279021669
ACH-000025,-0.4725212468521635
ACH-000028,-0.13612166416844607
ACH-000030,-0.2149961971078304
ACH-000035,-0.18275168274365744
ACH-000036,-0.6432141276797959
ACH-000037,-0.6159980234349651
ACH-000039,-0.11885631695122635
ACH-000040,-0.21259115965017367
ACH-000041,-0.2656752165466361
ACH-000042,-0.20172029112040246
ACH-000045,-0.4565586630515949
ACH-000047,-0.2947161500056741
ACH-000052,-0.4297629332802719
ACH-000053,-0.7216070050630878
ACH-000054,-0.4418628549357018
ACH-000055,-0.4139051734161304
ACH-000060,-0.1668969978475599
ACH-000067,-0.19002657485371466
ACH-000070,-0.7320258948358466
ACH-000075,-0.4591265593195133
ACH-000078,-0.13804846727429776
ACH-000082,-0.4840719222028301
ACH-000085,-0.6718906289403636
ACH-000086,-0.24488797397431056
ACH-000087,-0.4476416025204043
ACH-000092,-0.4764039262451557
ACH-000095,-0.7076738876506519
ACH-000097,-0.4268194338590864
ACH-000098,0.307903813069677
ACH-000099,-0.3280957147403503
ACH-000108,-0.1961295503876536
ACH-000113,-0.6135087781907571
ACH-000116,-0.5053919008137711
ACH-000118,-0.4375247495381225
ACH-000120,-0.18228860356770707
ACH-000123,-0.3196617043161247
ACH-000127,-0.3735409771845255
ACH-000128,-0.15700407067732566
ACH-000132,-0.2466769854395192
ACH-000133,-0.11989120601715783
ACH-000137,-0.29034518825661265
ACH-000138,-0.3887071508831649
ACH-000142,-0.25695354544821586
ACH-000143,-0.4825505063635326
ACH-000146,-0.2283364985246066
ACH-000148,-0.3345466410781924
ACH-000150,-0.573784827661318
ACH-000152,-0.1827391116058172
ACH-000153,-0.4375550499761472
ACH-000159,-0.5521347675794305
ACH-000160,-0.5650554738860025
ACH-000163,-0.26381976693612674
ACH-000167,-0.3988566899686341
ACH-000168,0.05674189867392535
ACH-000169,-0.5981349843253343
ACH-000178,-0.5083383796281201
ACH-000183,-0.5817750339522305
ACH-000188,-0.2985197099801225
ACH-000189,-0.2927609376739493
ACH-000190,-0.4924295862680139
ACH-000198,-0.2191738492813218
ACH-000203,0.18379760765182795
ACH-000204,-0.3017578299574458
ACH-000206,-0.24094481951116506
ACH-000207,-0.25149640335369705
ACH-000208,-0.6370798945906749
ACH-000210,-0.5541378010039384
ACH-000211,-0.5006088613087343
ACH-000215,-0.10519108932749467
ACH-000221,-0.31001817182274594
ACH-000222,-0.6415592932590557
ACH-000223,-0.18880664917217604
ACH-000226,-0.5332962300521222
ACH-000227,-0.18586240810633056
ACH-000228,-0.4966292274528506
ACH-000231,-0.20327747966785872
ACH-000232,-0.6743416987008917
ACH-000233,-0.6500331329966942
ACH-000234,-0.3813547229830996
ACH-000235,-0.3532017514959279
ACH-000237,-0.5041370349089254
ACH-000238,-0.4737662573214113
ACH-000242,-0.0903557342736531
ACH-000243,-0.921244470367777
ACH-000244,-0.4806747570847973
ACH-000246,-0.20698772791671047
ACH-000248,-0.6034692946156704
ACH-000250,-0.1624203479003434
ACH-000251,-0.1785427589596815
ACH-000252,0.017188854909295954
ACH-000253,-0.3277704322479465
ACH-000255,-0.6753546050799373
ACH-000256,-0.37809504378163455
ACH-000257,-0.3043443188327368
ACH-000258,-0.0806463167495422
ACH-000259,-0.5367785472590153
ACH-000260,-0.43158762686166224
ACH-000261,-0.43314602826538107
ACH-000262,-0.1845885495075821
ACH-000263,-0.5086243494785464
ACH-000264,-0.4842866779238548
ACH-000265,-0.27928265969317456
ACH-000266,-0.5025305082484933
ACH-000272,-0.5357131659643629
ACH-000274,-0.13773097155788294
ACH-000277,-0.3556453371457139
ACH-000278,-0.42575218186161984
ACH-000279,-0.3686311682871371
ACH-000280,-0.6921395439974416
ACH-000281,-0.27914256814321525
ACH-000288,-0.4037089945833867
ACH-000291,-0.3821511610547757
ACH-000293,-0.17217708833133388
ACH-000294,0.3015918242651968
ACH-000295,-0.4491143597121657
ACH-000296,-0.2942661164713885
ACH-000302,-0.6354937771269883
ACH-000304,-0.5548000590521457
ACH-000307,-0.6807304149502811
ACH-000308,-0.258375676335016
ACH-000310,-0.25390661307001977
ACH-000311,-0.38207841781401536
ACH-000312,-0.3854179096509362
ACH-000315,-0.8460840745078309
ACH-000316,-0.4153483974155534
ACH-000317,-0.62750317214539
ACH-000318,-0.4134735594289627
ACH-000319,-0.4193331657749686
ACH-000320,-0.6852784544775733
ACH-000322,-0.4319696629062384
ACH-000323,-0.4038422356766583
ACH-000324,-0.2601342492652399
ACH-000329,-0.15322007638107346
ACH-000330,-0.8205535596097954
ACH-000331,-0.7772382923212032
ACH-000332,-0.10576794015587092
ACH-000334,-0.7104371472204873
ACH-000335,-0.4824509920957674
ACH-000336,-0.6970204759942366
ACH-000337,-0.5194951107914785
ACH-000338,0.1057587961024174
ACH-000339,-0.3125855325926562
ACH-000341,-0.32692269620286124
ACH-000348,-0.3262597662733817
ACH-000350,-0.1509618673069408
ACH-000352,-0.7265324964294388
ACH-000356,-0.35229424382248997
ACH-000361,-0.35116521382853233
ACH-000362,-0.004345304406752559
ACH-000363,-0.2730252206669169
ACH-000364,-0.6310821804335613
ACH-000365,-0.9996912206009492
ACH-000366,-0.05476148148341107
ACH-000368,-0.1322040106339188
ACH-000374,-0.3478710619984319
ACH-000375,-0.4519833868369501
ACH-000376,-0.02514045222521017
ACH-000381,-0.2537444135474731
ACH-000383,-0.3583324628870902
ACH-000387,-0.1847874096763982
ACH-000389,-0.25175951746156017
ACH-000390,-0.6150350216615341
ACH-000393,-0.38084424223958624
ACH-000395,-0.28295814035295924
ACH-000396,-0.33815891527552194
ACH-000397,-0.27722932032040865
ACH-000401,-0.20759622255035007
ACH-000402,-0.24701755850349916
ACH-000403,-0.3176848680547023
ACH-000404,-0.516526583268663
ACH-000406,-0.08516570061901375
ACH-000407,-0.5689276609191366
ACH-000408,-0.5064942260066168
ACH-000410,-0.4396276496238336
ACH-000411,-0.3827343748160065
ACH-000414,-0.4715255907099877
ACH-000415,-0.5294542571254275
ACH-000416,-0.2154769318017774
ACH-000420,-0.20978192416881936
ACH-000421,-0.4386159545002702
ACH-000424,-0.4363312834044509
ACH-000425,-0.3329474383815444
ACH-000426,-0.4103287796416499
ACH-000427,-0.4916809794705706
ACH-000433,-0.4183370634232131
ACH-000435,-0.4812379842822159
ACH-000436,0.15611579724387678
ACH-000444,-0.7547031874194592
ACH-000445,-0.22787325333471084
ACH-000448,-0.7217329850158708
ACH-000450,-0.6755173030879253
ACH-000452,-0.08833373027720269
ACH-000454,-0.663847479968116
ACH-000458,-0.543620671912713
ACH-000459,-0.3969065847731499
ACH-000460,-0.4349473511781502
ACH-000461,-0.44735257867885664
ACH-000463,-0.5876988156139725
ACH-000464,-0.2931172065496291
ACH-000466,-0.274033826944453
ACH-000467,-0.176610628649967
ACH-000468,-0.1925795209414478
ACH-000469,-0.3359509939615197
ACH-000470,-0.4263662747202988
ACH-000471,-0.2375713983754916
ACH-000472,-0.4066968674562988
ACH-000473,-0.3674712399920755
ACH-000475,-0.7116491027510341
ACH-000476,-0.4727738454170716
ACH-000477,-0.16874776729403346
ACH-000479,-0.5046417943963252
ACH-000480,-0.6055416369014273
ACH-000481,-0.386942220878048
ACH-000483,-0.23749260181161225
ACH-000484,-0.5391137377376322
ACH-000485,-0.2836421941950165
ACH-000486,-0.4972054392590154
ACH-000487,-0.5097797801906229
ACH-000488,-0.5022034347585513
ACH-000490,-0.6887870821266132
ACH-000491,-0.6214309647101546
ACH-000495,-0.3647025300819614
ACH-000496,-0.7166614271163957
ACH-000499,-0.2674100198248761
ACH-000500,-0.6987901612330241
ACH-000502,-0.5573816149685709
ACH-000503,-0.032600333266746016
ACH-000505,-0.7073539426655511
ACH-000507,-0.12222442776585313
ACH-000510,-0.3620413078270099
ACH-000511,-0.23749076989989745
ACH-000512,-0.4254554091857072
ACH-000516,-0.2985914890584553
ACH-000517,-0.3795336519297781
ACH-000518,-0.5884040537896034
ACH-000520,-0.5030346857557029
ACH-000521,-0.5029915820915688
ACH-000522,-0.6940986610610047
ACH-000524,-0.2433755319514512
ACH-000527,-0.32726117343939864
ACH-000528,-0.3650507920613911
ACH-000537,-0.15106025275413806
ACH-000541,-0.5731972596591303
ACH-000542,-0.8263781020780715
ACH-000544,-0.36788424081386456
ACH-000545,-0.6689860392330692
ACH-000547,-0.04446283223893509
ACH-000548,-0.3394674240045932
ACH-000549,-0.6674584966890663
ACH-000550,-0.2916269524060574
ACH-000552,-0.3756150232401622
ACH-000556,-0.1879489043728554
ACH-000557,-0.1949697073700738
ACH-000569,-0.5851482489215764
ACH-000570,0.043142831595065184
ACH-000571,-0.3336374856025534
ACH-000573,-0.7363997185667212
ACH-000576,-0.2460951762420021
ACH-000579,0.06637429633665945
ACH-000580,-0.29502977993932633
ACH-000584,-0.3657633182418024
ACH-000585,-0.3781660892776492
ACH-000588,-0.4556046546112599
ACH-000589,-0.5195375651850604
ACH-000591,-0.3240589669377709
ACH-000593,-0.21653395819475008
ACH-000600,0.007001729206644133
ACH-000601,-0.26216938223252845
ACH-000605,-0.234924986021927
ACH-000606,-0.15684212647830212
ACH-000608,-0.3026742354045195
ACH-000614,-0.6936861051144975
ACH-000616,-0.4460271935886018
ACH-000618,-0.11386861107827742
ACH-000619,-0.4873008846975716
ACH-000620,-0.31058386704370955
ACH-000621,-0.3058260437862391
ACH-000622,-0.4211058916884988
ACH-000623,-0.02221073954645624
ACH-000624,-0.5094884718484899
ACH-000627,-0.5159522733510021
ACH-000630,-0.5537343648189426
ACH-000631,-0.38718132503728014
ACH-000632,-0.4855882266602776
ACH-000633,-0.039682779973779295
ACH-000637,-0.419882682462588
ACH-000638,-0.3169438941723262
ACH-000646,-0.4974845484999572
ACH-000647,-0.3943822506834808
ACH-000648,-0.8180465128794197
ACH-000649,-0.7457387830026108
ACH-000651,-0.21891462225122135
ACH-000652,-0.4854070756792577
ACH-000653,-0.45662123319874504
ACH-000657,-0.3640029175762865
ACH-000658,-0.2508621122344741
ACH-000661,-0.006446974678750004
ACH-000662,-0.4816475583775911
ACH-000663,-0.5652094814213905
ACH-000665,-0.18888900832041491
ACH-000671,-0.42022297239878464
ACH-000672,-0.3494008358437945
ACH-000673,-0.2007193472704628
ACH-000676,-0.3939233330234133
ACH-000677,-0.4464248106553664
ACH-000681,-0.3493452924978641
ACH-000683,-0.2697860690873871
ACH-000684,-0.5649232750518406
ACH-000688,-0.3580804105021041
ACH-000693,-0.2272876844728396
ACH-000694,-0.5824685869166876
ACH-000695,-0.13939390680072533
ACH-000696,-0.4645164934660244
ACH-000697,-0.4729713452179066
ACH-000699,-0.1954551507048447
ACH-000701,-0.4425714948997552
ACH-000706,-0.23843940414975304
ACH-000711,-0.28768042311270514
ACH-000713,-0.3370475990198692
ACH-000714,-0.4691825314497016
ACH-000718,-0.2310392485492198
ACH-000720,-0.2693606230080008
ACH-000721,-0.671169843511563
ACH-000724,-0.7124945609195505
ACH-000725,-0.26672355186371643
ACH-000732,-0.6078870469891083
ACH-000734,-0.7402980543396116
ACH-000735,-0.7601226976560644
ACH-000736,-0.09253010377775456
ACH-000738,-0.19494036121139804
ACH-000746,-0.22340783811666345
ACH-000747,0.07911351809756699
ACH-000748,-0.4139268980104395
ACH-000753,-0.3690791180913284
ACH-000756,-0.1065964122391586
ACH-000757,-0.3917722981866417
ACH-000758,-0.2031350744249247
ACH-000760,-0.2602520026162891
ACH-000762,-0.7584481955653307
ACH-000763,-0.3851908522997416
ACH-000764,-0.5995664976272455
ACH-000765,-0.5041247049368502
ACH-000766,-0.6512399609439933
ACH-000767,-0.32299498565863505
ACH-000768,-0.25034083856507205
ACH-000769,-0.2536038997973284
ACH-000770,0.12480063322862887
ACH-000771,-0.4373847382958966
ACH-000773,-0.4253930947965112
ACH-000776,-0.0860495405944646
ACH-000777,-0.69515155970789
ACH-000778,-0.3805864562076983
ACH-000781,-0.3891449196484925
ACH-000782,-0.23157933648970264
ACH-000783,-0.39334464448926015
ACH-000784,-0.13468355248895536
ACH-000785,-0.3488854600893583
ACH-000787,-0.4526764390667377
ACH-000788,-0.7355181153936234
ACH-000791,-0.4378683524061629
ACH-000792,-0.7629260811858363
ACH-000794,-0.2511988477633105
ACH-000796,-0.4558557443023492
ACH-000798,-0.3384302122162877
ACH-000799,-0.2079202327069271
ACH-000800,-0.4461463591249071
ACH-000802,-0.5669487209310041
ACH-000804,-0.16672960855439958
ACH-000805,-0.3067595355466313
ACH-000809,-0.2709528589391077
ACH-000810,-0.3643880723944512
ACH-000811,-0.5015341525242444
ACH-000817,-0.7851566195965333
ACH-000819,-0.6237374671184953
ACH-000820,-0.4404045696882375
ACH-000821,-0.12419357958071098
ACH-000822,-0.3531751772240014
ACH-000823,-0.17398733311632292
ACH-000824,-0.2859743098378368
ACH-000827,-0.5669798540298198
ACH-000829,-0.395427419820066
ACH-000831,-0.3543165318059964
ACH-000832,0.12010536757868298
ACH-000833,-0.5503470863203809
ACH-000834,-0.6415889041278543
ACH-000835,-0.7469843017727537
ACH-000836,-0.0693069134435299
ACH-000837,-0.365041004215864
ACH-000838,-0.6963065598455906
ACH-000839,-0.5977237876677504
