,FMNL1 (752)
ACH-000004,-0.2974587883290009
ACH-000005,-0.2921868369075062
ACH-000007,-0.1418272255029315
ACH-000009,-0.16162197872871914
ACH-000011,-0.2637569256408057
ACH-000012,-0.3631889311833997
ACH-000013,-0.247599450839727
ACH-000014,-0.1042654233698674
ACH-000015,-0.1917854780247252
ACH-000017,-0.1651793062592066
ACH-000018,-0.275726289496204
ACH-000019,-0.2383514798901017
ACH-000021,-0.25680937530611325
ACH-000022,-0.14017466503656725
ACH-000025,-0.19778669272918573
ACH-000028,-0.2269842115812474
ACH-000030,-0.22127881804413232
ACH-000035,-0.3820775142565344
ACH-000036,-0.060116742461015525
ACH-000037,-0.16669755299387345
ACH-000039,-0.2093796123150883
ACH-000040,-0.20492613620152092
ACH-000041,-0.3145606870183908
ACH-000042,-0.24799421292403054
ACH-000045,-0.28937157112111545
ACH-000047,-0.3149553450822035
ACH-000052,0.11677313510229805
ACH-000053,-0.16624635958336015
ACH-000054,-0.15875369440711345
ACH-000055,-0.2945577952206466
ACH-000060,-0.32327659532505826
ACH-000067,-0.08021379523143261
ACH-000070,0.06812217607592533
ACH-000075,-0.1847454902681543
ACH-000078,-0.10426716417323477
ACH-000082,-0.17314783855270552
ACH-000085,-0.12485491924210425
ACH-000086,-0.2432937067781223
ACH-000087,-0.185121111236238
ACH-000092,-0.13305513418203754
ACH-000095,-0.21506642296249334
ACH-000097,-0.20014228135570133
ACH-000098,-0.20382111198815386
ACH-000099,-0.166007518593699
ACH-000108,-0.2399991330270346
ACH-000113,-0.1317579195936583
ACH-000116,-0.2549523230833922
ACH-000118,-0.2744546172899086
ACH-000120,-0.21099086452334026
ACH-000123,-0.05270420459672105
ACH-000127,-0.13985019648092234
ACH-000128,-0.16029383697670244
ACH-000132,-0.1578337185155459
ACH-000133,-0.10264246552083192
ACH-000137,-0.24225236443875234
ACH-000138,-0.23071679435971895
ACH-000142,-0.4094731102396781
ACH-000143,-0.16982093703091725
ACH-000146,-0.13599228860514656
ACH-000148,-0.24050303722512384
ACH-000150,-0.15310603323671235
ACH-000152,-0.3528796216882964
ACH-000153,-0.14343327732095612
ACH-000159,-0.12739235402272284
ACH-000160,-0.17842418527121154
ACH-000163,-0.3424867848214093
ACH-000167,0.06847578816521183
ACH-000168,-0.2100668860624768
ACH-000169,-0.13349294919186105
ACH-000178,-0.08952178907337242
ACH-000183,-0.25749264498772545
ACH-000188,-0.3125697182119502
ACH-000189,-0.046013643804759904
ACH-000190,-0.23260552317199704
ACH-000198,-0.18528808451519974
ACH-000203,-0.4784463774881272
ACH-000204,-0.19130619674972849
ACH-000206,-0.20786250346466975
ACH-000207,-0.23768191149739376
ACH-000208,-0.2422014943914481
ACH-000210,-0.1333762841495875
ACH-000211,-0.2820195006070378
ACH-000215,-0.17462815676403154
ACH-000221,-0.15568137590811698
ACH-000222,-0.07341158418816146
ACH-000223,-0.029329764368678343
ACH-000226,-0.2011580933338044
ACH-000227,-0.3416079734917619
ACH-000228,-0.2761673493849468
ACH-000231,-0.24420399361270184
ACH-000232,-0.13421345817630462
ACH-000233,-0.2797546780689591
ACH-000234,-0.21893015918200368
ACH-000235,-0.15618072326859353
ACH-000237,-0.14339852484729734
ACH-000238,-0.32484860269789706
ACH-000242,-0.4713544999326638
ACH-000243,-0.2849173021843446
ACH-000244,-0.2623539981629162
ACH-000246,-0.06219618986495875
ACH-000248,-0.3149179337982768
ACH-000250,-0.20080165842587935
ACH-000251,-0.16850269315436311
ACH-000252,-0.2004479767221971
ACH-000253,-0.17913573183705375
ACH-000255,-0.3048578959814503
ACH-000256,-0.2475890223415568
ACH-000257,-0.12337845666090393
ACH-000258,-0.15503726544476162
ACH-000259,-0.17921404030888888
ACH-000260,-0.2353275090552329
ACH-000261,-0.10999692565550297
ACH-000262,-0.22036588937385254
ACH-000263,-0.10482748096029484
ACH-000264,-0.2666170705981123
ACH-000265,-0.19684715752791054
ACH-000266,-0.2008364275429
ACH-000272,-0.14411287760671568
ACH-000274,-0.282404734592766
ACH-000277,-0.17779260525507684
ACH-000278,-0.14864570706730895
ACH-000279,-0.186612968369813
ACH-000280,-0.22819642943421264
ACH-000281,-0.3019942233917665
ACH-000288,-0.3452817200513913
ACH-000291,-0.2548737473420125
ACH-000293,-0.2561484040520722
ACH-000294,-0.18752023190862596
ACH-000295,-0.3716475815214745
ACH-000296,-0.24793644835571485
ACH-000302,-0.1820875160594783
ACH-000304,-0.02551331545401328
ACH-000307,-0.19030980454438687
ACH-000308,-0.1721447990531091
ACH-000310,-0.3136170232431421
ACH-000311,-0.2150413230498351
ACH-000312,-0.2942108771033832
ACH-000315,-0.3492576970741823
ACH-000316,-0.2804692551865465
ACH-000317,-0.1019283948281852
ACH-000318,-0.1907311350417528
ACH-000319,-0.25323150096741776
ACH-000320,-0.2306513759212099
ACH-000322,-0.0886130087098797
ACH-000323,-0.2402424736215749
ACH-000324,-0.06910176362303416
ACH-000329,-0.1651600605830816
ACH-000330,-0.13222990853721486
ACH-000331,-0.1416118482116267
ACH-000332,-0.3348477601845977
ACH-000334,-0.08367185458721288
ACH-000335,-0.14110338594971267
ACH-000336,-0.4636806298314754
ACH-000337,-0.3808912140274672
ACH-000338,0.2633867116552012
ACH-000339,-0.19135444250808392
ACH-000341,-0.41232811299942224
ACH-000348,-0.2424347072078009
ACH-000350,-0.22661289171281346
ACH-000352,-0.15365197294151225
ACH-000356,-0.310996553474308
ACH-000361,-0.2825264888398554
ACH-000362,-0.2540267079380369
ACH-000363,-0.09269831256817797
ACH-000364,-0.2628026238315929
ACH-000365,-0.09274238513033099
ACH-000366,-0.23345213775280835
ACH-000368,-0.134505836167504
ACH-000374,-0.007538057123426855
ACH-000375,-0.2363843819336961
ACH-000376,-0.1110163939541558
ACH-000381,-0.2208628178866516
ACH-000383,-0.2276075836102509
ACH-000387,-0.2340502687113303
ACH-000389,-0.27340878699274923
ACH-000390,-0.20671075748884749
ACH-000393,-0.12172683947295572
ACH-000395,-0.12971795980956605
ACH-000396,-0.37704837234456784
ACH-000397,-0.3773973004120713
ACH-000401,-0.1131721888200578
ACH-000402,-0.21876055679379505
ACH-000403,-0.2108908193524794
ACH-000404,-0.15139719110501268
ACH-000406,-0.1649925085577849
ACH-000407,-0.09456625805293188
ACH-000408,-0.2285211407483207
ACH-000410,-0.1457141124844734
ACH-000411,-0.16426095803460578
ACH-000414,-0.06423965117137499
ACH-000415,-0.4932677802374819
ACH-000416,-0.2616396508885627
ACH-000420,-0.17933234769480266
ACH-000421,-0.2438141279579173
ACH-000424,-0.3743743691413224
ACH-000425,-0.21109892885613246
ACH-000426,-0.2767576866807073
ACH-000427,-0.15255961301410806
ACH-000433,-0.14574756456403282
ACH-000435,-0.04707523747962429
ACH-000436,-0.2904760912289892
ACH-000444,-0.239897170908314
ACH-000445,-0.29728471852608
ACH-000448,-0.22441357543901688
ACH-000450,-0.11658642483575656
ACH-000452,-0.2056071280306344
ACH-000454,-0.3437147133671491
ACH-000458,-0.2242383867304412
ACH-000459,-0.04632824380298944
ACH-000460,-0.1515174979951188
ACH-000461,-0.20372510895779591
ACH-000463,-0.1796372010874374
ACH-000464,-0.13855113111586911
ACH-000466,-0.1805281931720084
ACH-000467,-0.14054358833942887
ACH-000468,-0.3775457919009808
ACH-000469,-0.17308657207951048
ACH-000470,-0.13211477269321148
ACH-000471,-0.1606182000661809
ACH-000472,-0.228416075154858
ACH-000473,-0.1797297418854201
ACH-000475,-0.15369611898021254
ACH-000476,-0.14085297998670426
ACH-000477,-0.0019209199452905922
ACH-000479,0.017032192189420387
ACH-000480,-0.12551532871842694
ACH-000481,-0.11121027933541072
ACH-000483,-0.2594265916855317
ACH-000484,-0.0011656081046155942
ACH-000485,-0.21555389910685832
ACH-000486,-0.17224679652444433
ACH-000487,-0.09611390057703098
ACH-000488,-0.12035587771811587
ACH-000490,-0.14866084521084985
ACH-000491,-0.2680083047550633
ACH-000495,-0.032943284164924584
ACH-000496,-0.3494331726319973
ACH-000499,-0.10560444352409357
ACH-000500,-0.5089355744682265
ACH-000502,-0.256949950664671
ACH-000503,-0.04773000060612098
ACH-000505,-0.17590375238155778
ACH-000507,-0.04049406370070201
ACH-000510,-0.2029805112091114
ACH-000511,-0.2233218458594854
ACH-000512,-0.012880357353252672
ACH-000516,-0.2021707896710084
ACH-000517,-0.10502360075300256
ACH-000518,-0.1833240468516762
ACH-000520,-0.25524059569977003
ACH-000521,-0.22379387300898987
ACH-000522,-0.15728824317162982
