,PPM1D (8493)
ACH-000253,0.12901580592584375
ACH-000255,-0.0350036295854649
ACH-000256,-0.023067585429886416
ACH-000257,0.18976910355256746
ACH-000258,-0.3081879157716743
ACH-000259,-0.19651638535735916
ACH-000260,0.02821071793711967
ACH-000261,-0.1248951764786865
ACH-000262,-0.29588410778999585
ACH-000263,-0.02446690404273204
ACH-000264,-0.18991745610461508
ACH-000265,0.1133399035715771
ACH-000266,-0.1543491297220451
ACH-000272,-0.3373042780735019
ACH-000274,-0.29807703633866073
ACH-000277,-0.10748716179377102
ACH-000278,-0.10673040501583198
ACH-000279,-0.004961370470970768
ACH-000280,-0.2064037248888592
ACH-000281,0.09998015877991692
ACH-000288,-0.1691677275465811
ACH-000291,-0.017328253803065904
ACH-000293,-0.04774916080473784
ACH-000294,0.1004286804157105
ACH-000295,0.15275870235115804
ACH-000296,0.14397999212346546
ACH-000302,-0.05303639113605201
ACH-000304,-0.3460913429454859
ACH-000307,-0.053430594260355416
ACH-000308,-0.10542437686591484
ACH-000310,-0.3558684982037961
ACH-000311,-0.26211389860749257
ACH-000312,0.03996377167993815
ACH-000315,0.2502647823358409
ACH-000316,-0.12151216813724125
ACH-000317,-0.17403570686170367
ACH-000318,-0.08537369030447646
ACH-000319,-0.07441128443025882
ACH-000320,-0.12157160714739625
ACH-000322,-0.2297295363831376
ACH-000323,0.024606306694211412
ACH-000324,-0.3254408909001452
ACH-000329,-0.2118998005020924
ACH-000330,0.03030867504366432
ACH-000331,0.045167008609684506
ACH-000332,-0.034964631429735445
ACH-000334,-0.21364692291056306
ACH-000335,-0.31930724713043784
ACH-000336,-0.10657538555101324
ACH-000337,-0.11124952069868002
ACH-000338,-0.5890110558340682
ACH-000339,0.011806148648726615
ACH-000341,0.05669286736766401
ACH-000348,-0.17162262392725022
ACH-000350,-0.06345706698746216
ACH-000352,0.05017308138300013
ACH-000356,0.02749975969850176
ACH-000361,-0.12395360307005293
ACH-000362,-0.5350095587465921
ACH-000363,-0.08137235683510845
ACH-000364,-0.5207949385395342
ACH-000365,-0.02511822417966284
ACH-000366,-0.025820485988065627
ACH-000368,-0.1569008602657528
ACH-000374,0.16543293366845874
ACH-000375,-0.4763575050449568
ACH-000376,-0.15268003536421154
ACH-000381,0.09311618935169848
ACH-000383,-0.16184478232204666
ACH-000387,0.08110454100221556
ACH-000389,-0.2977577844881617
ACH-000390,0.03392566506564353
ACH-000393,0.01634032663900306
ACH-000395,-0.01382601916686274
ACH-000396,0.1177481253285534
ACH-000397,0.009045850330149388
ACH-000401,0.14480704146916806
ACH-000402,-0.2122902988779423
ACH-000403,-0.016008562928841702
ACH-000404,-0.3038661056074549
ACH-000406,0.08851954202446621
ACH-000407,-0.12243940638050398
ACH-000408,0.20365904800704066
ACH-000410,-0.111668180485808
ACH-000411,-0.567651329527778
ACH-000414,-0.14002668480184266
ACH-000415,0.0992168877849684
ACH-000416,-0.10422186940017232
ACH-000420,0.041161527929493916
ACH-000421,-0.024008409784839417
ACH-000424,-0.08543395181999923
ACH-000425,-0.36615389254427
ACH-000426,0.4784210339969133
ACH-000427,-0.1758915622578872
ACH-000433,-0.2656088902068202
ACH-000435,0.002548188129243398
ACH-000436,-0.2842244928976793
ACH-000444,-0.18557300430209106
ACH-000445,-0.0161979026507962
ACH-000448,-0.18308653501311292
ACH-000450,-0.12813625745944074
ACH-000452,-0.06905303891862583
ACH-000454,0.10381479782739048
ACH-000458,-0.10118967429803016
ACH-000459,-0.5559356355031575
ACH-000460,-0.037387497652096834
ACH-000461,0.14924638937665166
ACH-000463,-0.4374882612108384
ACH-000464,-0.1482494070699044
ACH-000466,0.08867893166657892
ACH-000467,0.05576639594091077
ACH-000468,-0.17116697073141696
ACH-000469,-0.18071990754653494
ACH-000470,-0.1088959940655021
ACH-000471,-0.18628489000995413
ACH-000472,-0.1392971455369376
ACH-000473,-0.01831686846470742
ACH-000475,-0.057957147516260535
ACH-000476,-0.17351047861338031
ACH-000477,-0.5774242106567788
ACH-000479,-0.08631637779056289
ACH-000480,-0.08631471097411493
ACH-000481,-0.02647252914699076
ACH-000483,-0.1475557516488789
ACH-000484,-0.19706481984678428
ACH-000485,-0.367115116681086
ACH-000486,-0.07074861126354902
ACH-000487,-0.12306087006143245
ACH-000488,-0.05105812010354
ACH-000490,-0.08040976468948129
ACH-000491,-0.04073483120724007
ACH-000495,-0.6544081720286031
ACH-000496,0.0008057071901961062
ACH-000499,0.12946591659900866
ACH-000500,-0.2626530422246849
ACH-000502,-0.0374878173734401
ACH-000503,-0.2269982471812564
ACH-000505,-0.1557446411123068
ACH-000507,0.037267411482492456
ACH-000510,-0.09115180121115267
ACH-000511,-0.2625607747156047
ACH-000512,0.4242637634694029
ACH-000516,-0.20389495833909635
ACH-000517,-0.16748625289794522
ACH-000518,0.0888240339976751
ACH-000520,0.04474219075656992
ACH-000521,-0.08051024760393642
ACH-000522,-0.1960353887324949
ACH-000524,-0.08770820484136145
ACH-000527,-0.2255880072353541
ACH-000528,-0.07849145116703965
ACH-000537,-0.17916049988864272
ACH-000541,0.18214073268727424
ACH-000542,-0.25053541385323996
ACH-000544,0.05967533361509105
ACH-000545,0.014053053312369891
ACH-000547,-0.1353489737152114
ACH-000548,-0.18716858112459708
ACH-000549,0.039394420870066164
ACH-000550,-0.13611701495674966
ACH-000552,0.2012632621037054
ACH-000556,0.039545754482028884
ACH-000557,-0.16706577641798712
ACH-000569,-0.1673041064284182
ACH-000570,-0.21723819145321893
ACH-000571,-0.2995126850509832
ACH-000573,-0.1275504557764353
ACH-000576,0.282091809488038
ACH-000579,-0.1605270381617965
ACH-000580,-0.5246975715334569
ACH-000584,-0.03627179659376655
ACH-000585,0.014776595135833657
ACH-000588,0.06866015879853417
ACH-000589,-0.12906671387740598
ACH-000591,-0.2669830270054606
ACH-000593,-0.2840610534672261
ACH-000600,-0.4410183749280651
ACH-000601,0.03166708567461718
ACH-000605,0.017292927344797763
ACH-000606,-0.052829848824644345
ACH-000608,-0.11872314809957295
ACH-000614,-0.4655035447408247
ACH-000616,-0.09846080493078443
ACH-000618,0.02609660551486113
ACH-000619,-0.010428454839622537
ACH-000620,-0.2224938979802528
ACH-000621,-0.08465470090768698
ACH-000622,0.08238491136045256
ACH-000623,-0.26792408260886
ACH-000624,0.02121682326093296
ACH-000627,-0.017434776270088232
ACH-000630,0.013937018806162738
ACH-000631,-0.4195133604959168
ACH-000632,-0.17481250026607995
ACH-000633,-0.08881834748351168
ACH-000637,-0.120846968356981
ACH-000638,0.1870056431787187
ACH-000646,-0.07016127135452695
ACH-000647,-0.1277842486796399
ACH-000648,-0.3937198176630163
ACH-000649,-0.2280312194214889
ACH-000651,0.2120676137819672
ACH-000652,0.16478145006976566
ACH-000653,0.12250499933399345
ACH-000657,-0.18287650295928445
ACH-000658,0.05160333894166864
ACH-000661,-0.19892150769092104
ACH-000662,-0.07039307447335097
ACH-000663,-0.4381786862558081
ACH-000665,-0.17256680043481934
ACH-000671,0.202422991805288
ACH-000672,0.07286793972039354
ACH-000673,-0.11862280211447444
ACH-000676,-0.21800043963246213
ACH-000677,-0.4397872574295468
ACH-000681,-0.4901847587390133
ACH-000683,-0.07393308174716201
ACH-000684,-0.5114052059415048
ACH-000688,-0.1322074982019389
ACH-000693,0.05577622242701948
ACH-000694,-0.0492374347427213
ACH-000695,-0.05750693863841196
ACH-000696,-0.04049698778953892
ACH-000697,-0.08644211116582515
ACH-000699,-0.03439960420082785
ACH-000701,0.1257177225182813
ACH-000706,-0.032542276857747576
ACH-000711,0.03687333428679467
ACH-000713,0.02372658503943225
ACH-000714,0.2748825368241017
ACH-000718,-0.06828018826422387
ACH-000720,-0.07503887001893429
ACH-000721,0.05487437134750276
ACH-000724,0.003114987297757304
ACH-000725,0.05121186746983525
ACH-000732,0.2158704408006996
ACH-000734,0.029123367051745137
ACH-000735,-0.001311106828064675
ACH-000736,-0.0338144042789063
ACH-000738,0.0321148302830743
ACH-000746,-0.07869846330960469
ACH-000747,0.092083932956357
ACH-000748,-0.2438205398431318
ACH-000753,-0.009953833916063706
ACH-000756,-0.13269370367391226
ACH-000757,-0.12460199969460985
ACH-000758,0.11286275011957067
ACH-000760,-0.025816244004206762
ACH-000762,-0.12770758683723182
ACH-000763,0.05551558397784296
ACH-000764,0.03249060928409121
ACH-000765,0.024454051951178918
ACH-000766,-0.10212614606363757
ACH-000767,-0.10978203269765432
ACH-000768,-0.012997992208270031
ACH-000769,0.17247121216324265
ACH-000770,0.10812347805882744
ACH-000771,0.08127330913396315
ACH-000773,-0.2328355138868025
ACH-000776,-0.5065057467390518
ACH-000777,-0.013468730207825508
ACH-000778,0.09374056284252093
ACH-000781,0.0018053055936818566
ACH-000782,0.262466774229487
ACH-000783,0.04571584113004655
ACH-000784,-0.08678653123194875
ACH-000785,-0.10832261403339953
ACH-000787,0.035720528652031486
ACH-000788,-0.08473096834824523
ACH-000791,-0.06393512213701111
ACH-000792,-0.016479692258707664
ACH-000794,-0.05625292006110109
ACH-000796,-0.10069758537713352
ACH-000798,0.048397833087826414
ACH-000799,0.07327495231902327
ACH-000800,-0.07890778590690661
ACH-000802,0.004739686450677822
ACH-000804,-0.4590444863066218
ACH-000805,-0.18587631974686736
ACH-000809,-0.0230764900306681
ACH-000810,-0.18462089604058884
ACH-000811,-0.2453308734246732
ACH-000817,0.16185540696387804
ACH-000819,0.0035593116995046225
ACH-000820,0.060827144627425875
ACH-000821,0.15063890654708542
ACH-000822,-0.2921588787810514
ACH-000823,-0.01830886419263556
ACH-000824,-0.10618298135931754
ACH-000827,-0.14530642789701154
ACH-000829,-0.1952216782217741
ACH-000831,0.19028421969774406
ACH-000832,0.019783076381018155
ACH-000833,0.19696877987673764
ACH-000834,-0.11761119359277848
ACH-000835,-0.06158452033285236
ACH-000836,-0.047116175159941855
ACH-000837,0.0601778109767496
ACH-000838,-0.15766164130221058
ACH-000839,-0.04524966849880991
ACH-000840,0.05465535288869334
ACH-000841,0.01028975112025712
ACH-000843,-0.03321921259301673
ACH-000846,0.17164826941028485
ACH-000847,0.12766701313340453
ACH-000848,0.07333949289064881
ACH-000849,-0.05406745349026447
ACH-000851,0.2425393700028929
ACH-000855,0.07530530039437533
ACH-000856,-0.027726203554907423
ACH-000858,0.0566867520050746
ACH-000859,-0.0055238721358048075
ACH-000861,0.037704025284476736
ACH-000862,0.00030251182668003643
ACH-000865,-0.07841423280693782
ACH-000866,0.14861501943066496
ACH-000867,-0.15875926537715146
ACH-000869,-0.11134476623600036
ACH-000872,0.08804602240134682
ACH-000873,0.17252036293800022
ACH-000876,-0.1319032100538882
ACH-000878,0.2828353376975949
ACH-000880,-0.3941581880575588
ACH-000881,-0.5803057670731266
ACH-000882,-0.2255460827500784
ACH-000884,-0.04328028694999803
ACH-000885,-0.4812851197858559
ACH-000887,-0.10234243236847657
ACH-000889,0.1439816902057854
ACH-000896,0.007063207007902777
ACH-000898,-0.4692929930492729
ACH-000900,0.12808032215414805
ACH-000901,-0.09565138029388233
ACH-000905,-0.013177117684665616
ACH-000906,-0.07598583396561116
ACH-000907,-0.16991489944818722
ACH-000910,0.09594861562800636
ACH-000911,0.1169489460696291
ACH-000912,-0.038396272335005234
ACH-000913,0.09304769097265574
ACH-000915,-0.11495131531347368
ACH-000916,0.3485512727796338
ACH-000917,0.10169813681274276
ACH-000920,0.28372540409159075
ACH-000921,0.037192604386043736
ACH-000924,-0.08280845735688737
ACH-000926,0.0613303776507637
ACH-000928,-0.15327631180655935
ACH-000929,0.18550496433413424
ACH-000932,-0.1558241718653886
ACH-000935,-0.2949823615852626
ACH-000936,0.23426023126221726
ACH-000937,0.07034951141281147
ACH-000938,-0.2820414121371665
ACH-000939,0.3307728125718075
ACH-000941,0.033065019197477626
ACH-000943,0.05354919204784709
ACH-000946,-0.26374669151087626
ACH-000947,-0.4588054008271938
ACH-000948,-0.3954396007760643
ACH-000950,-0.18886801607668602
ACH-000953,0.2380493345090812
ACH-000954,0.026327374263352903
ACH-000957,-0.314247850841704
ACH-000958,-0.13200428086510393
ACH-000960,-0.5842704750403032
ACH-000963,-0.7051323808248631
ACH-000968,-0.3690779007797267
ACH-000969,0.15549141649230566
ACH-000972,-0.06984586028921644
ACH-000973,-0.09553780574497456
ACH-000974,-0.19666407010586215
ACH-000978,0.3191853458678648
ACH-000984,-0.269842637596168
ACH-000986,0.19239164570843
ACH-000988,0.05042473553997803
ACH-000993,0.18405459798274654
ACH-000994,0.16342592813131687
ACH-000996,0.21227234107251253
ACH-001001,-0.07582243595344712
ACH-001020,-0.16516177594167844
ACH-001028,-0.03467994923876365
ACH-001031,-0.3465539135488152
ACH-001038,-0.0824637685499712
ACH-001048,0.010233609855823222
ACH-001050,-0.5309955695045491
ACH-001053,-0.1059918465828612
ACH-001054,-0.6863557686121121
ACH-001061,-0.08208134718650277
ACH-001067,-0.3537714536345856
ACH-001075,-0.486531331036985
ACH-001096,-0.026757606782358143
ACH-001111,0.25431667489133586
ACH-001119,-0.07765895311122797
ACH-001128,-0.24970838094100475
ACH-001134,-0.43438558908565694
ACH-001151,-0.10558435587753127
ACH-001163,0.06529585031641452
ACH-001164,-0.4867904012497013
ACH-001183,-0.1393273903310589
ACH-001192,0.0920630923025965
ACH-001193,-0.10259416782921953
ACH-001196,0.13147535898959198
ACH-001197,0.19206751085527887
ACH-001205,-0.242498894810193
ACH-001211,-0.23320039790366198
ACH-001212,-0.4193118673300263
ACH-001228,0.07789020133362172
ACH-001232,-0.17758950740916046
ACH-001239,-0.31677281456176903
ACH-001270,-0.044091716144099256
ACH-001274,-0.34268529309011353
ACH-001275,-0.39980153434825216
ACH-001277,0.11566430641332275
ACH-001278,-0.2829414953158572
ACH-001280,-0.9377279647531848
ACH-001283,-0.4104074158680499
ACH-001289,-0.6446001416257429
ACH-001300,-0.5595260677370062
ACH-001301,-0.42417079199219226
ACH-001302,-0.5025049675395329
ACH-001306,-0.196817879791099
ACH-001318,0.08605227758209456
ACH-001322,0.07899132513343075
ACH-001328,-0.013031314474175942
ACH-001332,0.13981473612940848
ACH-001336,-0.007281479993339856
ACH-001346,-0.060387372338618836
ACH-001353,-0.10922613913639964
ACH-001354,-0.11670943774378045
ACH-001367,-0.003831420789197951
ACH-001368,0.022835210641029974
ACH-001374,-0.5240976770586083
ACH-001377,-0.612849888431838
ACH-001380,0.03452142975863436
ACH-001391,-0.16262814029986875
ACH-001408,0.017503774817097674
ACH-001430,-0.19014906603869708
ACH-001431,-0.33966409744148085
ACH-001450,-0.07143133548759333
ACH-001496,0.02752920476298585
ACH-001500,0.13207903211037467
ACH-001523,0.117336969673619
ACH-001532,-0.6610466116157923
ACH-001550,-0.09259842630285063
ACH-001552,-0.0007378071616771944
ACH-001554,-0.24002391602788814
ACH-001654,-0.1491743002633441
ACH-001735,0.09659964446305333
ACH-001736,-0.004413852433078417
ACH-001737,0.10956129006093453
ACH-001740,-0.2753006257852948
ACH-001745,-0.1461712088236762
ACH-001765,-0.10124914626092732
