,NSFL1C (55968)
ACH-000374,-0.2403558978370852
ACH-000375,-0.06208073817205249
ACH-000376,-0.3655604200812359
ACH-000381,-0.2758759422823309
ACH-000383,-0.06751720760688519
ACH-000387,-0.23234813803062004
ACH-000389,-0.5990334692370729
ACH-000390,-0.1866087222518666
ACH-000393,-0.17261686208606425
ACH-000395,-0.1148711175728086
ACH-000396,-0.33394725427005484
ACH-000397,-0.2306427135042021
ACH-000401,-0.1923472315259563
ACH-000402,0.28373251359126656
ACH-000403,-0.21521550328418684
ACH-000404,-0.43982850453614974
ACH-000406,-0.1292282429134984
ACH-000407,-0.2677933459977665
ACH-000408,-0.23147319300904065
ACH-000410,-0.3900779309650461
ACH-000411,-0.3081066903280529
ACH-000414,-0.2142199504971112
ACH-000415,-0.0720998340633271
ACH-000416,-0.2624024107258217
ACH-000420,-0.2595555402990079
ACH-000421,-0.09004946899592156
ACH-000424,-0.2544794113757312
ACH-000425,-0.3731008749277997
ACH-000426,-0.41963269527045816
ACH-000427,-0.3471777981149829
ACH-000433,-0.20448111959708468
ACH-000435,-0.25531803890592364
ACH-000436,-0.4136228355884368
ACH-000444,-0.03915431403502418
ACH-000445,-0.15384733690234909
ACH-000448,-0.09101748281039468
ACH-000450,-0.2986527686743809
ACH-000452,0.018311009417036343
ACH-000454,-0.1576662792534866
ACH-000458,-0.1824579239509273
ACH-000459,-0.07724136840443895
ACH-000460,-0.19543468295270905
ACH-000461,-0.16137727243925962
ACH-000463,-0.22769738981766385
ACH-000464,-0.19789446833426091
ACH-000466,-0.18257937196833748
ACH-000467,-0.3811952091794168
ACH-000468,-0.08470215723122135
ACH-000469,-0.2836266259586026
ACH-000470,-0.191280996683838
ACH-000471,-0.055761001394920434
ACH-000472,-0.28383948066171394
ACH-000473,-0.2429241391771777
ACH-000475,-0.2127322558222401
ACH-000476,-0.09887659602230997
ACH-000477,-0.19273869287264694
ACH-000479,0.05589857615476447
ACH-000480,-0.08304397079622078
ACH-000481,-0.14223007615717911
ACH-000483,-0.3081006229571065
ACH-000484,-0.3577621843262839
ACH-000485,-0.13022143711629408
ACH-000486,-0.22207924223209036
ACH-000487,-0.3339243571399807
ACH-000488,-0.2199007734811144
ACH-000490,-0.30243500262402384
ACH-000491,-0.38868739514247214
ACH-000495,-0.2352704810612663
ACH-000496,-0.2443564386618673
ACH-000499,-0.055416672252231285
ACH-000500,0.08502531931388639
ACH-000502,-0.06141410929521043
ACH-000503,-0.20280779601674587
ACH-000505,-0.29355758053848585
ACH-000507,-0.004823603556463244
ACH-000510,-0.21703609090161174
ACH-000511,-0.2718268138392237
ACH-000512,-0.19943918330916746
ACH-000516,-0.4425974141387439
ACH-000517,-0.2387012580030862
ACH-000518,-0.22493553018633866
ACH-000520,-0.13522342240353866
ACH-000521,-0.4063412497810753
ACH-000522,-0.1820966611949647
ACH-000524,-0.22423010031104415
ACH-000527,-0.29636555520762864
ACH-000528,-0.2006364644935137
ACH-000537,-0.06702890900482157
ACH-000541,-0.3589342290765345
ACH-000542,-0.1481661176074722
ACH-000544,-0.03500143354480563
ACH-000545,-0.13137607201303533
ACH-000547,-0.13814792393090206
ACH-000548,-0.2688771702212465
ACH-000549,-0.3103076815080595
ACH-000550,-0.2828157282463014
ACH-000552,-0.18453560272550984
ACH-000556,-0.14313810480718694
ACH-000557,-0.3405939578943326
ACH-000569,-0.14599869117403272
ACH-000570,-0.07034449734994913
ACH-000571,-0.2251596000652613
ACH-000573,-0.2023491168647666
ACH-000576,-0.3616880921142533
ACH-000579,-0.07703778359792228
ACH-000580,-0.21917544968824015
ACH-000584,-0.14051278920791116
ACH-000585,-0.09604665223558777
ACH-000588,-0.24116358700351195
ACH-000589,-0.26161753042472485
ACH-000591,-0.1803960348140587
ACH-000593,-0.14798200882847226
ACH-000600,-0.05930911856402725
ACH-000601,-0.1514424330925511
ACH-000605,-0.12110238045117315
ACH-000606,-0.2286631462837335
ACH-000608,-0.10301378199175236
ACH-000614,-0.3935566416147811
ACH-000616,-0.2875282717708133
ACH-000618,-0.2265734251380988
ACH-000619,-0.07314222488320968
ACH-000620,-0.1475379363893205
ACH-000621,-0.19267554869400305
ACH-000622,-0.1976006341553621
ACH-000623,-0.09924173943214452
ACH-000624,-0.2455975170676169
ACH-000627,-0.2934748188032656
ACH-000630,-0.08325831351311863
ACH-000631,-0.3491290543740975
ACH-000632,-0.2330732240158757
ACH-000633,0.0002053738393034941
ACH-000637,-0.06778647410644044
ACH-000638,-0.14028050000481207
ACH-000646,-0.2428041840268981
ACH-000647,-0.13819296007195006
ACH-000648,-0.2874436994760577
ACH-000649,-0.20391863608830169
ACH-000651,-0.14534468774603132
ACH-000652,-0.2550892795904461
ACH-000653,-0.2673297165920698
ACH-000657,-0.22587939398630424
ACH-000658,-0.11656286951257025
ACH-000661,-0.466907548041545
ACH-000662,-0.40634754788973226
ACH-000663,-0.1531838888663316
ACH-000665,-0.13134812836606086
ACH-000671,-0.2879987198070602
ACH-000672,-0.10445357723546646
ACH-000673,-0.18319099642935785
ACH-000676,-0.0902112622680155
ACH-000677,-0.20061992425177727
ACH-000681,-0.08513385449672302
ACH-000683,-0.06452989604239967
ACH-000684,-0.28287805777192626
ACH-000688,-0.29724098037376623
ACH-000693,-0.01994983782773667
ACH-000694,-0.21393430801140784
ACH-000695,-0.2026950145863667
ACH-000696,-0.30631008989660985
ACH-000697,-0.29510396392601057
ACH-000699,-0.3495103075146569
ACH-000701,-0.07271818669454481
ACH-000706,-0.10010130044406226
ACH-000711,-0.18368936677784375
ACH-000713,-0.21497756272848825
ACH-000714,-0.2901707309868581
ACH-000718,-0.20019400557098527
ACH-000720,-0.23343567548979546
ACH-000721,-0.19068024131576014
ACH-000724,-0.2446122720104232
ACH-000725,-0.14128716127019975
ACH-000732,-0.2352100807995232
ACH-000734,-0.03220486833576583
ACH-000735,-0.043409735825192905
ACH-000736,-0.1796330938420014
ACH-000738,-0.12580098919824287
ACH-000746,-0.1690725002985119
ACH-000747,-0.3617310616281881
ACH-000748,-0.12107759557142204
ACH-000753,-0.2908541506425602
ACH-000756,-0.26867007638470114
ACH-000757,-0.07892203956836341
ACH-000758,-0.32241094821612026
ACH-000760,-0.1885148347098818
ACH-000762,-0.2521093226664378
ACH-000763,-0.5247584388736184
ACH-000764,-0.2524263237843796
ACH-000765,-0.1733647396439433
ACH-000766,-0.13182451595174327
ACH-000767,-0.3084890876342265
ACH-000768,-0.1997922022940303
ACH-000769,-0.13971231149314367
ACH-000770,-0.1361508962554407
ACH-000771,-0.25865619274399393
ACH-000773,-0.3057053624090523
ACH-000776,-0.10132580720046352
ACH-000777,-0.2178150081572296
ACH-000778,-0.08749389153386279
ACH-000781,-0.13519109276149102
ACH-000782,-0.1678857440440147
ACH-000783,-0.1565878394645667
ACH-000784,-0.08284588419096005
ACH-000785,-0.27570394675614057
ACH-000787,-0.12222510485531315
ACH-000788,-0.2687267662655887
ACH-000791,-0.12647515271774634
ACH-000792,-0.195761824007138
ACH-000794,-0.1249424495302185
ACH-000796,-0.10035905029240158
ACH-000798,-0.16129761830779818
ACH-000799,-0.21166235285536808
ACH-000800,-0.07307115745078571
ACH-000802,-0.031563562908522816
ACH-000804,0.056337515032259186
ACH-000805,-0.3239689993929866
ACH-000809,-0.15926428974239082
ACH-000810,-0.33385795667791623
ACH-000811,-0.2046093401260922
ACH-000817,-0.2878929361357216
ACH-000819,-0.1832694114201248
ACH-000820,-0.0022375433551116647
ACH-000821,-0.06921692062067862
ACH-000822,-0.3609034130050724
ACH-000823,-0.16323539146488306
ACH-000824,-0.12276111791440382
ACH-000827,-0.3899841634585667
ACH-000829,-0.2481331871487014
ACH-000831,-0.04081852728614711
ACH-000832,-0.19720832467740648
ACH-000833,-0.08023349061494665
ACH-000834,-0.16530929385012566
ACH-000835,-0.17062123791194528
ACH-000836,-0.22239448690277533
ACH-000837,-0.2859437748326685
ACH-000838,-0.22117530686866035
ACH-000839,-0.20687655024929816
ACH-000840,-0.10239648163530053
ACH-000841,-0.12244201342682913
ACH-000843,-0.05513498268697986
ACH-000846,-0.2390359723376265
ACH-000847,-0.3171261372037431
ACH-000848,-0.03040946159225507
ACH-000849,-0.1971914355486801
ACH-000851,-0.14895593660078846
ACH-000855,-0.12854179493340945
ACH-000856,-0.08792782722200497
ACH-000858,-0.1423791882953976
ACH-000859,-0.2963336327087953
ACH-000861,-0.22990394418273685
ACH-000862,-0.22805518622037685
ACH-000865,-0.045886630891247095
ACH-000866,-0.041202679053796994
ACH-000867,-0.18710811998721505
ACH-000869,-0.14983519381518584
ACH-000872,0.09757731096780582
ACH-000873,-0.3575425842861014
ACH-000876,-0.2700714335886044
ACH-000878,0.0042556047802637074
ACH-000880,-0.1631158330823328
ACH-000881,-0.2899984090979953
ACH-000882,-0.1127868107426882
ACH-000884,-0.25086472297261897
ACH-000885,-0.20847078819744505
ACH-000887,-0.061818690534154036
ACH-000889,-0.2173330712670944
ACH-000896,0.05420600314076632
ACH-000898,-0.20190921412204288
ACH-000900,-0.1900756835459829
ACH-000901,-0.18474677064729156
ACH-000905,-0.2110824339545965
ACH-000906,-0.16555524259677548
ACH-000907,0.045695358368453134
ACH-000910,-0.1487011225740946
ACH-000911,-0.052214896865134725
ACH-000912,-0.2053965553538024
ACH-000913,-0.2735342480299149
ACH-000915,-0.2900854614963018
ACH-000916,-0.14963173114161074
ACH-000917,-0.15765025243340736
ACH-000920,-0.05568330737915332
ACH-000921,-0.1660227513284885
ACH-000924,-0.006747014304146729
ACH-000926,-0.08404076317508576
ACH-000928,-0.1154962210809248
ACH-000929,-0.07357827749698698
ACH-000932,-0.2314024127469671
ACH-000935,-0.2473737157324984
ACH-000936,-0.13668007232478988
ACH-000937,-0.0671621142390187
ACH-000938,-0.19683841486174614
ACH-000939,-0.3773956799939555
ACH-000941,-0.1685328257437764
ACH-000943,-0.10561315185845564
ACH-000946,-0.15088838659461073
ACH-000947,-0.2962578746455014
ACH-000948,-0.19949943157294872
ACH-000950,-0.2748338505386738
ACH-000953,-0.013796145744094844
ACH-000954,-0.11313938796638108
ACH-000957,-0.2505773107550085
ACH-000958,-0.16038251117023028
ACH-000960,-0.06532951606198767
ACH-000963,-0.14571744855876864
ACH-000968,-0.14203461723360195
ACH-000969,-0.2521051630961359
ACH-000972,-0.33433535426728883
ACH-000973,-0.2579137588363127
ACH-000974,-0.20426557257172345
ACH-000978,-0.1468311196981393
ACH-000984,-0.17198296335615088
ACH-000986,-0.3906014191608483
ACH-000988,-0.2898743176594247
ACH-000993,-0.2611356728098839
ACH-000994,-0.14526736024907605
ACH-000996,-0.22216857193389086
ACH-001001,-0.16930569264402234
ACH-001020,-0.1427516401781701
ACH-001028,-0.06240306891085461
ACH-001031,-0.08949976380794132
ACH-001038,-0.1276104727312019
ACH-001048,-0.240467893858472
ACH-001050,-0.1621446999554589
ACH-001053,-0.18889690031844075
ACH-001054,-0.09390400017385356
ACH-001061,-0.23978155286674024
ACH-001067,-0.15822066031681672
ACH-001075,-0.1301726223033496
ACH-001096,-0.08058972162458633
ACH-001111,-0.3114689098518536
ACH-001119,-0.13241333338168546
ACH-001128,-0.3806789819488106
ACH-001134,-0.1598392205013406
ACH-001151,-0.04540521058877884
ACH-001163,-0.22267263558933306
ACH-001164,-0.2313639101227636
ACH-001183,-0.18219478545272555
ACH-001192,-0.06728158571830578
ACH-001193,-0.2053370489655809
ACH-001196,-0.27985812074167915
ACH-001197,-0.15561327921984716
ACH-001205,-0.16448274198907173
ACH-001211,-0.039221601928019
ACH-001212,-0.20584388093711076
ACH-001228,-0.22884422410398786
ACH-001232,-0.3563089025278637
ACH-001239,-0.18977392655753966
ACH-001270,-0.4438522957181592
ACH-001274,-0.04758774036245125
ACH-001275,-0.20709024273167528
ACH-001277,-0.2618238942138911
ACH-001278,0.04551740134741838
ACH-001280,-0.345546450412503
ACH-001283,-0.036907172235567116
ACH-001289,-0.07728042823929028
ACH-001300,0.06549188889993551
ACH-001301,-0.1832366327228257
ACH-001302,-0.002142947066225371
ACH-001306,-0.15524982708944995
ACH-001318,-0.040210205095149575
ACH-001322,-0.5271710403373211
ACH-001328,-0.21447073808766304
ACH-001332,0.01569163209559274
ACH-001336,-0.17307890890068872
ACH-001346,-0.08888168636370833
ACH-001353,-0.2646159861919741
ACH-001354,-0.28925275679332857
ACH-001367,0.13331338635829182
ACH-001368,-0.09837527660702076
ACH-001374,-0.3592924342440169
ACH-001377,-0.04538112361669094
ACH-001380,-0.2110555564970822
ACH-001391,-0.3725301264723704
ACH-001408,-0.11992584293481455
ACH-001430,-0.3697788742592237
ACH-001431,-0.1603597655451852
ACH-001450,-0.11879040109035427
ACH-001496,-0.184908934550254
ACH-001500,-0.08543112107107168
ACH-001523,-0.2753215410655219
ACH-001532,-0.18728807364204814
ACH-001550,-0.1414365262647642
ACH-001552,-0.2813454859240833
ACH-001554,-0.16968929355798829
ACH-001654,-0.1101608654848694
ACH-001735,-0.22172011548644774
ACH-001736,-0.0619975551703978
ACH-001737,-0.10244746637956524
ACH-001740,-0.19809521301085975
ACH-001745,-0.10958406871012204
ACH-001765,0.10338011263007556
