,LEO1 (123169)
ACH-000397,-0.2959413049440521
ACH-000401,-0.13337478410498205
ACH-000402,-0.4814347296918089
ACH-000403,-0.18766433260995666
ACH-000404,-0.268461749314023
ACH-000406,-0.1946880787647836
ACH-000407,-0.27846694867882765
ACH-000408,-0.28858583628097184
ACH-000410,-0.3130131739203543
ACH-000411,-0.3798924253822079
ACH-000414,-0.2362606644834415
ACH-000415,-0.4474677221793321
ACH-000416,-0.2348224948195137
ACH-000420,-0.29515603881099606
ACH-000421,-0.2990809808524178
ACH-000424,-0.5839161732655334
ACH-000425,-0.5544934071346075
ACH-000426,-0.16243725973261045
ACH-000427,-0.04102623459014887
ACH-000433,-0.5134778838516312
ACH-000435,-0.3802289305868408
ACH-000436,-0.3848971508686613
ACH-000444,-0.4385151134985437
ACH-000445,-0.19356188423115528
ACH-000448,-0.26660253652371896
ACH-000450,-0.20136174478071314
ACH-000452,-0.1951009099267775
ACH-000454,-0.3841145590784647
ACH-000458,-0.3084798845204382
ACH-000459,-0.23890768125268494
ACH-000460,-0.13218785936488125
ACH-000461,-0.12113560477503407
ACH-000463,-0.365739359581968
ACH-000464,-0.2932551729383936
ACH-000466,-0.1703180129436278
ACH-000467,-0.2271893333739813
ACH-000468,-0.3702736586995007
ACH-000469,-0.2946797732599128
ACH-000470,0.00014736749362371393
ACH-000471,-0.1140915845937726
ACH-000472,-0.318879062508906
ACH-000473,-0.1860020120737205
ACH-000475,-0.09013178834487008
ACH-000476,-0.09755294360834096
ACH-000477,-0.25520632666797866
ACH-000479,-0.2926533222470531
ACH-000480,-0.2742861416486874
ACH-000481,-0.2301504965437588
ACH-000483,-0.2450701220101791
ACH-000484,-0.2376457106823936
ACH-000485,-0.38671990413538254
ACH-000486,-0.34227366756018857
ACH-000487,-0.4616745042463489
ACH-000488,-0.2433081483237774
ACH-000490,-0.1616479340834338
ACH-000491,-0.25861472854990675
ACH-000495,-0.6445306307518475
ACH-000496,-0.1869987340817605
ACH-000499,-0.33715114330222784
ACH-000500,-0.2854121680577411
ACH-000502,-0.13316458644093146
ACH-000503,-0.1477777182957484
ACH-000505,-0.5792437983836708
ACH-000507,-0.487678595227852
ACH-000510,-0.11230365795608313
ACH-000511,-0.2478071412044132
ACH-000512,-0.287265398027775
ACH-000516,-0.30033955998301226
ACH-000517,-0.17147104950290834
ACH-000518,-0.07540548228746649
ACH-000520,-0.18486499714964955
ACH-000521,-0.12864986529742273
ACH-000522,-0.23119121053312874
ACH-000524,-0.13202642246643126
ACH-000527,-0.3623638718555739
ACH-000528,-0.3785399112928381
ACH-000537,-0.2837528600127574
ACH-000541,0.011693434296519206
ACH-000542,-0.3482901145991116
ACH-000544,-0.3717698290586625
ACH-000545,-0.23575018165954514
ACH-000547,-0.41311414005519626
ACH-000548,-0.326088233708106
ACH-000549,-0.2896614114545695
ACH-000550,-0.17758340625602054
ACH-000552,0.012050507118753715
ACH-000556,0.05629128256030188
ACH-000557,-0.4247037497115636
ACH-000569,-0.32982095408318685
ACH-000570,-0.3248558997141611
ACH-000571,-0.2152024342668366
ACH-000573,-0.22443562309439244
ACH-000576,-0.3660277874875543
ACH-000579,-0.028211420682143343
ACH-000580,-0.5690781473172397
ACH-000584,-0.19662046189499746
ACH-000585,-0.2651561129707255
ACH-000588,-0.2194762918455018
ACH-000589,-0.2744103776423941
ACH-000591,-0.3939784060417672
ACH-000593,-0.2412752047215407
ACH-000600,-0.3477657378742781
ACH-000601,-0.4371650609174784
ACH-000605,-0.2639394284376676
ACH-000606,-0.3055420650126101
ACH-000608,-0.2784367719342613
ACH-000614,-0.4443041580220856
ACH-000616,-0.24453562010748905
ACH-000618,-0.2308147835080338
ACH-000619,-0.3156127177398849
ACH-000620,-0.2928596497326192
ACH-000621,-0.22488400362763167
ACH-000622,-0.26973603898149123
ACH-000623,-0.19931059609847696
ACH-000624,-0.5777834181356698
ACH-000627,-0.17613773164203414
ACH-000630,-0.1948328055213852
ACH-000631,-0.335983591989768
ACH-000632,-0.470631318619387
ACH-000633,-0.1751059301294815
ACH-000637,-0.02701039364090385
ACH-000638,-0.3499855618724554
ACH-000646,-0.2588833647195357
ACH-000647,-0.2361581213462097
ACH-000648,-0.07923834164185847
ACH-000649,-0.2916431836720599
ACH-000651,-0.3708731881869598
ACH-000652,-0.2612676291001713
ACH-000653,-0.4207797174738817
ACH-000657,0.001461969388683009
ACH-000658,-0.3842392231528305
ACH-000661,-0.3757883452596769
ACH-000662,0.06488782938932769
ACH-000663,-0.20709005340867215
ACH-000665,-0.3890067992087124
ACH-000671,-0.2715662525396804
ACH-000672,0.0545831933831672
ACH-000673,-0.43275465771398997
ACH-000676,-0.4587358803012275
ACH-000677,-0.05650109776941872
ACH-000681,-0.1403271101748706
ACH-000683,-0.3529686178817639
ACH-000684,-0.4527970776473617
ACH-000688,-0.317597948168229
ACH-000693,-0.4201726587200909
ACH-000694,-0.3255378069039846
ACH-000695,-0.13851388053812175
ACH-000696,-0.4412950058375417
ACH-000697,-0.3976987401752924
ACH-000699,-0.2860290993478409
ACH-000701,-0.18734844958865374
ACH-000706,-0.1022599277422663
ACH-000711,-0.2475130016143249
ACH-000713,-0.05934494120469647
ACH-000714,-0.13553114173497735
ACH-000718,-0.20565898362308246
ACH-000720,-0.2401460800540644
ACH-000721,-0.3031683279449825
ACH-000724,-0.2541298237491209
ACH-000725,-0.1548748214135963
ACH-000732,-0.23967893959241304
ACH-000734,0.055791475916327236
ACH-000735,-0.16762555504598095
ACH-000736,-0.3375013297856837
ACH-000738,-0.09282372199014643
ACH-000746,-0.2979213352189554
ACH-000747,-0.3645086874984234
ACH-000748,0.05800217394976422
ACH-000753,-0.37680707601773983
ACH-000756,-0.4539985522755686
ACH-000757,-0.5062697644523002
ACH-000758,-0.2727019279621997
ACH-000760,-0.15637086287465882
ACH-000762,-0.4285766068205265
ACH-000763,-0.19734832987378528
ACH-000764,-0.32193458344483444
ACH-000765,-0.2301296552408915
ACH-000766,-0.3085188593718651
ACH-000767,-0.3152382660020925
ACH-000768,-0.3357387915805353
ACH-000769,-0.2877749791358081
ACH-000770,-0.23356688124056435
ACH-000771,-0.40369765152638587
ACH-000773,-0.24282996687087194
ACH-000776,0.20022306243450813
ACH-000777,-0.3861745350228503
ACH-000778,-0.3762121858266831
ACH-000781,-0.00991928553453124
ACH-000782,-0.4256169368881521
ACH-000783,-0.2889367984894806
ACH-000784,-0.24389659472707825
ACH-000785,-0.2361160827840953
ACH-000787,-0.3449316653002763
ACH-000788,-0.4680736931951394
ACH-000791,-0.2369096725854617
ACH-000792,-0.15610973178715934
ACH-000794,-0.3245502956084205
ACH-000796,0.10383241385164486
ACH-000798,-0.310554155230727
ACH-000799,-0.2672505985213605
ACH-000800,-0.2837343897895109
ACH-000802,-0.431010912883413
ACH-000804,-0.14416501613386873
ACH-000805,-0.5745453083403999
ACH-000809,-0.12124554176681282
ACH-000810,-0.3322150432358135
ACH-000811,-0.17283852236913452
ACH-000817,-0.13267451979403042
ACH-000819,-0.2163713266522068
ACH-000820,-0.203242901830974
ACH-000821,-0.12129939335121505
ACH-000822,-0.2609803988209066
ACH-000823,-0.006552226703884595
ACH-000824,-0.3778497868620406
ACH-000827,-0.43870708785768736
ACH-000829,-0.34631948387036976
ACH-000831,-0.6309154310278164
ACH-000832,-0.29997822942584496
ACH-000833,-0.023184162279075174
ACH-000834,-0.1916613802321052
ACH-000835,-0.1541655903483035
ACH-000836,0.07094546419645179
ACH-000837,-0.2807714538989424
ACH-000838,-0.3605662646296315
ACH-000839,-0.34708288727598696
ACH-000840,0.14070816614618098
ACH-000841,-0.2667335347350892
ACH-000843,-0.0542693550562573
ACH-000846,-0.0375316068031898
ACH-000847,0.10349298197882242
ACH-000848,-0.3577688520654309
ACH-000849,-0.26626546782250565
ACH-000851,-0.699447374805694
ACH-000855,0.03400803014668725
ACH-000856,-0.14425782195321804
ACH-000858,0.07653661772639361
ACH-000859,-0.19315819186082106
ACH-000861,-0.3085117337878701
ACH-000862,-0.10271057645453363
ACH-000865,-0.40807198285429136
ACH-000866,-0.07289710378888617
ACH-000867,-0.1303601716005951
ACH-000869,-0.1775825551982404
ACH-000872,-0.21099877209343085
ACH-000873,-0.42571803097756294
ACH-000876,-0.13405713392985227
ACH-000878,-0.08719827445579065
ACH-000880,-0.4723663456542364
ACH-000881,-0.1853438987078124
ACH-000882,-0.4600851596842448
ACH-000884,-0.3853747597417789
ACH-000885,-0.2041063619097724
ACH-000887,-0.06939295324053889
ACH-000889,-0.37654121800593215
ACH-000896,-0.4100572658156198
ACH-000898,-0.17232250274247118
ACH-000900,-0.4795671195654308
ACH-000901,-0.31278986419481586
ACH-000905,-0.2796337146485933
ACH-000906,-0.31935018840501844
ACH-000907,-0.41689221302269136
ACH-000910,-0.2082178581516048
ACH-000911,-0.4683207133615637
ACH-000912,-0.2894294619240093
ACH-000913,-0.1909739723315604
ACH-000915,-0.2174549127603464
ACH-000916,-0.6376553360640532
ACH-000917,-0.06665323186646897
ACH-000920,-0.4717472458946239
ACH-000921,-0.13211926837814755
ACH-000924,-0.18326092581168346
ACH-000926,-0.2378972618870045
ACH-000928,-0.308750282640227
ACH-000929,-0.12075089239564288
ACH-000932,-0.31639631881606145
ACH-000935,-0.256657543578041
ACH-000936,-0.2945074929885436
ACH-000937,-0.13006240807491026
ACH-000938,-0.4870959111573016
ACH-000939,0.15151633719353602
ACH-000941,-0.13797185178352198
ACH-000943,-0.40196989401668537
ACH-000946,-0.34753471897050203
ACH-000947,-0.2375291519356312
ACH-000948,-0.2636347605352506
ACH-000950,-0.11058171081057773
ACH-000953,-0.4266326860978753
ACH-000954,-0.3332290368642935
ACH-000957,-0.26505506136355395
ACH-000958,-0.495482598250451
ACH-000960,-0.3798808037977874
ACH-000963,0.016133549282944814
ACH-000968,-0.43343339394169694
ACH-000969,-0.2476310332024504
ACH-000972,-0.02555623241429065
ACH-000973,-0.2573052780899465
ACH-000974,-0.2457679902913208
ACH-000978,-0.20283965051592984
ACH-000984,-0.2730179039905771
ACH-000986,-0.3510873540861885
ACH-000988,-0.2598307775803813
ACH-000993,-0.4149377591757954
ACH-000994,-0.19961990690536535
ACH-000996,-0.4764958839346998
ACH-001001,-0.2837085416855328
ACH-001020,-0.08451255247348245
ACH-001028,0.042705122330480114
ACH-001031,-0.3252490759708381
ACH-001038,-0.201759883738705
ACH-001048,0.005723812607237532
ACH-001050,-0.3458232813294663
ACH-001053,-0.1916267973509004
ACH-001054,-0.32108280360267416
ACH-001061,-0.16696652229490186
ACH-001067,-0.3460222715694594
ACH-001075,-0.17338507041053786
ACH-001096,-0.2262721739829979
ACH-001111,-0.3513970847672033
ACH-001119,-0.38166138511156095
ACH-001128,0.6156984103694252
ACH-001134,-0.32549003500074525
ACH-001151,-0.21132187613359388
ACH-001163,-0.4603788350458743
ACH-001164,-0.09973254760843396
ACH-001183,-0.4377006112803792
ACH-001192,-0.3979431792213259
ACH-001193,-0.2451311635390219
ACH-001196,-0.20893167541795504
ACH-001197,-0.29281832007700304
ACH-001205,-0.18497106946340944
ACH-001211,0.06040515687630765
ACH-001212,-0.4945656817579835
ACH-001228,-0.2449489335930257
ACH-001232,-0.4932602206459417
ACH-001239,0.02858314393882512
ACH-001270,-0.11082932091519897
ACH-001274,0.00201134267699787
ACH-001275,-0.16994644477958054
ACH-001277,-0.2271192973324869
ACH-001278,-0.3213142952178071
ACH-001280,-0.05425330907287969
ACH-001283,-0.2272134535249353
ACH-001289,-0.2741557182656398
ACH-001300,-0.27733098121626226
ACH-001301,0.06589955933366169
ACH-001302,-0.12713292993749273
ACH-001306,-0.3841692739757897
ACH-001318,-0.2387981179671881
ACH-001322,-0.11171164889804293
ACH-001328,-0.2163942139321985
ACH-001332,-0.486461841611334
ACH-001336,-0.3719081644053723
ACH-001346,-0.19680705038118185
ACH-001353,-0.2396993453870295
ACH-001354,0.09716549565305756
ACH-001367,-0.5545258353556969
ACH-001368,-0.23110637333139744
ACH-001374,-0.6753622476770257
ACH-001377,-0.2873426390167039
ACH-001380,-0.4576370004331716
ACH-001391,-0.3748302562029949
ACH-001408,-0.270491559259827
ACH-001430,-0.3135698566066533
ACH-001431,-0.3234945102650153
ACH-001450,-0.5951706371531814
ACH-001496,-0.007817082435243372
ACH-001500,-0.0018916656680024054
ACH-001523,-0.02374170872233544
ACH-001532,-0.5093518059903325
ACH-001550,-0.033373886285260564
ACH-001552,-0.2982683213003817
ACH-001554,-0.32015379088341483
ACH-001654,-0.3711231024880284
ACH-001735,-0.4452893341865749
ACH-001736,-0.13406048840342386
ACH-001737,-0.17188943910377194
ACH-001740,-0.4086705063987744
ACH-001745,-0.4885704540124717
ACH-001765,-0.3787725648046605
