,DCAF12 (25853)
ACH-000004,-0.2800171479748433
ACH-000005,-0.6731128803024681
ACH-000007,-0.05080309066529889
ACH-000009,-0.1853095023237646
ACH-000011,0.2273807210018546
ACH-000012,-0.026810537504019127
ACH-000013,0.11346321315199301
ACH-000014,-0.14299259149102578
ACH-000015,0.037588660360132406
ACH-000017,-0.05687167320640761
ACH-000018,-0.17712535079649008
ACH-000019,0.2928711951537853
ACH-000021,-0.08684949678716765
ACH-000022,0.032159526007334745
ACH-000025,-0.15364858628611272
ACH-000028,0.17328161923866933
ACH-000030,-0.008596268154931664
ACH-000035,-0.018174024296659756
ACH-000036,-0.23248971075916156
ACH-000037,0.06279292862339463
ACH-000039,0.05910784365303461
ACH-000040,-0.04312802160520642
ACH-000041,0.0460065522249039
ACH-000042,0.06364330640198504
ACH-000045,0.11623744747689528
ACH-000047,0.12860037070083716
ACH-000052,-0.02641567304675343
ACH-000053,-0.03285195343278327
ACH-000054,0.019678801117787442
ACH-000055,0.2819470760838783
ACH-000060,-0.013654318215646574
ACH-000067,-0.07547558429211011
ACH-000070,0.2121619054131473
ACH-000075,-0.031247394382474206
ACH-000078,0.1481821695907114
ACH-000082,0.05450891943177525
ACH-000085,0.23441550604827704
ACH-000086,0.08931460092133799
ACH-000087,0.004163363339915122
ACH-000092,0.02869052414712268
ACH-000095,0.05426842996980102
ACH-000097,-0.03171329739778445
ACH-000098,-0.006450065448418804
ACH-000099,0.0018656769715989147
ACH-000108,0.005530523840398155
ACH-000113,0.02564493152508163
ACH-000116,0.05937684301822519
ACH-000118,-0.016431909052287676
ACH-000120,0.17263644054794375
ACH-000123,-0.02392620149943487
ACH-000127,0.009068027204226288
ACH-000128,0.19322136212014115
ACH-000132,-0.034261113723553734
ACH-000133,0.12112164973193572
ACH-000137,0.0195642135258736
ACH-000138,0.11404409285733202
ACH-000142,0.2241841118291025
ACH-000143,0.06016698306768565
ACH-000146,0.0098984680135948
ACH-000148,-0.14349017380852402
ACH-000150,-0.06830013748639667
ACH-000152,0.0782655151546113
ACH-000153,0.4011499466415664
ACH-000159,-0.0481139614693731
ACH-000160,-0.18194924968711815
ACH-000163,-0.022847821982895047
ACH-000167,-0.2158257913603176
ACH-000168,0.02641190392642892
ACH-000169,0.11258706507591433
ACH-000178,0.034803387085499585
ACH-000183,-0.034771805721081565
ACH-000188,0.12015826138724975
ACH-000189,0.11026318682082163
ACH-000190,-0.07857985528101592
ACH-000198,0.09262586139922713
ACH-000203,0.16648036512654307
ACH-000204,0.06557846234153318
ACH-000206,0.06045821117168584
ACH-000207,0.029867083272730337
ACH-000208,-0.023302180648153658
ACH-000210,0.21153342697947328
ACH-000211,-0.07784880517090549
ACH-000215,-0.06848570260746517
ACH-000221,-0.06205169507023425
ACH-000222,-0.03067209625520948
ACH-000223,0.07236569986251046
ACH-000226,-0.019400880623748985
ACH-000227,-0.2421593801088636
ACH-000228,-0.060950829022603036
ACH-000231,-0.00955146047296883
ACH-000232,0.042740696061394905
ACH-000233,0.16150404472470073
ACH-000234,0.02506587897456479
ACH-000235,-0.05404139749585367
ACH-000237,0.021960542177415845
ACH-000238,0.03682403963763993
ACH-000242,-0.07040064355361668
ACH-000243,-0.03836621976076403
ACH-000244,-0.1973143073137292
ACH-000246,0.10747543675129603
ACH-000248,0.031515355072955234
ACH-000250,0.10024493396597443
ACH-000251,0.22043816659648044
ACH-000252,0.04086114749528322
ACH-000253,0.049307757182802704
ACH-000255,-0.12543801155795786
ACH-000256,0.11081406524348213
ACH-000257,0.025459387912327536
ACH-000258,0.16022795934707848
ACH-000259,0.08553798176035189
ACH-000260,0.0778454022584327
