,HAGH (3029)
ACH-000004,-0.025635885360265145
ACH-000005,0.2336636822203692
ACH-000007,-0.10216110745176606
ACH-000009,-0.08383520318088569
ACH-000011,-0.12661145290007764
ACH-000012,-0.24227201833271175
ACH-000013,-0.10951531114014884
ACH-000014,0.012851903367494371
ACH-000015,-0.2259604473868681
ACH-000017,-0.09025898353140348
ACH-000018,-0.2244459180388363
ACH-000019,-0.14996089654883588
ACH-000021,-0.09179891490772944
ACH-000022,-0.05063657324165246
ACH-000025,-0.11690764984650613
ACH-000028,-0.06152574120572332
ACH-000030,-0.11807509720120525
ACH-000035,-0.11729705204041425
ACH-000036,-0.3623849246242127
ACH-000037,-0.19751382002425574
ACH-000039,-0.12677645225521544
ACH-000040,-0.17459662751553529
ACH-000041,-0.09339161392139288
ACH-000042,0.020227946261280348
ACH-000045,-0.28169127661462395
ACH-000047,-0.289717729988374
ACH-000052,-0.041896284915265286
ACH-000053,-0.13098799358728355
ACH-000054,-0.2312996849414067
ACH-000055,-0.3528253902030559
ACH-000060,-0.2235009921020678
ACH-000067,-0.16694627808664486
ACH-000070,-0.11601758441873335
ACH-000075,-0.06109115225625639
ACH-000078,-0.2338019482292841
ACH-000082,-0.14793034951630366
ACH-000085,-0.3157722459837153
ACH-000086,-0.0668708248729349
ACH-000087,-0.09058623212866132
ACH-000092,-0.08405856547969781
ACH-000095,-0.1085578402902672
ACH-000097,-0.13131764113795094
ACH-000098,-0.21596461041529366
ACH-000099,-0.1723865021744303
ACH-000108,0.017937103175088308
ACH-000113,-0.0409152641317182
ACH-000116,-0.1640712479714469
ACH-000118,-0.0012456172451247036
ACH-000120,-0.12485764327441327
ACH-000123,-0.12739634341035014
ACH-000127,-0.16392781444616564
ACH-000128,-0.01989319595534761
ACH-000132,-0.2838437689444063
ACH-000133,-0.38178274305836896
ACH-000137,-0.0822045692797218
ACH-000138,-0.06754441569373845
ACH-000142,-0.11923288570445635
ACH-000143,-0.19236352125297349
ACH-000146,-0.17851293118067132
ACH-000148,-0.08099942656986489
ACH-000150,-0.08016220130386963
ACH-000152,-0.06647828928350558
ACH-000153,-0.045717893380952654
ACH-000159,-0.0711237159683539
ACH-000160,-0.11464933191620508
ACH-000163,-0.07533809496089218
ACH-000167,0.1381698751052017
ACH-000168,-0.07931558811313652
ACH-000169,-0.03523703167992962
ACH-000178,-0.2382966293899586
ACH-000183,-0.06540616135271123
ACH-000188,-0.17314921455773116
ACH-000189,-0.127353977866868
ACH-000190,-0.2971824590508488
ACH-000198,0.06285786598934381
ACH-000203,0.4228918837902662
ACH-000204,-0.3479391830438515
ACH-000206,-0.06497408182060806
ACH-000207,-0.006305065016340747
ACH-000208,-0.3280447684343953
ACH-000210,-0.3893524372046653
ACH-000211,-0.21702033472734306
ACH-000215,-0.11405186224664784
ACH-000221,-0.012448678031517285
ACH-000222,-0.03578873996097762
ACH-000223,-0.07222433482513828
ACH-000226,-0.20840996491718108
ACH-000227,-0.07725763340240717
ACH-000228,-0.09650399310129262
ACH-000231,-0.12861631624143607
ACH-000232,-0.08639215167889867
ACH-000233,-0.16771910836315032
ACH-000234,-0.19720237661844264
ACH-000235,-0.08170726913971132
ACH-000237,-0.15915081249147794
ACH-000238,-0.07308604287373117
ACH-000242,0.1662667322984553
ACH-000243,0.013932988972469149
ACH-000244,-0.3317495346410293
ACH-000246,0.008986679115478484
ACH-000248,-0.2540285990384636
ACH-000250,-0.13427878112947686
ACH-000251,-0.2478339080971663
ACH-000252,-0.20506845425555964
ACH-000253,-0.11629900920933947
ACH-000255,0.12462259614036855
ACH-000256,-0.18935817248021014
ACH-000257,-0.29236064747875545
ACH-000258,-0.13639643919109012
ACH-000259,-0.06240041461704531
ACH-000260,-0.09590641178576466
ACH-000261,-0.052538236242975225
ACH-000262,0.26176518573111257
ACH-000263,0.1136921991108873
ACH-000264,-0.14318652262216802
ACH-000265,-0.07957395302331309
ACH-000266,-0.003351109620137648
ACH-000272,-0.10243303270672098
ACH-000274,-0.12936685112699195
ACH-000277,-0.2365999979163073
ACH-000278,-0.03892417773824924
ACH-000279,-0.0978543975480108
ACH-000280,-0.22111060851659614
ACH-000281,-0.15417619520738746
ACH-000288,-0.11111791457771232
ACH-000291,-0.08182871681852164
ACH-000293,-0.03442546623971938
ACH-000294,-0.08514343775181746
ACH-000295,-0.3991323492949691
ACH-000296,-0.16926768684755794
ACH-000302,0.041180016218333636
ACH-000304,0.0027503071818584892
ACH-000307,-0.1415411137254476
ACH-000308,-0.05077941731678519
ACH-000310,-0.1757138162934377
ACH-000311,-0.14255669096957668
ACH-000312,-0.016384008108792432
ACH-000315,-0.2559505106925364
ACH-000316,-0.07405188838369707
ACH-000317,-0.0940242375975007
ACH-000318,0.06378513058773268
ACH-000319,-0.19024084547890985
ACH-000320,0.020888402311291045
ACH-000322,-0.3513959919702126
ACH-000323,-0.08632880978637879
ACH-000324,-0.029240372801856256
ACH-000329,-0.07275362180083217
ACH-000330,0.1519559133270402
ACH-000331,-0.17902026775456378
ACH-000332,-0.1133925132222047
ACH-000334,-0.006837422366068318
ACH-000335,-0.09656193885881413
ACH-000336,-0.208083072181544
ACH-000337,-0.21421088271804012
ACH-000338,0.08806728463316371
ACH-000339,-0.06475807205758269
ACH-000341,-0.13009697771160528
ACH-000348,-0.0767868259802703
ACH-000350,-0.12622749068954936
ACH-000352,-0.009919323995960941
ACH-000356,-0.17619803574323722
ACH-000361,0.10632518493378793
ACH-000362,-0.054571853519812606
ACH-000363,-0.19929009156669109
ACH-000364,-0.11174306113468097
ACH-000365,-0.09736548644316452
ACH-000366,-0.1902094566953501
ACH-000368,-0.1915269587415016
