,CSRP3 (8048)
ACH-000004,0.20858849272910635
ACH-000005,0.4318759010747567
ACH-000007,0.1944317217996208
ACH-000009,0.1407159280503233
ACH-000011,0.10938185115447108
ACH-000012,0.2047257278388015
ACH-000013,0.1225962566964793
ACH-000014,0.24575620080376764
ACH-000015,0.1863760198036884
ACH-000017,0.25593286505745416
ACH-000018,0.23026300244914835
ACH-000019,0.17436268139116473
ACH-000021,0.15677969789383278
ACH-000022,0.11576783041814692
ACH-000025,0.17380960164042675
ACH-000028,0.06307804957213264
ACH-000030,0.13932477975525753
ACH-000035,0.11945042015608805
ACH-000036,0.09544704008267936
ACH-000037,0.13321633072203015
ACH-000039,0.11780083802667846
ACH-000040,0.17225613664571815
ACH-000041,0.2066317665566561
ACH-000042,0.15658043156229648
ACH-000045,0.22244640609181648
ACH-000047,0.07623470052818276
ACH-000052,0.15327593296474426
ACH-000053,0.15301184154080996
ACH-000054,0.197526066300013
ACH-000055,0.06011182992606943
ACH-000060,0.0324909246324022
ACH-000067,0.216957934495095
ACH-000070,-0.030945664129210706
ACH-000075,-0.026076928769751043
ACH-000078,0.07036415446975221
ACH-000082,0.11524957931543163
ACH-000085,0.3899964930191677
ACH-000086,0.07865121869345791
ACH-000087,0.10888033457274997
ACH-000092,0.2256500462699961
ACH-000095,0.1729918163188879
ACH-000097,0.13085856855474468
ACH-000098,0.09251171157510303
ACH-000099,0.12857472240775686
ACH-000108,0.1513598180380564
ACH-000113,0.23696059659601976
ACH-000116,0.0699347535546031
ACH-000118,0.15318325649701706
ACH-000120,0.11963552232673258
ACH-000123,0.08895279844497311
ACH-000127,0.1949683771717208
ACH-000128,0.2313296534252701
ACH-000132,0.1663414499911232
ACH-000133,0.19943578568240733
ACH-000137,0.047567764945500655
ACH-000138,0.19219887231625946
ACH-000142,0.1322757232211911
ACH-000143,0.2067561102451022
ACH-000146,0.15677174090795656
ACH-000148,0.15608557335977888
ACH-000150,0.22683007839062225
ACH-000152,0.19289375789450894
ACH-000153,0.01830218819825312
ACH-000159,0.1550889400711864
ACH-000160,0.2025212058325308
ACH-000163,0.26130177940327903
ACH-000167,-0.42856228939193336
ACH-000168,0.17136780182328248
ACH-000169,0.2052723955076617
ACH-000178,0.102667223973843
ACH-000183,0.11681651957985173
ACH-000188,0.21022012313205585
ACH-000189,0.019714876474498058
ACH-000190,0.2993068898466602
ACH-000198,0.2056772223015237
ACH-000203,0.4094979991836998
ACH-000204,0.08942083232173938
ACH-000206,0.02325132843491837
ACH-000207,0.06594044335507528
ACH-000208,0.3847594389755948
ACH-000210,0.2491525017320716
ACH-000211,0.1642329118545216
ACH-000215,0.08763280386727999
ACH-000221,0.18652429625916095
ACH-000222,0.1634263996035431
ACH-000223,0.18622438672848268
ACH-000226,0.1134097357124601
ACH-000227,0.1545324661879065
ACH-000228,0.1357254056050301
ACH-000231,0.1421408807660848
ACH-000232,0.13136424499751825
ACH-000233,0.23515814183842235
ACH-000234,0.13632784441824014
ACH-000235,0.2538524163605456
ACH-000237,0.12195702302285095
ACH-000238,0.1876078936579153
ACH-000242,0.3718278384366667
ACH-000243,0.13804540332921802
ACH-000244,0.11918379817905915
ACH-000246,0.12508927695990146
ACH-000248,0.15876014560673088
ACH-000250,0.10301903739535076
ACH-000251,0.10521037338161728
ACH-000252,0.2648128989521274
ACH-000253,0.15997673804805587
ACH-000255,0.1592743346662694
ACH-000256,0.16163162928606198
ACH-000257,0.3263450463431894
ACH-000258,0.15480917537846253
ACH-000259,0.14492050760015546
ACH-000260,0.09407579342002484
ACH-000261,0.2306047813961441
ACH-000262,0.22802839939363015
ACH-000263,0.11500887925411825
ACH-000264,0.2376392362397087
ACH-000265,0.1967661535076073
ACH-000266,0.18671034845392587
ACH-000272,0.15176611328636413
ACH-000274,0.14345198051149266
ACH-000277,0.22554569090190466
ACH-000278,0.19614602287636004
ACH-000279,0.17514113816775725
ACH-000280,0.21274033548344928
ACH-000281,0.06278638168604808
ACH-000288,0.1194958077999846
ACH-000291,0.1836801430845872
ACH-000293,0.10437956250839224
ACH-000294,0.11180170511550508
ACH-000295,0.10885857629865507
ACH-000296,0.29082820802524384
ACH-000302,0.20961716918241968
ACH-000304,0.08255490490283059
ACH-000307,0.10075695635539783
ACH-000308,0.18540290720424496
ACH-000310,0.05810938971933964
ACH-000311,0.1779380699143328
ACH-000312,0.16256188529941665
ACH-000315,0.004083918620145703
ACH-000316,0.04608026610773642
ACH-000317,0.215427750945922
ACH-000318,0.17733299982785242
ACH-000319,0.04986259031267353
ACH-000320,0.15966250712108274
ACH-000322,0.09270926234824486
ACH-000323,0.08965219363629595
ACH-000324,0.2353492240100408
ACH-000329,0.18222627025168803
ACH-000330,0.10731827301780937
ACH-000331,0.17544058757656228
ACH-000332,0.14079547169674178
ACH-000334,0.10593385572258067
ACH-000335,0.2850747544488864
ACH-000336,0.12870382378781656
ACH-000337,0.19176744305244
ACH-000338,0.2986843145917908
ACH-000339,0.18834420908571847
ACH-000341,0.1093875281328927
ACH-000348,0.11315390073572353
ACH-000350,0.06721092334474775
ACH-000352,0.20859444108252428
ACH-000356,0.08805416589479326
ACH-000361,0.12384717671475985
ACH-000362,0.21315079975598428
ACH-000363,0.2449200296737193
ACH-000364,0.08012881990246556
ACH-000365,0.2875848790759001
ACH-000366,0.13323134052676533
ACH-000368,0.05983798695172422
ACH-000374,0.32265296701832474
ACH-000375,0.2473870964498006
ACH-000376,0.1951233224341739
ACH-000381,0.17791195912416596
ACH-000383,0.16459759569656005
ACH-000387,0.2401327641080053
ACH-000389,0.18648560947734216
ACH-000390,0.21664053136204245
ACH-000393,0.14475049410589935
ACH-000395,0.13461240485754294
ACH-000396,0.2905811877023621
ACH-000397,0.19382207643430405
ACH-000401,-0.034793137051565386
ACH-000402,0.3017476359698845
ACH-000403,0.13557723541019726
ACH-000404,0.15533065080942218
ACH-000406,0.15249833893049547
ACH-000407,0.18309628199333636
ACH-000408,0.06451001844433972
ACH-000410,0.13738878429334628
ACH-000411,0.07095784556438146
ACH-000414,0.16212457797516494
ACH-000415,0.07174406497129995
ACH-000416,0.2261267199979541
ACH-000420,0.19844450759494475
ACH-000421,0.08763870047475923
ACH-000424,0.14754905221696282
ACH-000425,0.14039775893865875
ACH-000426,0.0976458863817586
ACH-000427,0.12998749763981826
ACH-000433,0.2928616178602756
ACH-000435,0.3318543111540487
ACH-000436,0.29270883712969265
ACH-000444,0.06748089642976719
ACH-000445,0.19459874222558568
ACH-000448,0.21400293056066946
ACH-000450,-0.0017421485828762054
ACH-000452,0.11282705541807755
ACH-000454,0.1705312817222847
ACH-000458,0.15082994903457533
ACH-000459,-0.0037469511016200866
ACH-000460,0.2036129208739123
ACH-000461,0.14887982983477724
ACH-000463,0.1172539070507986
ACH-000464,0.2584188919156835
ACH-000466,0.29785937506378496
ACH-000467,0.02404742402032549
ACH-000468,0.13164298382598805
ACH-000469,0.06403371911115789
ACH-000470,0.27153581197524906
ACH-000471,0.2211253999364787
ACH-000472,0.22547669295712866
ACH-000473,0.14961249576159327
ACH-000475,0.17449997411138066
ACH-000476,0.14842929052876294
ACH-000477,0.12753048162623298
ACH-000479,0.14552391999630462
ACH-000480,0.10051681421939608
ACH-000481,0.1383358101082484
ACH-000483,0.19115017383664448
ACH-000484,0.21209248217987808
ACH-000485,0.19465986089613316
ACH-000486,0.06817206892581143
ACH-000487,0.13540735691062095
ACH-000488,0.2275139780026217
ACH-000490,0.17021779125476866
ACH-000491,0.14782503582795686
ACH-000495,0.16398146941552671
ACH-000496,0.1795470428539081
ACH-000499,-0.13227456367145596
ACH-000500,0.26584616568899816
ACH-000502,0.2246327718377718
ACH-000503,0.3472808405351585
ACH-000505,0.15755320649607274
ACH-000507,0.13846631242195473
ACH-000510,0.08525523456994802
ACH-000511,0.08738499403437816
ACH-000512,0.2616666739034833
ACH-000516,0.13629658797586752
ACH-000517,0.14600163772254626
ACH-000518,0.18843508861421
ACH-000520,0.13333910717116992
ACH-000521,0.14852655827500305
ACH-000522,0.15926322841421114
ACH-000524,0.17544125643235967
ACH-000527,0.1933214020843512
ACH-000528,0.13979253648858014
ACH-000537,0.2774356789583225
ACH-000541,0.21670301546453094
ACH-000542,0.16844025563092554
ACH-000544,0.3112617018369641
ACH-000545,0.08718624073732427
ACH-000547,0.15504540643484782
ACH-000548,0.18752935190872386
ACH-000549,0.24995539816217466
ACH-000550,0.12320438330653714
ACH-000552,0.16708636264527826
ACH-000556,0.15357678149304055
ACH-000557,0.11736947244807967
ACH-000569,0.058498102295571786
ACH-000570,0.1359239541796985
ACH-000571,0.12437456242771253
ACH-000573,0.1728495020975337
ACH-000576,0.0608001468599941
ACH-000579,0.09032135109592336
ACH-000580,0.2738348130761108
ACH-000584,0.15996282586726512
ACH-000585,0.1288260660689952
ACH-000588,0.0210461796269695
ACH-000589,0.11864760836823593
ACH-000591,0.10090763623594523
ACH-000593,0.1822630927790835
ACH-000600,0.11063748581619633
ACH-000601,0.18134390563508995
ACH-000605,0.20866564294979487
ACH-000606,0.3225371699709995
ACH-000608,0.1450065966968243
ACH-000614,0.17373768284985833
ACH-000616,0.15658668590759373
ACH-000618,0.14653816805921244
ACH-000619,0.1943928794633759
ACH-000620,0.20332145870277216
ACH-000621,0.1842009255452108
ACH-000622,0.03958423180517948
ACH-000623,0.2501126358747903
ACH-000624,0.18010923752135397
ACH-000627,0.21587167890217526
ACH-000630,0.15987309415912687
ACH-000631,0.2930430380042859
ACH-000632,0.1680359851479965
ACH-000633,0.06092284280393698
ACH-000637,0.25958918097293515
ACH-000638,0.2284562635427609
ACH-000646,0.0694323511620065
ACH-000647,0.2262591520705338
ACH-000648,0.21285897196850206
ACH-000649,0.15257777090590796
ACH-000651,0.10875893418046294
ACH-000652,0.09757593700674576
ACH-000653,0.101680311086854
ACH-000657,0.2458683069436361
ACH-000658,0.19847909781191547
ACH-000661,0.111732322076385
ACH-000662,-0.07391290613122295
ACH-000663,0.22664341221910295
ACH-000665,0.06393446659394751
ACH-000671,0.2273079601798908
ACH-000672,0.10676763801204972
ACH-000673,0.19640733421970685
ACH-000676,0.16488981660359936
ACH-000677,0.12872492850574885
ACH-000681,0.25682890781335155
ACH-000683,0.21905159355555465
ACH-000684,0.1654827322149953
ACH-000688,0.18043726769053556
ACH-000693,0.16642129159633634
