,DDOST (1650)
ACH-000004,-0.6275726575877587
ACH-000005,-0.7457372397408506
ACH-000007,-1.030090565623217
ACH-000009,-0.8167682489426238
ACH-000011,-0.7578474925671301
ACH-000012,-0.9055791639739348
ACH-000013,-0.8840753394904326
ACH-000014,-0.7727670817246229
ACH-000015,-0.7673841753307553
ACH-000017,-0.9048223270840078
ACH-000018,-0.9171664149804746
ACH-000019,-0.5819373010053928
ACH-000021,-0.5788314517363274
ACH-000022,-0.9015347623463726
ACH-000025,-0.7679208845004925
ACH-000028,-0.6518676990208748
ACH-000030,-0.8070802960221505
ACH-000035,-0.7310553227587815
ACH-000036,-0.919199946497528
ACH-000037,-0.8398676045769112
ACH-000039,-0.8080930941980461
ACH-000040,-0.7528984422078608
ACH-000041,-0.6760679725486892
ACH-000042,-0.8958943300561549
ACH-000045,-0.9658508750024248
ACH-000047,-0.5969940860651938
ACH-000052,-0.9188472330252956
ACH-000053,-0.6568188229804531
ACH-000054,-0.5899147594397934
ACH-000055,-0.7728939842239578
ACH-000060,-0.945417565943448
ACH-000067,-0.4857349155340929
ACH-000070,-0.5513786490350399
ACH-000075,-0.9624707124159864
ACH-000078,-0.7896828101892156
ACH-000082,-0.8285243587861617
ACH-000085,-0.8664962155091779
ACH-000086,-0.7597483272285452
ACH-000087,-0.6015656176447068
ACH-000092,-0.7294184189871336
ACH-000095,-0.6156577601924889
ACH-000097,-0.7559852836102895
ACH-000098,-0.7036909804846166
ACH-000099,-0.9870383291118447
ACH-000108,-0.8127816040494238
ACH-000113,-0.7310398821678441
ACH-000116,-0.9390919301527676
ACH-000118,-0.8213441950521817
ACH-000120,-0.9887195377183282
ACH-000123,-0.7574688362410278
ACH-000127,-0.8056910692789834
ACH-000128,-0.5768020299604949
ACH-000132,-0.9961420198448426
ACH-000133,-0.7738850844246591
ACH-000137,-0.7872262343976203
ACH-000138,-0.7302449189933448
ACH-000142,-0.7345607994566218
ACH-000143,-0.9383894984979742
ACH-000146,-0.5315182244442597
ACH-000148,-0.7378563858778754
ACH-000150,-0.9290007103448388
ACH-000152,-0.7940610374740038
ACH-000153,-0.6976934144036815
ACH-000159,-0.637945068578866
ACH-000160,-0.742344968721489
ACH-000163,-0.7777925428606212
ACH-000167,-1.13329987858307
ACH-000168,-0.7551357176964786
ACH-000169,-1.003426730442116
ACH-000178,-0.760702509284039
ACH-000183,-0.8506794865866097
ACH-000188,-0.7393980533710682
ACH-000189,-0.8105056107893113
ACH-000190,-0.5632600399288146
ACH-000198,-0.7469574006889281
ACH-000203,-0.6759204111534606
ACH-000204,-0.8334190072814628
ACH-000206,-0.8931539825144383
ACH-000207,-0.8752653868233881
ACH-000208,-1.0160534551138625
ACH-000210,-0.8602940100769643
ACH-000211,-0.6796842482244676
ACH-000215,-0.803360694003447
ACH-000221,-0.8815436493797338
ACH-000222,-0.7094435864072709
ACH-000223,-0.8491147724869432
ACH-000226,-0.7217635264868671
ACH-000227,-0.5816418208117021
ACH-000228,-0.8024555230696913
ACH-000231,-0.8036502529476739
ACH-000232,-0.8026935731742182
ACH-000233,-0.8199036610029041
ACH-000234,-0.7037947598435373
ACH-000235,-0.7723559135651555
ACH-000237,-0.7249927868565396
ACH-000238,-0.8615232188424338
ACH-000242,-0.5981929623957898
ACH-000243,-0.9272931979925174
ACH-000244,-0.7268534154975461
ACH-000246,-0.93843057859934
ACH-000248,-0.8987582955886988
ACH-000250,-0.7464560459349631
ACH-000251,-1.0586280501153331
ACH-000252,-0.8094714225652475
ACH-000253,-0.8208325782892997
ACH-000255,-0.6640340078996388
ACH-000256,-0.7163057333911863
ACH-000257,-0.7897946676223093
ACH-000258,-0.6246805106407017
ACH-000259,-0.8736881616856338
ACH-000260,-0.8281462781266739
ACH-000261,-0.751579778947475
ACH-000262,-0.8478851178719042
ACH-000263,-0.6110548923904502
ACH-000264,-0.9251094216776552
ACH-000265,-0.7665840858462257
ACH-000266,-0.7006922739103685
ACH-000272,-0.9340563701601158
ACH-000274,-0.8059371005859682
ACH-000277,-0.8776755832049028
ACH-000278,-0.929152909945021
ACH-000279,-0.5542942703802084
ACH-000280,-0.9143579241542082
ACH-000281,-0.7021938882399195
ACH-000288,-0.7357149541546216
ACH-000291,-0.8284941486450564
ACH-000293,-0.8114702476338305
ACH-000294,-0.4861306965734076
ACH-000295,-0.9033771050199368
ACH-000296,-0.8564087829293825
ACH-000302,-0.9215022510327237
ACH-000304,-0.8699977773093565
ACH-000307,-0.996331844994348
ACH-000308,-0.6544035213851099
ACH-000310,-0.5532605185794175
ACH-000311,-0.8766349767084095
ACH-000312,-0.8440506352525522
ACH-000315,-0.6302896193599852
ACH-000316,-0.7575110647588326
ACH-000317,-0.9361942340400672
ACH-000318,-0.7354495312412119
ACH-000319,-1.0066786213921723
ACH-000320,-0.8129236381155208
ACH-000322,-0.7534396648797032
ACH-000323,-0.8216342958434878
ACH-000324,-0.5843231995261016
ACH-000329,-0.7301424628447294
ACH-000330,-0.8371054930272843
ACH-000331,-0.7335932306136073
ACH-000332,-0.9616769561560125
ACH-000334,-0.6556162473375068
ACH-000335,-0.7185482020784624
ACH-000336,-0.6791599592967705
ACH-000337,-0.6945764607310163
ACH-000338,-0.5936247649604293
ACH-000339,-0.7264335302036156
ACH-000341,-0.5481553420007671
ACH-000348,-0.7537466618806559
ACH-000350,-0.6394769906793295
ACH-000352,-0.7268209611076105
ACH-000356,-0.734088651805601
ACH-000361,-0.8532533876748215
ACH-000362,-0.7025445700234668
ACH-000363,-0.7243997728596867
ACH-000364,-0.7244917472712881
ACH-000365,-0.6793836881396266
ACH-000366,-0.881435609083315
ACH-000368,-0.7418136031034795
ACH-000374,-0.6004268991609005
ACH-000375,-0.6694852637444032
ACH-000376,-0.8846099900127147
ACH-000381,-0.8388222593065267
ACH-000383,-0.7308784638041287
ACH-000387,-0.6642523098450587
ACH-000389,-0.718124208509751
ACH-000390,-0.953133488089342
ACH-000393,-0.6654698289330504
ACH-000395,-0.7318852071760334
ACH-000396,-0.8492863067678496
ACH-000397,-0.6763121035633334
ACH-000401,-0.7446615030129294
ACH-000402,-0.6525340894347623
ACH-000403,-0.8681385757188174
ACH-000404,-1.0667756433355624
ACH-000406,-0.5525605424265297
ACH-000407,-0.8369509589641357
ACH-000408,-0.8800175217915709
ACH-000410,-0.6757861975617135
ACH-000411,-0.9416694427918664
ACH-000414,-1.012499383441521
ACH-000415,-0.7574687452231762
ACH-000416,-0.7908447302839006
ACH-000420,-0.9293155659960932
ACH-000421,-0.8245663304577832
ACH-000424,-0.6184879457123048
ACH-000425,-0.6556644518610497
ACH-000426,-1.044421300853856
ACH-000427,-0.5447512370702057
ACH-000433,-0.8680928783650672
ACH-000435,-0.7758832591423755
ACH-000436,-0.8105487103984121
ACH-000444,-0.8167003179869001
ACH-000445,-0.7672424819839935
ACH-000448,-0.7132846144002246
ACH-000450,-0.5698857172032292
ACH-000452,-0.7475678457545603
ACH-000454,-0.9607246972814104
ACH-000458,-0.7533753410989333
ACH-000459,-0.4861008920287753
ACH-000460,-0.7762855175820061
ACH-000461,-0.7737769862837501
ACH-000463,-0.6977338009896307
ACH-000464,-0.9698859929505838
ACH-000466,-0.7150433557224644
ACH-000467,-0.8877972103568008
ACH-000468,-0.6804719745756082
ACH-000469,-0.7902286801246491
ACH-000470,-0.9021504686188636
ACH-000471,-0.9007575742462124
ACH-000472,-0.7432407576254428
ACH-000473,-1.028663651821483
ACH-000475,-0.9143444346705376
ACH-000476,-0.8211225754830183
ACH-000477,-0.7543298488726476
ACH-000479,-0.8604569844645462
ACH-000480,-0.961138707553414
ACH-000481,-0.729540808057898
ACH-000483,-1.162370133513501
ACH-000484,-0.5601577210246478
ACH-000485,-0.7722675990135693
ACH-000486,-0.7136877820820721
ACH-000487,-0.7745171669710663
ACH-000488,-0.7248474673173184
ACH-000490,-1.0119408963565255
ACH-000491,-0.5111105507513717
ACH-000495,-0.8581484351030604
ACH-000496,-0.6628393660418619
ACH-000499,-0.4551787338417802
ACH-000500,-0.7576946170946206
ACH-000502,-0.8393229558527731
ACH-000503,-0.658797869795314
ACH-000505,-0.7970866918952412
ACH-000507,-0.752950562276186
ACH-000510,-0.7700140860417496
ACH-000511,-0.8709392507982402
ACH-000512,-0.5540681161281563
ACH-000516,-0.7568162333270964
ACH-000517,-0.939410984864422
ACH-000518,-0.833291670254581
ACH-000520,-0.8815786727150964
ACH-000521,-0.7922278875900993
ACH-000522,-0.749437754380751
ACH-000524,-0.6618536330759146
ACH-000527,-0.7855358035340281
ACH-000528,-0.7329333676047622
ACH-000537,-1.1048692204335682
ACH-000541,-0.9040891561530076
ACH-000542,-0.7195019551904729
ACH-000544,-0.8028093768271894
ACH-000545,-0.7801813368006912
ACH-000547,-0.8417933620678889
ACH-000548,-0.9806389749561766
ACH-000549,-0.691270361093588
ACH-000550,-0.8012067089850791
ACH-000552,-0.7446832676768896
ACH-000556,-0.8267052561319743
ACH-000557,-0.7125934945987763
ACH-000569,-0.821673592537172
ACH-000570,-0.6907573180138222
ACH-000571,-0.7562764109955625
ACH-000573,-0.9857169618548164
ACH-000576,-0.7874997366708965
ACH-000579,-0.6446457547576638
ACH-000580,-0.7188548207437202
ACH-000584,-0.8070731718131116
ACH-000585,-1.0258273873650063
ACH-000588,-0.7133564035890829
ACH-000589,-0.8421469651956949
ACH-000591,-0.8491044299853772
ACH-000593,-0.8519628540493382
ACH-000600,-0.8459228949751696
ACH-000601,-0.7590380088400314
ACH-000605,-0.9041212852663518
ACH-000606,-0.920829605727184
ACH-000608,-0.5584395525124853
ACH-000614,-0.5906826525233001
ACH-000616,-0.6489522896044185
ACH-000618,-0.7574388143790858
ACH-000619,-0.8867522164105303
ACH-000620,-0.6560783769914645
ACH-000621,-0.6461838661370707
ACH-000622,-0.7873370638281271
ACH-000623,-0.7804410372549127
ACH-000624,-0.7777423516976043
ACH-000627,-0.666197706216176
ACH-000630,-0.8852975868945445
ACH-000631,-0.7718037154434831
ACH-000632,-0.6707689178379573
ACH-000633,-0.8566576061499284
ACH-000637,-0.7068190229632424
ACH-000638,-0.6085501297945475
ACH-000646,-0.6332157710877571
ACH-000647,-0.7116169518912118
ACH-000648,-0.8645004111468033
ACH-000649,-0.7465665206290195
ACH-000651,-0.8298019888546427
ACH-000652,-1.029326846958006
ACH-000653,-0.7130828982765774
ACH-000657,-0.750648889912879
ACH-000658,-0.9096070734241778
ACH-000661,-0.6749138417729639
ACH-000662,-0.6422154664223237
ACH-000663,-0.6532597179003374
ACH-000665,-0.8781942147614672
ACH-000671,-0.7501687363296347
ACH-000672,-0.8772935012989139
ACH-000673,-0.7318527590821857
ACH-000676,-0.5916577515560653
ACH-000677,-0.6021260699329002
ACH-000681,-0.8536755219073826
ACH-000683,-0.7318621245391126
ACH-000684,-0.8246342147369964
ACH-000688,-0.6835517609294872
ACH-000693,-0.6294113900332691
ACH-000694,-0.8246165192195759
ACH-000695,-0.4349836111812
ACH-000696,-0.7445620928243589
ACH-000697,-0.4895183077805426
ACH-000699,-0.7895058552205063
ACH-000701,-0.7364613816727728
ACH-000706,-0.8999155292843606
ACH-000711,-0.7462697510751911
ACH-000713,-0.7601729538831552
ACH-000714,-0.7897747414832972
ACH-000718,-0.7037990779133818
ACH-000720,-0.7986811475501081
ACH-000721,-0.6035974317919188
ACH-000724,-0.6687919647745014
ACH-000725,-0.4963795395877518
ACH-000732,-0.8837214316717877
ACH-000734,-0.7209811729290219
ACH-000735,-0.9038373851602616
ACH-000736,-0.6215902279201329
ACH-000738,-0.7896668683064387
ACH-000746,-0.7859741839842433
ACH-000747,-0.8812350579977186
ACH-000748,-0.823180467246168
ACH-000753,-0.6726358710311418
ACH-000756,-0.6249190126682437
ACH-000757,-0.8766423627490704
ACH-000758,-0.8263382842853291
ACH-000760,-0.8181651113520256
ACH-000762,-0.71644901324882
ACH-000763,-0.5659607709611645
ACH-000764,-0.7867438810191328
ACH-000765,-0.7834389154865808
ACH-000766,-1.2437201240115707
ACH-000767,-0.8743707440877646
ACH-000768,-0.8139624979249659
ACH-000769,-0.8566477353402314
ACH-000770,-0.7399647911740161
ACH-000771,-0.7833966618738951
ACH-000773,-0.6414797677178062
ACH-000776,-0.6862997106609136
ACH-000777,-0.7494134690184531
ACH-000778,-0.965072923202302
ACH-000781,-0.9027128576711406
ACH-000782,-0.6045420548235132
ACH-000783,-0.7032718306469805
ACH-000784,-0.7441928329104726
ACH-000785,-0.8214337514839101
ACH-000787,-0.7747020871085081
ACH-000788,-0.6820927183965656
ACH-000791,-0.8065703490187098
ACH-000792,-0.8491971803273138
ACH-000794,-0.8008829087383679
ACH-000796,-0.7798196181838107
ACH-000798,-0.7136594702559856
ACH-000799,-0.5431021782967651
ACH-000800,-0.7702578416730174
ACH-000802,-0.9461132093724248
ACH-000804,-0.8771774951197233
ACH-000805,-0.6759833138639693
ACH-000809,-0.6744013765248902
ACH-000810,-0.7439769080930138
ACH-000811,-0.8050603081195049
ACH-000817,-0.7206920926534898
ACH-000819,-0.8956327531962615
ACH-000820,-0.8073310747054739
ACH-000821,-0.7782563708608984
ACH-000822,-0.5358276307414092
ACH-000823,-0.6824624364831943
ACH-000824,-0.5501306677028307
ACH-000827,-0.8774271470867296
ACH-000829,-0.6865879349007742
ACH-000831,-0.737941081062056
ACH-000832,-0.8546755878940727
ACH-000833,-0.842980172175501
ACH-000834,-0.9114948494774058
ACH-000835,-0.7573493446358059
ACH-000836,-0.9047584681945906
ACH-000837,-0.7989848726961059
ACH-000838,-0.911821832125458
ACH-000839,-0.7829203093302745
ACH-000840,-0.7157228954614353
ACH-000841,-0.9033291269129552
ACH-000843,-0.7914959506351409
ACH-000846,-0.6791311275133045
ACH-000847,-0.8540790983387121
