,ELFN1 (392617)
ACH-000004,-0.08282098685288848
ACH-000005,-0.10424121054851926
ACH-000007,-0.08040818865892557
ACH-000009,-0.10260827763844364
ACH-000011,-0.1618999705288487
ACH-000012,-0.1653548650946945
ACH-000013,-0.0021213924710415423
ACH-000014,-0.034844126140347466
ACH-000015,-0.033155279710264975
ACH-000017,-0.01873586402297496
ACH-000018,-0.3588510974538888
ACH-000019,-0.09067280846603976
ACH-000021,-0.05074239764841259
ACH-000022,-0.06768339842858273
ACH-000025,-0.15827418802618465
ACH-000028,-0.04157175556004365
ACH-000030,-0.091983695631674
ACH-000035,-0.14599470747755994
ACH-000036,-0.11909047005912372
ACH-000037,-0.09350140477807464
ACH-000039,-0.14765409326435802
ACH-000040,-0.24607337948290856
ACH-000041,-0.16255461556471487
ACH-000042,-0.2830780373718084
ACH-000045,-0.05686283808522464
ACH-000047,-0.059695968717086
ACH-000052,-0.1930272174564061
ACH-000053,-0.15191984633024586
ACH-000054,-0.07464872780452454
ACH-000055,-0.12926451421743626
ACH-000060,-0.1371231742249556
ACH-000067,-0.017078933471135024
ACH-000070,-0.11297225199902572
ACH-000075,-0.08726065194816589
ACH-000078,-0.27749891691930106
ACH-000082,-0.25218659366292245
ACH-000085,-0.42797494459206986
ACH-000086,-0.03665734664763506
ACH-000087,-0.23402730881978975
ACH-000092,-0.2057091498950166
ACH-000095,-0.16044408011440592
ACH-000097,-0.05940612404448816
ACH-000098,-0.008149926109135432
ACH-000099,-0.12140896311700845
ACH-000108,-0.2150535255905664
ACH-000113,-0.13819653851682293
ACH-000116,-0.16605082666575846
ACH-000118,-0.03773172747759307
ACH-000120,-0.1254767451141442
ACH-000123,-0.09508245225372501
ACH-000127,-0.07807897066597344
ACH-000128,-0.09130931804698383
ACH-000132,-0.013068364755739631
ACH-000133,-0.07643466688325701
ACH-000137,0.03632465901881773
ACH-000138,-0.1507871348615931
ACH-000142,-0.2534788551365423
ACH-000143,-0.1985407971769709
ACH-000146,-0.1210698187795188
ACH-000148,-0.0206429760501518
ACH-000150,-0.005470628632045834
ACH-000152,-0.008552875006681351
ACH-000153,0.08008627187565585
ACH-000159,-0.1199980931454584
ACH-000160,-0.16203549978929774
ACH-000163,-0.051223684814972414
ACH-000167,0.10524353363138153
ACH-000168,-0.20287503304729929
ACH-000169,-0.26735225534385515
ACH-000178,-0.1069281958878028
ACH-000183,0.0385626543752693
ACH-000188,-0.041640768426745266
ACH-000189,-0.14977646455377686
ACH-000190,-0.14044937846303934
ACH-000198,-0.15429821217751205
ACH-000203,0.024480610764438242
ACH-000204,-0.07253383284446642
ACH-000206,-0.16498207083440755
ACH-000207,-0.23553818421447095
ACH-000208,-0.102203568083476
ACH-000210,-0.18223498867389054
ACH-000211,-0.06655032659615215
ACH-000215,-0.09802794202585174
ACH-000221,-0.20453879478631465
ACH-000222,-0.2775184455800325
ACH-000223,-0.09862129444003384
ACH-000226,0.00014723482303539368
ACH-000227,-0.11436465419092208
ACH-000228,-0.0954537703491916
ACH-000231,-0.07830662396887049
ACH-000232,-0.1396223623882802
ACH-000233,-0.10970889124107344
ACH-000234,-0.1634295318375238
ACH-000235,-0.09476490072990594
ACH-000237,-0.18318521604605234
ACH-000238,-0.2004716612638089
ACH-000242,0.08386122765855053
ACH-000243,0.00769001630769062
ACH-000244,-0.2362068012298349
ACH-000246,0.018598095042724288
ACH-000248,-0.09164231112163712
ACH-000250,-0.0715049261877567
ACH-000251,0.07611301807917234
ACH-000252,-0.08082265487425122
ACH-000253,-0.1498064946639112
ACH-000255,-0.10573723304079796
ACH-000256,-0.18105241976576086
ACH-000257,-0.22461174472199505
ACH-000258,-0.13132280203247046
ACH-000259,-0.1881907778545169
ACH-000260,-0.07524928719624535
ACH-000261,-0.03425295719811931
ACH-000262,-0.16516213269550115
ACH-000263,-0.21331603009435712
ACH-000264,-0.0502566584138328
ACH-000265,0.004813262985605631
ACH-000266,-0.14777378192741608
ACH-000272,-0.13417536415819106
ACH-000274,-0.2817483252568425
ACH-000277,-0.12795247775213908
ACH-000278,-0.08850784609395809
ACH-000279,-0.14249380956690558
ACH-000280,-0.15984249518150648
ACH-000281,-0.3670548733012186
ACH-000288,-0.182633218071655
ACH-000291,-0.10912836862387568
ACH-000293,-0.11832261884759272
ACH-000294,-0.3012318716193086
ACH-000295,-0.14013673462446788
ACH-000296,-0.0027127857687805268
ACH-000302,-0.07733024627009517
ACH-000304,-0.2701081689502805
ACH-000307,-0.20363903185154095
ACH-000308,-0.10431352055146642
ACH-000310,-0.03862041280840955
ACH-000311,-0.16958356238870492
ACH-000312,0.026108122202706727
ACH-000315,-0.2647340666648911
ACH-000316,-0.1065601778918281
ACH-000317,-0.082815610639469
ACH-000318,-0.16677996052886765
ACH-000319,-0.04271902497916083
ACH-000320,-0.14086858715937095
ACH-000322,0.2060684377184972
ACH-000323,-0.10642452487811778
ACH-000324,-0.17513014168662708
ACH-000329,-0.10631764756798297
ACH-000330,-0.046733005504946884
ACH-000331,-0.1010256456373992
ACH-000332,-0.07194251881877023
ACH-000334,-0.07333251777237829
ACH-000335,0.07413527571474224
ACH-000336,-0.21647396200204508
ACH-000337,-0.11030737518268162
ACH-000338,-0.3439551703566941
ACH-000339,-0.1100855020922962
ACH-000341,0.0035740949854028647
ACH-000348,-0.057359344316923626
ACH-000350,-0.190794852519853
ACH-000352,-0.14580727690939402
ACH-000356,-0.04487106985725818
ACH-000361,-0.04683579987721776
ACH-000362,-0.11642063860778636
ACH-000363,-0.09694166844450404
ACH-000364,-0.1673703543966561
ACH-000365,-0.2425949270754908
ACH-000366,-0.09663657329307744
ACH-000368,-0.11722262253439752
ACH-000374,0.029827606492475525
ACH-000375,-0.1179748489630416
ACH-000376,-0.09807928428924656
ACH-000381,-0.03369976902207155
ACH-000383,-0.1309699665225805
ACH-000387,-0.113180045036033
ACH-000389,-0.25023777652553864
ACH-000390,-0.1817515964638303
ACH-000393,-0.06486671498679668
ACH-000395,-0.18043103534055704
ACH-000396,0.07194650937918945
ACH-000397,-0.14890868964357212
ACH-000401,-0.215543291232515
ACH-000402,-0.4498603771909464
ACH-000403,-0.17875780056968546
ACH-000404,-0.06253409996838398
ACH-000406,-0.12880001495393176
ACH-000407,-0.12814734122991925
ACH-000408,-0.053989319287165424
ACH-000410,0.003933579249392153
ACH-000411,-0.02455028902261609
ACH-000414,-0.16378709288750895
ACH-000415,-0.169605374704956
ACH-000416,-0.12148308761096616
ACH-000420,-0.013071576878781277
ACH-000421,-0.0624613516388182
ACH-000424,-0.12911286036293787
ACH-000425,-0.11788388547523547
ACH-000426,-0.15402057595639704
ACH-000427,-0.215213071468994
ACH-000433,-0.06413075754863366
ACH-000435,-0.2962629870442572
ACH-000436,-0.08871429540609205
ACH-000444,-0.14104839721881285
ACH-000445,0.08455093184090999
ACH-000448,-0.014764204202991044
ACH-000450,0.08769717524094894
ACH-000452,-0.17444198595096388
ACH-000454,-0.15009124215768646
ACH-000458,-0.24782360759491925
ACH-000459,-0.053124439759566856
ACH-000460,-0.11401561927231176
ACH-000461,-0.05874427641731768
ACH-000463,-0.14061395513388691
ACH-000464,-0.04041124868385301
ACH-000466,-0.3279299771986145
ACH-000467,-0.186798840110312
ACH-000468,-0.14368650630807908
ACH-000469,-0.2335551910317232
ACH-000470,-0.13524735776176225
ACH-000471,-0.03327152628684176
ACH-000472,-0.1832198216885509
ACH-000473,-0.17499974924882894
ACH-000475,-0.1344744266412113
ACH-000476,-0.13983439615454926
ACH-000477,-0.022221178526677536
ACH-000479,-0.32282748258902744
ACH-000480,-0.061808568327738074
ACH-000481,-0.03441929630192591
ACH-000483,0.0003567259157339753
ACH-000484,-0.11506197901997635
ACH-000485,-0.188596569393764
ACH-000486,-0.11426859125008587
ACH-000487,-0.08523791502027496
ACH-000488,-0.1822690516860808
ACH-000490,-0.11853813359582868
ACH-000491,-0.07768435101507022
ACH-000495,-0.03784501125704302
ACH-000496,-0.35815971864962515
ACH-000499,0.05688076179012533
ACH-000500,0.2273925470489175
ACH-000502,-0.16935567088975695
ACH-000503,0.025826959211479227
ACH-000505,-6.603095076532367e-05
ACH-000507,-0.13070880873270346
ACH-000510,-0.09969876912433567
ACH-000511,-0.03633962588160322
ACH-000512,-0.2491854973359623
ACH-000516,-0.07495216489733983
ACH-000517,-0.10369928989013874
ACH-000518,-0.3314046452311703
ACH-000520,-0.00644931778700716
ACH-000521,-0.11740551876055265
ACH-000522,-0.09373430555714644
ACH-000524,-0.058144625150179874
ACH-000527,-0.05395156930237364
ACH-000528,-0.061371879182451974
ACH-000537,-0.06335083270203935
ACH-000541,-0.0864632859958954
ACH-000542,-0.14343139567702962
ACH-000544,-0.09636100761058113
ACH-000545,-0.1064183683605321
ACH-000547,-0.18498420770727791
ACH-000548,-0.13962444886801811
ACH-000549,-0.19351114652174667
ACH-000550,-0.08092895184111444
ACH-000552,-0.07991885531856836
ACH-000556,-0.08588154903612519
ACH-000557,-0.11986531393543486
ACH-000569,0.016315240206449092
ACH-000570,-0.055251736667395177
ACH-000571,-0.09925419616212336
ACH-000573,-0.13321472003351412
ACH-000576,-0.1703851180893078
ACH-000579,-0.15293331090873302
ACH-000580,-0.030261258314784236
ACH-000584,-0.10110177954429347
ACH-000585,-0.07285402710678109
ACH-000588,-0.0407515878472384
ACH-000589,0.07969544299466727
ACH-000591,0.014621293803856763
ACH-000593,-0.15545552993452702
ACH-000600,-0.161061997168999
ACH-000601,-0.08542036766164855
ACH-000605,-0.08933997991444481
ACH-000606,-0.15796277466797956
ACH-000608,-0.10567923332345934
ACH-000614,-0.049060449963643664
ACH-000616,-0.11085657520116612
ACH-000618,-0.3103041740902555
ACH-000619,-0.08445364965434313
ACH-000620,-0.10078618633742006
ACH-000621,-0.06301269806485017
ACH-000622,-0.12215604447044613
ACH-000623,-0.09113895188140536
ACH-000624,0.04813100402033065
ACH-000627,-0.06837215999988391
ACH-000630,-0.12841492951877673
ACH-000631,-0.17152127092170913
ACH-000632,-0.14109774802301206
ACH-000633,-0.1019431932202741
ACH-000637,0.08965981884969453
ACH-000638,0.005828336066741924
ACH-000646,-0.03855096399543076
ACH-000647,-0.04044890907844042
ACH-000648,-0.14217461438073015
ACH-000649,-0.1245398141665727
ACH-000651,-0.04080317964721302
ACH-000652,-0.1624033971405141
ACH-000653,-0.012171996894244731
ACH-000657,-0.14180527361006914
ACH-000658,-0.03722169928559553
ACH-000661,-0.1721986238224009
ACH-000662,0.014066832966741856
ACH-000663,-0.08315637526531293
ACH-000665,-0.033024145087691366
ACH-000671,-0.010093417899839358
ACH-000672,0.14775544520655176
ACH-000673,-0.11945140407006695
ACH-000676,0.01686682572401496
ACH-000677,-0.0639694261211368
ACH-000681,-0.20111414136276853
ACH-000683,-0.1871904428888442
ACH-000684,-0.0006481267631009258
ACH-000688,-0.14919767750278978
ACH-000693,-0.16688163189589433
ACH-000694,-0.11850636472337765
ACH-000695,-0.07047760391213796
ACH-000696,-0.1119594436695822
ACH-000697,-0.12083572816062382
ACH-000699,-0.14035043478526504
ACH-000701,0.03256966835554013
ACH-000706,-0.16970688783294102
ACH-000711,-0.08084584109721729
ACH-000713,-0.08911465652450985
ACH-000714,-0.14962860840622608
ACH-000718,0.0024090559224283696
ACH-000720,-0.08478132951253932
ACH-000721,-0.08142059139263201
ACH-000724,-0.019473441028458563
ACH-000725,-0.24295838335842798
ACH-000732,-0.2009869994821959
ACH-000734,-0.07016785114739227
ACH-000735,-0.14417193727717365
ACH-000736,-0.07212128699593233
ACH-000738,-0.1151109145822569
ACH-000746,0.15227096772916945
ACH-000747,-0.09265758462432268
ACH-000748,-0.1744322388984534
ACH-000753,-0.14497997416039554
ACH-000756,-0.00298753153365833
ACH-000757,-0.00921681238731076
ACH-000758,-0.05045774195606223
ACH-000760,-0.1738542368292363
ACH-000762,-0.08716067669317804
ACH-000763,-0.01766192906272196
ACH-000764,-0.24705418547284624
ACH-000765,-0.05889146383645149
ACH-000766,-0.04071969666850325
ACH-000767,-0.11270142108054285
ACH-000768,-0.1430460473470237
ACH-000769,-0.08461875471579419
ACH-000770,-0.2082615296982942
ACH-000771,-0.12479187897072745
ACH-000773,-0.010824000403714942
ACH-000776,-0.15500821963771286
ACH-000777,-0.04941983348476814
ACH-000778,-0.06274297100647308
ACH-000781,-0.16987880180315718
ACH-000782,-0.15541031684519493
ACH-000783,-0.17111202591335353
ACH-000784,-0.06567732727859063
ACH-000785,-0.11713261110185873
ACH-000787,-0.09976708689936024
ACH-000788,-0.09768632821935136
ACH-000791,-0.08319321654944928
ACH-000792,-0.031972529228055366
ACH-000794,-0.18078374710064707
ACH-000796,-0.12508623782489176
ACH-000798,-0.07960900641842349
ACH-000799,-0.11064409233722278
ACH-000800,-0.3381985442865561
ACH-000802,-0.11867814843670538
ACH-000804,-0.13230274429469022
ACH-000805,-0.2519029255996697
ACH-000809,-0.052382021983776485
ACH-000810,-0.35296721727396624
ACH-000811,-0.19723677753626898
ACH-000817,-0.11099474359127276
ACH-000819,-0.05171753374359945
ACH-000820,-0.3469425921918769
ACH-000821,-0.0006447967358832956
ACH-000822,-0.08246438549360062
ACH-000823,-0.1352331114855715
ACH-000824,-0.07801380003863778
ACH-000827,-0.09232316846182599
ACH-000829,-0.0946770282587636
ACH-000831,-0.029117464283576363
ACH-000832,-0.08109935764153281
ACH-000833,-0.0293315936381423
ACH-000834,-0.17417452526378846
ACH-000835,-0.02338917495423997
ACH-000836,-0.14731012556540998
ACH-000837,-0.18473147837924114
ACH-000838,0.04190550597826608
ACH-000839,-0.22330499847306765
ACH-000840,-0.062245742427931995
ACH-000841,-0.037081794412858825
ACH-000843,-0.10264710214974243
ACH-000846,-0.0176463345686612
ACH-000847,0.04704486549714597
ACH-000848,0.02101408857600937
ACH-000849,-0.2081125877558899
ACH-000851,0.004975526403961318
ACH-000855,-0.2912278599928056
ACH-000856,-0.10649752479518987
ACH-000858,-0.17041942174663344
ACH-000859,0.005129864799465693
ACH-000861,-0.13198080071353496
ACH-000862,-0.19868333202098928
ACH-000865,-0.11640898318199452
ACH-000866,-0.16245423277274684
ACH-000867,-0.08488489131318114
ACH-000869,-0.18411433517417425
ACH-000872,-0.06410308915773914
ACH-000873,-0.025718147667858918
ACH-000876,-0.15969677614186362
ACH-000878,-0.09092200898029616
ACH-000880,-0.16129795468449162
ACH-000881,-0.0912472797023697
ACH-000882,-0.12508997149617468
ACH-000884,-0.15666775961357685
ACH-000885,-0.18274969087831752
ACH-000887,-0.11143063324513876
ACH-000889,-0.09161763979284612
ACH-000896,-0.11118166541490224
ACH-000898,-0.08629730556849498
ACH-000900,-0.33272719968351033
ACH-000901,-0.1047492134463186
ACH-000905,-0.09072609092432972
ACH-000906,-0.006982621613687148
ACH-000907,-0.04859336539959515
ACH-000910,-0.1539187641529286
ACH-000911,0.025159792849472683
ACH-000912,-0.0448654184522717
ACH-000913,-0.08472361030423081
ACH-000915,-0.15635904236316048
ACH-000916,-0.423985537233331
ACH-000917,-0.12212633508208688
ACH-000920,0.19590101865784365
ACH-000921,-0.12400542953254083
ACH-000924,-0.18274062587137602
ACH-000926,-0.1403987292740309
ACH-000928,-0.18185626530781696
ACH-000929,-0.15518821262225416
ACH-000932,-0.05006348040939086
ACH-000935,-0.12835224073118415
ACH-000936,-0.07088397733793651
ACH-000937,-0.2599268659253109
ACH-000938,-0.1154180637138086
ACH-000939,-0.06329250228208162
ACH-000941,-0.05110082594592738
ACH-000943,-0.0764331713710093
ACH-000946,-0.03400815136548213
ACH-000947,-0.1081071179479694
ACH-000948,-0.06720573853417704
ACH-000950,-0.184623477308602
ACH-000953,-0.07196817804931613
ACH-000954,0.01819025353949897
ACH-000957,0.029674285233767063
ACH-000958,-0.11747654794278335
ACH-000960,-0.05952506842730776
ACH-000963,-0.08242591973799962
ACH-000968,-0.21146626464153132
ACH-000969,-0.04019780631281815
ACH-000972,-0.11124685115669612
ACH-000973,-0.0914150096870729
ACH-000974,-0.05320789604639373
ACH-000978,0.10396438710006396
ACH-000984,-0.07813352410382296
ACH-000986,-0.22497994911251004
ACH-000988,-0.11683319881469972
ACH-000993,-0.07321851482616469
ACH-000994,0.012188718743721731
ACH-000996,0.029327231702612387
ACH-001001,-0.11734672035281064
ACH-001020,-0.1270849854226543
ACH-001028,-0.14393240964469234
ACH-001031,-0.036802782873597714
ACH-001038,-0.058630736241717635
ACH-001048,-0.16630950575121495
ACH-001050,-0.18455121555326776
ACH-001053,-0.0031694739331254536
ACH-001054,-0.06881184964899774
ACH-001061,-0.07173878323231432
ACH-001067,-0.10879723271561624
ACH-001075,-0.23347506213256825
ACH-001096,-0.10150722968190434
ACH-001111,-0.1357476497997247
ACH-001119,-0.11240642342045726
ACH-001128,0.011364161484941014
ACH-001134,-0.12672493660040024
ACH-001151,-0.12646774258984753
ACH-001163,-0.13897824605795714
ACH-001164,-0.40881606092134576
ACH-001183,-0.2284677776273489
ACH-001192,-0.04109047673461265
ACH-001193,-0.15895250670001718
ACH-001196,0.02125931651101456
ACH-001197,-0.16904128181734246
ACH-001205,-0.2431896584462276
ACH-001211,-0.08899805123183338
ACH-001212,0.2473958101079981
ACH-001228,-0.24664957072145624
ACH-001232,-0.08980381479227824
ACH-001239,-0.18975755518236667
ACH-001270,-0.055231514671228575
ACH-001274,-0.1409462864759226
ACH-001275,-0.2264261067034543
ACH-001277,-0.024421330369660568
ACH-001278,-0.12500435269617574
ACH-001280,-0.2313231180462177
ACH-001283,-0.10826667390432304
ACH-001289,0.00457035969604968
ACH-001300,-0.2622114990897086
ACH-001301,-0.1642584086471826
ACH-001302,-0.1158144976972512
ACH-001306,-0.11628374655117213
ACH-001318,-0.10983632321878074
ACH-001322,-0.07517982378613798
ACH-001328,-0.1827054758439043
ACH-001332,0.05559871018972716
ACH-001336,-0.11853650950332185
ACH-001346,-0.15053682258140327
ACH-001353,-0.175006470325292
ACH-001354,-0.2812172568580181
ACH-001367,-0.14504187604850505
ACH-001368,-0.17075373286256398
ACH-001374,0.10869441680101816
ACH-001377,-0.10459975921139072
ACH-001380,-0.11880902448636026
ACH-001391,-0.2450507153778262
ACH-001408,-0.19671121001298567
ACH-001430,-0.22752608481673398
ACH-001431,-0.2881320633998469
ACH-001450,-0.3115640126118728
ACH-001496,-0.043219303450070315
ACH-001500,-0.16132082370002676
ACH-001523,-0.10053485224609683
ACH-001532,-0.10939192183818723
ACH-001550,-0.07111371042439064
ACH-001552,-0.15615668538880306
ACH-001554,-0.0633035171898901
ACH-001654,-0.12325478670838408
ACH-001735,-0.13787187436133766
ACH-001736,-0.0739281519580614
ACH-001737,0.2080339220001024
ACH-001740,-0.16117749217973973
ACH-001745,-0.1879377720275556
ACH-001765,0.008904994683379845
