,DARS (1615)
ACH-000004,-0.8656777671811968
ACH-000005,-0.9373814942951147
ACH-000007,-0.7700028463622538
ACH-000009,-0.8366980021806001
ACH-000011,-0.7265097756942338
ACH-000012,-0.9865001995108656
ACH-000013,-0.9293250744875126
ACH-000014,-0.8072093306905228
ACH-000015,-0.7908656461613768
ACH-000017,-0.9446494622184428
ACH-000018,-1.045876301786253
ACH-000019,-0.8465142189427128
ACH-000021,-0.9033899311436909
ACH-000022,-0.8506724622843455
ACH-000025,-0.981627209054594
ACH-000028,-0.8391260531131227
ACH-000030,-0.8868828417977237
ACH-000035,-0.8770630411083923
ACH-000036,-0.7400522349017676
ACH-000037,-0.9191138471332708
ACH-000039,-1.1296429728079038
ACH-000040,-0.9098753126357108
ACH-000041,-0.916480956381256
ACH-000042,-0.8436498040823561
ACH-000045,-0.7083398594547181
ACH-000047,-0.8983212621581009
ACH-000052,-0.9123830387178721
ACH-000053,-0.8627500727927843
ACH-000054,-1.0928648688912364
ACH-000055,-0.9929669224421662
ACH-000060,-0.6363809745363552
ACH-000067,-0.8532023195457829
ACH-000070,-0.9309960939686232
ACH-000075,-1.0162502806129885
ACH-000078,-0.843912638310261
ACH-000082,-1.0261429465744718
ACH-000085,-1.07425204539801
ACH-000086,-1.018398956893298
ACH-000087,-1.093753348723326
ACH-000092,-0.8321733062053192
ACH-000095,-0.8925721310762538
ACH-000097,-1.044791814502774
ACH-000098,-0.982089079290274
ACH-000099,-1.00058744100943
ACH-000108,-0.8779829072419068
ACH-000113,-0.8829735001676283
ACH-000116,-0.9043344397383024
ACH-000118,-0.6915198592317195
ACH-000120,-0.8680423933540441
ACH-000123,-0.8121954417490118
ACH-000127,-0.9725573646405296
ACH-000128,-0.9598847008135868
ACH-000132,-0.855281887233491
ACH-000133,-0.9002421133425393
ACH-000137,-0.9559070831591416
ACH-000138,-0.8126337764998026
ACH-000142,-0.7745329637032575
ACH-000143,-0.9255170165088892
ACH-000146,-1.0139323388499544
ACH-000148,-1.071658962564068
ACH-000150,-0.5783055119596159
ACH-000152,-0.9893813838637109
ACH-000153,-0.7689660886492902
ACH-000159,-0.9578277566230652
ACH-000160,-1.1422021074904465
ACH-000163,-0.9312869859721816
ACH-000167,-1.4967611211612784
ACH-000168,-0.91260264845117
ACH-000169,-0.9433261535066096
ACH-000178,-0.8983665500111133
ACH-000183,-0.8463926392525104
ACH-000188,-0.7247140966441359
ACH-000189,-0.6890257132547378
ACH-000190,-1.0250528847383975
ACH-000198,-0.7098415950074957
