,C1GALT1 (56913)
ACH-000004,-0.0017981728669753628
ACH-000005,-0.12877477426291442
ACH-000007,0.09097261633448747
ACH-000009,-0.06313110914900058
ACH-000011,-0.21569813063351104
ACH-000012,-0.06605630660573994
ACH-000013,0.07916095590756407
ACH-000014,-0.07476986906049354
ACH-000015,-0.011618872167851652
ACH-000017,-0.00957072800905222
ACH-000018,0.09356631848604792
ACH-000019,-0.05644941348377752
ACH-000021,0.10018364104918999
ACH-000022,-0.10561010157502587
ACH-000025,0.03535733625647062
ACH-000028,-0.09563944820019787
ACH-000030,-0.055295009573016037
ACH-000035,-0.019798021368448424
ACH-000036,0.07314138569990701
ACH-000037,-0.22220043094563954
ACH-000039,0.13457130832022202
ACH-000040,0.012188534087606388
ACH-000041,0.046330415658603394
ACH-000042,-0.021156000016117
ACH-000045,-0.14057448903277414
ACH-000047,-0.06225424417143958
ACH-000052,0.030399391883521726
ACH-000053,0.022300954214343083
ACH-000054,-0.029880552345267538
ACH-000055,0.21404963622877324
ACH-000060,-0.1448793216238178
ACH-000067,-0.1249375716425868
ACH-000070,-0.061443960878378334
ACH-000075,0.04697079622594523
ACH-000078,-0.24713508996287556
ACH-000082,-0.08796008238734833
ACH-000085,0.12854557361888136
ACH-000086,0.021936488417578337
ACH-000087,0.039284120728101786
ACH-000092,0.003024366635400916
ACH-000095,0.048844105589913436
ACH-000097,0.07542001227072506
ACH-000098,0.09563353931462196
ACH-000099,0.049346186767765116
ACH-000108,0.08229767166161593
ACH-000113,0.6542809032243342
ACH-000116,0.03096795429438041
ACH-000118,0.12150292839132702
ACH-000120,-0.02392579514008011
ACH-000123,0.10267076641751796
ACH-000127,0.01825064566864019
ACH-000128,-0.011206535400851949
ACH-000132,0.07209428213274742
ACH-000133,-0.1547176633947914
ACH-000137,-0.09473005772938144
ACH-000138,-0.02119032512412453
ACH-000142,-0.14787818549734086
ACH-000143,0.17816615972613434
ACH-000146,-0.06337247430625208
ACH-000148,0.06586113186488386
ACH-000150,0.15991693848967567
ACH-000152,-0.06814813934195939
ACH-000153,0.17057335893765804
ACH-000159,-0.040163424337243694
ACH-000160,-0.08371934028024552
ACH-000163,0.06288091874521735
ACH-000167,-0.2386018165338573
ACH-000168,0.007943233723375612
ACH-000169,-0.021077486936568468
ACH-000178,0.09573066055525307
ACH-000183,0.22680842340081545
ACH-000188,-0.12194541636660695
ACH-000189,0.06959880542999153
ACH-000190,0.1926261982277372
ACH-000198,0.04444628841502099
ACH-000203,0.12648830423526114
ACH-000204,-0.026210992688894482
ACH-000206,-0.15390665436868478
ACH-000207,-0.07856047778911449
ACH-000208,0.15243596124521502
ACH-000210,0.21585899955305896
ACH-000211,0.03088840541782008
ACH-000215,0.05763012575669747
ACH-000221,-0.028433758013341037
ACH-000222,-0.2449979384583421
ACH-000223,0.043637459302687115
ACH-000226,-0.018855764374091283
ACH-000227,-0.10289588330956316
ACH-000228,0.07419627590927451
ACH-000231,-0.0388261791428904
ACH-000232,-0.0568292749949018
ACH-000233,-0.009651705299143564
ACH-000234,-0.07090226743985316
ACH-000235,-0.009473455444463036
ACH-000237,-0.020649982692519258
ACH-000238,-0.0878875680835672
ACH-000242,-0.16767375940180493
ACH-000243,0.05457073563240892
ACH-000244,0.15974094222536986
ACH-000246,-0.0745459751278545
ACH-000248,0.0638035641874135
ACH-000250,-0.0445390974924896
ACH-000251,0.06463962307063127
ACH-000252,0.132108114542681
ACH-000253,-0.08156185768151687
ACH-000255,0.16997695182020256
ACH-000256,0.036123810312569886
ACH-000257,0.19655694152714528
ACH-000258,0.1040825314244329
ACH-000259,0.0626740137667889
ACH-000260,0.18224334713949286
ACH-000261,0.1128085877850256
ACH-000262,-0.20521466233616426
ACH-000263,-0.05945825560017552
ACH-000264,-0.006912607337668597
ACH-000265,0.16176692687210872
ACH-000266,-0.07738996887137158
ACH-000272,-0.06832717786839006
ACH-000274,-0.011985822013262796
ACH-000277,-0.0753388700795992
ACH-000278,0.054384317946981967
ACH-000279,0.046826078677541856
ACH-000280,0.03292420890226441
ACH-000281,0.08971054292280975
ACH-000288,-0.13875189330876705
ACH-000291,0.020967654557610387
ACH-000293,-0.11024041601945762
ACH-000294,-0.07437283067820265
ACH-000295,0.057248675221274276
ACH-000296,-0.1017317898836118
ACH-000302,0.006750643618464219
ACH-000304,-0.18752117525965198
ACH-000307,0.028464441238205976
ACH-000308,0.07116557169800844
ACH-000310,-0.07550289629346803
ACH-000311,-0.012492666854180596
ACH-000312,-0.0203019769086302
ACH-000315,-0.02529702155039656
ACH-000316,-0.09946108783575013
ACH-000317,0.14538539200853826
ACH-000318,-0.029093310845663137
ACH-000319,-0.0919882071866014
ACH-000320,-0.021984615731807638
ACH-000322,0.1030239286771506
ACH-000323,-0.02584799673327568
ACH-000324,-0.14046701541155845
ACH-000329,-0.000834864639197246
ACH-000330,-0.08790632614554626
ACH-000331,-0.014901461648189557
ACH-000332,-0.014538426088738381
ACH-000334,-0.05696325037037644
ACH-000335,-0.014029095433783377
ACH-000336,0.2994644851867089
ACH-000337,-0.2249659317714652
ACH-000338,0.4098536749049202
ACH-000339,-0.05997155994358053
ACH-000341,-0.019402259412293
ACH-000348,-0.018413836486894715
ACH-000350,-0.15319157977911727
ACH-000352,-2.501825648743917e-05
ACH-000356,-0.07691799096117627
ACH-000361,0.02471251205865215
ACH-000362,-0.05982214297609165
ACH-000363,-0.04390688815149638
ACH-000364,-0.11701741418465672
ACH-000365,0.07036749431956581
ACH-000366,0.00347374922989168
ACH-000368,-0.07881548578410222
ACH-000374,-0.14243621124261405
ACH-000375,-3.260090889211592e-05
ACH-000376,0.02500347300170509
ACH-000381,-0.00097265660305369
ACH-000383,0.002614242155499061
ACH-000387,-0.01264413838181139
ACH-000389,0.02481446572233363
ACH-000390,-0.048340413590252304
ACH-000393,-0.12665253051015046
ACH-000395,-0.22271648002861405
ACH-000396,-0.16968405264432124
ACH-000397,-0.0334686532480699
ACH-000401,-0.009523448393418756
ACH-000402,0.2707263352514885
ACH-000403,0.011099000113007906
ACH-000404,-0.18545164432821826
ACH-000406,-0.0033233676219418533
ACH-000407,0.027890254536457326
ACH-000408,-0.007984491326961498
ACH-000410,-0.012868160856484456
ACH-000411,-0.1711256372175401
ACH-000414,-0.10385012230013356
ACH-000415,-0.032500740240849944
ACH-000416,-0.13280519921392295
ACH-000420,0.01909863238962529
ACH-000421,0.03816651477641004
ACH-000424,0.038251590168184364
ACH-000425,0.04552330286062292
ACH-000426,0.11877128612453645
ACH-000427,-0.04952372164779168
ACH-000433,0.024665941412955483
ACH-000435,0.16390565162350046
ACH-000436,-0.039179822723363456
ACH-000444,0.1532069698400779
ACH-000445,0.005207956803053926
ACH-000448,-0.03145334005052907
ACH-000450,-0.017282050368486998
ACH-000452,0.02064867156920335
ACH-000454,0.018980802046404226
ACH-000458,0.07946556887163429
ACH-000459,-0.01112916645974699
ACH-000460,0.1662936717180023
ACH-000461,-0.11020283805451817
ACH-000463,0.048244196666504896
ACH-000464,-0.060375291282431014
ACH-000466,-0.07944629903232955
ACH-000467,-0.018535924797104697
ACH-000468,0.12481268935814953
ACH-000469,-0.07545560157498021
