,PGD (5226)
ACH-000004,-1.204459740740478
ACH-000005,-1.2864649716169927
ACH-000007,-0.8279130469309482
ACH-000009,-0.849638160486587
ACH-000011,-1.1227038077351743
ACH-000012,-0.9809424706296872
ACH-000013,-0.5241489118877396
ACH-000014,-1.1808242502645772
ACH-000015,-0.5664880014124702
ACH-000017,-1.3897466949850479
ACH-000018,-0.9963195628269536
ACH-000019,-0.8448317828931698
ACH-000021,-0.8535459216897924
ACH-000022,-0.5109676093142695
ACH-000025,-1.1586440723263192
ACH-000028,-1.1150253008114317
ACH-000030,-1.1322616602601747
ACH-000035,-1.2450303241856295
ACH-000036,-1.0384643556503053
ACH-000037,-0.4805946490867461
ACH-000039,-0.6955976927964663
ACH-000040,-0.6001254219460221
ACH-000041,-0.6992763609546534
ACH-000042,-0.8344824932188023
ACH-000045,-1.0108007252600444
ACH-000047,-0.8482147493080292
ACH-000052,-0.3701705065552897
ACH-000053,-0.8588340431520664
ACH-000054,-0.3192352514308683
ACH-000055,-0.9720292372651876
ACH-000060,-0.6599861916738983
ACH-000067,-1.035242329090764
ACH-000070,-0.8409981659434568
ACH-000075,-0.5096642027736978
ACH-000078,-0.6045402140019986
ACH-000082,-0.24260670107560026
ACH-000085,-0.941078552326026
ACH-000086,-0.6178183398046635
ACH-000087,-0.708817953063311
ACH-000092,-1.061539086021788
ACH-000095,-0.5655036403212691
ACH-000097,-1.1890768955119824
ACH-000098,-0.4838177848838403
ACH-000099,-0.9157651036561684
ACH-000108,-0.8088272617951259
ACH-000113,-0.7477127947224739
ACH-000116,-0.58995540967625
ACH-000118,-0.7861362811003864
ACH-000120,-0.4225915848225466
ACH-000123,-0.7486181464597677
ACH-000127,-0.7637641505203141
ACH-000128,-0.7249296326688331
ACH-000132,-0.7374042049139179
ACH-000133,-0.6242187066673142
ACH-000137,-0.7498251891916666
ACH-000138,-0.9738027162455144
ACH-000142,-1.0083117687868035
ACH-000143,-0.9177468386322858
ACH-000146,-1.2102696293590045
ACH-000148,-0.5835901407704707
ACH-000150,-0.8259863671809302
ACH-000152,-1.0468427628379608
ACH-000153,-0.3052813598915516
ACH-000159,-1.118482212179804
ACH-000160,-0.945947121460562
ACH-000163,-0.5833521868795182
ACH-000167,-1.040781826594546
ACH-000168,-0.9338250990799796
ACH-000169,-0.6286153492777403
ACH-000178,-0.969015804854744
ACH-000183,-1.1747645552850452
ACH-000188,-1.0157355068290794
ACH-000189,-1.0154363043657055
ACH-000190,-0.9472080645875194
ACH-000198,-0.8522519029854716
ACH-000203,-0.6971251812356732
ACH-000204,-0.7431761760852291
ACH-000206,-1.2113807539388144
ACH-000207,-0.7220985391881279
ACH-000208,-0.8451757049220948
ACH-000210,-0.9128653009051312
ACH-000211,-0.3127805644243897
