,PCDHA2 (56146)
ACH-000004,-0.11080385850764927
ACH-000005,-0.4039097076537541
ACH-000007,0.07050923125357413
ACH-000009,-0.0319224105388657
ACH-000011,-0.012521651857337257
ACH-000012,-0.09854970793091204
ACH-000013,-0.00478363335970897
ACH-000014,-0.1715495013499192
ACH-000015,-0.06592915775371562
ACH-000017,-0.05397432827916502
ACH-000018,-0.04453247588406558
ACH-000019,0.09490725218061276
ACH-000021,-0.16371826112924195
ACH-000022,-0.1208645327110722
ACH-000025,0.028641818220721163
ACH-000028,-0.000510379989183836
ACH-000030,0.009366218570444977
ACH-000035,0.10347955427198713
ACH-000036,0.09266118726390478
ACH-000037,-0.17571179476829624
ACH-000039,-0.2052355827425109
ACH-000040,-0.027521697796129275
ACH-000041,0.04259623849771207
ACH-000042,-0.0346493119071977
ACH-000045,0.15241390610934533
ACH-000047,-0.12688774791302068
ACH-000052,0.09782604630053507
ACH-000053,-0.06955460171906623
ACH-000054,-0.13181507686907531
ACH-000055,-0.16894850541060902
ACH-000060,0.03857072769519871
ACH-000067,0.12068060896868905
ACH-000070,-0.017712046018099833
ACH-000075,0.017471321578050366
ACH-000078,0.15373538573509055
ACH-000082,0.06125499720228283
ACH-000085,0.1485437846076463
ACH-000086,-0.09701170498682712
ACH-000087,-0.4824019842726122
ACH-000092,0.02516058478381977
ACH-000095,-0.10431704483889256
ACH-000097,-0.044645216343283216
ACH-000098,0.019799652600679236
ACH-000099,0.07916795637468667
ACH-000108,-0.03523442120537943
ACH-000113,-0.027847972087037067
ACH-000116,0.007371370405743381
ACH-000118,0.002137255357211761
ACH-000120,-0.1515082828829062
ACH-000123,-0.08391115084740942
ACH-000127,0.0908889777635986
ACH-000128,-0.0975454381005812
ACH-000132,-0.08386865008402128
ACH-000133,-0.00940829075660648
ACH-000137,0.07474988223895426
ACH-000138,-0.11897428985928404
ACH-000142,-0.03625821650384628
ACH-000143,-0.1220847450660378
ACH-000146,0.035955895243707424
ACH-000148,-0.06264404105344419
ACH-000150,-0.08422076996764233
ACH-000152,-0.16028144694651755
ACH-000153,-0.048128381802926036
ACH-000159,-0.07226716568269688
ACH-000160,0.07922750551430784
ACH-000163,-0.07642031291883332
ACH-000167,0.01708276832552887
ACH-000168,-0.08817940053651041
ACH-000169,-0.11578488433242115
ACH-000178,-0.08029784213368893
ACH-000183,0.2809939527284997
ACH-000188,-0.051963029413605616
ACH-000189,0.036019131562051686
ACH-000190,-0.21307031075926194
ACH-000198,0.017322927965302787
ACH-000203,-0.17857441074356833
ACH-000204,-0.07026414619386517
ACH-000206,0.10139679416457824
ACH-000207,0.020402033208274373
ACH-000208,-0.3113318774965648
ACH-000210,0.3986588360972838
ACH-000211,-0.03111338801458675
ACH-000215,-0.025777493042143933
ACH-000221,0.03326467198551734
ACH-000222,-0.2004290879259187
