,PIGO (84720)
ACH-000294,-0.14522127012645736
ACH-000295,-0.19754101537307447
ACH-000296,-0.19222921911762264
ACH-000302,-0.30177267678485403
ACH-000304,-0.33331628546779474
ACH-000307,-0.3418802323855673
ACH-000308,-0.3045008653351714
ACH-000310,-0.20903928968997626
ACH-000311,-0.27270639138707353
ACH-000312,-0.1751578149636634
ACH-000315,-0.34778786808948864
ACH-000316,-0.3419479067783338
ACH-000317,-0.3320029700372472
ACH-000318,-0.31339297708273384
ACH-000319,-0.2559351197166034
ACH-000320,-0.3073389743754881
ACH-000322,-0.2504296296417253
ACH-000323,-0.19690393976202264
ACH-000324,-0.4202052296220512
ACH-000329,-0.16053316539533724
ACH-000330,-0.4500298873118273
ACH-000331,-0.29505905477044125
ACH-000332,-0.2469611753581076
ACH-000334,-0.22400277611218755
ACH-000335,-0.1404118271956925
ACH-000336,-0.1395599480170759
ACH-000337,-0.3537016007976277
ACH-000338,0.21921407684038252
ACH-000339,-0.4014316590285872
ACH-000341,-0.04880198513360977
ACH-000348,-0.3438118441306313
ACH-000350,-0.2158312800000572
ACH-000352,-0.2147175377559111
ACH-000356,-0.4419182588134208
ACH-000361,-0.20078354712596053
ACH-000362,-0.24391894512278944
ACH-000363,-0.2264347962808491
ACH-000364,-0.5468813346923169
ACH-000365,-0.4478535292513445
ACH-000366,-0.32712556406827803
ACH-000368,-0.1898837324003717
ACH-000374,-0.3626517393495697
ACH-000375,-0.5081586424881386
ACH-000376,-0.19870354062955595
ACH-000381,-0.5321924047635166
ACH-000383,-0.19392809495638674
ACH-000387,-0.29511456957068577
ACH-000389,-0.11135441957990444
ACH-000390,-0.3908659217299496
ACH-000393,-0.4001327308643016
ACH-000395,-0.3838074718598973
ACH-000396,-0.4205233181707794
ACH-000397,-0.34466280208309896
ACH-000401,-0.3838467788949133
ACH-000402,0.07674534666987769
ACH-000403,-0.31029150335034583
ACH-000404,-0.4843224380962009
ACH-000406,-0.3680525079594553
ACH-000407,-0.2868086270272518
ACH-000408,-0.18881466400269786
ACH-000410,-0.3130121104963806
ACH-000411,-0.3061010219755633
ACH-000414,-0.1175352326070973
ACH-000415,-0.17971349751858792
ACH-000416,-0.31522604466615395
ACH-000420,-0.39693872891853066
ACH-000421,-0.18770177946706615
ACH-000424,-0.16464970357878178
ACH-000425,-0.20824383757407133
ACH-000426,-0.2453942042993575
ACH-000427,-0.1763145092212739
ACH-000433,-0.295833914129464
ACH-000435,-0.2773454063251278
ACH-000436,-0.0971119679243249
ACH-000444,-0.4151947203304249
ACH-000445,-0.2929272545251167
ACH-000448,-0.22334181003307566
ACH-000450,-0.2997543974600041
ACH-000452,-0.2968574368322198
ACH-000454,-0.2123223326031235
ACH-000458,-0.2096822310564187
ACH-000459,-0.26190744894091045
ACH-000460,-0.14125090090370074
ACH-000461,-0.06400997909222281
ACH-000463,-0.2482398303078995
ACH-000464,-0.2489772442066588
ACH-000466,-0.5204147370325243
ACH-000467,-0.17087381449450553
ACH-000468,-0.1941309583867127
ACH-000469,-0.3138331813073865
ACH-000470,-0.07131248384610138
ACH-000471,-0.384474052032337
ACH-000472,-0.24149859222093584
ACH-000473,-0.2750071322682599
ACH-000475,-0.41287163698841706
ACH-000476,-0.28839557252294284
ACH-000477,-0.2374620271431173
ACH-000479,-0.23170032725692444
ACH-000480,-0.36055434118840063
ACH-000481,-0.1358544124749559
ACH-000483,-0.010511139515711945
ACH-000484,-0.34032724556957344
ACH-000485,-0.17335459078533424
ACH-000486,-0.2282317553150565
ACH-000487,-0.4337197956141655
ACH-000488,-0.1505201306673427
ACH-000490,-0.3588301118677512
ACH-000491,-0.29754891929389177
ACH-000495,-0.05302240632459018
ACH-000496,-0.4202431193083557
ACH-000499,-0.24249454108984744
ACH-000500,-0.04975724040398242
ACH-000502,-0.2378143104962469
ACH-000503,-0.14529440899688711
ACH-000505,-0.23073094080984735
ACH-000507,-0.287013644987832
ACH-000510,-0.31878050836888444
ACH-000511,-0.2491535625195015
ACH-000512,-0.12195537148647748
ACH-000516,-0.20550551369206185
ACH-000517,-0.20767368672079015
ACH-000518,-0.42641129471305395
ACH-000520,-0.4356298299573508
ACH-000521,-0.5570338583288171
ACH-000522,-0.2764275944827365
ACH-000524,-0.19661003493503384
ACH-000527,-0.3421628002418691
ACH-000528,-0.3727712186911912
ACH-000537,-0.3862323447258927
ACH-000541,-0.296270028241554
ACH-000542,-0.22747676626220906
ACH-000544,0.2729170823110232
ACH-000545,-0.263384602662346
ACH-000547,-0.24124493386489906
ACH-000548,-0.14932618979460574
ACH-000549,-0.13459890069984656
ACH-000550,-0.2914509806116305
ACH-000552,-0.4031282911088016
ACH-000556,-0.26621121347784604
ACH-000557,-0.19308106099494904
ACH-000569,-0.15677476246371025
ACH-000570,-0.4763982741940022
ACH-000571,-0.30565076228076205
ACH-000573,-0.312457271982972
ACH-000576,0.09682011726781192
ACH-000579,-0.4212617875595568
ACH-000580,-0.35518927518460297
ACH-000584,-0.31051178498286763
ACH-000585,-0.08028372525743149
ACH-000588,-0.24301447233179724
ACH-000589,-0.3288908929495377
ACH-000591,-0.4117359769936064
ACH-000593,-0.315639066691958
ACH-000600,-0.29739778685658336
ACH-000601,-0.3367540993130879
ACH-000605,-0.16821249522734094
ACH-000606,-0.13378896053830433
ACH-000608,-0.2635111419025734
ACH-000614,-0.19666625315675698
ACH-000616,-0.2205766714647366
ACH-000618,-0.06803999928888503
ACH-000619,-0.3229390953626021
ACH-000620,-0.4257850897753165
ACH-000621,-0.2154635259199144
ACH-000622,-0.08583995259644944
ACH-000623,-0.23653122665483714
ACH-000624,-0.3331900503033359
ACH-000627,-0.3034340029912536
ACH-000630,-0.3193912866182088
ACH-000631,-0.6843058554291804
ACH-000632,-0.2559826267938841
ACH-000633,-0.21855089146472886
ACH-000637,-0.20813174048009672
ACH-000638,-0.3469814900943468
ACH-000646,-0.4384126429125952
ACH-000647,-0.3287304773129166
ACH-000648,-0.3581816215544492
ACH-000649,-0.29999994330193874
ACH-000651,-0.3114557008530582
ACH-000652,-0.32107110693669594
ACH-000653,-0.3359048290280638
ACH-000657,-0.2458960228245242
ACH-000658,-0.44815014021476
ACH-000661,-0.2353870132550913
ACH-000662,-0.4464394701973173
ACH-000663,-0.23500264114842076
ACH-000665,-0.19763134984318806
ACH-000671,-0.6159884471151109
ACH-000672,-0.3042048896979232
ACH-000673,-0.27287187121344403
ACH-000676,-0.3230386136303775
ACH-000677,-0.239248279100732
ACH-000681,-0.411377010762729
ACH-000683,-0.2722670017555818
ACH-000684,-0.5281024315896314
ACH-000688,-0.24390471267808905
ACH-000693,-0.21418872020276544
ACH-000694,-0.17983338167478718
ACH-000695,-0.1917337937606886
ACH-000696,-0.30903975059993904
ACH-000697,-0.18419863801452016
ACH-000699,-0.34311300308922177
ACH-000701,-0.1672054402160106
ACH-000706,-0.3726728192658363
ACH-000711,-0.3144257507738157
ACH-000713,-0.3985163591228773
ACH-000714,-0.2301731929524456
ACH-000718,-0.17737997761821014
ACH-000720,-0.1731180787443237
ACH-000721,-0.2710553478538844
ACH-000724,-0.30632290440815696
ACH-000725,-0.13662454716766936
ACH-000732,-0.25278568120657635
ACH-000734,-0.3729173829417161
ACH-000735,-0.21931766611709333
ACH-000736,-0.28387590500267673
ACH-000738,-0.30256443059293137
ACH-000746,-0.2685571770022465
ACH-000747,-0.2411730243468977
ACH-000748,-0.2901440957688926
ACH-000753,-0.20834461898767165
ACH-000756,-0.32925840108263155
ACH-000757,-0.3020207443498664
ACH-000758,-0.4026043172759449
ACH-000760,-0.2939773558687175
ACH-000762,-0.2812299162702921
ACH-000763,-0.2699263283221444
ACH-000764,-0.5218049955809623
ACH-000765,-0.4499831546439295
ACH-000766,-0.3103674214627268
ACH-000767,-0.2707893777600459
ACH-000768,-0.330849844205702
ACH-000769,-0.06329437662416985
ACH-000770,-0.2292762051817404
ACH-000771,-0.3073830169631687
ACH-000773,-0.15900892152953874
ACH-000776,-0.3796014532476647
ACH-000777,-0.4358246102214851
ACH-000778,-0.299761679499612
ACH-000781,-0.3052881475414454
ACH-000782,-0.3407601888791427
ACH-000783,-0.15647132822216153
ACH-000784,-0.21656658689512784
ACH-000785,-0.2799259165741677
ACH-000787,-0.2449816011301973
ACH-000788,-0.3289234041956313
ACH-000791,-0.07269600264282082
ACH-000792,-0.28272372916564475
ACH-000794,-0.3439831587288821
ACH-000796,-0.31096800294924704
ACH-000798,-0.18521634212378776
ACH-000799,-0.23487724996973425
ACH-000800,0.17787496585760298
ACH-000802,-0.31460152589589063
ACH-000804,-0.09357696673322466
ACH-000805,-0.3565507270599277
ACH-000809,-0.2297993687718445
ACH-000810,-0.4467219383461754
ACH-000811,-0.4596235239866446
ACH-000817,-0.3366348731579582
ACH-000819,-0.4143587127011318
ACH-000820,-0.4207875137937109
ACH-000821,-0.2318775728712711
ACH-000822,-0.2406257634553885
ACH-000823,-0.6895914501063725
ACH-000824,-0.2747301944637137
ACH-000827,-0.18946623538880447
ACH-000829,-0.30307599789504186
ACH-000831,-0.2426747011949735
ACH-000832,-0.2509456764185798
ACH-000833,-0.2549661441431363
ACH-000834,-0.4634863879596428
ACH-000835,-0.2670848044676491
ACH-000836,-0.3884161017916624
ACH-000837,-0.28784210421667755
ACH-000838,-0.3979873630061305
ACH-000839,-0.24793469244706295
ACH-000840,-0.32746618405142763
ACH-000841,-0.04154335205390424
ACH-000843,-0.2595132400892384
ACH-000846,-0.2587171135540908
ACH-000847,-0.20039808626209887
ACH-000848,-0.3071451857069106
ACH-000849,-0.44470002885253423
ACH-000851,-0.3412220450857534
ACH-000855,-0.3403942137944601
ACH-000856,-0.3393252967984657
ACH-000858,-0.05359066221416596
ACH-000859,-0.2885922960916625
ACH-000861,-0.2509799322412948
ACH-000862,-0.28525530440650765
ACH-000865,-0.2378307899750311
ACH-000866,-0.3305527938379076
ACH-000867,-0.3030943388750963
ACH-000869,-0.378605162775774
ACH-000872,-0.4335873324446481
ACH-000873,-0.1817813831089035
ACH-000876,-0.3209164552542371
ACH-000878,-0.3160348998351877
ACH-000880,-0.4514454351323424
ACH-000881,-0.2022580544114041
ACH-000882,-0.31609113791561755
ACH-000884,-0.20557647813334926
ACH-000885,-0.5714064435602696
ACH-000887,-0.3246013399242345
ACH-000889,-0.05884981579279355
ACH-000896,-0.3200936858527344
ACH-000898,-0.0963959490606635
ACH-000900,-0.15504307553737887
ACH-000901,-0.2369024635220534
ACH-000905,-0.10861314757959938
ACH-000906,-0.1727914802468518
ACH-000907,-0.3959764639994278
ACH-000910,-0.27522164206346383
ACH-000911,-0.2090726816217196
ACH-000912,-0.11191724729698116
ACH-000913,-0.20098223713232552
ACH-000915,-0.29551418507719057
ACH-000916,-0.14682686253943492
ACH-000917,-0.20484581686418998
ACH-000920,-0.3169713531430832
ACH-000921,-0.2644409542703981
ACH-000924,-0.15722286119854295
ACH-000926,-0.22418820393462635
ACH-000928,-0.2120315049321521
ACH-000929,-0.20632321549206248
ACH-000932,-0.37895955937000303
ACH-000935,-0.2635269098346933
ACH-000936,-0.473096524981271
ACH-000937,-0.385849758970244
ACH-000938,-0.3831753846372944
ACH-000939,-0.1514878451291876
ACH-000941,-0.07186338666940942
ACH-000943,-0.31401448391853826
ACH-000946,-0.3140099433388164
ACH-000947,-0.35587278360625296
ACH-000948,-0.17413290615936744
ACH-000950,-0.3505247088480131
ACH-000953,-0.0922409226503736
ACH-000954,-0.24617786747307546
ACH-000957,-0.1739784779088901
ACH-000958,-0.20900586823678569
ACH-000960,-0.23547862239815698
ACH-000963,-0.4602624057932916
ACH-000968,-0.2703941944865273
ACH-000969,-0.15148054917152745
ACH-000972,-0.6647883066228532
ACH-000973,-0.17688817733530046
ACH-000974,-0.3501904888242617
ACH-000978,-0.2608969872398038
ACH-000984,-0.2402041101153856
ACH-000986,-0.21729268736877036
ACH-000988,-0.09043445139999252
ACH-000993,-0.05963308231496243
ACH-000994,-0.206763959571641
ACH-000996,-0.19810388207446405
ACH-001001,-0.2933541481740387
ACH-001020,-0.18548628049213034
ACH-001028,-0.2371972284619268
ACH-001031,-0.19548750132325507
ACH-001038,-0.28901085452913
ACH-001048,-0.3913057531731042
ACH-001050,-0.22580406220305504
ACH-001053,-0.25999884828658204
ACH-001054,-0.25297468322385885
ACH-001061,-0.3534175229129899
ACH-001067,-0.2545890624854966
ACH-001075,-0.5616904162401071
ACH-001096,-0.29965900401314755
ACH-001111,-0.2654835572598881
ACH-001119,-0.3050862226932724
ACH-001128,-0.2565480741575937
ACH-001134,-0.15799495253765392
ACH-001151,-0.3855059068211089
ACH-001163,-0.17314106512528174
ACH-001164,-0.237607258733128
ACH-001183,-0.32268035481423585
ACH-001192,-0.4128194530056387
ACH-001193,-0.26374409875966004
ACH-001196,-0.2373865365850425
ACH-001197,-0.16508420594693354
ACH-001205,-0.4671188359859385
ACH-001211,-0.2445547798028013
ACH-001212,-0.31906775992670683
ACH-001228,-0.11271385789492333
ACH-001232,-0.14671748886216102
ACH-001239,-0.43174039886414106
ACH-001270,-0.2617138112198519
ACH-001274,-0.14939413399409732
ACH-001275,-0.3364020841099876
ACH-001277,-0.3884187271012881
ACH-001278,-0.2563841646785776
ACH-001280,-0.3303263268687377
ACH-001283,-0.12598933822367095
ACH-001289,-0.32702533626360225
ACH-001300,-0.2803131836493469
ACH-001301,-0.2191137344939922
ACH-001302,-0.35168973694165623
ACH-001306,-0.20185527030536027
ACH-001318,-0.4879831830530085
ACH-001322,-0.4202607995832846
ACH-001328,-0.29320890788390824
ACH-001332,-0.5554189979114202
ACH-001336,-0.11613792384653215
ACH-001346,-0.1901332597010891
ACH-001353,-0.2119419584981924
ACH-001354,-0.11670100859489654
ACH-001367,-0.3633780769498431
ACH-001368,-0.468102137196235
ACH-001374,-0.2497754743591887
ACH-001377,-0.2994912725311948
ACH-001380,-0.3644566811936691
ACH-001391,-0.29562288388997066
ACH-001408,-0.2375878738084625
ACH-001430,-0.2874742186472119
ACH-001431,-0.37462675601453854
ACH-001450,-0.3791054428634412
ACH-001496,-0.23653804524283226
ACH-001500,-0.2238400829738011
ACH-001523,-0.3320437843337426
ACH-001532,-0.2367866175826527
ACH-001550,-0.22755518775648134
ACH-001552,-0.28619648436424144
ACH-001554,-0.14438446152883866
ACH-001654,-0.290223742876261
ACH-001735,-0.24394448232999105
ACH-001736,-0.18339849784497336
ACH-001737,-0.2620461968648404
ACH-001740,-0.323372029920786
ACH-001745,-0.3953657161074804
ACH-001765,-0.1703603029119154
