,KCNC1 (3746)
ACH-000004,-0.20569670671385384
ACH-000005,-0.10769014878289794
ACH-000007,-0.1728469162010209
ACH-000009,-0.27958541391951075
ACH-000011,-0.23292990263277344
ACH-000012,-0.2670935028925774
ACH-000013,-0.2191069339556519
ACH-000014,-0.1847742092301541
ACH-000015,-0.1976177302905397
ACH-000017,-0.22037313387888566
ACH-000018,-0.2906104359653449
ACH-000019,-0.2183369917864516
ACH-000021,-0.3227636316412374
ACH-000022,-0.19874677560084736
ACH-000025,-0.2579649041611164
ACH-000028,-0.22472563521552025
ACH-000030,-0.3167481999756254
ACH-000035,-0.26857493379937564
ACH-000036,-0.11228394064359094
ACH-000037,-0.21772245857987665
ACH-000039,-0.08051699668949595
ACH-000040,-0.20488987491252925
ACH-000041,-0.13617045461777538
ACH-000042,-0.415227032139414
ACH-000045,-0.2597894085453625
ACH-000047,-0.18717187938170016
ACH-000052,-0.21646856160215505
ACH-000053,-0.22819360793381144
ACH-000054,-0.1653344160545946
ACH-000055,-0.2365705126401243
ACH-000060,-0.2621071373322963
ACH-000067,-0.26175076087754506
ACH-000070,-0.02209054513406064
ACH-000075,-0.18190218796052907
ACH-000078,-0.19439530857513165
ACH-000082,-0.1230041405304497
ACH-000085,-0.11581472183560028
ACH-000086,-0.2904522072959295
ACH-000087,0.01929320893952271
ACH-000092,-0.05269078713947769
ACH-000095,-0.2449996819107891
ACH-000097,-0.20604247834582126
ACH-000098,-0.2228104640332823
ACH-000099,-0.2040908211748557
ACH-000108,-0.28107338495226725
ACH-000113,-0.15610309328818345
ACH-000116,-0.154476541327653
ACH-000118,-0.2927394773166051
ACH-000120,-0.15799761561093872
ACH-000123,-0.1678339967580604
ACH-000127,-0.28449927811715964
ACH-000128,-0.1472164927986865
ACH-000132,-0.17388896769600554
ACH-000133,-0.28256745583562426
ACH-000137,-0.2884955442052338
ACH-000138,-0.2695275260758309
ACH-000142,-0.15961043229211072
ACH-000143,-0.3517375192925314
ACH-000146,-0.14780053492741
ACH-000148,-0.32247054499050665
ACH-000150,-0.2582666432751089
ACH-000152,-0.0987728285022738
ACH-000153,-0.1282116212942091
ACH-000159,-0.15645119551290154
ACH-000160,-0.2259285268689897
ACH-000163,-0.23478693377475998
ACH-000167,-0.22593522006267544
ACH-000168,-0.13812221819624387
ACH-000169,-0.2801939905135702
ACH-000178,-0.2783742862383096
ACH-000183,-0.1600186539786925
ACH-000188,-0.1468899202668715
ACH-000189,-0.2622293267757334
ACH-000190,-0.02545729521556757
ACH-000198,-0.2257701693077119
ACH-000203,-0.31941515298030604
ACH-000204,-0.3435820956930362
ACH-000206,-0.03769795147212117
ACH-000207,-0.29016408178803665
ACH-000208,-0.15375011884548345
ACH-000210,-0.3159770663765377
ACH-000211,-0.1245527164233272
ACH-000215,-0.22173177363959054
ACH-000221,-0.4922576892469786
ACH-000222,-0.17054170583830705
ACH-000223,-0.1396010374366272
ACH-000226,-0.2194167055371332
ACH-000227,-0.2869487066239778
ACH-000228,-0.10351552189803324
ACH-000231,-0.13347068815088953
ACH-000232,-0.3013852866088669
ACH-000233,-0.3015789067095282
ACH-000234,-0.03085125499229601
ACH-000235,-0.14633119264032493
ACH-000237,-0.2384103205731085
ACH-000238,-0.032588598516775896
ACH-000242,-0.219907429347368
ACH-000243,-0.21992011466828065
ACH-000244,-0.15928204076283295
ACH-000246,-0.2568755095285159
