,RAD51B (5890)
ACH-000004,-0.32170082327468497
ACH-000005,-0.3855765478602662
ACH-000007,-0.4049107112672316
ACH-000009,-0.16684937047662876
ACH-000011,-0.6537685605299381
ACH-000012,-0.2525260953445825
ACH-000013,-0.07825137556637231
ACH-000014,-0.3496735941769709
ACH-000015,-0.10510665964217096
ACH-000017,-0.2299462290533024
ACH-000018,0.016654650103280967
ACH-000019,-0.1349688711240583
ACH-000021,-0.1107786209477405
ACH-000022,-0.22031201111535592
ACH-000025,-0.17736336031156505
ACH-000028,-0.2874728615428763
ACH-000030,-0.2527301965995141
ACH-000035,-0.04161149923488137
ACH-000036,0.020983367169445787
ACH-000037,-0.13023559562889728
ACH-000039,-0.287760306396634
ACH-000040,-0.24135201819356145
ACH-000041,-0.25927211149798435
ACH-000042,0.03589562108240009
ACH-000045,-0.3831855900938318
ACH-000047,-0.5442429238747475
ACH-000052,-0.4198666402552864
ACH-000053,0.011189655215622159
ACH-000054,-0.25376022848255875
ACH-000055,-0.5696388408625761
ACH-000060,-0.1788179278301815
ACH-000067,-0.2559789715061422
ACH-000070,-0.37956582865920296
ACH-000075,-0.12920975917911787
ACH-000078,0.13856125501460206
ACH-000082,-0.2459894071204592
ACH-000085,0.015433220973423296
ACH-000086,-0.07204086194834179
ACH-000087,-0.2551793906716649
ACH-000092,-0.14693690384601746
ACH-000095,0.12310286913525345
ACH-000097,-0.054995843702393486
ACH-000098,-0.10112966869413656
ACH-000099,-0.009296958057526549
ACH-000108,-0.05470436882938811
ACH-000113,-0.2861692559705584
ACH-000116,-0.2402311294191408
ACH-000118,-0.4341628888028468
ACH-000120,-0.23973872925699094
ACH-000123,-0.20262742182725824
ACH-000127,-0.0399185000063681
ACH-000128,-0.1166979799739207
ACH-000132,-0.2290572693438133
ACH-000133,-0.2845374304832604
ACH-000137,-0.028594162470721975
ACH-000138,-0.03703206481824305
ACH-000142,-0.016099660533323436
ACH-000143,-0.1904120208500283
ACH-000146,-0.12913017537935534
ACH-000148,-0.18233142524573576
ACH-000150,-0.09812053855493937
ACH-000152,-0.2820082807177402
ACH-000153,-0.2180157088010928
ACH-000159,-0.16804385189731466
ACH-000160,-0.0951672052102866
ACH-000163,-0.13990245510013552
ACH-000167,-0.20144533136175732
ACH-000168,-0.14568180399084155
ACH-000169,-0.12993719577851065
ACH-000178,-0.2277267570414405
ACH-000183,-0.34438862513148033
ACH-000188,-0.277192068318985
ACH-000189,-0.187194838853234
ACH-000190,-0.030022638706276982
ACH-000198,-0.02099605290649157
ACH-000203,0.2072785439150644
ACH-000204,-0.17221926516825584
ACH-000206,-0.0026440693167741106
ACH-000207,-0.21578577192919973
ACH-000208,-0.4490371514146489
ACH-000210,0.18331861606909
ACH-000211,-0.27653890664652153
ACH-000215,-0.09969763728859883
ACH-000221,-0.3800533252879436
ACH-000222,-0.036543356852633484
ACH-000223,-0.35864612343793384
ACH-000226,-0.30157856143652845
ACH-000227,-0.08778341776791974
ACH-000228,-0.230947461879618
ACH-000231,-0.2474433960072843
ACH-000232,-0.6844620055431219
ACH-000233,-0.37158862030024653
ACH-000234,-0.2311963915480085
ACH-000235,-0.16156144616613413
ACH-000237,-0.11110460462613367
ACH-000238,-0.24509084886624186
ACH-000242,-0.17000622722004266
ACH-000243,-0.2984926627569189
ACH-000244,-0.20939964662496025
ACH-000246,-0.2547375203101273
ACH-000248,-0.11017450116614616
ACH-000250,-0.03416854393826173
ACH-000251,-0.14511397607985282
ACH-000252,-0.4184052774715905
ACH-000253,0.09650731771806308
ACH-000255,-0.5390956836610429
ACH-000256,-0.08108677980803408
ACH-000257,0.061306237478428824
ACH-000258,-0.28299257882996504
ACH-000259,-0.14115727221382288
ACH-000260,-0.07735722111361508
ACH-000261,-0.34793246732941946
ACH-000262,-0.4421099840934845
ACH-000263,-0.18367051617791136
ACH-000264,-0.18948046430579346
ACH-000265,-0.02593051259927177
ACH-000266,-0.025229880833164298
ACH-000272,-0.2457934645838403
ACH-000274,-0.11217583801129194
ACH-000277,-0.0820138429510048
ACH-000278,-0.14594300697790158
ACH-000279,-0.2410398022807116
ACH-000280,-0.0558624028523593
ACH-000281,-0.17168851891359194
ACH-000288,-0.14141563392780784
ACH-000291,0.062453612363839
ACH-000293,-0.07885231120552423
ACH-000294,-0.07438911657245659
ACH-000295,0.002512004688348807
ACH-000296,-0.17981616278981954
ACH-000302,-0.11205538056974712
ACH-000304,-0.19570450427033034
ACH-000307,-0.11335189936339415
ACH-000308,-0.07079514897809615
ACH-000310,-0.10407794976039364
