,MOG (4340)
ACH-000004,-0.3604807633210264
ACH-000005,-0.4532303464639701
ACH-000007,-0.3901269941153241
ACH-000009,-0.5658624077098572
ACH-000011,-0.4881522482635908
ACH-000012,-0.3653758690462981
ACH-000013,-0.4766174590033966
ACH-000014,-0.35725914442827195
ACH-000015,-0.4566229478926445
ACH-000017,-0.5337547728195703
ACH-000018,-0.7301444311152325
ACH-000019,-0.6116306787687044
ACH-000021,-0.467912468748134
ACH-000022,-0.4617630437300901
ACH-000025,-0.7916937735181219
ACH-000028,-0.3475104178906091
ACH-000030,-0.44874190291237376
ACH-000035,-0.5644867548643275
ACH-000036,-0.4549268443957926
ACH-000037,-0.6591934286323667
ACH-000039,-0.5243492613989731
ACH-000040,-0.4838434646158077
ACH-000041,-0.4940563469277313
ACH-000042,-0.5830175503385747
ACH-000045,-0.3728680062427164
ACH-000047,-0.6207956567739138
ACH-000052,-0.5075509425634501
ACH-000053,-0.4520058991950448
ACH-000054,-0.6545761912115982
ACH-000055,-0.4433801049471591
ACH-000060,-0.4247644612033592
ACH-000067,-0.3963359328348217
ACH-000070,-0.695790787749844
ACH-000075,-0.5202739259770713
ACH-000078,-0.4619357797929366
ACH-000082,-0.5051218784148875
ACH-000085,-0.8983914046720752
ACH-000086,-0.3340035125615045
ACH-000087,-0.5406855427158175
ACH-000092,-0.5122571817922872
ACH-000095,-0.4503295582963816
ACH-000097,-0.4454225588685165
ACH-000098,-0.4576333573248074
ACH-000099,-0.4492362926475541
ACH-000108,-0.6245266963767742
ACH-000113,-0.4848049756874205
ACH-000116,-0.5742131132539926
ACH-000118,-0.4858529654657261
ACH-000120,-0.3208121951584926
ACH-000123,-0.3508922469233568
ACH-000127,-0.6565503688395227
ACH-000128,-0.4649022600043057
ACH-000132,-0.4310210315623737
ACH-000133,-0.458683003749478
ACH-000137,-0.491278897710647
ACH-000138,-0.5788999260964859
ACH-000142,-0.5534625369979931
ACH-000143,-0.5445110774695279
ACH-000146,-0.6469285456622966
ACH-000148,-0.5044381224751063
ACH-000150,-0.2826216522217522
ACH-000152,-0.3851813823586441
ACH-000153,-0.3379036639376092
ACH-000159,-0.5192859058504184
ACH-000160,-0.4691382958183324
ACH-000163,-0.4477085967991553
ACH-000167,-1.0803814310828446
ACH-000168,-0.3036773260430975
ACH-000169,-0.4538987599714311
ACH-000178,-0.4464209640688494
ACH-000183,-0.4321672758850093
ACH-000188,-0.8109720214202547
ACH-000189,-0.18291087143452486
ACH-000190,-0.4404727509399181
ACH-000198,-0.32668714954383704
ACH-000203,-0.5951944698386444
ACH-000204,-0.5213510222276764
ACH-000206,-0.7610754263039842
ACH-000207,-0.4130418594176937
ACH-000208,-0.6226469534395209
ACH-000210,-0.6818183919785532
ACH-000211,-0.4370884562552368
ACH-000215,-0.7429653233642287
ACH-000221,-0.502780438626503
ACH-000222,-0.4944716603139167
ACH-000223,-0.5456316561046718
ACH-000226,-0.6728689429524669
ACH-000227,-0.4023292149339914
ACH-000228,-0.6722782790854311
ACH-000231,-0.4388488220816526
ACH-000232,-0.6211020239968663
ACH-000233,-0.3709121827963348
ACH-000234,-0.3841255514315839
ACH-000235,-0.5374281942171346
ACH-000237,-0.5787229236282343
ACH-000238,-0.6142759178268339
ACH-000242,-0.02844685534220745
ACH-000243,-0.4551356382589933
ACH-000244,-0.6883624945630565
ACH-000246,-0.4949605007533989
ACH-000248,-0.22253428306882508
ACH-000250,-0.5741843553200384
ACH-000251,-0.5420107219662369
ACH-000252,-0.4013785131067419
ACH-000253,-0.5867581904305927
ACH-000255,-0.5589566974538243
ACH-000256,-0.2094564520580603
ACH-000257,-0.4081972024763811
ACH-000258,-0.4123218999969758
ACH-000259,-0.5670494331607783
ACH-000260,-0.5547182746129865
ACH-000261,-0.4932598747037191
ACH-000262,0.06557335946422642
ACH-000263,-0.8166764848976913
ACH-000264,-0.4633206202207085
ACH-000265,-0.5225476384090373
ACH-000266,-0.4416956721270705
ACH-000272,-0.4919775356706272
ACH-000274,-0.5217659469862314
ACH-000277,-0.4535046249662858
ACH-000278,-0.4520251529005711
ACH-000279,-0.5400376676126792
ACH-000280,-0.5879668184702103
ACH-000281,-0.4496643316488574
ACH-000288,-0.404715195476152
ACH-000291,-0.38745945822620864
ACH-000293,-0.4725261225840626
ACH-000294,-0.20399798059188848
ACH-000295,-0.5004945705221173
ACH-000296,-0.5499778793041964
ACH-000302,-0.4083195271200804
ACH-000304,-0.4729692797097755
ACH-000307,-0.4487563960026609
ACH-000308,-0.4251620244067011
ACH-000310,-0.5031728189174216
ACH-000311,-0.4406171819326689
ACH-000312,-0.4377940974070628
ACH-000315,-0.4882622436027024
ACH-000316,-0.4607232569173032
ACH-000317,-0.7071185381096508
ACH-000318,-0.5579522864825247
ACH-000319,-0.3152374523433619
ACH-000320,-0.4631828651891193
ACH-000322,-0.3949787431828955
ACH-000323,-0.3510730388351669
ACH-000324,-0.4961599828731834
ACH-000329,-0.4528195304960249
ACH-000330,-0.3428597440007499
ACH-000331,-0.6743123689846322
ACH-000332,-0.455973124657206
ACH-000334,-0.6870995165281653
ACH-000335,-0.6504235269870422
ACH-000336,-0.2101118564993428
ACH-000337,-0.7998114260012871
ACH-000338,-0.2984488298916961
ACH-000339,-0.4864507584778157
ACH-000341,-0.4270401513515694
ACH-000348,-0.5190711448971139
ACH-000350,-0.4593708320384475
ACH-000352,-0.5232527591448777
ACH-000356,-0.3959179459918965
ACH-000361,-0.5793810042904529
ACH-000362,-0.4318862064519621
ACH-000363,-0.4733698235905424
ACH-000364,-0.2890808482120775
ACH-000365,-0.3154537421865484
ACH-000366,-0.455568551963201
ACH-000368,-0.4170387306476214
ACH-000374,-0.9022847636157872
ACH-000375,-0.4765466560278136
ACH-000376,-0.6576911069469374
ACH-000381,-0.6248144771736657
ACH-000383,-0.5293422993612358
ACH-000387,-0.417411443666994
ACH-000389,-0.4157823328346413
ACH-000390,-0.4285264123745432
ACH-000393,-0.7002955308195195
ACH-000395,-0.3792100513900147
ACH-000396,-0.13382979181677127
ACH-000397,-0.506897612591932
ACH-000401,-0.2514906090522064
ACH-000402,-0.37101349060298056
ACH-000403,-0.5736695489083885
ACH-000404,-0.28818800514661724
ACH-000406,-0.4964918914445233
ACH-000407,-0.5440004840388004
ACH-000408,-0.4379181083018496
ACH-000410,-0.4415642105785297
ACH-000411,-0.3651864354395517
