,SCRN2 (90507)
ACH-000004,-0.2101896228240861
ACH-000005,-0.4459101123904524
ACH-000007,-0.2533992221259457
ACH-000009,-0.5029611345562958
ACH-000011,-0.4123355561364565
ACH-000012,-0.4707525554657567
ACH-000013,-0.11357369632055282
ACH-000014,0.004910993607779328
ACH-000015,-0.18230877297300255
ACH-000017,-0.2713244263974965
ACH-000018,-0.3692421004977856
ACH-000019,-0.3877699642910429
ACH-000021,-0.2832329299024161
ACH-000022,-0.4191562017111478
ACH-000025,-0.30814574221341395
ACH-000028,-0.19809057978044994
ACH-000030,-0.3525240195204764
ACH-000035,-0.3514365779248609
ACH-000036,-0.3092845656125086
ACH-000037,-0.19462198731849895
ACH-000039,-0.2487678859563342
ACH-000040,-0.2782481527206724
ACH-000041,-0.42379213320275105
ACH-000042,-0.2986080583632473
ACH-000045,-0.2206905005040437
ACH-000047,-0.20310701587559787
ACH-000052,-0.21044818883169147
ACH-000053,-0.25883782230600344
ACH-000054,-0.2935762639180839
ACH-000055,-0.08600099899069184
ACH-000060,-0.3436915063788607
ACH-000067,-0.2699101475763732
ACH-000070,-0.3538689110223213
ACH-000075,-0.3575501902885014
ACH-000078,-0.4520647309040026
ACH-000082,-0.1876564462883334
ACH-000085,-0.25513638404271505
ACH-000086,-0.289120910691136
ACH-000087,0.0587577929199233
ACH-000092,-0.44161154210659737
ACH-000095,-0.3849042317172485
ACH-000097,-0.27033583706030745
ACH-000098,-0.2584483305072112
ACH-000099,-0.35389986996512085
ACH-000108,-0.17629924337508504
ACH-000113,-0.1107665464410509
ACH-000116,-0.09239444225107757
ACH-000118,-0.16444035055788656
ACH-000120,-0.41920036573831937
ACH-000123,-0.3033699414761389
ACH-000127,-0.2328509456728854
ACH-000128,-0.06421194612701688
ACH-000132,-0.2033760053659967
ACH-000133,-0.26167704861831365
ACH-000137,-0.20054515336393008
ACH-000138,-0.3471157998901701
ACH-000142,-0.2758633101073072
ACH-000143,-0.062498920526254685
ACH-000146,-0.05723919049676195
ACH-000148,-0.3195582821473392
ACH-000150,-0.3628323485216111
ACH-000152,-0.4354541717265174
ACH-000153,-0.11548693541475707
ACH-000159,-0.4428832368466029
ACH-000160,-0.2951122986040917
ACH-000163,-0.2279396298666916
ACH-000167,-0.4066455380560776
ACH-000168,-0.3287629975842742
ACH-000169,-0.242062508723894
ACH-000178,-0.2670039476295807
ACH-000183,-0.16113441444434154
ACH-000188,-0.266252164230874
ACH-000189,-0.4048257849047376
ACH-000190,0.05511870586577475
ACH-000198,-0.1512985664411696
ACH-000203,-0.8786402947918707
ACH-000204,-0.17549225774265173
ACH-000206,-0.14263872948272754
ACH-000207,-0.3327344178341695
ACH-000208,-0.23375260986818924
ACH-000210,0.06077111561698487
ACH-000211,-0.3965150052226019
ACH-000215,-0.1925718710621796
ACH-000221,-0.2124064137033483
ACH-000222,-0.1651514516930061
ACH-000223,-0.3176557548104475
ACH-000226,-0.2623778669530105
ACH-000227,-0.5139878403869597
ACH-000228,-0.11849478568044583
ACH-000231,-0.27675454609034844
ACH-000232,-0.2422685883165285
ACH-000233,-0.3299791642667037
ACH-000234,-0.2261077486861321
ACH-000235,-0.2930123422472089
ACH-000237,-0.15182047538862184
ACH-000238,-0.3928760039125971
ACH-000242,-0.4607876371912281
ACH-000243,-0.3639343379359991
ACH-000244,-0.0637978988514364
ACH-000246,-0.1844204335752521
ACH-000248,-0.3476655886263621
ACH-000250,-0.4114081405402652
ACH-000251,-0.5091749378250495
ACH-000252,-0.07228038395493158
ACH-000253,-0.3012586720608829
ACH-000255,-0.2197882537106645
ACH-000256,-0.2497173656052013
ACH-000257,-0.08825294658200432
ACH-000258,-0.2990440642620202
ACH-000259,-0.29197492114741136
ACH-000260,-0.3995160406260063
ACH-000261,-0.2974941225375944
ACH-000262,-0.13854998346194727
ACH-000263,-0.35525958802346297
ACH-000264,-0.24553311655439114
ACH-000265,-0.3337280787812077
ACH-000266,-0.2261907202628961
ACH-000272,-0.3870496257884471
ACH-000274,-0.2875592858383387
ACH-000277,-0.2077927495328687
ACH-000278,-0.2854582585193187
ACH-000279,-0.31586846583985834
ACH-000280,-0.2514836030825389
ACH-000281,-0.1161619769134382
ACH-000288,-0.4630250298734407
ACH-000291,-0.24129251640410404
ACH-000293,-0.3852817509101703
ACH-000294,-0.3389704036234283
ACH-000295,-0.24023280691135024
ACH-000296,-0.35057121330643565
ACH-000302,-0.2475129872683657
ACH-000304,-0.32657730512714844
ACH-000307,-0.2498568317202429
ACH-000308,-0.19566243834927355
ACH-000310,-0.350169163754294
ACH-000311,-0.0810831397579449
ACH-000312,-0.2923350159963276
ACH-000315,-0.5096202978757115
ACH-000316,-0.26266304105397803
ACH-000317,-0.2323538289594959
ACH-000318,-0.17970722201250036
ACH-000319,-0.28546160434200324
ACH-000320,-0.2573858781410283
ACH-000322,-0.3439481865114786
ACH-000323,-0.31464468394340706
ACH-000324,-0.3022183823969838
ACH-000329,-0.3986169856788683
ACH-000330,-0.1739399139776099
ACH-000331,-0.35973765282437303
ACH-000332,-0.31830853955546656
ACH-000334,-0.3661612314298275
ACH-000335,-0.43493207763595576
ACH-000336,-0.34341274327553223
ACH-000337,-0.2537568809295184
ACH-000338,-0.3289044308578623
ACH-000339,-0.2421949722185367
ACH-000341,-0.4454841933272221
ACH-000348,-0.16569628842350692
ACH-000350,-0.13047905800859147
ACH-000352,-0.2568558542089732
ACH-000356,-0.2397535152982807
ACH-000361,-0.26247309251398016
ACH-000362,-0.3511223035976672
ACH-000363,-0.2920800408760371
ACH-000364,-0.14996674228095458
ACH-000365,-0.241873844339309
ACH-000366,-0.1998031662914852
ACH-000368,-0.2211440793499268
ACH-000374,-0.4032011894971112
ACH-000375,0.036716504711267264
ACH-000376,-0.24052152657538675
ACH-000381,0.0012138032739183401
ACH-000383,-0.18525442845099294
ACH-000387,-0.2829815741555228
ACH-000389,-0.15995204745773262
ACH-000390,-0.3416725043913235
ACH-000393,-0.1753247678518116
ACH-000395,-0.08022029777922347
ACH-000396,-0.6599031752282395
ACH-000397,-0.3845472516123781
ACH-000401,-0.2592053464937674
ACH-000402,-0.014268274853063229
ACH-000403,-0.5554068935737964
ACH-000404,0.003832749715315527
ACH-000406,-0.17777633240800894
ACH-000407,-0.3707608097603464
ACH-000408,-0.12349596058682845
ACH-000410,-0.1368495768832157
ACH-000411,-0.29041006234209715
ACH-000414,-0.3925680850255653
ACH-000415,-0.5195230053448319
ACH-000416,-0.32638440697903004
ACH-000420,-0.16708368278493016
ACH-000421,-0.137531829715398
ACH-000424,-0.3145396678858257
ACH-000425,-0.34971301113076797
ACH-000426,-0.245302928674388
ACH-000427,-0.3534467611389971
ACH-000433,-0.3962273232815239
ACH-000435,-0.28012963682490416
ACH-000436,-0.10055861583731003
ACH-000444,-0.038974345395545784
ACH-000445,-0.21257237907033985
ACH-000448,-0.298797697591806
ACH-000450,0.3376180706609821
ACH-000452,-0.20267490040416494
ACH-000454,-0.2705937504436504
ACH-000458,-0.17947519381677915
ACH-000459,0.07164855282203275
ACH-000460,-0.2888454911166422
ACH-000461,-0.191987588084314
ACH-000463,-0.16622537763174505
ACH-000464,-0.2813008484525799
ACH-000466,-0.40098326507530346
ACH-000467,-0.2265576884213039
ACH-000468,-0.2034965526416449
ACH-000469,-0.2687507636660256
ACH-000470,-0.13778384611915406
ACH-000471,-0.1353425569723566
ACH-000472,-0.1834969367197564
ACH-000473,-0.1581299414141701
ACH-000475,-0.3665860808817063
ACH-000476,-0.2906029964323168
ACH-000477,-0.04868541432024994
ACH-000479,-0.29413717372549925
ACH-000480,-0.117848098234047
ACH-000481,-0.4170053635649658
ACH-000483,-0.3015091508095153
ACH-000484,-0.08107296112874546
ACH-000485,-0.19854304145643825
ACH-000486,-0.24738548310289524
ACH-000487,-0.2071535429661457
ACH-000488,-0.16754930707308133
ACH-000490,-0.05990901744847803
ACH-000491,-0.2498969022319854
ACH-000495,-0.32658063400912146
ACH-000496,-0.39867989255417136
ACH-000499,-0.14715500987530766
ACH-000500,-0.21975407171922065
ACH-000502,-0.27339828872405897
ACH-000503,-0.024982044048336604
ACH-000505,-0.27562566711250225
ACH-000507,-0.2872802997883541
ACH-000510,-0.26752420920280306
ACH-000511,-0.2863309078688065
ACH-000512,-0.2609482153074048
ACH-000516,-0.2379647817092905
ACH-000517,-0.3562918191583763
ACH-000518,-0.1937054469726329
ACH-000520,-0.4153462449770137
ACH-000521,-0.2558812507349461
ACH-000522,-0.3063484649605249
ACH-000524,-0.28273724498498465
ACH-000527,-0.2459096725856233
ACH-000528,-0.14139654441091135
ACH-000537,-0.09326170763922312
ACH-000541,0.028508463302423823
ACH-000542,-0.2636655181635234
ACH-000544,-0.38758007632387537
ACH-000545,-0.1859004213234595
ACH-000547,-0.31082730611932896
ACH-000548,-0.3350663462266943
ACH-000549,-0.3395017557486184
ACH-000550,-0.26419825307590195
ACH-000552,-0.5173662347521458
ACH-000556,-0.3250328789802387
ACH-000557,-0.3902067221685237
ACH-000569,-0.2784880861100907
ACH-000570,-0.3645359963405369
ACH-000571,-0.26498256011751925
ACH-000573,-0.10791377127829917
ACH-000576,-0.25133913436730065
ACH-000579,-0.2944544467577296
ACH-000580,-0.061536045308063614
ACH-000584,-0.2015140371205136
ACH-000585,-0.12624693958083402
ACH-000588,-0.3511899433509213
ACH-000589,-0.21861143985198705
ACH-000591,-0.34463097469476295
ACH-000593,-0.2255977312852617
ACH-000600,-0.3449808303826025
ACH-000601,-0.4476328455733877
ACH-000605,-0.3679111532604001
ACH-000606,-0.16331031654373526
ACH-000608,-0.2136952772025761
ACH-000614,-0.3473349382817517
ACH-000616,-0.09911495198276137
ACH-000618,-0.37871147592716653
ACH-000619,-0.3078741438833018
ACH-000620,-0.13174006596914722
ACH-000621,-0.16477647203539264
ACH-000622,-0.35813791823972474
ACH-000623,-0.2820472803814153
ACH-000624,-0.2883314774320122
ACH-000627,-0.3628359402081132
ACH-000630,-0.3706689348946795
ACH-000631,-0.14666621727672582
ACH-000632,-0.32906226130969074
ACH-000633,-0.2712874757475159
ACH-000637,-0.1869546667428853
ACH-000638,-0.2994603363079581
ACH-000646,-0.24421506561215506
ACH-000647,-0.3397035757491062
ACH-000648,-0.08725797451561874
ACH-000649,-0.3078034784133988
ACH-000651,-0.13729803518971728
ACH-000652,-0.3426566273466637
ACH-000653,-0.17368127061103275
ACH-000657,-0.20378352169129446
ACH-000658,-0.2390796514892513
ACH-000661,-0.11983095727099442
ACH-000662,-0.2533769721020282
ACH-000663,-0.2084700718676057
ACH-000665,-0.16134682073029935
ACH-000671,-0.218087254515018
ACH-000672,-0.1915989937730655
ACH-000673,-0.3634153473926197
ACH-000676,-0.2199283199857024
ACH-000677,-0.1894946772038139
ACH-000681,-0.2613232221623466
ACH-000683,-0.18055651305652
ACH-000684,-0.19102634446959216
ACH-000688,-0.4803084573295718
ACH-000693,-0.17906311764192778
ACH-000694,-0.26629909871145385
ACH-000695,-0.1437533429489981
ACH-000696,-0.3549020960328253
ACH-000697,-0.14701449752674206
ACH-000699,-0.3702718099348388
ACH-000701,-0.3548189964457988
ACH-000706,-0.18394904767862705
ACH-000711,-0.2866749924154424
ACH-000713,-0.11616625691445255
ACH-000714,-0.08907189859004606
ACH-000718,-0.2342998266107583
ACH-000720,-0.4467270752353168
ACH-000721,-0.4816673358810711
ACH-000724,-0.15474682601942405
ACH-000725,-0.09622269455914716
ACH-000732,-0.15971190675177765
ACH-000734,-0.09813532704628562
ACH-000735,-0.3017852110529641
ACH-000736,-0.2531073354783092
ACH-000738,-0.3715455377981031
ACH-000746,-0.3509566309961217
ACH-000747,-0.3416910930053266
ACH-000748,-0.30942202256726964
ACH-000753,-0.2956219954684448
ACH-000756,-0.3525640385460719
ACH-000757,-0.22073474201461066
ACH-000758,-0.21946674885534048
ACH-000760,-0.187239124016154
ACH-000762,-0.2158054380968184
ACH-000763,-0.25583269890431914
ACH-000764,-0.28950987914872905
ACH-000765,-0.18246529788424976
ACH-000766,-0.3528768275236161
ACH-000767,-0.2818031877368884
ACH-000768,-0.348734542535348
ACH-000769,-0.3273011985052194
ACH-000770,-0.3315872717314418
ACH-000771,-0.2664280052705135
ACH-000773,-0.3038469369545139
ACH-000776,-0.385925009682723
ACH-000777,-0.1951757743254671
ACH-000778,-0.301252770264864
ACH-000781,-0.2711353325694697
ACH-000782,-0.1244367384438633
ACH-000783,-0.29404859991083465
ACH-000784,-0.2913294652582527
ACH-000785,-0.21715717015859828
ACH-000787,-0.1877017667871361
ACH-000788,-0.3724565604297419
ACH-000791,-0.4013584695695316
ACH-000792,-0.35084417853372224
ACH-000794,-0.3248112031009931
ACH-000796,-0.2806390839706993
ACH-000798,-0.32255408967850097
ACH-000799,-0.20881334219334136
ACH-000800,-0.2596098643828664
ACH-000802,-0.28277062936535075
ACH-000804,-0.11883501717072513
ACH-000805,0.061618557649522974
ACH-000809,-0.35021403070006885
ACH-000810,-0.33597287614488885
ACH-000811,-0.28710407582364883
ACH-000817,-0.35568874366751496
ACH-000819,-0.1585266960770057
ACH-000820,-0.3025108095317125
ACH-000821,-0.04954266339372716
ACH-000822,-0.2560831900436354
ACH-000823,-0.32146003520860744
ACH-000824,-0.3617197361783355
ACH-000827,-0.15662242953687133
ACH-000829,-0.17896628368987505
ACH-000831,-0.35229239463510625
ACH-000832,-0.32372439802063296
ACH-000833,-0.14251446201118034
ACH-000834,-0.08745733956973435
ACH-000835,-0.1958547780377008
ACH-000836,-0.2766648825797701
ACH-000837,-0.27582320037704594
ACH-000838,-0.3411180042460643
ACH-000839,-0.5128483743565619
ACH-000840,-0.2789189934074348
ACH-000841,-0.2482341093678743
ACH-000843,-0.21404911359410345
ACH-000846,-0.34091147430423097
ACH-000847,-0.30063524271893355
ACH-000848,-0.13491888915940714
ACH-000849,-0.16246836545020632
ACH-000851,-0.14660969987767447
ACH-000855,-0.3438898646098182
ACH-000856,-0.4038153295268361
ACH-000858,-0.19428413480045945
ACH-000859,-0.2481406855207593
ACH-000861,-0.2905743964774755
ACH-000862,-0.2656627872399375
ACH-000865,-0.13746921255135905
ACH-000866,-0.36210836584957107
ACH-000867,-0.3922652376832431
ACH-000869,-0.041545054944481546
ACH-000872,-0.16076909016676666
ACH-000873,-0.3738907177988781
ACH-000876,-0.10293694696690713
ACH-000878,-0.2781483782350304
ACH-000880,-0.2434578963863939
ACH-000881,-0.17665409656213987
ACH-000882,-0.1876323185764179
ACH-000884,-0.3243909782838921
ACH-000885,-0.2096864877860054
ACH-000887,-0.3347691658558704
ACH-000889,-0.2456032056027536
ACH-000896,-0.29247003836059304
ACH-000898,-0.1579232604458968
ACH-000900,-0.2884257333790356
ACH-000901,-0.3158229593604153
ACH-000905,-0.25116414406374193
ACH-000906,-0.24077688617951054
ACH-000907,-0.3234561168006558
ACH-000910,-0.272767989566098
ACH-000911,-0.30826470349414625
ACH-000912,-0.3859946120137492
ACH-000913,-0.24328654353556844
ACH-000915,-0.08085059839281689
ACH-000916,0.026496846518307585
ACH-000917,-0.2305954312938828
ACH-000920,-0.14181602395361606
ACH-000921,-0.2459465976021971
ACH-000924,-0.32800920887406265
ACH-000926,-0.2868776293741025
ACH-000928,-0.4811184226935062
ACH-000929,-0.17728491764447202
ACH-000932,-0.3275018286978099
ACH-000935,-0.11243457391709187
ACH-000936,-0.2995754350609502
ACH-000937,-0.3852839088963004
ACH-000938,-0.12939784007426733
ACH-000939,-0.4796556277538158
ACH-000941,-0.18856630829874
ACH-000943,-0.25814158829250256
ACH-000946,-0.2419166197523836
ACH-000947,-0.2229922452204489
ACH-000948,-0.241155725097136
ACH-000950,-0.24237364055381105
ACH-000953,-0.43385543292485496
ACH-000954,-0.3720757943890348
ACH-000957,-0.0845346964625812
ACH-000958,-0.4923500456888552
ACH-000960,-0.26146545012507866
ACH-000963,-0.5993363716275444
ACH-000968,-0.07513417502769353
ACH-000969,-0.35270042417633984
ACH-000972,-0.16569008846538594
ACH-000973,-0.2735150342382201
ACH-000974,-0.3466964001652391
ACH-000978,0.08645462272483757
ACH-000984,-0.11567743122646655
ACH-000986,-0.30395883772657445
ACH-000988,-0.20219317744682347
ACH-000993,-0.35816599467293114
ACH-000994,-0.30461193522944896
ACH-000996,-0.3775693253422932
ACH-001001,-0.3342732825381228
ACH-001020,-0.3534104045291565
ACH-001028,-0.2963184285946249
ACH-001031,-0.3301696372440667
ACH-001038,-0.2646961205428036
ACH-001048,-0.2465550969841855
ACH-001050,-0.3570408699622399
ACH-001053,-0.21552657911712034
ACH-001054,-0.2284065611139483
ACH-001061,-0.3324597261218332
ACH-001067,-0.10987589491882983
ACH-001075,-0.045186688986179474
ACH-001096,-0.23224840228033344
ACH-001111,-0.3784241065253104
ACH-001119,-0.22248293675812728
ACH-001128,-0.27950746320921066
ACH-001134,-0.4568310270669898
ACH-001151,-0.2712015326959988
ACH-001163,-0.437535308299421
ACH-001164,-0.2541205202505811
ACH-001183,-0.20203989752742885
ACH-001192,-0.3627916644137719
ACH-001193,-0.2712524856175423
ACH-001196,-0.216600988300437
ACH-001197,-0.37492459526128696
ACH-001205,-0.1814891011488828
ACH-001211,-0.2581585745025007
ACH-001212,-0.3113566902723548
ACH-001228,-0.3147062697234302
ACH-001232,-0.20435117833654168
ACH-001239,-0.2728363111852001
ACH-001270,-0.460457261313491
ACH-001274,-0.5798806186458626
ACH-001275,-0.2489482675996905
ACH-001277,-0.2209201186764739
ACH-001278,-0.12535490645993053
ACH-001280,-0.5182437097591099
ACH-001283,-0.3313756069072735
ACH-001289,-0.4035135826862678
ACH-001300,-0.15771727196050844
ACH-001301,-0.12123975865112754
ACH-001302,-0.2255704583484361
ACH-001306,-0.1997648817818184
ACH-001318,-0.2868063244574245
ACH-001322,-0.11100592697902747
ACH-001328,-0.3391923123921152
ACH-001332,-0.4272556771408676
ACH-001336,-0.2702701567165245
ACH-001346,-0.3358139840346929
ACH-001353,-0.4213882175608975
ACH-001354,-0.3536937559914137
ACH-001367,-0.002437093761307555
ACH-001368,-0.3846182788919692
ACH-001374,-0.4941687717453124
ACH-001377,-0.1920618192859921
ACH-001380,-0.29210031265173786
ACH-001391,-0.09948606966507492
ACH-001408,-0.33306942760430097
ACH-001430,-0.3794134356726794
ACH-001431,-0.19407793528183132
ACH-001450,-0.22166943897305247
ACH-001496,-0.40759476685432944
ACH-001500,-0.5297722459725744
ACH-001523,-0.5161578125272813
ACH-001532,-0.15966074113903633
ACH-001550,-0.21379178851007244
ACH-001552,-0.07078580682692741
ACH-001554,-0.2404621851540172
ACH-001654,-0.31946096845000466
ACH-001735,-0.2599824447322729
ACH-001736,-0.20208326848477284
ACH-001737,-0.23481271895552755
ACH-001740,-0.2805867544478457
ACH-001745,-0.4166652288670101
ACH-001765,-0.21813206911703104
