,OPALIN (93377)
ACH-000004,-0.2773363009113972
ACH-000005,0.18901395679970587
ACH-000007,0.06168391826494464
ACH-000009,-0.07511829264928402
ACH-000011,0.282256791214586
ACH-000012,-0.0367683258671671
ACH-000013,0.07001397939028006
ACH-000014,-0.04595328806688575
ACH-000015,0.09722211182280073
ACH-000017,0.03566758697673187
ACH-000018,-0.03678775000311822
ACH-000019,-0.0019451739953830149
ACH-000021,0.0975465545620789
ACH-000022,0.0684078060039482
ACH-000025,-0.16923738832111426
ACH-000028,0.2439826762662481
ACH-000030,-0.0769020888920961
ACH-000035,-0.17796254342384293
ACH-000036,0.0855826829208504
ACH-000037,0.09386384489152948
ACH-000039,0.20232860054506266
ACH-000040,-0.04496426710928319
ACH-000041,0.025108909937612358
ACH-000042,0.06645117370055909
ACH-000045,0.11172532889082104
ACH-000047,-0.09647553444914593
ACH-000052,-0.01702119162168246
ACH-000053,0.06485695173598352
ACH-000054,0.0258368491706262
ACH-000055,0.1099158848198978
ACH-000060,-0.05624117982569827
ACH-000067,0.045708783833353736
ACH-000070,0.14603143948638062
ACH-000075,0.4472127404031871
ACH-000078,0.15853559045098006
ACH-000082,0.0814027823605993
ACH-000085,0.052496447825366714
ACH-000086,-0.0445809601729867
ACH-000087,0.046021933424829305
ACH-000092,0.02686838757124326
ACH-000095,0.038527412327067335
ACH-000097,0.08344398948242099
ACH-000098,-0.1372771937941772
ACH-000099,0.0659622032607731
ACH-000108,0.033308519503799934
ACH-000113,-0.009273726936771913
ACH-000116,-0.02289233544916253
ACH-000118,0.0514819444648798
ACH-000120,-0.029664883959042626
ACH-000123,-0.035701318939361945
ACH-000127,0.059013444872400324
ACH-000128,0.061960771518040074
ACH-000132,0.12731799216803774
ACH-000133,-0.016855556221051275
ACH-000137,0.1080500993823339
ACH-000138,-0.1200558628004954
ACH-000142,-0.08080830546891728
ACH-000143,-0.06676024710214315
ACH-000146,0.13438507398119032
ACH-000148,-0.06834506639510601
ACH-000150,-0.019947818376258343
ACH-000152,-0.01243093577522988
ACH-000153,0.16447234301200828
ACH-000159,-0.011581276118291465
ACH-000160,0.0044679280743557155
ACH-000163,-0.11151129731078298
ACH-000167,-0.06175439836321274
ACH-000168,0.014114622817951325
ACH-000169,0.001015842656479684
ACH-000178,0.07134936024548709
ACH-000183,-0.032357306711378125
ACH-000188,0.010738749667825169
ACH-000189,-0.0688375229339124
ACH-000190,-0.056667037873821914
ACH-000198,-0.026866971678524268
ACH-000203,-0.3138403671255097
ACH-000204,-0.01822798155566249
ACH-000206,-0.1431536413122391
ACH-000207,-0.07358058937749833
ACH-000208,-0.385112091557514
ACH-000210,-0.018349054228877597
ACH-000211,0.06981752239887555
ACH-000215,0.0358489952531022
ACH-000221,0.011774414042719358
ACH-000222,-0.02233909387160294
ACH-000223,-0.09227434136593272
ACH-000226,0.1477485175042641
ACH-000227,-0.1465604926161017
ACH-000228,-0.03140441744622311
ACH-000231,-0.02865990368040348
ACH-000232,0.07466301972875504
ACH-000233,0.02407166373505315
ACH-000234,-0.02033241417444769
ACH-000235,0.09806008561098647
ACH-000237,0.031948730913701935
ACH-000238,-0.05202206302594632
ACH-000242,0.0906338963741594
ACH-000243,-0.038453330209205
ACH-000244,0.044239725176622134
ACH-000246,0.036808631602158484
ACH-000248,-0.0029282310343549433
ACH-000250,-0.035857479581475935
ACH-000251,-0.20617288722685426
ACH-000252,-0.10546902089331056
ACH-000253,0.04317355394712689
ACH-000255,0.010293882290137548
ACH-000256,0.10089264537631673
ACH-000257,0.011280195546204285
ACH-000258,-0.12542201084653454
ACH-000259,0.09465701222782824
ACH-000260,0.09084214902524244
ACH-000261,0.11332639790306652
ACH-000262,-0.2222949572067164
ACH-000263,0.15165735575269285
ACH-000264,0.06121891037822351
ACH-000265,-0.003496400894899257
ACH-000266,0.1355887953124656
ACH-000272,0.15820655534679162
ACH-000274,0.04512290197305014
ACH-000277,0.2212260095222058
ACH-000278,-0.03573272283669355
ACH-000279,0.08548827959396861
ACH-000280,-0.010419372751974392
ACH-000281,0.029964750802597494
ACH-000288,-0.0856576145200467
ACH-000291,0.09152680388562227
ACH-000293,-0.001029738779638496
ACH-000294,-0.012003256755700029
ACH-000295,0.3744389272757902
ACH-000296,0.015542695084118272
ACH-000302,0.07792017284111108
ACH-000304,0.4346578998098079
ACH-000307,0.10312229382389618
ACH-000308,0.02854912715946122
ACH-000310,0.006811927195987532
ACH-000311,0.1754348509126077
ACH-000312,0.11511321156506947
ACH-000315,0.014391728862696416
ACH-000316,0.0023660002552343693
ACH-000317,-0.1644155905047515
ACH-000318,0.04061153398680152
ACH-000319,0.057104489534992926
ACH-000320,-0.20552682467882774
ACH-000322,-0.31620860591435224
ACH-000323,0.048011931890836926
ACH-000324,0.025384977252018125
ACH-000329,-0.008745784306882899
ACH-000330,0.03502740806736377
ACH-000331,-0.07784217296801606
ACH-000332,0.062003691392154676
ACH-000334,-0.15027067472917865
ACH-000335,0.03976093522550758
ACH-000336,-0.21456185850880105
ACH-000337,0.058251576667060524
ACH-000338,0.13851459162434765
ACH-000339,0.06016631453963851
ACH-000341,-0.1001531298669728
ACH-000348,0.09683036747894654
ACH-000350,-0.016568211215211057
ACH-000352,0.019168268472365742
ACH-000356,-0.015742396157666722
ACH-000361,-0.055341235331566936
ACH-000362,0.1272744004827919
ACH-000363,-0.0369593432855978
ACH-000364,0.08179379014551663
ACH-000365,-0.016936596241322557
ACH-000366,-0.01463928540363589
ACH-000368,-0.018239589192105662
ACH-000374,-0.007604219352378485
ACH-000375,0.10992477359037887
ACH-000376,0.028532990724390125
ACH-000381,-0.194700855391764
ACH-000383,0.08059218926757789
ACH-000387,-0.06807165407241772
ACH-000389,-0.10790233570712346
ACH-000390,0.13846698195212534
ACH-000393,0.14784810356487307
ACH-000395,0.01630667274664126
ACH-000396,-0.10982640351773347
ACH-000397,-0.013529486818469485
ACH-000401,0.0374862199895979
ACH-000402,0.029716582286544918
ACH-000403,0.02617493857370685
ACH-000404,0.02616791264657047
ACH-000406,-0.0800403758143016
ACH-000407,0.1363703901850496
ACH-000408,-0.09752934833067664
ACH-000410,-0.09235457353710601
ACH-000411,0.0392540261155753
ACH-000414,0.07976127243205097
ACH-000415,-0.1128297785859506
ACH-000416,-0.04692844621816317
ACH-000420,0.12680750944279526
ACH-000421,-0.08936200447486572
ACH-000424,0.10547243679133793
ACH-000425,0.05526245034627738
ACH-000426,0.17330849535879952
ACH-000427,-0.015803006637570012
ACH-000433,0.17592895242033446
ACH-000435,0.4080985421850927
ACH-000436,0.022604741218943875
ACH-000444,0.1260008223049955
ACH-000445,-0.13600643029212167
ACH-000448,0.1200863541817919
ACH-000450,0.031524730173281584
ACH-000452,-0.2180399317835243
ACH-000454,0.13902650317660112
ACH-000458,-0.035716162043170616
ACH-000459,-0.08181721669954578
ACH-000460,0.09596361033973884
ACH-000461,0.025374847475391687
ACH-000463,-0.1210311297160129
ACH-000464,0.015248571575184269
ACH-000466,0.04443018582407022
ACH-000467,-0.1401962381200559
ACH-000468,-0.06196431516330812
ACH-000469,-0.13202695063058606
ACH-000470,0.08238424967399642
ACH-000471,-0.013633081309547958
ACH-000472,0.09173913073735496
ACH-000473,0.2958287487762799
ACH-000475,-0.02629922712109489
ACH-000476,0.1519455418642697
ACH-000477,0.12574106413365632
ACH-000479,0.008575375887627091
ACH-000480,0.053028483632217883
ACH-000481,-0.009239613809881064
ACH-000483,0.09030887183848188
ACH-000484,0.0036546161523884273
ACH-000485,0.01904282342784652
ACH-000486,-0.11078204768995284
ACH-000487,-0.07890617867308773
ACH-000488,0.06287482195913231
ACH-000490,-0.05083844413399437
ACH-000491,0.08969221535596192
ACH-000495,0.11853357094111447
ACH-000496,0.01972582852611853
ACH-000499,-0.11573866170118813
ACH-000500,0.03990481110431048
ACH-000502,0.18985077606628686
ACH-000503,0.18604158600329584
ACH-000505,0.005726495068417154
ACH-000507,0.05807313695819349
ACH-000510,-0.142485824640017
ACH-000511,-0.03236238726222964
ACH-000512,0.10965560624063986
ACH-000516,-0.007369831680166638
ACH-000517,0.020406875308303242
ACH-000518,0.2148334587286399
ACH-000520,-0.026553457376252247
ACH-000521,0.11686854477153615
ACH-000522,0.10740383773217832
ACH-000524,0.013065358031327577
ACH-000527,-0.01694858997458171
ACH-000528,-0.08150019448712507
ACH-000537,0.013404892732939
ACH-000541,0.21868391155755024
ACH-000542,-0.09843177005661924
ACH-000544,0.16743158350951193
ACH-000545,-0.061874340859604623
ACH-000547,0.16241951308632102
ACH-000548,-0.03056260923710312
ACH-000549,-0.07653543384531324
ACH-000550,-0.13681727789439255
ACH-000552,0.06349473421289607
ACH-000556,-0.0821150093902759
ACH-000557,0.04650368329132646
ACH-000569,0.2720641790309308
ACH-000570,0.08178888729961997
ACH-000571,-0.08345973888033689
ACH-000573,0.022572474300015404
ACH-000576,0.25874772587320083
ACH-000579,0.032032367635506126
ACH-000580,0.10607883309524092
ACH-000584,0.08923055542721675
ACH-000585,0.02841392776120709
ACH-000588,0.01702394487191819
