,COX6C (1345)
ACH-000004,-0.5529810662472623
ACH-000005,-0.6844678755596011
ACH-000007,-0.7600707352065909
ACH-000009,-0.5035814494650203
ACH-000011,-0.3594936694839175
ACH-000012,-0.4151004413791042
ACH-000013,-0.4321632686929097
ACH-000014,-0.5359713507128848
ACH-000015,-0.5331821773955845
ACH-000017,-0.4710370099751997
ACH-000018,-0.4250184727264749
ACH-000019,-0.4159717681770136
ACH-000021,-0.5814209572493376
ACH-000022,-0.4679356952054445
ACH-000025,-0.4378930066269216
ACH-000028,-0.5792897215801436
ACH-000030,-0.5603431713155606
ACH-000035,-0.5941739040719612
ACH-000036,-0.09603390455234168
ACH-000037,-0.4809942752349739
ACH-000039,-0.3408384240556226
ACH-000040,-0.4384727794096729
ACH-000041,-0.36152713047436585
ACH-000042,-0.31228252148490265
ACH-000045,-0.312881800306717
ACH-000047,-0.5232774122930987
ACH-000052,-0.497914897804164
ACH-000053,-0.5552254294992011
ACH-000054,-0.5800678278335221
ACH-000055,-0.5706249000006239
ACH-000060,-0.30292960530611995
ACH-000067,-0.5719366169900021
ACH-000070,-0.5215362415814354
ACH-000075,-0.3838533296485443
ACH-000078,-0.3042778722120616
ACH-000082,-0.438002423587248
ACH-000085,-0.440738964247826
ACH-000086,-0.4759538655848789
ACH-000087,-0.35316248960341995
ACH-000092,-0.3994715044930096
ACH-000095,-0.25099962346103305
ACH-000097,-0.4196834921582718
ACH-000098,-0.4946849424388978
ACH-000099,-0.4687798760288602
ACH-000108,-0.3273057172890493
ACH-000113,-0.4803179895995261
ACH-000116,-0.4583349610174542
ACH-000118,-0.6437180631358479
ACH-000120,-0.4331311091807568
ACH-000123,-0.6136441947535052
ACH-000127,-0.6167690738193072
ACH-000128,-0.6590890986211486
ACH-000132,-0.5473170069212765
ACH-000133,-0.28662914843584336
ACH-000137,-0.4306353577164872
ACH-000138,-0.7127026889376123
ACH-000142,-0.44309096192991015
ACH-000143,-0.4733305858876858
ACH-000146,-0.6065426052862986
ACH-000148,-0.5535854603978883
ACH-000150,-0.4474849154723966
ACH-000152,-0.5531317778269894
ACH-000153,-0.3798578223421945
ACH-000159,-0.5344325525523115
ACH-000160,-0.4857434399843185
ACH-000163,-0.4391417878695764
ACH-000167,-0.5842092011706859
ACH-000168,-0.262836016853691
ACH-000169,-0.4750988654019021
ACH-000178,-0.4552181829936176
ACH-000183,-0.4295499620563312
ACH-000188,-0.19736460646105705
ACH-000189,-0.4439913154381113
ACH-000190,-0.8197555344793295
ACH-000198,-0.36124141298420187
ACH-000203,-0.4255737856447567
ACH-000204,-0.4152534520831954
ACH-000206,-0.4313817508980321
ACH-000207,-0.7264249001826704
ACH-000208,-0.7077471916831796
ACH-000210,-0.8910190473253395
ACH-000211,-0.31116014143118503
ACH-000215,-0.4545755584357513
ACH-000221,-0.8508121036062023
ACH-000222,-0.414312038466337
ACH-000223,-0.5051761758281532
ACH-000226,-0.5195518338045445
ACH-000227,-0.5938472203155911
ACH-000228,-0.6559072780362932
ACH-000231,-0.2634069477488223
ACH-000232,-0.4590408944448766
ACH-000233,-0.5020444970113185
ACH-000234,-0.4653088320961685
ACH-000235,-0.5788395677068879
ACH-000237,-0.22594519920309636
ACH-000238,-0.2871094560119859
ACH-000242,-0.6018282407346355
ACH-000243,-0.511170908634701
ACH-000244,-0.6051131410383824
ACH-000246,-0.6869441748042578
ACH-000248,-0.5222628988393245
ACH-000250,-0.2296052342838012
ACH-000251,-0.4588088486728602
ACH-000252,-0.477707976437637
ACH-000253,-0.4158765121660335
ACH-000255,-0.28847945629804794
ACH-000256,-0.4048727001042108
ACH-000257,-0.6729442331783062
ACH-000258,-0.5405395348174109
ACH-000259,-0.5448456687101962
ACH-000260,-0.34027026510798136
ACH-000261,-0.4429941586915152
ACH-000262,-0.3433192306335156
ACH-000263,-0.3541271812359251
ACH-000264,-0.38687794007586895
ACH-000265,-0.80238738623392
ACH-000266,-0.37824597631549023
ACH-000272,-0.503135820635781
ACH-000274,-0.4857605304759021
ACH-000277,-0.6969493836336321
ACH-000278,-0.3625676667943069
ACH-000279,-0.4597045194493917
ACH-000280,-0.3861833878740585
ACH-000281,-0.5707391887997316
ACH-000288,-0.33486524289290354
ACH-000291,-0.4243376180203513
ACH-000293,-0.5158834330150812
ACH-000294,-0.2945154986067769
ACH-000295,-0.41992206421725614
ACH-000296,-0.06963238825424954
ACH-000302,-0.4703831368736341
ACH-000304,-0.6338849448955043
ACH-000307,-0.6463914174988632
ACH-000308,-0.4967481728425907
ACH-000310,-0.3668992713866772
ACH-000311,-0.5359604584829869
ACH-000312,-0.5995579863100191
ACH-000315,-0.4124912264428245
ACH-000316,-0.5113596333893421
ACH-000317,-0.7404168693518987
ACH-000318,-0.38309038897794667
ACH-000319,-0.5046559623055705
ACH-000320,-0.5480353943494521
ACH-000322,-0.5817858067576057
ACH-000323,-0.5991494260799112
ACH-000324,-0.2415246453163548
ACH-000329,-0.8580334927602639
ACH-000330,-0.5893132827459105
ACH-000331,-0.4377281658472888
ACH-000332,-0.2754994516339379
ACH-000334,-0.7908278221823203
ACH-000335,-0.445994956661608
ACH-000336,-0.3417306777226916
ACH-000337,-0.5832170443582294
ACH-000338,-0.6334793049736092
ACH-000339,-0.6338267565398761
ACH-000341,-0.4073257136323891
ACH-000348,-0.5648566355998801
ACH-000350,-0.587452655131609
ACH-000352,-0.4962784692729955
ACH-000356,-0.6124517081108072
ACH-000361,-0.5160805065030281
ACH-000362,-0.22501376550568256
ACH-000363,-0.552595571478266
ACH-000364,-0.4695227025168189
ACH-000365,-0.5860862802878102
ACH-000366,-0.3616096721364232
ACH-000368,-0.4490307911931377
ACH-000374,-0.5570701903587276
ACH-000375,-0.4760574528286243
ACH-000376,-0.6806008756353916
ACH-000381,-0.5951533596509417
ACH-000383,-0.6386601664529153
ACH-000387,-0.4940566484808257
ACH-000389,-0.22043924100198264
ACH-000390,-0.6164221970805932
ACH-000393,-0.4187727351481527
ACH-000395,-0.3498316123383597
ACH-000396,-0.8197973419521458
ACH-000397,-0.36311729555485023
ACH-000401,-0.5317007238220772
ACH-000402,-0.6744758519796418
ACH-000403,-0.55911528757338
ACH-000404,-0.6916859732211169
ACH-000406,-0.5003596701849556
ACH-000407,-0.4672652722627468
ACH-000408,-0.5681198139920283
ACH-000410,-0.4741999071763486
ACH-000411,-0.4425560753665438
ACH-000414,-0.3706153187877999
ACH-000415,-0.4660701685863894
ACH-000416,-0.4912232353610147
ACH-000420,-0.4250243812385753
ACH-000421,-0.4747819156520684
ACH-000424,-0.5972595537163291
ACH-000425,-0.6340324628736214
ACH-000426,-0.3917651370371608
ACH-000427,-0.7001145784413259
ACH-000433,-0.4252351141398549
ACH-000435,-0.5781787490289879
ACH-000436,-0.42644269606421736
ACH-000444,-0.5320604092426849
ACH-000445,-0.33881227041743206
ACH-000448,-0.3805086339959261
ACH-000450,-0.4603180061684392
ACH-000452,-0.3511491611326416
ACH-000454,-0.6139573781411669
ACH-000458,-0.4767942187947906
ACH-000459,-0.7289668260930576
ACH-000460,-0.5682375357254656
ACH-000461,-0.5267598289546807
ACH-000463,-0.48225204875683503
ACH-000464,-0.5353640737149725
ACH-000466,-0.5115547651566962
ACH-000467,-0.6983679899121622
ACH-000468,-0.4123942979921498
ACH-000469,-0.6368277509467439
ACH-000470,-0.3059429955970634
ACH-000471,-0.5043541429875632
ACH-000472,-0.5854245825412469
ACH-000473,-0.4436149276131959
ACH-000475,-0.6239447396575857
ACH-000476,-0.7564254759160599
ACH-000477,-0.680478078201874
ACH-000479,-0.5013199466468243
ACH-000480,-0.4645928184806657
ACH-000481,-0.5068793931406799
ACH-000483,-0.6477137141724698
ACH-000484,-0.2935441989965639
ACH-000485,-0.4202169311596135
ACH-000486,-0.479524323007111
ACH-000487,-0.6645843912582294
ACH-000488,-0.8701073651688929
ACH-000490,-0.3933765483574117
ACH-000491,-0.6294377207394526
ACH-000495,-0.3445629904817916
ACH-000496,-0.3838416090287027
ACH-000499,-0.6088811093175591
ACH-000500,-0.4957084177575004
ACH-000502,-0.2855813610840669
ACH-000503,-0.2623625044214866
ACH-000505,-0.5197252916716135
ACH-000507,-0.4827962018125331
ACH-000510,-0.4826027089975638
ACH-000511,-0.4565648912172152
ACH-000512,-0.6963061492113541
ACH-000516,-0.37667519431434304
ACH-000517,-0.40957885287272
ACH-000518,-0.3495807084964867
ACH-000520,-0.2481543527029369
ACH-000521,-0.5665312134447718
ACH-000522,-0.6023520204086829
ACH-000524,-0.29208017506875034
ACH-000527,-0.40498826798386
ACH-000528,-0.6334272231662217
ACH-000537,-0.6474899057165355
ACH-000541,-0.32632685022340663
ACH-000542,-0.5453094305451329
ACH-000544,-0.4826803439011305
ACH-000545,-0.5630551750860614
ACH-000547,-0.4917226939743816
ACH-000548,-0.41979721466621295
ACH-000549,-0.6164760719923078
ACH-000550,-0.4524486423006273
ACH-000552,-0.5753248078719753
ACH-000556,-0.6557898119536426
ACH-000557,-0.5376233365566098
ACH-000569,-0.7247439077079192
ACH-000570,-0.4723202941353085
ACH-000571,-0.5174935156708469
ACH-000573,-0.5880896863850382
ACH-000576,-0.22499868014381866
ACH-000579,-0.7480789233506356
ACH-000580,-0.5352303571962146
ACH-000584,-0.4863385229911624
ACH-000585,-0.4647250762303739
ACH-000588,-0.5848099483743995
ACH-000589,-0.5173670191505277
ACH-000591,-0.4630619443302957
ACH-000593,-0.5209958233992243
ACH-000600,-0.4695338710421031
ACH-000601,-0.675393911631957
ACH-000605,-0.5568444454538292
ACH-000606,-0.4130872050910195
ACH-000608,-0.4597443231921711
ACH-000614,-0.7101943731490349
ACH-000616,-0.3777617961331467
