,ZC3HAV1 (56829)
ACH-000004,-0.006628847623081757
ACH-000005,-0.20495084631335905
ACH-000007,-0.23791141556863
ACH-000009,-0.09223989885629963
ACH-000011,-0.210551717398474
ACH-000012,-0.204417617909918
ACH-000013,0.055929086530301216
ACH-000014,-0.30628529341168376
ACH-000015,-0.008405495275361179
ACH-000017,-0.1029109309213707
ACH-000018,-0.03584249768995952
ACH-000019,-0.03587001763900685
ACH-000021,-0.31041259986354786
ACH-000022,-0.04456814296551368
ACH-000025,0.06981558852516985
ACH-000028,-0.16362022640694895
ACH-000030,-0.05139645042828297
ACH-000035,-0.12710267770814354
ACH-000036,-0.19743055480578828
ACH-000037,0.00268965177235083
ACH-000039,0.07098330659444547
ACH-000040,-0.0475364289898902
ACH-000041,-0.09632852491650958
ACH-000042,-0.02821708204455793
ACH-000045,-0.05967203552061499
ACH-000047,0.012693509609908752
ACH-000052,-0.21905740838002347
ACH-000053,-0.0019102319826418274
ACH-000054,-0.11785331622518933
ACH-000055,-0.2207390126870624
ACH-000060,-0.177683015317441
ACH-000067,-0.10107117994172417
ACH-000070,-0.05976032637834675
ACH-000075,-0.13646270986279518
ACH-000078,-0.05813852771910775
ACH-000082,-0.06677181917575857
ACH-000085,0.03069934031191295
ACH-000086,-0.057909661177756075
ACH-000087,-0.005719014903197541
ACH-000092,-0.08488047946972056
ACH-000095,0.0007210434054222764
ACH-000097,-0.04856922915502872
ACH-000098,-0.09916201376764368
ACH-000099,-0.10826352547300756
ACH-000108,-0.04252566282366705
ACH-000113,-0.22280130465350345
ACH-000116,-0.13168890766766078
ACH-000118,-0.07217370055638901
ACH-000120,-0.24901633479739774
ACH-000123,-0.15298685630625386
ACH-000127,-0.03396796454575166
ACH-000128,-0.17055470435961922
ACH-000132,-0.12856216264886824
ACH-000133,-0.0672724983818151
ACH-000137,-0.15869846145811525
ACH-000138,0.051050847775186814
ACH-000142,-0.058274690104727724
ACH-000143,0.0015013227234203436
ACH-000146,-0.12429186315350366
ACH-000148,-0.17441988111844708
ACH-000150,-0.054992642524117084
ACH-000152,-0.1477710494389934
ACH-000153,-0.0688701886918705
ACH-000159,-0.09802286011893184
ACH-000160,0.07196452383623989
ACH-000163,-0.0350355505348187
ACH-000167,-0.023720740519190986
ACH-000168,-0.12279772518835702
ACH-000169,0.05538323961367702
ACH-000178,0.11278510820007165
ACH-000183,-0.036103305444440036
ACH-000188,-0.06795743261202346
ACH-000189,0.035736428973222836
ACH-000190,-0.06928031971046653
ACH-000198,-0.2195851975763834
ACH-000203,-0.5514113744478253
ACH-000204,-0.17569345132200911
ACH-000206,0.04759046297584221
ACH-000207,-0.1986835605632532
ACH-000208,0.1652857542633579
ACH-000210,0.024702537188957686
ACH-000211,-0.1162018863201948
ACH-000215,-0.07932128888649471
ACH-000221,-0.03146603116951542
ACH-000222,0.13068995572793046
ACH-000223,0.0060618486678830795
ACH-000226,-0.2622177471203984
ACH-000227,-0.21671973078148649
ACH-000228,0.08320048673628305
ACH-000231,-0.22403212052316973
ACH-000232,-0.25558820958631306
ACH-000233,-0.09948345407793928
ACH-000234,0.01888288639216474
ACH-000235,-0.12387204648768413
ACH-000237,-0.2432393501751647
ACH-000238,-0.03436021560037217
ACH-000242,0.03173002533893652
ACH-000243,0.024646642983966204
ACH-000244,-0.11946430988726613
ACH-000246,-0.22388364809052844
ACH-000248,-0.017265551385406752
ACH-000250,-0.22551117394300504
ACH-000251,-0.1054952758375468
ACH-000252,-0.10114938468634456
ACH-000253,-0.2579351024462875
ACH-000255,-0.1018444893541325
ACH-000256,-0.07035682485127086
ACH-000257,-0.12732872120970812
ACH-000258,-0.2543288694582594
ACH-000259,-0.12713805373872533
ACH-000260,-0.17245107387125386
ACH-000261,-0.0917366196118761
ACH-000262,-0.2181468887611017
ACH-000263,-0.04227665727804048
ACH-000264,-0.15072665602804278
ACH-000265,0.11256372624086697
ACH-000266,-0.016814470709738308
ACH-000272,-0.2858316370554728
ACH-000274,-0.0904993666783645
ACH-000277,-0.028576126073364388
ACH-000278,-0.19837477357917827
ACH-000279,-0.101537772962217
ACH-000280,-0.020190278360508847
ACH-000281,-0.14578048089394968
ACH-000288,-0.17341498392358953
ACH-000291,0.013896358693482163
ACH-000293,-0.004638950038785978
ACH-000294,0.03429392036809265
ACH-000295,0.03422071503534313
ACH-000296,-0.07011417458858311
ACH-000302,-0.09654341233539306
ACH-000304,-0.3688283786408055
ACH-000307,-0.012941548826343394
ACH-000308,0.002962893509358914
ACH-000310,-0.05932457470960464
ACH-000311,-0.15314080111627767
ACH-000312,-0.05770824387221525
ACH-000315,0.07497281349623786
ACH-000316,-0.08652368516170922
ACH-000317,-0.08216569716472999
ACH-000318,-0.07348175632530836
ACH-000319,-0.02187241745139816
ACH-000320,0.07221565989016261
ACH-000322,-0.050342629476347725
ACH-000323,-0.05851562483456055
ACH-000324,-0.13607947138176746
ACH-000329,0.07938257891650861
ACH-000330,-0.18223271559179813
ACH-000331,-0.3112824736526973
ACH-000332,-0.037480778472461784
ACH-000334,-0.09119651013492656
ACH-000335,-0.03580357325713407
ACH-000336,-0.24685873421405066
ACH-000337,-0.11008385772973787
ACH-000338,-0.010784746166229571
ACH-000339,-0.07146730493594483
ACH-000341,-0.16388508628826345
ACH-000348,-0.07587119043157574
ACH-000350,-0.04822815174955539
ACH-000352,-0.01133815766902715
ACH-000356,-0.07138102065280373
ACH-000361,-0.09054389212711016
ACH-000362,-0.026610868500466556
ACH-000363,-0.09454879982730907
ACH-000364,0.028579981661478574
ACH-000365,-0.04332098823818202
ACH-000366,-0.1703321418894979
ACH-000368,-0.13274026014924675
ACH-000374,-0.049329879599239214
ACH-000375,-0.057945594368728814
ACH-000376,-0.4087722893490957
ACH-000381,-0.1668011423802191
ACH-000383,-0.013432349385415637
ACH-000387,-0.2936920943268512
ACH-000389,-0.2260731119530585
ACH-000390,-0.06820755345786425
ACH-000393,-0.033431656254764616
ACH-000395,-0.07533553770178016
ACH-000396,0.09567934435090276
ACH-000397,0.023307836010480785
ACH-000401,-0.0005130173349193739
ACH-000402,-0.14658900625680193
ACH-000403,-0.07646481666511196
ACH-000404,-0.12285252441177945
ACH-000406,0.014524023776630191
ACH-000407,-0.09239349747126496
ACH-000408,0.06392899751128522
ACH-000410,-0.05012244640281207
ACH-000411,-0.03048038443065001
ACH-000414,-0.06902477051981787
ACH-000415,0.022697125464093647
ACH-000416,0.0512637682894538
ACH-000420,-0.2098330551276564
ACH-000421,-0.16178683371921934
ACH-000424,0.0588535950023626
ACH-000425,-0.12718804913285475
ACH-000426,-0.16958675332767734
ACH-000427,-0.08108186080862995
ACH-000433,-0.30288556051048243
ACH-000435,0.24556691522139096
ACH-000436,-0.10541781427752343
ACH-000444,-0.0048994648312591866
ACH-000445,-0.005910159682956456
ACH-000448,-0.117779059226228
ACH-000450,-0.1745168166473801
ACH-000452,-0.08411881250225353
ACH-000454,0.08497976262371396
ACH-000458,-0.043521395669825776
ACH-000459,-0.055287412380968994
ACH-000460,0.023196368466621257
ACH-000461,-0.15987643721391176
ACH-000463,-0.18566626691924104
ACH-000464,-0.06821222856762957
ACH-000466,-0.14592454893215148
ACH-000467,-0.14750705221072447
ACH-000468,-0.13330396886046272
ACH-000469,0.04892408994961212
ACH-000470,0.027593783555469386
ACH-000471,-0.2495136079615586
ACH-000472,-0.04684938637811963
ACH-000473,-0.14941416369960062
ACH-000475,-0.03647187681772228
ACH-000476,-0.11879571036137095
ACH-000477,-0.14431850273080662
ACH-000479,-0.19969406417734006
ACH-000480,0.022139287882089718
ACH-000481,-0.040320331019601065
ACH-000483,0.0695606522635927
ACH-000484,-0.08441140055160265
ACH-000485,-0.1981637505186576
ACH-000486,-0.06401722752809832
ACH-000487,-0.2919426004254458
ACH-000488,0.00950438168324463
ACH-000490,0.05454972276009152
ACH-000491,-0.06210223201370666
ACH-000495,-0.32923572360262965
ACH-000496,-0.2082591971569591
ACH-000499,-0.050352396984930214
ACH-000500,-0.07531205335046398
ACH-000502,-0.07918197396028538
ACH-000503,0.040601668842350974
ACH-000505,-0.03726581085813753
ACH-000507,-0.013327687321621177
ACH-000510,-0.05670922008641392
ACH-000511,-0.031901113972824975
ACH-000512,0.07836805684467799
ACH-000516,-0.10869585666156316
ACH-000517,-0.07679522825516745
ACH-000518,-0.12531247494177122
ACH-000520,-0.022446483126794224
ACH-000521,-0.04155458460274429
ACH-000522,-0.04579233497005749
ACH-000524,-0.0999820246957428
ACH-000527,-0.014893986469794616
ACH-000528,-0.09385700613253442
ACH-000537,0.05016173177430318
ACH-000541,-0.11104380988038362
ACH-000542,-0.1019866406774947
ACH-000544,-0.020291109979039743
ACH-000545,-0.1175021031377938
ACH-000547,-0.12549332116257633
ACH-000548,-0.08707863301494098
ACH-000549,-0.043053000263992384
ACH-000550,-0.2410772895027127
ACH-000552,-0.18409643815542895
ACH-000556,-0.06531403175782563
ACH-000557,-0.09032166075486764
ACH-000569,0.05303463703988658
ACH-000570,-0.09050968647352124
ACH-000571,-0.11018465568563998
ACH-000573,-0.10127470822760784
