,CYLC2 (1539)
ACH-000004,0.15407880455569556
ACH-000005,0.2864335337690667
ACH-000007,0.18957960687037564
ACH-000009,0.06786009145356955
ACH-000011,0.19150053889271054
ACH-000012,0.12304659589849624
ACH-000013,0.08819258698061785
ACH-000014,0.2125015199906115
ACH-000015,0.06429907790285956
ACH-000017,0.09121718105053918
ACH-000018,0.2846405144350002
ACH-000019,0.11643581191749462
ACH-000021,0.10620259178696148
ACH-000022,0.06582900874618977
ACH-000025,0.01647505033216434
ACH-000028,0.14152391177036233
ACH-000030,0.15586256838667134
ACH-000035,0.1824154146396561
ACH-000036,0.16376446901313935
ACH-000037,0.052121481739777466
ACH-000039,0.09876491846684793
ACH-000040,0.0220650612534536
ACH-000041,0.15137029161153778
ACH-000042,0.14754411396403092
ACH-000045,0.15213415254302792
ACH-000047,0.13005473432689202
ACH-000052,0.027487238712696226
ACH-000053,0.21212470204882125
ACH-000054,-0.0005820620148694019
ACH-000055,0.051105552925059874
ACH-000060,0.30265127049416146
ACH-000067,0.2454133072671052
ACH-000070,0.15566611013385745
ACH-000075,0.02206187563162416
ACH-000078,0.05850463527092621
ACH-000082,0.13538591867419444
ACH-000085,0.2966916579187594
ACH-000086,0.1266397664070066
ACH-000087,-0.051604743942716136
ACH-000092,0.19558841096592686
ACH-000095,0.06915919671199723
ACH-000097,0.0393624120097682
ACH-000098,0.13238829105957162
ACH-000099,0.08517767453275292
ACH-000108,0.14061069301659218
ACH-000113,0.15401486394368935
ACH-000116,0.1364339189634086
ACH-000118,0.21480592579504
ACH-000120,0.006703484644474875
ACH-000123,0.022923589742607987
ACH-000127,0.10257548386496176
ACH-000128,0.12726644780938828
ACH-000132,0.08102129116798759
ACH-000133,0.13227310878325982
ACH-000137,0.11970652203241725
ACH-000138,0.13561019803884816
ACH-000142,0.1564760994961946
ACH-000143,0.061807749113705
ACH-000146,0.15198564867300335
ACH-000148,0.2004250306235912
ACH-000150,0.21440741721614967
ACH-000152,0.09128843530758708
ACH-000153,0.10978096953001157
ACH-000159,0.16846387636082666
ACH-000160,0.12243886245767263
ACH-000163,0.16444155781648365
ACH-000167,-0.042321271129360565
ACH-000168,0.10887212759044827
ACH-000169,-0.024083765440682053
ACH-000178,0.15237299310387406
ACH-000183,0.20322540305328227
ACH-000188,0.0686920525324139
ACH-000189,0.16353916303662278
ACH-000190,0.018162061768115845
ACH-000198,0.12212860909361825
ACH-000203,-0.09633192991823072
ACH-000204,0.14209311003612218
ACH-000206,0.12227026940043192
ACH-000207,0.2327632068666716
ACH-000208,0.009853473782799582
ACH-000210,0.09884586071833583
ACH-000211,0.1385922250963047
ACH-000215,0.03667391560150726
ACH-000221,0.1958069919412525
ACH-000222,0.2065632402020169
ACH-000223,0.10227197154142154
ACH-000226,0.17202424593088697
ACH-000227,-0.029018848656190473
ACH-000228,0.1902056882949732
ACH-000231,0.18665877372086465
ACH-000232,0.08561168936027833
ACH-000233,0.021507063226518915
ACH-000234,0.22051511951932345
ACH-000235,0.17511236105472172
ACH-000237,0.1963484749707612
ACH-000238,0.08133793637070431
ACH-000242,0.40453523370494143
ACH-000243,0.14091000477100155
ACH-000244,0.29559360847762545
ACH-000246,0.14756759538317116
ACH-000248,0.22077967354853426
ACH-000250,0.0719931787094019
ACH-000251,0.2016655049992599
ACH-000252,0.051124055296998525
ACH-000253,0.04906343320672951
ACH-000255,0.10023133240969614
ACH-000256,0.08713528698696928
ACH-000257,-0.02208197035614572
ACH-000258,0.16141845791619966
ACH-000259,0.19402795151023428
ACH-000260,0.19234406389678302
ACH-000261,0.17025356090628288
ACH-000262,0.14300145933514435
ACH-000263,0.07682733796026629
ACH-000264,0.2018449773447555
ACH-000265,0.15906679385422012
ACH-000266,0.10727539585301993
ACH-000272,0.1371824111669624
ACH-000274,0.07871307530197554
ACH-000277,0.14329929611877532
ACH-000278,0.1849899455810452
ACH-000279,0.17735778113671813
ACH-000280,0.05847336366546463
ACH-000281,0.1669220990222198
ACH-000288,0.18162696054539249
ACH-000291,0.06368942160361911
ACH-000293,0.2118882045051705
ACH-000294,0.11523914561549085
ACH-000295,0.27092952816523297
ACH-000296,0.04486311005339107
ACH-000302,0.14331230058653646
ACH-000304,0.020009043508597918
ACH-000307,0.27328921993374305
ACH-000308,0.0812994242179372
ACH-000310,0.11648017117626755
ACH-000311,0.08029635404246416
ACH-000312,0.12608861606520966
ACH-000315,0.3239803243036025
ACH-000316,0.2622660425158549
ACH-000317,0.06384489000148641
ACH-000318,0.0034211956162507524
ACH-000319,0.07419120237976773
ACH-000320,0.1318457524533062
ACH-000322,0.1336364025153245
ACH-000323,0.07852552049999895
ACH-000324,0.06915398431202649
ACH-000329,0.16656340132722655
ACH-000330,0.27283568780370426
ACH-000331,0.03637671762300665
ACH-000332,0.14213517634549802
ACH-000334,0.3949692347506996
ACH-000335,0.0747396004501417
ACH-000336,0.20305929142076493
ACH-000337,0.0632297225441043
ACH-000338,-0.1043595402432874
ACH-000339,0.1610825996436187
ACH-000341,0.1922171882144846
ACH-000348,0.10235473587560708
ACH-000350,0.11828974816711768
ACH-000352,0.2175517702442828
ACH-000356,0.17143477109213826
ACH-000361,0.09189825676895523
ACH-000362,0.15715161846340314
ACH-000363,0.1490734869438882
ACH-000364,0.14801214511783115
ACH-000365,0.08962320196111097
ACH-000366,0.10779769601569077
ACH-000368,0.1565710845769094
ACH-000374,0.11098116886702744
ACH-000375,0.16403373601763727
ACH-000376,0.14065680903278216
ACH-000381,0.19373634494643524
ACH-000383,0.1446800565881532
ACH-000387,0.1019510404780542
ACH-000389,0.08905808844671781
ACH-000390,0.0703713909429128
ACH-000393,0.0671495220611773
ACH-000395,0.09210114098698627
ACH-000396,0.3054905273586576
ACH-000397,0.13824693884372286
ACH-000401,0.08904871833149962
ACH-000402,0.3192745035259043
ACH-000403,0.1814165136147078
ACH-000404,0.20552889310049102
ACH-000406,0.14489749474585129
ACH-000407,0.2643242838766261
ACH-000408,0.16916076251696768
ACH-000410,0.2504640821972236
ACH-000411,0.18322753284537988
ACH-000414,0.12161102331343045
ACH-000415,0.12568059875081747
ACH-000416,0.13760412340083455
ACH-000420,0.16864972944541293
ACH-000421,0.02988638402265572
