,KANSL2 (54934)
ACH-000004,-0.3724040024156097
ACH-000005,-0.4463006375534511
ACH-000007,-0.6792140343719186
ACH-000009,-0.4410695130881369
ACH-000011,-0.4480512415938919
ACH-000012,-0.5059559229822873
ACH-000013,-0.8750128221550095
ACH-000014,-0.4955081909466029
ACH-000015,-0.5544834462067791
ACH-000017,-0.4979831406022953
ACH-000018,-0.5136863987347583
ACH-000019,-0.4532817472559692
ACH-000021,-0.5732273304831889
ACH-000022,-0.4989204186856152
ACH-000025,-0.7105184041554614
ACH-000028,-0.7907498001427495
ACH-000030,-0.5408521476479652
ACH-000035,-0.6120552750176873
ACH-000036,-0.6191403186534808
ACH-000037,-0.7178715073665196
ACH-000039,-0.4368313288776561
ACH-000040,-0.4639017335492187
ACH-000041,-0.6961217001218836
ACH-000042,-0.5804577187696925
ACH-000045,-0.6888941500081567
ACH-000047,-0.6564029237179
ACH-000052,-0.8849701224697307
ACH-000053,-0.3950478375811553
ACH-000054,-0.6971961343620363
ACH-000055,-0.8101250711275898
ACH-000060,-0.7097022685787301
ACH-000067,-0.5633068271657926
ACH-000070,-0.7735882411044835
ACH-000075,-0.6181499746478043
ACH-000078,-0.8003623232903699
ACH-000082,-0.6505350861073128
ACH-000085,-0.7010822441458847
ACH-000086,-0.5760334371316685
ACH-000087,-0.9745277920556148
ACH-000092,-0.7069552656962651
ACH-000095,-0.6907105977876632
ACH-000097,-0.6043901539660155
ACH-000098,-0.4532379807960532
ACH-000099,-0.5438739921448641
ACH-000108,-0.5154921314666531
ACH-000113,-0.46211296890925707
ACH-000116,-0.7814877709440801
ACH-000118,-0.7716086973284458
ACH-000120,-0.6360459428752803
ACH-000123,-0.6460024130051351
ACH-000127,-0.28340473491552226
ACH-000128,-0.9367158950918882
ACH-000132,-0.3172343342543402
ACH-000133,-0.5917755092723089
ACH-000137,-0.6025633255348433
ACH-000138,-0.4994121698917534
ACH-000142,-0.3584103013096474
ACH-000143,-0.7812555449003916
