,MYCBPAP (84073)
ACH-000004,-0.10185346946335402
ACH-000005,-0.26613715524535303
ACH-000007,-0.0439998019344092
ACH-000009,-0.2520481270201148
ACH-000011,-0.048367339727245925
ACH-000012,-0.2258900940976644
ACH-000013,-0.1109469265983694
ACH-000014,0.06255436024527061
ACH-000015,-0.1263860064025014
ACH-000017,-0.04699098467206261
ACH-000018,0.037146828860146426
ACH-000019,-0.1523950948445413
ACH-000021,-0.10785482157763424
ACH-000022,-0.14456470492353418
ACH-000025,-0.11686022092240915
ACH-000028,-0.1922148983917061
ACH-000030,-0.2161044879034726
ACH-000035,-0.30808316572399297
ACH-000036,-0.3787230999351848
ACH-000037,-0.16637509638874012
ACH-000039,-0.248581050672738
ACH-000040,-0.23510337440917176
ACH-000041,-0.2167464648194975
ACH-000042,-0.2642062819691475
ACH-000045,-0.15295193965950807
ACH-000047,-0.2994725863755814
ACH-000052,-0.209792110158672
ACH-000053,-0.14466994197515354
ACH-000054,-0.18597986149972492
ACH-000055,0.030253878611236563
ACH-000060,-0.042428826632016005
ACH-000067,-0.15037431542870122
ACH-000070,-0.14736185125510848
ACH-000075,-0.20064825662949184
ACH-000078,-0.3273363514430484
ACH-000082,-0.1216438737061426
ACH-000085,-0.2345820343265061
ACH-000086,-0.15197017551715067
ACH-000087,-0.0808791809276586
ACH-000092,-0.13503248934686926
ACH-000095,-0.2547569054750455
ACH-000097,-0.14152696743908005
ACH-000098,-0.13640118221285216
ACH-000099,-0.19545926947337805
ACH-000108,-0.11443437935657773
ACH-000113,-0.10108648345668547
ACH-000116,-0.1557314481259476
ACH-000118,-0.13298673186880394
ACH-000120,-0.4836441561434294
ACH-000123,-0.1345293285226428
ACH-000127,-0.06202715749541391
ACH-000128,-0.09492674068643522
ACH-000132,0.02084062744683093
ACH-000133,-0.09299054487679158
ACH-000137,-0.2100079363998244
ACH-000138,-0.2862572867863161
ACH-000142,-0.2926148827821606
ACH-000143,-0.09823606118336667
ACH-000146,-0.17652073113011862
ACH-000148,-0.26040457553125185
ACH-000150,-0.2457103594132703
ACH-000152,-0.18672399205837628
ACH-000153,-0.02571749018345214
ACH-000159,-0.13253439323764932
ACH-000160,-0.08886549866336464
ACH-000163,-0.3312022914357653
ACH-000167,0.12988224945916166
ACH-000168,-0.14247469207688435
ACH-000169,-0.1031324362703288
ACH-000178,-0.1429382646414687
ACH-000183,-0.23425385199781484
ACH-000188,-0.0857937964485602
ACH-000189,-0.2744302854462374
ACH-000190,-0.1944128277803578
ACH-000198,0.0004891782010575213
ACH-000203,-0.6710868068459053
ACH-000204,-0.3040312426150575
ACH-000206,0.11890480379846645
ACH-000207,-0.13675020062602336
ACH-000208,-0.16240365024191342
ACH-000210,-0.054796619973417615
ACH-000211,-0.14143689712167176
ACH-000215,-0.18240112068250533
ACH-000221,-0.15191595994367407
ACH-000222,-0.03174938345959478
ACH-000223,-0.10882520424518907
ACH-000226,-0.15254534753311896
ACH-000227,-0.029849468368900105
ACH-000228,-0.12951441022044366
ACH-000231,-0.20029782683059552
ACH-000232,-0.0042082536900493305
ACH-000233,-0.059122372630071335
ACH-000234,-0.12732185268314214
ACH-000235,-0.21084835191643367
ACH-000237,-0.09554242777128266
ACH-000238,-0.3477856969810933
ACH-000242,-0.3085329026712257
ACH-000243,-0.2449016924430376
ACH-000244,-0.19484767221798446
ACH-000246,-0.2717199954135459
ACH-000248,-0.2679048709244935
ACH-000250,-0.1370606270226382
ACH-000251,-0.02799680968430169
ACH-000252,-0.08788059834385807
ACH-000253,-0.031002125254716087
ACH-000255,-0.2511868914984114
ACH-000256,-0.3992990689109598
ACH-000257,-0.14303168480879022
ACH-000258,-0.1116074821414299
ACH-000259,-0.18104820715625888
ACH-000260,-0.19021380246110534
ACH-000261,-0.11361151445142713
ACH-000262,-0.17613940808733902
ACH-000263,-0.3143768369755363
ACH-000264,-0.17341978740391856
ACH-000265,-0.13781474265523053
ACH-000266,-0.11003643031819596
ACH-000272,-0.1402009469724718
ACH-000274,-0.22411483466254267
ACH-000277,-0.20086141008155906
ACH-000278,-0.16512426267327582
ACH-000279,-0.10624926210775243
ACH-000280,-0.14017833705674276
ACH-000281,-0.12195735016142363
ACH-000288,-0.3234085268738857
ACH-000291,-0.1422429990197636
ACH-000293,-0.0870050777592055
ACH-000294,-0.13118355071356172
ACH-000295,-0.29255406167933234
ACH-000296,-0.12838240543820514
ACH-000302,-0.06424821859550735
ACH-000304,-0.08550682378924684
ACH-000307,-0.1338323521634231
ACH-000308,-0.17597014018342658
ACH-000310,-0.2273396780339696
ACH-000311,-0.11306227172196252
ACH-000312,-0.2371975169665264
ACH-000315,-0.10322827453629424
ACH-000316,-0.1653296477153731
ACH-000317,-0.14578528741619873
ACH-000318,-0.09530122205204364
ACH-000319,-0.21222836786558624
ACH-000320,0.02821133886596738
ACH-000322,-0.03431689770635661
ACH-000323,-0.18049087086140853
ACH-000324,-0.21846935967526115
ACH-000329,-0.17916271507256334
ACH-000330,-0.02555162650715206
ACH-000331,-0.09284350773727756
ACH-000332,-0.10001384186033173
ACH-000334,-0.0696264214296238
ACH-000335,-0.0622549313184138
ACH-000336,0.12251809620014648
ACH-000337,-0.2438659073566724
ACH-000338,-0.06392304530232537
ACH-000339,-0.1149344162247583
ACH-000341,-0.17808859060976948
ACH-000348,-0.20584000415151665
ACH-000350,-0.15966768536766776
ACH-000352,-0.08845495995748236
ACH-000356,-0.2780326750708454
ACH-000361,-0.2375516409817227
ACH-000362,-0.12755087510606974
ACH-000363,-0.05374877545926519
ACH-000364,-0.05436905585907092
ACH-000365,-0.16865761093375758
ACH-000366,-0.05251154707692995
ACH-000368,-0.054239809218512486
ACH-000374,0.030711255616163027
ACH-000375,-0.13405730258892204
ACH-000376,-0.05893300789133835
ACH-000381,-0.1091969998453336
ACH-000383,-0.1503734448122441
ACH-000387,-0.1953216852012153
ACH-000389,-0.2653301193031053
ACH-000390,-0.17281989489017016
ACH-000393,-0.06600911931618582
ACH-000395,-0.12372025591866072
ACH-000396,-0.3267549417608225
ACH-000397,-0.1263839938896277
ACH-000401,-0.1562578766386836
ACH-000402,-0.00662738102020209
ACH-000403,-0.2410190715976664
ACH-000404,-0.14681363916150453
ACH-000406,-0.0726193063500751
ACH-000407,-0.2061742591128788
ACH-000408,-0.14113488801178206
ACH-000410,-0.08288647458257913
ACH-000411,-0.08244146966226129
ACH-000414,-0.11916100189038052
ACH-000415,-0.25348402669339537
ACH-000416,-0.14394531598879906
ACH-000420,-0.14662252232957956
ACH-000421,-0.08365142115251444
ACH-000424,-0.18712105597684456
ACH-000425,-0.2654821451072165
ACH-000426,-0.19270273278266228
ACH-000427,-0.1191989297427895
ACH-000433,-0.3031685823321387
ACH-000435,-0.4528116760745645
ACH-000436,0.05601285143441232
ACH-000444,-0.17559656550416675
ACH-000445,-0.345629486464628
ACH-000448,-0.07066884085462888
ACH-000450,-0.2488071784542133
ACH-000452,-0.09051685839107404
ACH-000454,0.05524957765745842
ACH-000458,-0.22637573271918945
ACH-000459,0.06916671047830975
ACH-000460,-0.1944923587872164
ACH-000461,-0.0435923632087752
ACH-000463,-0.09061142538445864
ACH-000464,-0.3552824256585885
ACH-000466,-0.045881208424106534
ACH-000467,-0.18962232813193092
ACH-000468,-0.18288693479651025
ACH-000469,-0.2949211235433226
ACH-000470,0.012101427613325036
ACH-000471,-0.20107297668350896
ACH-000472,-0.19006357908849814
ACH-000473,-0.1754441199023016
ACH-000475,-0.13855269556383248
ACH-000476,-0.06326658899056188
ACH-000477,-0.08860194527437859
ACH-000479,-0.172339252913987
ACH-000480,-0.016166558930750245
ACH-000481,-0.14050615536429725
ACH-000483,-0.02425363473020728
ACH-000484,-0.11475560376563965
ACH-000485,-0.028850194334021095
ACH-000486,-0.07022144350492758
ACH-000487,-0.17089492879214854
ACH-000488,-0.2604227356394847
ACH-000490,-0.18457806439742436
ACH-000491,-0.07632630972300652
ACH-000495,-0.11809432181063588
ACH-000496,-0.2195280902962314
ACH-000499,-0.047374161660850664
ACH-000500,0.02797220986532119
ACH-000502,-0.2307147278927259
ACH-000503,0.08251066003882675
ACH-000505,-0.07194519952193111
ACH-000507,0.0023642837565567287
ACH-000510,-0.1630907259111448
ACH-000511,-0.24177072080122705
ACH-000512,0.035228608245393665
ACH-000516,-0.15817536606799676
ACH-000517,-0.07088586576025055
ACH-000518,-0.08331367897342817
ACH-000520,-0.17336595238339608
ACH-000521,-0.25010055253206875
