,MISP (126353)
ACH-000004,-0.07291964478242755
ACH-000005,-0.276789374057388
ACH-000007,0.044578371767755885
ACH-000009,0.06995781856265322
ACH-000011,-0.13777389069517848
ACH-000012,0.09892745986471513
ACH-000013,0.007467734382609894
ACH-000014,0.08620227768793852
ACH-000015,-0.06517065553915427
ACH-000017,-0.13044311725344168
ACH-000018,0.11636479210236304
ACH-000019,-0.0685070465887958
ACH-000021,-0.014000992536718364
ACH-000022,0.02261228761128681
ACH-000025,0.06727556484431614
ACH-000028,-0.03883596746597269
ACH-000030,-0.03400650729906337
ACH-000035,-0.10724864296971663
ACH-000036,-0.09232289891670058
ACH-000037,-0.013869735063283059
ACH-000039,-0.0479309679697065
ACH-000040,-0.042063510946654205
ACH-000041,0.06466309001992215
ACH-000042,0.04061819838176088
ACH-000045,-0.0550100318850247
ACH-000047,-0.041036542233351
ACH-000052,0.15306774000398654
ACH-000053,0.03365214693623763
ACH-000054,-0.057134961325963664
ACH-000055,-0.06312095745999866
ACH-000060,0.02393734779431912
ACH-000067,-0.047068607428546835
ACH-000070,-0.15684902824669014
ACH-000075,0.16110466751756705
ACH-000078,-0.1505445334947876
ACH-000082,-0.06561564648288902
ACH-000085,0.006260681623186891
ACH-000086,0.07170454713817033
ACH-000087,0.08049226580560577
ACH-000092,-0.016341196672928774
ACH-000095,-0.13274041028908418
ACH-000097,0.04874147409146735
ACH-000098,-0.1633746314868331
ACH-000099,-0.13084526766655555
ACH-000108,-0.03478028952712988
ACH-000113,0.01725997755052386
ACH-000116,0.02049798738787697
ACH-000118,0.12867186099028566
ACH-000120,-0.046325508292728836
ACH-000123,-0.1665488533198967
ACH-000127,0.1023800180752948
ACH-000128,0.029235802072125363
ACH-000132,0.05504159889911462
ACH-000133,0.012891523914751731
ACH-000137,0.03801524055187832
ACH-000138,-0.06525612393375355
ACH-000142,0.07522456443851971
ACH-000143,0.07562015302098421
ACH-000146,-0.003079633234580928
ACH-000148,0.04992995895065242
ACH-000150,0.026859792534396
