,HPD (3242)
ACH-000004,-0.06931439798960537
ACH-000005,-0.1204295676502924
ACH-000007,0.1287075022972652
ACH-000009,-0.2051493906369652
ACH-000011,-0.10378738825773776
ACH-000012,0.027723224378417174
ACH-000013,-0.0621663438422559
ACH-000014,0.010930371703777435
ACH-000015,-0.0550166784059366
ACH-000017,-0.09849924743535908
ACH-000018,-0.12825753047262226
ACH-000019,-0.14974054542345186
ACH-000021,-0.17898961759464466
ACH-000022,-0.1185293976169481
ACH-000025,-0.14843668068654967
ACH-000028,0.0939304898596948
ACH-000030,-0.08407055427105331
ACH-000035,-0.1542400126163774
ACH-000036,-0.08167453477669079
ACH-000037,-0.22470212370526094
ACH-000039,-0.09872303374970108
ACH-000040,-0.08879966972995754
ACH-000041,-0.07189262610997857
ACH-000042,-0.16250369812500934
ACH-000045,-0.14427404544483075
ACH-000047,-0.10958202853514934
ACH-000052,0.16533347883791505
ACH-000053,-0.11685174063099868
ACH-000054,-0.1407548328200627
ACH-000055,-0.04259429993229498
ACH-000060,-0.04651620460926957
ACH-000067,-0.09582878628700447
ACH-000070,-0.1200622042092057
ACH-000075,0.005310950070188803
ACH-000078,-0.20557942708636895
ACH-000082,-0.14649395571534546
ACH-000085,-0.3279912322865177
ACH-000086,-0.15065024310406575
ACH-000087,-0.1672322376774284
ACH-000092,-0.07081751605881706
ACH-000095,-0.10974738736864273
ACH-000097,-0.08446600200081647
ACH-000098,-0.04008523412155796
ACH-000099,-0.09469848094853876
ACH-000108,0.008351499410209727
ACH-000113,-0.09590944022807306
ACH-000116,-0.08914377079017141
ACH-000118,-0.19865250475426213
ACH-000120,0.005964603789163914
ACH-000123,-0.022298044638985468
ACH-000127,-0.15023826423350672
ACH-000128,-0.11832966311502532
ACH-000132,-0.0009661827297904004
ACH-000133,-0.2642956304049832
ACH-000137,-0.13832218128386473
ACH-000138,0.009498933250729385
ACH-000142,-0.1444075688544928
ACH-000143,0.018894408104976283
ACH-000146,-0.034338317828102725
ACH-000148,-0.11874476991415013
ACH-000150,-0.10565476323717883
ACH-000152,-0.18828028888473647
ACH-000153,-0.022237180209382482
ACH-000159,-0.049112667073890184
ACH-000160,0.1460472970041504
ACH-000163,-0.06254537108372743
ACH-000167,0.33634872920172537
ACH-000168,-0.05581668154206288
ACH-000169,-0.16648873622761953
ACH-000178,-0.20426327458196467
ACH-000183,-0.09234869864087633
ACH-000188,-0.1469247844993103
ACH-000189,0.15410787825071476
ACH-000190,0.16768967159461376
ACH-000198,0.031962552305881735
ACH-000203,-0.13473798623476202
ACH-000204,-0.23472795151882545
ACH-000206,-0.2190657855727651
ACH-000207,-0.13002738616836618
ACH-000208,-0.16230144634629048
ACH-000210,-0.11104915907165316
ACH-000211,-0.11188537235365922
ACH-000215,-0.07548971783247657
ACH-000221,0.03683094932072101
ACH-000222,-0.04376027771004295
ACH-000223,-0.019186843021462792
ACH-000226,-0.11976116681109715
ACH-000227,-0.2147153396585747
ACH-000228,0.004950652849711683
ACH-000231,0.039400426012426805
ACH-000232,-0.15752713813398367
ACH-000233,-0.12056579595973335
ACH-000234,-0.18417590201870945
ACH-000235,-0.10111099422101998
ACH-000237,-0.17108362638202815
ACH-000238,-0.061206506692242216
ACH-000242,0.09914321734255377
ACH-000243,-0.10509438275302374
ACH-000244,-0.02986158430008025
ACH-000246,-0.010944750089793369
ACH-000248,0.08754184173709287
ACH-000250,-0.13041472181366376
ACH-000251,-0.16854871059752768
ACH-000252,-0.13605794512544914
ACH-000253,-0.10132220810016973
ACH-000255,-0.04810707252654937
ACH-000256,-0.08998892469234282
ACH-000257,-0.16062446891805462
ACH-000258,-0.20977227887461244
ACH-000259,-0.04901297072224317
ACH-000260,-0.15141811945018385
ACH-000261,-0.05519851244337109
ACH-000262,-0.2590870058867225
ACH-000263,-0.3508450044239083
ACH-000264,-0.09722825291914793
ACH-000265,-0.08836036309740483
ACH-000266,-0.07991000449247906
ACH-000272,-0.13097850728370172
ACH-000274,-0.11219998327078944
ACH-000277,-0.17654838804822728
ACH-000278,-0.07890505837497556
ACH-000279,-0.07965644550344407
ACH-000280,-0.009416769849359505
ACH-000281,-0.3441152796327228
ACH-000288,-0.1652950170513749
ACH-000291,-0.06488225082566076
ACH-000293,-0.0016148108799012345
ACH-000294,-0.16703994957004292
ACH-000295,-0.16975692249085522
ACH-000296,-0.10599431609102088
ACH-000302,-0.09728824846687048
ACH-000304,-0.2110208830282896
ACH-000307,-0.1642864283760991
ACH-000308,0.010024000444890215
ACH-000310,-0.1198957775831734
ACH-000311,-0.09064751227943386
ACH-000312,-0.12151742275817502
ACH-000315,-0.37231130546676616
ACH-000316,-0.13613451039946858
ACH-000317,-0.042263037445006826
ACH-000318,-0.0835704980026343
ACH-000319,-0.03071322624647581
ACH-000320,-0.21305456798858585
ACH-000322,-0.13752101473765002
ACH-000323,-0.1875534534103897
ACH-000324,-0.15128153286442178
ACH-000329,-0.09340132738701024
ACH-000330,-0.08639974499469645
ACH-000331,-0.13229627245480285
ACH-000332,-0.12573151599107538
ACH-000334,0.04306150290797621
ACH-000335,-0.08611286506757923
ACH-000336,-0.30713795006836503
ACH-000337,-0.025324801729363067
ACH-000338,0.12866349444424047
ACH-000339,-0.0822730886897008
ACH-000341,0.013290156921094956
ACH-000348,-0.1285799700175603
ACH-000350,-0.1999370194508361
ACH-000352,-0.1263324317640247
ACH-000356,0.057563617942794486
ACH-000361,-0.21494508258139067
ACH-000362,-0.13598440718818736
ACH-000363,-0.1453148202825144
ACH-000364,-0.20841461819804155
ACH-000365,-0.1669047030045916
ACH-000366,-0.17547271962068833
ACH-000368,-0.17077947625389092
ACH-000374,-0.16316868193347742
ACH-000375,-0.030732689760125893
ACH-000376,-0.13789240445437378
ACH-000381,-0.11605864944624487
ACH-000383,-0.10569919208711204
ACH-000387,-0.15869643100757566
ACH-000389,0.028283297096075417
ACH-000390,0.01343528805664087
ACH-000393,-0.17654062872197682
ACH-000395,-0.13172955967481192
ACH-000396,0.216113479866304
ACH-000397,-0.13479200291373006
ACH-000401,-0.047047188159850505
ACH-000402,-0.12133642584515153
ACH-000403,-0.24070044869482796
ACH-000404,-0.1011061991368066
ACH-000406,-0.08109841813475842
ACH-000407,-0.025653107558591213
ACH-000408,-0.21237031570313364
ACH-000410,-0.1648206767168532
ACH-000411,-0.20981261019376626
ACH-000414,-0.17105442851535022
ACH-000415,0.04385174186760832
ACH-000416,-0.12159560818625653
ACH-000420,-0.035880338404399685
ACH-000421,-0.1165308113115456
ACH-000424,-0.09401154289489497
ACH-000425,-0.228507104247058
ACH-000426,0.011521015059714859
ACH-000427,0.0367179840932822
ACH-000433,-0.07598791154512206
ACH-000435,0.008962748401074808
ACH-000436,-0.17130157812949998
ACH-000444,-0.2450152842476219
ACH-000445,-0.22735770866888336
ACH-000448,-0.07355952523508019
ACH-000450,-0.08385196755690671
ACH-000452,-0.16666820059429088
ACH-000454,-0.29226178687235776
ACH-000458,-0.0679312384134285
ACH-000459,-0.0400472615081136
ACH-000460,-0.028010718332002263
ACH-000461,-0.07796156673559895
ACH-000463,-0.1138872599952374
ACH-000464,-0.05031434498232777
ACH-000466,-0.03249680974797774
ACH-000467,-0.05531444749505809
ACH-000468,-0.10179473612583627
ACH-000469,-0.07382519665622585
ACH-000470,-0.06559612678680424
ACH-000471,0.00203693492545528
ACH-000472,-0.09886844134252168
ACH-000473,0.05128786016557872
ACH-000475,-0.09582110644049292
ACH-000476,-0.1880346791933295
ACH-000477,-0.26761672895071564
ACH-000479,-0.07842556113502817
ACH-000480,-0.02982324474654509
ACH-000481,-0.11043024592731764
ACH-000483,-0.09364640371047624
ACH-000484,-0.125299698251634
ACH-000485,-0.1625241247631502
ACH-000486,0.010265589268890143
ACH-000487,-0.10959409307824428
ACH-000488,-0.186751644947946
ACH-000490,-0.1624166905748773
ACH-000491,-0.13405732623951766
ACH-000495,-0.0003514689494331433
ACH-000496,-0.0357963719253091
ACH-000499,0.0013784057006260596
ACH-000500,-0.3990504841330465
ACH-000502,-0.07080316200399937
ACH-000503,-0.1690381482958582
ACH-000505,-0.11674111220233872
ACH-000507,-0.18204463046975916
ACH-000510,-0.07405511341049892
ACH-000511,-0.06067883522030895
ACH-000512,-0.11127136649920223
ACH-000516,-0.12874264423831874
ACH-000517,-0.20667834703606447
ACH-000518,0.0964619620646665
ACH-000520,-0.11119839562198328
ACH-000521,-0.08820304836858553
ACH-000522,-0.15536164017819962
ACH-000524,-0.1390687022504815
ACH-000527,-0.08533534957516631
ACH-000528,-0.11181472326988623
ACH-000537,-0.0863711679905646
ACH-000541,-0.20328420417965626
ACH-000542,-0.13938166833459129
ACH-000544,-0.11226053925414138
ACH-000545,-0.00495111661007919
ACH-000547,-0.16268162166727215
ACH-000548,-0.07879396172961485
ACH-000549,0.11442891052090146
ACH-000550,-0.1559036466386331
ACH-000552,-0.2126312698628215
ACH-000556,-0.13260642092777178
ACH-000557,-0.0837742502009039
ACH-000569,-0.2671362661949874
ACH-000570,0.023848203204394004
