,MEA1 (4201)
ACH-000004,-0.3848894791271971
ACH-000005,-0.13226801474284114
ACH-000007,0.056521619779786036
ACH-000009,-0.17414173834660868
ACH-000011,-0.023966886153776398
ACH-000012,-0.12512736013047746
ACH-000013,-0.09059660441747168
ACH-000014,-0.11821821563798016
ACH-000015,0.015403212015890122
ACH-000017,-0.16791728112132925
ACH-000018,-0.14379474101957634
ACH-000019,-0.31615179387310904
ACH-000021,-0.032096072176743366
ACH-000022,-0.09943993154087633
ACH-000025,-0.1947134345125884
ACH-000028,-0.14281757096260764
ACH-000030,-0.13176943309187755
ACH-000035,0.025335920488638725
ACH-000036,-0.11870929746854075
ACH-000037,-0.08866282130431999
ACH-000039,-0.1917432400436748
ACH-000040,-0.14695818151204804
ACH-000041,-0.1429971996847332
ACH-000042,-0.009075402866312612
ACH-000045,-0.18966678197392253
ACH-000047,0.023178233132347258
ACH-000052,-0.0796073370144204
ACH-000053,-0.2224797955307445
ACH-000054,-0.1570516851104696
ACH-000055,-0.20489838191551268
ACH-000060,-0.2341278745639865
ACH-000067,-0.2539375536305579
ACH-000070,-0.06416297816278548
ACH-000075,-0.4672586837840149
ACH-000078,-0.2717563676080198
ACH-000082,-0.3415318506251857
ACH-000085,-0.16860343778132295
ACH-000086,-0.17595501588217322
ACH-000087,-0.1684834922144546
ACH-000092,-0.13943773973996332
ACH-000095,-0.18939335740197766
ACH-000097,-0.1318826883077001
ACH-000098,-0.15532580543596616
ACH-000099,-0.11922647805019065
ACH-000108,-0.1248892905911078
ACH-000113,-0.14524895786705333
ACH-000116,-0.14862165184316414
ACH-000118,-0.07030006919600758
ACH-000120,0.12764521412261384
ACH-000123,-0.1597208626938603
ACH-000127,-0.1073339590697887
ACH-000128,-0.30292179471177616
ACH-000132,-0.13527971776846104
ACH-000133,-0.14452717307612395
ACH-000137,-0.06435015531394618
ACH-000138,-0.0995399675298266
ACH-000142,-0.17417663107069872
ACH-000143,0.00336838166253657
ACH-000146,-0.20669326598227236
ACH-000148,0.002906438503880553
ACH-000150,-0.06589618582513149
ACH-000152,-0.19340931196135372
ACH-000153,0.009935956809186278
ACH-000159,-0.13604549659877885
ACH-000160,-0.22904539202695226
ACH-000163,-0.06463669603905046
ACH-000167,0.06155782032496514
ACH-000168,-0.22300915060287246
ACH-000169,-0.1419562277801975
ACH-000178,-0.1388869683151996
ACH-000183,-0.08470372279516326
ACH-000188,-0.2881444630747043
ACH-000189,0.08804380157799167
ACH-000190,-0.2564081536743382
ACH-000198,-0.1356140532280889
ACH-000203,0.4679752276982606
ACH-000204,-0.028500802588101268
ACH-000206,-0.2270118575296777
ACH-000207,-0.04706077907422585
ACH-000208,-0.3755557306152828
ACH-000210,-0.001700395157528467
ACH-000211,-0.05960362872169288
ACH-000215,-0.12097296703158332
ACH-000221,-0.025760512600081567
ACH-000222,-0.030225829646089764
ACH-000223,-0.20977627035679847
ACH-000226,-0.07249548655734002
ACH-000227,-0.24855342818202425
ACH-000228,-0.162594665741031
ACH-000231,-0.192763532474021
ACH-000232,-0.13785473075551474
ACH-000233,-0.10589720442769562
ACH-000234,-0.20156618243196134
ACH-000235,-0.17892253975382938
ACH-000237,-0.05974015007222864
ACH-000238,-0.2554548947407922
ACH-000242,-0.12652396281253636
ACH-000243,-0.1576673861611166
ACH-000244,-0.16694700387056494
ACH-000246,0.014200807016575088
ACH-000248,0.056088310482491084
ACH-000250,-0.12772793816442385
ACH-000251,-0.3073142469163769
ACH-000252,-0.20932975660391714
ACH-000253,-0.008392420774875883
ACH-000255,-0.2168456394176481
ACH-000256,-0.08683560040911464
ACH-000257,-0.0250227009719686
ACH-000258,0.07061886837410059
ACH-000259,-0.14641234409008486
ACH-000260,-0.14601241215234598
ACH-000261,-0.08763415316005507
ACH-000262,0.0007837670706027744
ACH-000263,-0.4345620734246964
ACH-000264,-0.18668889069054187
ACH-000265,-0.19261031898667824
ACH-000266,-0.08934130412541474
ACH-000272,-0.17874733589135378
ACH-000274,-0.2232217161997513
ACH-000277,-0.09342350709684967
ACH-000278,-0.011438700069998552
ACH-000279,-0.052894253541045065
ACH-000280,-0.13114694441023847
ACH-000281,-0.011803121406181416
ACH-000288,-0.00842196107026073
ACH-000291,-0.13533517735775136
ACH-000293,-0.32724874773559465
ACH-000294,-0.06380751773989543
ACH-000295,-0.1376739462087601
ACH-000296,-0.15113445082323193
ACH-000302,-0.2767512055950689
ACH-000304,-0.03434251749201552
ACH-000307,-0.10320668995401283
ACH-000308,-0.17021604072153174
ACH-000310,-0.3694088619244072
ACH-000311,-0.20076384973477612
ACH-000312,-0.06678152764673917
ACH-000315,-0.021503141789068574
ACH-000316,-0.08404222683334271
ACH-000317,-0.2535193164646195
ACH-000318,-0.21527179579489555
ACH-000319,0.004985208952012845
ACH-000320,-0.08701755236885958
ACH-000322,-0.06669922797023525
ACH-000323,-0.100803658763911
ACH-000324,-0.2035408063916279
ACH-000329,-0.08341324552892744
ACH-000330,-0.25779558885049403
ACH-000331,-0.18565003924329496
ACH-000332,-0.2191306655177617
ACH-000334,-0.2542765257123773
ACH-000335,-0.11192041095395162
ACH-000336,-0.1406418858850041
ACH-000337,-0.20866227964196085
ACH-000338,-0.4692594814491979
ACH-000339,-0.1216588214179464
ACH-000341,-0.21750874332294565
ACH-000348,-0.16763763197250744
