,RELN (5649)
ACH-000004,0.06400681022736916
ACH-000005,0.1003999384129132
ACH-000007,0.09111667171750028
ACH-000009,0.05562050404380022
ACH-000011,0.03742377068084029
ACH-000012,0.11549215740723005
ACH-000013,0.08863609112607693
ACH-000014,-0.14497661341379586
ACH-000015,0.1308922926479577
ACH-000017,0.09930702655347756
ACH-000018,0.21395109477796634
ACH-000019,0.0004642843739612722
ACH-000021,0.01655733950512579
ACH-000022,0.1117137065558382
ACH-000025,0.15542694641783333
ACH-000028,0.05412806990534099
ACH-000030,0.17993989826502907
ACH-000035,-0.0531438370709885
ACH-000036,0.0959964910141208
ACH-000037,0.0873134281341001
ACH-000039,-0.0786587540827515
ACH-000040,0.10245328126753653
ACH-000041,-0.04215708353082488
ACH-000042,0.04556299170614903
ACH-000045,0.10794245744254717
ACH-000047,0.10528031393643576
ACH-000052,0.09975114371915694
ACH-000053,0.05136414071803674
ACH-000054,0.1173088728929842
ACH-000055,0.13763207664890262
ACH-000060,0.1440142202878507
ACH-000067,0.010102099095872829
ACH-000070,-0.09512682300849257
ACH-000075,-0.019350586377079197
ACH-000078,0.21214012865419304
ACH-000082,0.17175796271624302
ACH-000085,0.2197596804415258
ACH-000086,0.0941752935074739
ACH-000087,0.24977419866248424
ACH-000092,0.14887599814781047
ACH-000095,0.08071509838207394
ACH-000097,0.08578547328092351
ACH-000098,-0.10947222308457784
ACH-000099,0.12388016862288535
ACH-000108,-0.028781074478007294
ACH-000113,0.1509382078377119
ACH-000116,0.18868624775210335
ACH-000118,0.04222048770972134
ACH-000120,0.07412633583805625
ACH-000123,0.19466647126661085
ACH-000127,0.11991997398918007
ACH-000128,0.13457612074371042
ACH-000132,0.023150895843070986
ACH-000133,0.15436657995961214
ACH-000137,-0.06645707026830314
ACH-000138,0.13370013078146845
ACH-000142,0.06424582342843682
ACH-000143,0.10023540465757352
ACH-000146,0.07802074051898253
ACH-000148,0.16362737299930347
ACH-000150,0.15655029820383662
ACH-000152,0.09800005774206903
ACH-000153,-0.02418362722589491
ACH-000159,0.16461962842098726
ACH-000160,0.01859645855374437
ACH-000163,0.01384646347452052
ACH-000167,-0.0016180125851842225
ACH-000168,-0.0006292819098830874
ACH-000169,0.12137865944336272
ACH-000178,-0.04226558398980335
ACH-000183,0.2020497843036048
ACH-000188,0.12825580103205225
ACH-000189,0.17678195768296687
ACH-000190,0.02296497623752278
ACH-000198,0.15362337474086007
ACH-000203,-0.3128858795796337
ACH-000204,0.20218549846857686
ACH-000206,0.10146518534709237
ACH-000207,0.14105538425946046
ACH-000208,0.2278708296213983
ACH-000210,0.2605527514259313
ACH-000211,0.11994485004975512
ACH-000215,0.08697848390342909
ACH-000221,0.10806700559206853
ACH-000222,0.048245978653365836
ACH-000223,0.1263702097530427
ACH-000226,0.07020499353160782
ACH-000227,0.2153869777689492
ACH-000228,0.08157851765436394
ACH-000231,0.0859333789628933
ACH-000232,0.015178912273906397
ACH-000233,0.031692387042420785
ACH-000234,0.12056597045336835
ACH-000235,0.014475429744948094
ACH-000237,0.029854616386727068
ACH-000238,0.13680126254623595
ACH-000242,0.17453280965332585
ACH-000243,0.11533921818508805
ACH-000244,0.04459758428261407
ACH-000246,0.11968826266673455
ACH-000248,0.1262656707549863
ACH-000250,0.04282755397711868
ACH-000251,-0.03501003491727715
ACH-000252,0.16501706715819695
ACH-000253,0.06856715190769969
ACH-000255,0.04059379117338658
ACH-000256,0.09849748706495527
ACH-000257,-0.03350194653200247
ACH-000258,0.02093112619135724
ACH-000259,0.07634040889667881
ACH-000260,0.0337600456621205
ACH-000261,0.1171278685594544
ACH-000262,0.044854275988851784
ACH-000263,-0.048987750522265186
ACH-000264,0.06367323443449946
ACH-000265,0.17833702099450036
ACH-000266,0.06975382064304261
ACH-000272,0.17937496682806273
ACH-000274,0.032996937593290906
ACH-000277,0.08293444777043205
ACH-000278,0.16239577672009656
ACH-000279,0.14397505963003773
ACH-000280,0.1046078817507574
ACH-000281,0.24742926900039985
ACH-000288,0.05572307289355295
ACH-000291,-0.003325144816588887
ACH-000293,0.032450014228377067
ACH-000294,0.1568693694077908
ACH-000295,0.07055102530703952
ACH-000296,0.023195848619732874
ACH-000302,0.02343776290127981
ACH-000304,-0.08132623666014854
ACH-000307,-0.009537607222051304
ACH-000308,0.0373395544897187
ACH-000310,0.042964595218214115
ACH-000311,0.10511919630103883
ACH-000312,0.16515084479460895
