,CHID1 (66005)
ACH-000004,0.08010165590145807
ACH-000005,-0.056317305437506876
ACH-000007,0.09421922979759788
ACH-000009,-0.030633566858869213
ACH-000011,-0.014741243402019898
ACH-000012,-0.006964751444205473
ACH-000013,-0.060001164932361524
ACH-000014,0.05137796905320265
ACH-000015,-0.00963213387991973
ACH-000017,0.13509121169615662
ACH-000018,0.006946870705492458
ACH-000019,-0.08055776948781998
ACH-000021,-0.03235010477904485
ACH-000022,0.016327480581338212
ACH-000025,-0.05347672792094565
ACH-000028,-0.1478472210422379
ACH-000030,-0.10997549115424947
ACH-000035,-0.21167456894647585
ACH-000036,-0.2127457786752407
ACH-000037,-0.05758614308581614
ACH-000039,-0.07537711521031808
ACH-000040,-0.09693172363230733
ACH-000041,-0.10572440384438583
ACH-000042,-0.15929856310760918
ACH-000045,-0.1422166065405756
ACH-000047,-0.05851928297954944
ACH-000052,0.24657025038370414
ACH-000053,-0.13566148525526667
ACH-000054,-0.129075533039387
ACH-000055,-0.21407016098610426
ACH-000060,-0.20622798691129224
ACH-000067,-0.018570043108031502
ACH-000070,0.05951793468189965
ACH-000075,-0.11163317357379612
ACH-000078,-0.05197046753036963
ACH-000082,-0.07209082849492808
ACH-000085,-0.090523281451589
ACH-000086,-0.0871302868439598
ACH-000087,-0.024876161582031358
ACH-000092,-0.03793975270825412
ACH-000095,-0.12661296374766398
ACH-000097,-0.008941803094232948
ACH-000098,-0.07012505832298467
ACH-000099,-0.10311117558736878
ACH-000108,-0.019665612895747527
ACH-000113,-0.04883465307159847
ACH-000116,-0.02413020878806005
ACH-000118,0.07339503576973135
ACH-000120,-0.04934211023873194
ACH-000123,-0.2939185713511832
ACH-000127,-0.10178103015191764
ACH-000128,0.11502581256031626
ACH-000132,-0.07382913989591218
ACH-000133,-0.09934972100884344
ACH-000137,-0.06277188626364935
ACH-000138,-0.09755984294285164
ACH-000142,-0.017675319651561053
ACH-000143,-0.13791876004463638
ACH-000146,-0.10507162062735227
ACH-000148,-0.04905872471075905
ACH-000150,-0.2395057539998143
ACH-000152,0.04965648592477495
ACH-000153,-0.20917954869831956
ACH-000159,0.014493324355567576
ACH-000160,-0.1270520353890827
ACH-000163,-0.006006910564739071
ACH-000167,-0.12240889820122301
ACH-000168,-0.08449724483594896
ACH-000169,-0.06192822929180895
ACH-000178,-0.05066969630126433
ACH-000183,-0.17200265394543046
ACH-000188,-0.05375634995612165
ACH-000189,-0.05089705236962022
ACH-000190,-0.11880241726559553
ACH-000198,-0.12183838040683025
ACH-000203,-0.0800666847570643
ACH-000204,0.0932119737002441
ACH-000206,-0.1790624607979206
ACH-000207,-0.20499389074555271
ACH-000208,-0.12297964419465855
ACH-000210,0.06508050798248091
ACH-000211,-0.057024479221390034
ACH-000215,-0.14171723616543025
ACH-000221,-0.04828140686902118
ACH-000222,-0.23663742709985355
ACH-000223,-0.1597677465654485
ACH-000226,-0.1589627317089727
ACH-000227,-0.08036342111019455
ACH-000228,0.09501581558750036
ACH-000231,-0.13339972915064852
ACH-000232,-0.0714354460442559
ACH-000233,-0.05257291556514836
ACH-000234,-0.12649926006316306
ACH-000235,-0.108498439721002
ACH-000237,-0.041778489564294856
ACH-000238,-0.032269501227171864
ACH-000242,0.28857564000064145
ACH-000243,-0.03479323264597535
ACH-000244,0.11688322356231284
ACH-000246,-0.08850718054401739
ACH-000248,0.031459119201925075
ACH-000250,-0.2183824330251096
ACH-000251,0.09956215611604692
ACH-000252,0.03560618293884491
ACH-000253,-0.2015031836231113
ACH-000255,-0.021563643629627587
ACH-000256,-0.08119355372115722
ACH-000257,0.047058040620866895
ACH-000258,0.038390726580601164
ACH-000259,-0.04669429665061592
ACH-000260,-0.09788493407612264
ACH-000261,-0.11076629035958348
ACH-000262,0.014762981107001057
ACH-000263,-0.06434945056653316
ACH-000264,-0.11512846850610466
ACH-000265,-0.03531302707543646
ACH-000266,-0.0971302679691214
ACH-000272,-0.0437548799028097
ACH-000274,-0.19970369084401854
ACH-000277,0.006986348643148996
ACH-000278,-0.0015625380692022974
ACH-000279,0.002443058709012464
ACH-000280,-0.10781156097179558
ACH-000281,-0.12078757057457112
ACH-000288,-0.10760099706329468
ACH-000291,-0.08747531761396413
ACH-000293,-0.028716870538010336
ACH-000294,-0.13337959732926727
ACH-000295,-0.2298380148093169
ACH-000296,0.10683157446033137
ACH-000302,-0.12798017622064733
ACH-000304,0.051752855998272236
ACH-000307,-0.1486630708049639
ACH-000308,-0.10644589602358208
ACH-000310,-0.02091281170371902
ACH-000311,-0.07612278845151317
ACH-000312,-0.07021614480886837
ACH-000315,-0.14397029272126974
ACH-000316,-0.2386246387733045
ACH-000317,-0.018458009106848458
ACH-000318,0.02333549231490556
ACH-000319,-0.17528525881264698
ACH-000320,-0.08917990688724309
ACH-000322,-0.13031151813554712
ACH-000323,0.0040741569681344795
ACH-000324,-0.13272701051141586
ACH-000329,-0.07457719506774585
ACH-000330,-0.16427788757647135
ACH-000331,-0.10683057691578914
ACH-000332,-0.12780655693834422
ACH-000334,-0.21886860999883326
ACH-000335,0.1758134099076994
ACH-000336,-0.14459698319628025
ACH-000337,0.12107737889506087
ACH-000338,-0.1928000865331335
ACH-000339,-0.05398325222829255
ACH-000341,0.07450298827102313
ACH-000348,-0.047945503155083516
ACH-000350,-0.1258207134020882
ACH-000352,0.022539695738029497
ACH-000356,-0.1985496636289264
ACH-000361,-0.05071832284253969
ACH-000362,-0.04459098378974058
ACH-000363,-0.1003616460683988
ACH-000364,-0.014582407282960341
ACH-000365,-0.00521049405474895
ACH-000366,-0.09260484041310013
ACH-000368,-0.15863403647321814
ACH-000374,0.029470148190718463
ACH-000375,0.058996002802784005
ACH-000376,-0.16207863137006406
ACH-000381,-0.08543640240411964
ACH-000383,-0.11422263957452446
ACH-000387,-0.052668923947189576
ACH-000389,0.0148986306748289
ACH-000390,0.0432251312975659
ACH-000393,-0.2605723796850614
ACH-000395,-0.07220979315003777
ACH-000396,-0.14430523975259588
ACH-000397,-0.18242158784920334
ACH-000401,0.2858162325633703
ACH-000402,-0.05024721803279004
ACH-000403,-0.25135775609348154
ACH-000404,-0.21268497307251852
ACH-000406,-0.05514955790448088
ACH-000407,-0.017092542004971602
ACH-000408,-0.05173391631409308
ACH-000410,-0.023595892332908867
ACH-000411,-0.1227940932588189
ACH-000414,-0.18951255288959054
ACH-000415,-0.0913483234119148
ACH-000416,-0.05744864768427588
ACH-000420,-0.05526418851419615
ACH-000421,-0.2365583406906939
ACH-000424,-0.1502986245795816
ACH-000425,-0.0659069507041609
ACH-000426,0.04602032294706662
ACH-000427,-0.014058150555143121
ACH-000433,-0.16225717849983007
ACH-000435,0.087056605753915
ACH-000436,-0.16681478694769766
ACH-000444,-0.11463764667071563
ACH-000445,-0.12355774442673885
ACH-000448,-0.07332951745148422
ACH-000450,-0.05969026975243291
ACH-000452,-0.1520665469854507
ACH-000454,-0.0892787084853834
ACH-000458,-0.33309733030727945
ACH-000459,-0.041167885447442175
ACH-000460,0.055267018673003696
ACH-000461,-0.08961430451939294
ACH-000463,-0.24761877178235925
ACH-000464,-0.06224487030231572
ACH-000466,-0.06404192468093416
ACH-000467,-0.08282790556347834
ACH-000468,-0.1943125627664697
ACH-000469,-0.11756256493518875
ACH-000470,-0.17028377951267393
ACH-000471,-0.1446910838471656
ACH-000472,-0.06466184229833026
ACH-000473,-0.10245321273266453
ACH-000475,-0.11450286632913148
ACH-000476,-0.18919637197755412
ACH-000477,-0.1208869015071858
ACH-000479,-0.3489872334573928
ACH-000480,-0.20649661920406767
ACH-000481,-0.1014761858444702
ACH-000483,-0.14575942697535613
ACH-000484,-0.2345691096456361
ACH-000485,-0.12500868599491113
ACH-000486,-0.17200117073742102
ACH-000487,-0.10339607655957073
ACH-000488,-0.0558142911021844
ACH-000490,0.11499541412115916
ACH-000491,-0.007463686707237825
ACH-000495,-0.08174411679650677
ACH-000496,-0.08864320684467139
ACH-000499,-0.15632890026482132
ACH-000500,-0.7773978003318734
ACH-000502,-0.23116077514075434
ACH-000503,0.07000968488988966
ACH-000505,0.023578727647414862
ACH-000507,-0.016979304107697355
ACH-000510,-0.18455387221263694
ACH-000511,-0.13126313690457495
ACH-000512,-0.3754341323860334
ACH-000516,-0.011980005320407572
ACH-000517,-0.12198855605506047
ACH-000518,-0.18651098326487064
ACH-000520,-0.0321446783219378
ACH-000521,-0.22082296861710884
ACH-000522,-0.1185997210642294
ACH-000524,-0.1969336078923251
ACH-000527,-0.13132350424482667
ACH-000528,-0.06039420657279713
ACH-000537,-0.1780960644500249
ACH-000541,0.02202920719212917
ACH-000542,-0.20592513212743452
ACH-000544,0.0034956550369614468
ACH-000545,-0.1414197990677043
ACH-000547,-0.04588649241627814
ACH-000548,-0.04188887433354723
ACH-000549,-0.038395485403100685
ACH-000550,-0.14377762677699993
ACH-000552,-0.183529157317269
ACH-000556,-0.0696774770998219
ACH-000557,0.03016809713895381
ACH-000569,-0.26366044346158857
ACH-000570,-0.03991880790781142
ACH-000571,-0.19970166294726616
ACH-000573,-0.1089169809376354
ACH-000576,-0.11039781413368016
ACH-000579,-0.021404336581821625
ACH-000580,0.22020595925515515
ACH-000584,-0.0399170695613489
ACH-000585,-0.11043818886283813
ACH-000588,-0.02693502411521216
ACH-000589,-0.28022450448526376
ACH-000591,-0.059930360020053614
ACH-000593,-0.14931556341676672
ACH-000600,-0.01221561058082225
ACH-000601,-0.19344394447561428
ACH-000605,-0.004250954921880019
ACH-000606,0.07359219714170417
ACH-000608,-0.18338138445026456
ACH-000614,-0.07272489275975848
ACH-000616,-0.05500293935058701
ACH-000618,-0.07660753995700338
ACH-000619,0.0029845086631437737
ACH-000620,-0.028912341044558195
ACH-000621,-0.07309916175933727
ACH-000622,-0.08916012548495937
ACH-000623,-0.063487558695168
ACH-000624,-0.03734293421684412
ACH-000627,-0.04992671624595582
ACH-000630,-0.06692194737744117
ACH-000631,-0.3562449115507503
ACH-000632,-0.06878517065930358
ACH-000633,-0.17106447237604352
ACH-000637,-0.008760946542441146
ACH-000638,0.002251754361684311
ACH-000646,-0.10532173411028634
ACH-000647,-0.08107881035581138
ACH-000648,-0.12622844132119584
ACH-000649,-0.035003687868473896
ACH-000651,-0.10638992937950216
ACH-000652,-0.10708919321187536
ACH-000653,-0.052055128721544
ACH-000657,-0.1410109837759686
ACH-000658,-0.03983718099453663
ACH-000661,0.07427794289672197
ACH-000662,-0.12685800130369934
ACH-000663,-0.08270152431538677
ACH-000665,-0.0069909019927534575
ACH-000671,-0.16132408331284395
ACH-000672,0.15643224877610384
ACH-000673,-0.2162892583842881
ACH-000676,-0.030706230570899638
ACH-000677,-0.09379748946745292
ACH-000681,-0.12223011684037895
ACH-000683,-0.047344378994590514
ACH-000684,0.06483241629060169
ACH-000688,-0.2356646915196973
ACH-000693,-0.08909144072490809
ACH-000694,0.04647278225061815
ACH-000695,-0.14179984146607386
ACH-000696,0.002135198396019016
ACH-000697,-0.034551566722815785
ACH-000699,-0.0442598451753437
ACH-000701,-0.08202722322081815
ACH-000706,-0.12749413623989153
ACH-000711,-0.09551456702400417
ACH-000713,0.0135734097186023
ACH-000714,-0.04516783991620957
ACH-000718,0.05337409690539351
ACH-000720,-0.005802309267313421
ACH-000721,-0.04425863150766094
ACH-000724,-0.10834876489108296
ACH-000725,0.03993649727420306
ACH-000732,-0.11097151515270363
ACH-000734,-0.2932519985962673
ACH-000735,-0.15844397736952773
ACH-000736,-0.1587797225107671
ACH-000738,-0.0856249929633961
ACH-000746,0.16010532824303567
ACH-000747,-0.1527438063379613
ACH-000748,-0.165652362339352
ACH-000753,-0.19358795640888776
ACH-000756,-0.10905054547283624
ACH-000757,0.01983540963403273
