,FAU (2197)
ACH-000527,-1.3642209779232244
ACH-000528,-1.4567421501666673
ACH-000537,-1.4574367329439388
ACH-000541,-1.01091967839978
ACH-000542,-1.3904013948972538
ACH-000544,-1.2428701125606714
ACH-000545,-1.2209008096355152
ACH-000547,-1.525558327040082
ACH-000548,-1.319195313889394
ACH-000549,-1.5234163508200138
ACH-000550,-1.4348150226768306
ACH-000552,-1.4678126900884425
ACH-000556,-1.4949916771507843
ACH-000557,-1.5681941635233918
ACH-000569,-1.4600693173798054
ACH-000570,-1.5819283490335008
ACH-000571,-1.3892181327062914
ACH-000573,-1.231235322984325
ACH-000576,-1.3940669937014525
ACH-000579,-1.489189167462838
ACH-000580,-1.4113143071031022
ACH-000584,-1.2449254453616672
ACH-000585,-1.5022308997979867
ACH-000588,-1.283643134625021
ACH-000589,-1.4099169678440775
ACH-000591,-1.3744209536370264
ACH-000593,-1.3374089666735105
ACH-000600,-1.4675680912920022
ACH-000601,-1.345589885707055
ACH-000605,-1.3794692302574414
ACH-000606,-1.328728475077369
ACH-000608,-1.422295841717336
ACH-000614,-1.4332049282363792
ACH-000616,-1.254268141144832
ACH-000618,-1.4164409764992478
ACH-000619,-1.3152009246553338
ACH-000620,-1.2976248659443748
ACH-000621,-1.4065302885515387
ACH-000622,-1.4817966819591597
ACH-000623,-1.313147801633985
ACH-000624,-1.3811526790539324
ACH-000627,-1.3070344989720697
ACH-000630,-1.2303357552836558
ACH-000631,-1.3513328244325846
ACH-000632,-1.422610276091219
ACH-000633,-1.2685663541783037
ACH-000637,-1.5172588778175606
ACH-000638,-1.4315820196591846
ACH-000646,-1.400617371575934
ACH-000647,-1.4900772076628543
ACH-000648,-1.609284154889285
ACH-000649,-1.5658342898524902
ACH-000651,-1.4167398044899069
ACH-000652,-1.3561376492379478
ACH-000653,-1.123435411868143
ACH-000657,-1.4862387970200388
ACH-000658,-1.3485098140260576
ACH-000661,-1.4628656120612034
ACH-000662,-1.131541737321259
ACH-000663,-1.7115199087410398
ACH-000665,-1.2968695709257945
ACH-000671,-1.4829825493846025
ACH-000672,-1.343411627374541
ACH-000673,-1.2464068984473398
ACH-000676,-1.3093165197096248
ACH-000677,-1.5667132590650632
ACH-000681,-1.4097300007858835
ACH-000683,-1.421398087829241
ACH-000684,-1.4240513574575056
ACH-000688,-1.37541729446328
ACH-000693,-1.35027764747516
ACH-000694,-1.356071274311549
ACH-000695,-0.9456769239094894
ACH-000696,-1.2735462201698913
ACH-000697,-1.0435529500318674
ACH-000699,-1.2502990638648803
ACH-000701,-1.4440457664642052
ACH-000706,-1.2930150352444256
ACH-000711,-1.2790996222481377
ACH-000713,-1.1679142777583047
ACH-000714,-1.4596039270052137
ACH-000718,-1.5539982051901362
ACH-000720,-1.5571786576884568
ACH-000721,-1.3209336759403931
ACH-000724,-1.4310999450594986
ACH-000725,-1.3427664913302189
ACH-000732,-1.548836636170705
ACH-000734,-1.2808595213676146
ACH-000735,-1.4133216703981475
ACH-000736,-1.5018467329534468
ACH-000738,-1.2468603640838685
ACH-000746,-1.346125560225595
ACH-000747,-1.3849194391855009
ACH-000748,-1.2766664571152089
ACH-000753,-1.4761169642432184
ACH-000756,-1.4220715944631857
ACH-000757,-1.341996292808028
ACH-000758,-1.5868384803781526
ACH-000760,-1.3929351891141497
ACH-000762,-1.443698403561864
ACH-000763,-1.660136035683483
ACH-000764,-1.5377486724752942
ACH-000765,-1.5727857579976383
ACH-000766,-1.561533490426133
ACH-000767,-1.1933681671922782
ACH-000768,-1.5643200783032465
ACH-000769,-1.4535421565186593
ACH-000770,-1.5602292517800918
ACH-000771,-1.176452141071359
ACH-000773,-1.242567537211526
ACH-000776,-1.4403299279241355
ACH-000777,-1.4057525169241645
ACH-000778,-1.6649540897066484
ACH-000781,-1.6931320965655412
ACH-000782,-1.3686051601144926
ACH-000783,-1.3896242566013874
ACH-000784,-1.4194587580097848
ACH-000785,-1.4236854115631117
ACH-000787,-1.529051687706807
ACH-000788,-1.3442336812717126
ACH-000791,-1.363953955417624
ACH-000792,-1.6505907401168791
ACH-000794,-1.2653307023055442
ACH-000796,-1.3851735077429983
ACH-000798,-1.5895784355632514
ACH-000799,-1.1941166925325235
ACH-000800,-1.4101780787106981
ACH-000802,-1.3759944321832456
ACH-000804,-1.6633064146623675
ACH-000805,-1.2436689350005108
ACH-000809,-1.406033690795145
ACH-000810,-1.244873819075377
ACH-000811,-1.5042198098688269
ACH-000817,-1.351298941760268
ACH-000819,-1.3956903279313142
ACH-000820,-1.6323085283257583
ACH-000821,-1.7300622577456104
ACH-000822,-1.2207322964631868
ACH-000823,-1.3689870284800232
ACH-000824,-1.5181970791472412
ACH-000827,-1.539129535485258
ACH-000829,-1.5025029458104948
ACH-000831,-1.7145953857104654
ACH-000832,-1.4909434994155395
ACH-000833,-1.6395530533626816
ACH-000834,-1.4387781624579934
ACH-000835,-1.3159911818389904
ACH-000836,-1.4957666484349164
ACH-000837,-1.358012254956111
ACH-000838,-1.6923410993514252
ACH-000839,-1.1495816869485012
ACH-000840,-1.636580053659882
ACH-000841,-1.496585605574436
ACH-000843,-1.6476937105094072
ACH-000846,-1.6312216343576826
ACH-000847,-1.2845861563523255
ACH-000848,-1.356110369619616
ACH-000849,-1.4363673639167862
ACH-000851,-1.315876550607313
ACH-000855,-1.363721744834418
ACH-000856,-1.3208007863113411
ACH-000858,-1.3201122861508503
ACH-000859,-1.358188750412442
ACH-000861,-1.419429492888142
ACH-000862,-1.2906678632017992
ACH-000865,-1.455235792027229
ACH-000866,-1.3782992935311038
ACH-000867,-1.4165249036061671
ACH-000869,-1.2371086315872228
ACH-000872,-1.448852494368024
ACH-000873,-1.1938498950121883
ACH-000876,-1.2115621321365888
ACH-000878,-1.6621892728114147
ACH-000880,-1.5708659293825074
ACH-000881,-1.446443393772883
ACH-000882,-1.6153876209071998
ACH-000884,-1.326563891680036
ACH-000885,-1.3613415856238351
ACH-000887,-1.3808881441171883
ACH-000889,-1.3296037345146476
ACH-000896,-1.4925082584019642
ACH-000898,-1.39994082390609
ACH-000900,-1.3157244340882746
ACH-000901,-1.6060598314430408
ACH-000905,-1.1983478468363944
ACH-000906,-1.354719459097968
ACH-000907,-1.3786113969614502
ACH-000910,-1.3854163780048734
ACH-000911,-1.3542780983922778
ACH-000912,-1.5692129113265845
ACH-000913,-1.4371322219566334
ACH-000915,-1.3197993850567178
ACH-000916,-1.3526929605588205
ACH-000917,-1.3379851729523091
ACH-000920,-1.5919481451187882
ACH-000921,-1.4629949500755024
ACH-000924,-1.4083149841700058
ACH-000926,-1.4171350417656108
ACH-000928,-1.266364383070356
ACH-000929,-1.7132528784995409
ACH-000932,-1.3408961260621506
ACH-000935,-1.2511675825351571
ACH-000936,-1.5953416005772048
ACH-000937,-1.397336347745579
ACH-000938,-1.3812586756443794
ACH-000939,-1.5774290156746271
ACH-000941,-1.7758435516382771
ACH-000943,-1.6123658071890865
ACH-000946,-1.41513070932748
ACH-000947,-1.4989533140457187
ACH-000948,-1.5639728913903816
ACH-000950,-1.4977982800009877
ACH-000953,-1.4293138220078414
ACH-000954,-0.994877943710486
ACH-000957,-1.1503371388865875
ACH-000958,-1.3628651936576366
ACH-000960,-1.3015062748996862
ACH-000963,-1.6655744383260904
ACH-000968,-1.380606743941854
ACH-000969,-1.5258495268529093
ACH-000972,-1.1634069428395255
ACH-000973,-1.1259560498553922
ACH-000974,-1.3238183252391769
ACH-000978,-1.4176745031858082
ACH-000984,-1.4233557953168727
ACH-000986,-1.4627966576926783
ACH-000988,-1.5741316782523793
ACH-000993,-1.1359685677263494
ACH-000994,-1.5096973367657016
ACH-000996,-1.167023818126118
ACH-001001,-1.2930925020173287
ACH-001020,-1.4070307233427612
ACH-001028,-1.2442549686342297
ACH-001031,-1.505747805948407
ACH-001038,-1.256470537371386
ACH-001048,-1.449205193215756
ACH-001050,-1.332237561055578
ACH-001053,-1.5492282821348786
ACH-001054,-1.2483446837909484
ACH-001061,-1.1301679616486775
ACH-001067,-1.1912635325974708
ACH-001075,-1.4812651917696416
ACH-001096,-1.5652346016693337
ACH-001111,-1.5221302737417832
ACH-001119,-1.3917086538089258
ACH-001128,-1.2785087212649258
ACH-001134,-1.262459430106581
ACH-001151,-1.279678739527183
ACH-001163,-1.2904787700818778
ACH-001164,-1.5641167324474354
ACH-001183,-1.2811198655544185
ACH-001192,-1.3267675962115348
ACH-001193,-1.3666334747985371
ACH-001196,-1.3950952401694008
ACH-001197,-1.5409462273464365
ACH-001205,-1.1783858228496051
ACH-001211,-1.3793700941804454
ACH-001212,-1.6664888083623568
ACH-001228,-1.340910094898944
ACH-001232,-1.0994647502732704
ACH-001239,-1.2471857297179734
ACH-001270,-1.5332919860005159
ACH-001274,-1.4489981086550194
ACH-001275,-1.3521342764108668
ACH-001277,-1.065787107140475
ACH-001278,-1.6258183094516396
ACH-001280,-1.2250520889818122
ACH-001283,-1.5467377075415858
ACH-001289,-1.1821536561320611
ACH-001300,-1.4224386352148362
ACH-001301,-1.4743302596178545
ACH-001302,-1.4030289897650423
ACH-001306,-1.3876359638565925
ACH-001318,-1.5327736322083003
ACH-001322,-0.9868572113062516
ACH-001328,-1.3043824484710504
ACH-001332,-1.2832758189877636
ACH-001336,-1.477963697387089
ACH-001346,-1.369301449964376
ACH-001353,-1.3611879112817042
ACH-001354,-1.7870070812828656
ACH-001367,-1.3501266766809048
ACH-001368,-1.4082475981447602
ACH-001374,-1.0844096702179993
ACH-001377,-1.6768144766095359
ACH-001380,-1.3647358165147685
ACH-001391,-1.34634163572575
ACH-001408,-1.7013234341658636
ACH-001430,-1.1114502365418704
ACH-001431,-1.0416090710476444
ACH-001450,-1.348104351786955
ACH-001496,-1.3437731379296536
ACH-001500,-1.4658519203040057
ACH-001523,-1.5671353143658275
ACH-001532,-1.5574967638850843
ACH-001550,-1.4418285275189149
ACH-001552,-1.2653921297792172
ACH-001554,-1.5568559811482785
ACH-001654,-1.553093350271739
ACH-001735,-1.5300379902619503
ACH-001736,-1.2918953448863002
ACH-001737,-1.4480099151236319
ACH-001740,-1.5626459272527444
ACH-001745,-1.641679487598774
ACH-001765,-1.4691121071676048
