,NKAPL (222698)
ACH-000004,-0.07695592793299802
ACH-000005,-0.16785585443216
ACH-000007,-0.14134385511334024
ACH-000009,-0.14943466195626756
ACH-000011,-0.005739129428307019
ACH-000012,-0.14591679968175508
ACH-000013,-0.20259436693764865
ACH-000014,-0.07290079669345256
ACH-000015,-0.07007176591493426
ACH-000017,-0.34118435321561
ACH-000018,-0.059293171136309934
ACH-000019,0.04291198109596656
ACH-000021,-0.1376087373649123
ACH-000022,-0.08917160618386577
ACH-000025,-0.1302507253851262
ACH-000028,-0.2062805138060324
ACH-000030,-0.13094611956955565
ACH-000035,-0.20318755824086268
ACH-000036,0.05202075840613343
ACH-000037,-0.10770779557837074
ACH-000039,-0.2504660429908501
ACH-000040,-0.1077770255781587
ACH-000041,-0.1752466396219655
ACH-000042,0.01845953608295517
ACH-000045,-0.025414899170240483
ACH-000047,-0.06993791224447556
ACH-000052,-0.06112815593841505
ACH-000053,-0.13241945982254125
ACH-000054,-0.10196697304081424
ACH-000055,-0.10503457672434324
ACH-000060,-0.1880689827370516
ACH-000067,-0.11805915463695715
ACH-000070,-0.2835255035346381
ACH-000075,-0.06061290193591799
ACH-000078,-0.11141447799712527
ACH-000082,-0.10238695600148537
ACH-000085,-0.2318375995792752
ACH-000086,-0.1352170138364389
ACH-000087,-0.28292469058409303
ACH-000092,-0.0860887845648827
ACH-000095,-0.14171998665356075
ACH-000097,-0.12030837655878247
ACH-000098,-0.09954195502859002
ACH-000099,-0.1623302483434802
ACH-000108,-0.13589439452426474
ACH-000113,-0.22055063838424635
ACH-000116,-0.05480434371569217
ACH-000118,-0.1455162176451115
ACH-000120,-0.0904935387810056
ACH-000123,-0.15231445121475312
ACH-000127,-0.13300665754768673
ACH-000128,0.032347031594021296
ACH-000132,-0.06089419078127451
ACH-000133,-0.20984279890783208
ACH-000137,-0.3405746206880422
ACH-000138,-0.08644473675121203
ACH-000142,-0.07152256282188513
ACH-000143,-0.35340883080140123
ACH-000146,-0.07644873087998062
ACH-000148,-0.1737180151843175
ACH-000150,-0.17034650991819292
ACH-000152,-0.12766657216871835
ACH-000153,-0.26794055641971903
ACH-000159,-0.13332813843030436
ACH-000160,-0.18863310294446312
ACH-000163,0.042124703052913916
ACH-000167,-0.22247345390242687
ACH-000168,-0.15198655606249056
ACH-000169,-0.09192491785183536
ACH-000178,-0.08502550945774125
ACH-000183,-0.17595769919752574
ACH-000188,-0.08731423387727433
ACH-000189,-0.14658542553963333
ACH-000190,-0.017203992889081362
ACH-000198,-0.08905622303294301
ACH-000203,0.2042579052604163
ACH-000204,0.038335424824386136
ACH-000206,-0.04615383830104803
ACH-000207,-0.06437085055045037
ACH-000208,0.03317677137981176
ACH-000210,-0.01420695402326404
ACH-000211,-0.05945830169102635
ACH-000215,-0.16949200037690645
ACH-000221,-0.043144486791629286
ACH-000222,-0.16215416488077694
ACH-000223,-0.15037114318605452
ACH-000226,-0.04050978785750761
ACH-000227,-0.16652658325498942
ACH-000228,-0.10317255596818313
ACH-000231,-0.1194097560498312
ACH-000232,-0.028554246207624662
ACH-000233,-0.12515516121366044
ACH-000234,-0.1995793365469976
ACH-000235,-0.034164200988337175
ACH-000237,-0.1264428190919333
ACH-000238,-0.0954981006251631
ACH-000242,-0.15454475960573424
ACH-000243,-0.17776873958473458
ACH-000244,-0.011217977402549852
ACH-000246,-0.14062985628723484
ACH-000248,-0.01204412763759128
ACH-000250,-0.1178738155878616
ACH-000251,-0.07287482140879849
ACH-000252,-0.2589916567238186
ACH-000253,-0.03348157432349053
ACH-000255,-0.04445928761643075
ACH-000256,0.08392407003301504
ACH-000257,-0.10752026636446604
ACH-000258,0.009271259404431551
ACH-000259,-0.2134506041202472
ACH-000260,-0.068906911681496
ACH-000261,-0.11677468385436973
ACH-000262,-0.07834619312904981
ACH-000263,-0.12344671756936328
ACH-000264,0.006614391260401878
ACH-000265,-0.07711267933768562
ACH-000266,-0.10992188032776304
ACH-000272,-0.19034253052901293
ACH-000274,-0.0690750115534962
ACH-000277,0.009671914441760405
ACH-000278,-0.12788986499446034
ACH-000279,-0.25484857373189995
ACH-000280,-0.10082123940689157
ACH-000281,-0.22808544172830525
ACH-000288,-0.20530514853553
ACH-000291,-0.046628512368569984
ACH-000293,-0.004442470612673985
ACH-000294,-0.042820973304528505
ACH-000295,-0.3666578277491103
ACH-000296,-0.08100157598919325
ACH-000302,-0.15718544679030735
ACH-000304,0.07535944450884809
ACH-000307,-0.15302419378054488
ACH-000308,-0.2413727457647558
ACH-000310,-0.08272126455551887
ACH-000311,-0.09169774039773518
ACH-000312,-0.2018424410878905
ACH-000315,0.0503182617803433
ACH-000316,-0.060213963076968025
ACH-000317,-0.21806878967866064
ACH-000318,-0.06764795632848107
ACH-000319,-0.10793361212924454
ACH-000320,-0.23901243307841674
ACH-000322,0.1061600029816202
ACH-000323,-0.08275277152132479
ACH-000324,-0.19890467181856636
ACH-000329,-0.09266912872948696
ACH-000330,-0.17715370247950896
ACH-000331,-0.1300237373065042
ACH-000332,-0.08980250858108439
ACH-000334,-0.036439488638933
ACH-000335,0.08330624858934581
ACH-000336,-0.017462771843040664
ACH-000337,-0.14655130023084226
ACH-000338,-0.5778759451388763
ACH-000339,-0.1409374901559889
ACH-000341,-0.016394432407592453
ACH-000348,0.02939446624358047
ACH-000350,-0.02975565539465895
ACH-000352,-0.11405527303384025
ACH-000356,-0.05254090786188765
ACH-000361,0.012642307049731802
ACH-000362,-0.10826123121285867
ACH-000363,-0.07247649471173763
ACH-000364,-0.05854201959936413
ACH-000365,-0.19650799520273848
ACH-000366,-0.1357992480099868
ACH-000368,0.028639996397887425
ACH-000374,-0.2852084993418941
ACH-000375,-0.13408504048826636
ACH-000376,-0.1367694844584822
ACH-000381,-0.004449473915392981
ACH-000383,-0.13023402828554892
ACH-000387,-0.24711868911705884
ACH-000389,-0.16592711637035062
ACH-000390,-0.18009080165904426
ACH-000393,-0.13873268508785486
ACH-000395,-0.005282283522208903
ACH-000396,-0.5575383355480941
ACH-000397,-0.06770688679154764
ACH-000401,-0.03286613500364347
ACH-000402,0.03729518416840205
ACH-000403,-0.07987004895409608
ACH-000404,0.1456922289056433
ACH-000406,-0.14520805940193784
ACH-000407,0.0368469462883905
ACH-000408,-0.03599989614804571
ACH-000410,-0.043291944163902224
ACH-000411,-0.0362625021126521
ACH-000414,-0.19457338642483016
ACH-000415,-0.04643387547743349
ACH-000416,-0.08233965710120669
ACH-000420,0.013360649736028268
ACH-000421,-0.10170717880015398
ACH-000424,-0.07844103423321615
ACH-000425,-0.17794065456754074
ACH-000426,-0.04862033074043279
ACH-000427,-0.018947730217678926
ACH-000433,-0.20891750893118213
ACH-000435,-0.12252471788628595
ACH-000436,-0.17391519959730906
ACH-000444,-0.045758934198323366
ACH-000445,-0.08130603210325188
ACH-000448,-0.08006943538510082
ACH-000450,-0.22304905421806814
ACH-000452,-0.09978577859088862
ACH-000454,-0.14570432973362232
ACH-000458,-0.15833658775241374
ACH-000459,-0.03191576941814905
ACH-000460,-0.0896995622817687
ACH-000461,-0.17296286802298208
ACH-000463,-0.08812917956446749
ACH-000464,-0.22176302658820607
ACH-000466,-0.15579858205473876
ACH-000467,-0.10951438593518016
ACH-000468,-0.09929604801258883
ACH-000469,-0.11546378230808152
ACH-000470,-0.08830134750422522
ACH-000471,-0.11464893742463035
ACH-000472,-0.16388118054248993
ACH-000473,-0.037799188356260637
ACH-000475,-0.04531452738226415
ACH-000476,-0.1244541948084186
ACH-000477,-0.06752018752911397
ACH-000479,-0.2023329700445692
ACH-000480,-0.1467670433996066
ACH-000481,-0.10702327853328993
ACH-000483,-0.08325842667296729
ACH-000484,0.10170019743344946
ACH-000485,-0.16748511767103194
ACH-000486,-0.1229289752974545
ACH-000487,-0.15856035266175492
ACH-000488,-2.0360355585558687e-05
ACH-000490,-0.1680301527967096
ACH-000491,-0.3301457126747425
ACH-000495,-0.01965445186621852
ACH-000496,-0.0996948029473656
ACH-000499,-0.10460253872034796
ACH-000500,-0.4448489902566083
ACH-000502,-0.1399572748205355
ACH-000503,-0.015532125385751619
ACH-000505,-0.040904939552986165
ACH-000507,-0.190132428290524
ACH-000510,-0.06887580405025254
ACH-000511,-0.09263965323786293
ACH-000512,-0.26380251664993964
ACH-000516,-0.1124149859903728
ACH-000517,-0.11259232079274185
ACH-000518,-0.059736610151885014
ACH-000520,0.018347383676046613
ACH-000521,-0.18131927584186935
ACH-000522,-0.12231415872892967
ACH-000524,-0.19290200080369085
ACH-000527,-0.14161963770912822
ACH-000528,-0.16502604197032458
ACH-000537,-0.07806709244404868
ACH-000541,0.21268132952959548
ACH-000542,-0.05766064648539936
ACH-000544,-0.17149273096558953
ACH-000545,-0.16998530594099667
ACH-000547,-0.22412043663435702
ACH-000548,-0.18564824866719284
ACH-000549,-0.1701991182920731
ACH-000550,-0.08664791626353477
ACH-000552,-0.03733664051798798
ACH-000556,-0.08510417310609307
ACH-000557,-0.0538561769303006
ACH-000569,-0.08004366795917807
ACH-000570,-0.09217293399842698
ACH-000571,-0.10620487857501497
ACH-000573,-0.034566591525752484
ACH-000576,-0.16478771121100033
ACH-000579,-0.3060777805676887
ACH-000580,-0.1451027685129547
ACH-000584,-0.1900275317391816
ACH-000585,-0.10738152358514627
ACH-000588,-0.17167499316986742
ACH-000589,-0.2026993917859703
ACH-000591,-0.12135782486422972
ACH-000593,-0.07044070872123126
ACH-000600,-0.14203565015017994
ACH-000601,-0.10324248093753076
ACH-000605,-0.30684983413695943
ACH-000606,0.04024207053125757
ACH-000608,-0.09826018902749803
ACH-000614,0.06881657947536879
ACH-000616,0.0014546767099846483
ACH-000618,-0.1978135888815172
ACH-000619,-0.2336808997690864
ACH-000620,0.0178026198734488
ACH-000621,-0.17045005991224235
ACH-000622,-0.08517794932210503
ACH-000623,-0.19374557365496334
ACH-000624,-0.11264690406706315
ACH-000627,-0.17264520562852198
ACH-000630,-0.10284058336119616
ACH-000631,-0.10137016256411004
ACH-000632,0.06666867253885382
ACH-000633,-0.0011472329604857007
ACH-000637,-0.22513312646357989
ACH-000638,-0.07263704282407167
ACH-000646,-0.27860774097704544
ACH-000647,-0.10890196584921928
ACH-000648,-0.20914776866752546
ACH-000649,-0.08692601129030157
ACH-000651,-0.09015673020913034
ACH-000652,-0.38011426477885735
ACH-000653,-0.2255240002136092
ACH-000657,-0.1610255909087937
ACH-000658,-0.12570563937924822
ACH-000661,-0.169892897584108
ACH-000662,-0.1290152944329356
ACH-000663,-0.0367267631938682
ACH-000665,-0.15162487834029795
ACH-000671,-0.14429462663479425
ACH-000672,-0.208925233869721
ACH-000673,-0.06650710527724958
ACH-000676,-0.02419004071160774
ACH-000677,-0.10660409205788272
ACH-000681,-0.1792901489116842
ACH-000683,-0.16259117340775378
ACH-000684,-0.07382998122732745
ACH-000688,-0.211033244207526
ACH-000693,-0.004433416653297011
ACH-000694,-0.25373843331089824
ACH-000695,-0.08490824981407052
ACH-000696,-0.10424797271319956
ACH-000697,-0.11594767302994967
ACH-000699,-0.032700731547087185
ACH-000701,-0.1369808269175553
ACH-000706,-0.22424321077581624
ACH-000711,-0.13256864492703407
ACH-000713,-0.3297962250964629
ACH-000714,0.10090215238155956
ACH-000718,-0.010709133891925777
ACH-000720,-0.14181112641878066
ACH-000721,-0.11634258164147407
ACH-000724,-0.2346171738111653
ACH-000725,0.10753025369945436
ACH-000732,-0.09119549782848578
ACH-000734,-0.1937818726620795
ACH-000735,-0.009638660333463698
ACH-000736,0.006948878187641004
ACH-000738,-0.01916890246562949
ACH-000746,0.06929128298474954
ACH-000747,0.034404738006573295
ACH-000748,-0.044644776247138765
ACH-000753,-0.07264696642455956
ACH-000756,-0.03931883158024138
ACH-000757,-0.0030668998567901376
ACH-000758,-0.09236514456918113
ACH-000760,-0.007481667856213651
ACH-000762,-0.11012993677114266
ACH-000763,0.03319549521780968
ACH-000764,-0.3687592938435713
ACH-000765,-0.2041420088555239
ACH-000766,-0.12591399739263207
ACH-000767,0.0047446526379177284
ACH-000768,-0.14893480082244545
ACH-000769,-0.06583318767366934
ACH-000770,-0.10667191917670966
ACH-000771,-0.059724145725951513
ACH-000773,-0.1396329822497364
ACH-000776,-0.24719858517905904
ACH-000777,-0.31828298592163085
ACH-000778,-0.16179378848974532
ACH-000781,-0.1451245549538305
ACH-000782,-0.1527650634860412
ACH-000783,-0.2019437383425532
ACH-000784,-0.10358884053643712
ACH-000785,-0.09900800944442427
ACH-000787,-0.05970199861594418
ACH-000788,-0.05908239630630659
ACH-000791,-0.01122277430311408
ACH-000792,-0.092751466830764
ACH-000794,-0.11844739773588975
ACH-000796,-0.062079797459297724
ACH-000798,-0.1069426414561176
ACH-000799,0.03500568387129272
ACH-000800,0.025265247649766245
ACH-000802,-0.08307145365889551
ACH-000804,-0.10664516522202272
ACH-000805,-0.10776252958019472
ACH-000809,-0.1052905627571931
ACH-000810,0.05133312585127648
ACH-000811,-0.15653883628214324
ACH-000817,-0.3144312634341594
ACH-000819,-0.12702641222657896
ACH-000820,0.1132625773155114
ACH-000821,-0.030894576811277826
ACH-000822,-0.06060898117347732
ACH-000823,-0.13316475891188748
ACH-000824,-0.06671752690873409
ACH-000827,-0.06543998098254515
ACH-000829,-0.16752125142207688
ACH-000831,-0.028535681774803656
ACH-000832,0.03060433287170672
ACH-000833,-0.09870496350464694
ACH-000834,-0.11244925381999704
ACH-000835,0.03827674138091576
ACH-000836,-0.04955289173643152
ACH-000837,-0.17026806307487605
ACH-000838,-0.004954379518173393
ACH-000839,-0.06272715578925121
ACH-000840,-0.008970149816824995
ACH-000841,-0.08030462609936086
ACH-000843,-0.2525650621587517
ACH-000846,-0.07238044673112164
ACH-000847,-0.028311749516719026
ACH-000848,0.007622476839032353
ACH-000849,-0.005818688548245339
ACH-000851,-0.11128057433459657
ACH-000855,-0.30142394865516703
ACH-000856,-0.23103431653688786
ACH-000858,-0.1335639441520947
ACH-000859,0.06876012483440404
ACH-000861,-0.17082397645504566
ACH-000862,-0.06419642260488606
ACH-000865,-0.09363923200832733
ACH-000866,-0.08280939022856534
ACH-000867,-0.060124947989703664
ACH-000869,-0.054874815081565886
ACH-000872,-0.059944034938184815
ACH-000873,-0.2240811385739944
ACH-000876,-0.2291626739979028
ACH-000878,0.024131269008039698
ACH-000880,-0.29490708360295365
ACH-000881,-0.0017046856089065693
ACH-000882,-0.013864725814873195
ACH-000884,-0.10372767973054453
ACH-000885,-0.13141907031656042
ACH-000887,-0.09321827418387603
ACH-000889,-0.35284050279306034
ACH-000896,-0.1083552946074261
ACH-000898,-0.20436351313197315
ACH-000900,-0.06969474461659197
ACH-000901,-0.11832864155552905
ACH-000905,-0.037426797001296634
ACH-000906,-0.12398071605861875
ACH-000907,-0.11943151940043535
ACH-000910,-0.0440448097274901
ACH-000911,-0.13299104477309345
ACH-000912,-0.10338397145316547
ACH-000913,-0.18287330311698016
ACH-000915,-0.14791406520997916
ACH-000916,0.19896442499712413
ACH-000917,-0.053853602554534204
ACH-000920,0.023083017674822976
ACH-000921,-0.13113496977576555
ACH-000924,-0.14134183004359527
ACH-000926,-0.09247192541494152
ACH-000928,-0.02708647404418034
ACH-000929,-0.0007095210722306869
ACH-000932,-0.15663552855602625
ACH-000935,-0.059101597295082686
ACH-000936,-0.09499728350162133
ACH-000937,-0.09537645023840333
ACH-000938,-0.15326910455202125
ACH-000939,0.018444983678179868
ACH-000941,-0.05139502677475955
ACH-000943,-0.11847371789938765
ACH-000946,-0.16260928019461998
ACH-000947,-0.22631786292110384
ACH-000948,-0.09419881322003994
ACH-000950,-0.08213879854308974
ACH-000953,-0.16405687007931738
ACH-000954,-0.2879975882117422
ACH-000957,-0.12025391173883394
